cancer	stage_id	run_id	analysis_version	metabolite_key	metabolite_name	gene	relationship_type	role_in_written_reaction	reaction	source_url	uniprot_accession	evidence_origin	mapping_status	status	reason	identity_basis	source_path	source_evidence	rhea_id	historical_reaction_id	relation_key	patient_analysis_this_round	functional_analysis_this_round	evidence_id
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00187	cholesterol	SOAT2	酶	转化底物	胆固醇酰化生成胆固醇酯。	https://enzyme.expasy.org/EC/2.3.1.26 ; https://www.uniprot.org/uniprotkb/O75908/entry	O75908	LEGACY_V1_REUSED	DIRECT_ACCEPTED	DONE	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。 旧关系按既有审定复用，本轮未逐篇重审。	Inherited CAMP feature; no reidentification; exact key join	reference/brca/direct_edges_v1.tsv	Legacy curated tier A		R058	KEGG:C00187|SOAT2	NOT_RUN	NOT_RUN	M190E0078
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00189	ethanolamine	CHKA	酶	转化底物	乙醇胺磷酸化生成磷酸乙醇胺。	https://enzyme.expasy.org/EC/2.7.1.82 ; https://www.uniprot.org/uniprotkb/P35790/entry	P35790	LEGACY_V1_REUSED	DIRECT_ACCEPTED	DONE	CHKA/CHKB也有该反应注释；酶名不代表单一底物专一性。 旧关系按既有审定复用，本轮未逐篇重审。	Inherited CAMP feature; no reidentification; exact key join	reference/brca/direct_edges_v1.tsv	Legacy curated tier A		R049	KEGG:C00189|CHKA	NOT_RUN	NOT_RUN	M190E0079
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00189	ethanolamine	CHKB	酶	转化底物	乙醇胺磷酸化生成磷酸乙醇胺。	https://enzyme.expasy.org/EC/2.7.1.82 ; https://www.uniprot.org/uniprotkb/Q9Y259/entry	Q9Y259	LEGACY_V1_REUSED	DIRECT_ACCEPTED	DONE	CHKA/CHKB也有该反应注释；酶名不代表单一底物专一性。 旧关系按既有审定复用，本轮未逐篇重审。	Inherited CAMP feature; no reidentification; exact key join	reference/brca/direct_edges_v1.tsv	Legacy curated tier A		R049	KEGG:C00189|CHKB	NOT_RUN	NOT_RUN	M190E0080
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00189	ethanolamine	ETNK1	酶	转化底物	乙醇胺磷酸化生成磷酸乙醇胺。	https://enzyme.expasy.org/EC/2.7.1.82 ; https://www.uniprot.org/uniprotkb/Q9HBU6/entry	Q9HBU6	LEGACY_V1_REUSED	DIRECT_ACCEPTED	DONE	CHKA/CHKB也有该反应注释；酶名不代表单一底物专一性。 旧关系按既有审定复用，本轮未逐篇重审。	Inherited CAMP feature; no reidentification; exact key join	reference/brca/direct_edges_v1.tsv	Legacy curated tier A		R049	KEGG:C00189|ETNK1	NOT_RUN	NOT_RUN	M190E0081
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00189	ethanolamine	ETNK2	酶	转化底物	乙醇胺磷酸化生成磷酸乙醇胺。	https://enzyme.expasy.org/EC/2.7.1.82 ; https://www.uniprot.org/uniprotkb/Q9NVF9/entry	Q9NVF9	LEGACY_V1_REUSED	DIRECT_ACCEPTED	DONE	CHKA/CHKB也有该反应注释；酶名不代表单一底物专一性。 旧关系按既有审定复用，本轮未逐篇重审。	Inherited CAMP feature; no reidentification; exact key join	reference/brca/direct_edges_v1.tsv	Legacy curated tier A		R049	KEGG:C00189|ETNK2	NOT_RUN	NOT_RUN	M190E0082
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00208	maltose	MGAM	酶	水解底物	人MGAM可水解麦芽糖生成葡萄糖。	https://www.reactome.org/content/detail/R-HSA-189102 ; https://www.uniprot.org/uniprotkb/O43451/entry	O43451	LEGACY_V1_REUSED	DIRECT_ACCEPTED	DONE	原注释主要为小肠消化背景；乳腺组织中的表达和底物来源未评价。 旧关系按既有审定复用，本轮未逐篇重审。	Inherited CAMP feature; no reidentification; exact key join	reference/brca/direct_edges_v1.tsv	Legacy curated tier A		R087	KEGG:C00208|MGAM	NOT_RUN	NOT_RUN	M190E0083
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00212	adenosine	ADA	酶	转化底物	腺苷脱氨生成肌苷。	https://enzyme.expasy.org/EC/3.5.4.4 ; https://www.uniprot.org/uniprotkb/P00813/entry	P00813	LEGACY_V1_REUSED	DIRECT_ACCEPTED	DONE	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。 旧关系按既有审定复用，本轮未逐篇重审。	Inherited CAMP feature; no reidentification; exact key join	reference/brca/direct_edges_v1.tsv	Legacy curated tier A		R065	KEGG:C00212|ADA	NOT_RUN	NOT_RUN	M190E0084
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00212	adenosine	ADA2	酶	转化底物	腺苷脱氨生成肌苷。	https://enzyme.expasy.org/EC/3.5.4.4 ; https://www.uniprot.org/uniprotkb/Q9NZK5/entry	Q9NZK5	LEGACY_V1_REUSED	DIRECT_ACCEPTED	DONE	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。 旧关系按既有审定复用，本轮未逐篇重审。	Inherited CAMP feature; no reidentification; exact key join	reference/brca/direct_edges_v1.tsv	Legacy curated tier A		R065	KEGG:C00212|ADA2	NOT_RUN	NOT_RUN	M190E0085
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00212	adenosine	AHCY	酶	可逆反应参与物	SAH水解反应连接同型半胱氨酸与腺苷。	https://enzyme.expasy.org/EC/3.13.2.1 ; https://www.uniprot.org/uniprotkb/P23526/entry	P23526	LEGACY_V1_REUSED	DIRECT_ACCEPTED	DONE	现行EC 3.13.2.1；旧EC 3.3.1.1已转移。 旧关系按既有审定复用，本轮未逐篇重审。	Inherited CAMP feature; no reidentification; exact key join	reference/brca/direct_edges_v1.tsv	Legacy curated tier A		R029	KEGG:C00212|AHCY	NOT_RUN	NOT_RUN	M190E0086
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00242	guanine	GDA	酶	转化底物	鸟嘌呤脱氨生成黄嘌呤。	https://enzyme.expasy.org/EC/3.5.4.3 ; https://www.uniprot.org/uniprotkb/Q9Y2T3/entry	Q9Y2T3	LEGACY_V1_REUSED	DIRECT_ACCEPTED	DONE	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。 旧关系按既有审定复用，本轮未逐篇重审。	Inherited CAMP feature; no reidentification; exact key join	reference/brca/direct_edges_v1.tsv	Legacy curated tier A		R067	KEGG:C00242|GDA	NOT_RUN	NOT_RUN	M190E0087
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00242	guanine	HPRT1	酶	补救合成底物	次黄嘌呤/鸟嘌呤与PRPP连接IMP/GMP补救合成。	https://enzyme.expasy.org/EC/2.4.2.8 ; https://www.uniprot.org/uniprotkb/P00492/entry	P00492	LEGACY_V1_REUSED	DIRECT_ACCEPTED	DONE	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。 旧关系按既有审定复用，本轮未逐篇重审。	Inherited CAMP feature; no reidentification; exact key join	reference/brca/direct_edges_v1.tsv	Legacy curated tier A		R066	KEGG:C00242|HPRT1	NOT_RUN	NOT_RUN	M190E0088
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00242	guanine	PNP	酶	可逆磷酸解参与物	肌苷磷酸解连接次黄嘌呤；鸟苷磷酸解连接鸟嘌呤。	https://enzyme.expasy.org/EC/2.4.2.1 ; https://www.uniprot.org/uniprotkb/P00491/entry	P00491	LEGACY_V1_REUSED	DIRECT_ACCEPTED	DONE	本轮仅收录人PNP明确经典底物；不把黄苷或所有修饰核苷自动纳入。 旧关系按既有审定复用，本轮未逐篇重审。	Inherited CAMP feature; no reidentification; exact key join	reference/brca/direct_edges_v1.tsv	Legacy curated tier A		R064	KEGG:C00242|PNP	NOT_RUN	NOT_RUN	M190E0089
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00245	taurine	SLC6A6	转运体	直接运输底物	人钠/氯依赖牛磺酸转运体。	https://www.kegg.jp/entry/hsa:6533 ; https://www.uniprot.org/uniprotkb/P31641/entry	P31641	LEGACY_V1_REUSED	DIRECT_ACCEPTED	DONE	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。 旧关系按既有审定复用，本轮未逐篇重审。	Inherited CAMP feature; no reidentification; exact key join	reference/brca/direct_edges_v1.tsv	Legacy curated tier A		R082	KEGG:C00245|SLC6A6	NOT_RUN	NOT_RUN	M190E0090
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00255	riboflavin (Vitamin B2)	RFK	酶	转化底物	核黄素磷酸化生成FMN。	https://enzyme.expasy.org/EC/2.7.1.26 ; https://www.uniprot.org/uniprotkb/Q969G6/entry	Q969G6	LEGACY_V1_REUSED	DIRECT_ACCEPTED	DONE	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。 旧关系按既有审定复用，本轮未逐篇重审。	Inherited CAMP feature; no reidentification; exact key join	reference/brca/direct_edges_v1.tsv	Legacy curated tier A		R075	KEGG:C00255|RFK	NOT_RUN	NOT_RUN	M190E0091
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00257	gluconate	IDNK	酶	转化底物	D-葡糖酸在ATP参与下磷酸化为6-磷酸葡糖酸。	https://enzyme.expasy.org/EC/2.7.1.12 ; https://www.uniprot.org/uniprotkb/Q5T6J7/entry	Q5T6J7	LEGACY_V1_REUSED	DIRECT_ACCEPTED	DONE	人GNTK/IDNK对应Q5T6J7；仅为直接反应关系，不代表其在乳腺组织中表达或有通量。 旧关系按既有审定复用，本轮未逐篇重审。	Inherited CAMP feature; no reidentification; exact key join	reference/brca/direct_edges_v1.tsv	Legacy curated tier A		R085	KEGG:C00257|IDNK	NOT_RUN	NOT_RUN	M190E0092
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00262	hypoxanthine	HPRT1	酶	补救合成底物	次黄嘌呤/鸟嘌呤与PRPP连接IMP/GMP补救合成。	https://enzyme.expasy.org/EC/2.4.2.8 ; https://www.uniprot.org/uniprotkb/P00492/entry	P00492	LEGACY_V1_REUSED	DIRECT_ACCEPTED	DONE	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。 旧关系按既有审定复用，本轮未逐篇重审。	Inherited CAMP feature; no reidentification; exact key join	reference/brca/direct_edges_v1.tsv	Legacy curated tier A		R066	KEGG:C00262|HPRT1	NOT_RUN	NOT_RUN	M190E0093
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00262	hypoxanthine	PNP	酶	可逆磷酸解参与物	肌苷磷酸解连接次黄嘌呤；鸟苷磷酸解连接鸟嘌呤。	https://enzyme.expasy.org/EC/2.4.2.1 ; https://www.uniprot.org/uniprotkb/P00491/entry	P00491	LEGACY_V1_REUSED	DIRECT_ACCEPTED	DONE	本轮仅收录人PNP明确经典底物；不把黄苷或所有修饰核苷自动纳入。 旧关系按既有审定复用，本轮未逐篇重审。	Inherited CAMP feature; no reidentification; exact key join	reference/brca/direct_edges_v1.tsv	Legacy curated tier A		R064	KEGG:C00262|PNP	NOT_RUN	NOT_RUN	M190E0094
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00270	N-acetylneuraminate	CMAS	酶	转化底物	N-乙酰神经氨酸与CTP生成CMP活化的唾液酸。	https://enzyme.expasy.org/EC/2.7.7.43 ; https://www.uniprot.org/uniprotkb/Q8NFW8/entry	Q8NFW8	LEGACY_V1_REUSED	DIRECT_ACCEPTED	DONE	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。 旧关系按既有审定复用，本轮未逐篇重审。	Inherited CAMP feature; no reidentification; exact key join	reference/brca/direct_edges_v1.tsv	Legacy curated tier A		R041	KEGG:C00270|CMAS	NOT_RUN	NOT_RUN	M190E0095
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00270	N-acetylneuraminate	NPL	酶	转化底物	N-乙酰神经氨酸裂解为N-乙酰甘露糖胺与丙酮酸。	https://enzyme.expasy.org/EC/4.1.3.3 ; https://www.uniprot.org/uniprotkb/Q9BXD5/entry	Q9BXD5	LEGACY_V1_REUSED	DIRECT_ACCEPTED	DONE	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。 旧关系按既有审定复用，本轮未逐篇重审。	Inherited CAMP feature; no reidentification; exact key join	reference/brca/direct_edges_v1.tsv	Legacy curated tier A		R040	KEGG:C00270|NPL	NOT_RUN	NOT_RUN	M190E0096
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00275	mannose 6-phosphate	MPI	酶	可逆反应参与物	甘露糖6-磷酸与果糖6-磷酸异构。	https://enzyme.expasy.org/EC/5.3.1.8 ; https://www.uniprot.org/uniprotkb/P34949/entry	P34949	LEGACY_V1_REUSED	DIRECT_ACCEPTED	DONE	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。 旧关系按既有审定复用，本轮未逐篇重审。	Inherited CAMP feature; no reidentification; exact key join	reference/brca/direct_edges_v1.tsv	Legacy curated tier A		R034	KEGG:C00275|MPI	NOT_RUN	NOT_RUN	M190E0097
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00275	mannose 6-phosphate	PMM1	酶	可逆反应参与物	甘露糖1-磷酸与甘露糖6-磷酸互变。	https://enzyme.expasy.org/EC/5.4.2.8 ; https://www.uniprot.org/uniprotkb/Q92871/entry	Q92871	LEGACY_V1_REUSED	DIRECT_ACCEPTED	DONE	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。 旧关系按既有审定复用，本轮未逐篇重审。	Inherited CAMP feature; no reidentification; exact key join	reference/brca/direct_edges_v1.tsv	Legacy curated tier A		R035	KEGG:C00275|PMM1	NOT_RUN	NOT_RUN	M190E0098
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00275	mannose 6-phosphate	PMM2	酶	可逆反应参与物	甘露糖1-磷酸与甘露糖6-磷酸互变。	https://enzyme.expasy.org/EC/5.4.2.8 ; https://www.uniprot.org/uniprotkb/O15305/entry	O15305	LEGACY_V1_REUSED	DIRECT_ACCEPTED	DONE	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。 旧关系按既有审定复用，本轮未逐篇重审。	Inherited CAMP feature; no reidentification; exact key join	reference/brca/direct_edges_v1.tsv	Legacy curated tier A		R035	KEGG:C00275|PMM2	NOT_RUN	NOT_RUN	M190E0099
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00294	inosine	ADA	酶	生成产物	腺苷脱氨生成肌苷。	https://enzyme.expasy.org/EC/3.5.4.4 ; https://www.uniprot.org/uniprotkb/P00813/entry	P00813	LEGACY_V1_REUSED	DIRECT_ACCEPTED	DONE	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。 旧关系按既有审定复用，本轮未逐篇重审。	Inherited CAMP feature; no reidentification; exact key join	reference/brca/direct_edges_v1.tsv	Legacy curated tier A		R065	KEGG:C00294|ADA	NOT_RUN	NOT_RUN	M190E0100
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00294	inosine	ADA2	酶	生成产物	腺苷脱氨生成肌苷。	https://enzyme.expasy.org/EC/3.5.4.4 ; https://www.uniprot.org/uniprotkb/Q9NZK5/entry	Q9NZK5	LEGACY_V1_REUSED	DIRECT_ACCEPTED	DONE	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。 旧关系按既有审定复用，本轮未逐篇重审。	Inherited CAMP feature; no reidentification; exact key join	reference/brca/direct_edges_v1.tsv	Legacy curated tier A		R065	KEGG:C00294|ADA2	NOT_RUN	NOT_RUN	M190E0101
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00294	inosine	PNP	酶	可逆磷酸解参与物	肌苷磷酸解连接次黄嘌呤；鸟苷磷酸解连接鸟嘌呤。	https://enzyme.expasy.org/EC/2.4.2.1 ; https://www.uniprot.org/uniprotkb/P00491/entry	P00491	LEGACY_V1_REUSED	DIRECT_ACCEPTED	DONE	本轮仅收录人PNP明确经典底物；不把黄苷或所有修饰核苷自动纳入。 旧关系按既有审定复用，本轮未逐篇重审。	Inherited CAMP feature; no reidentification; exact key join	reference/brca/direct_edges_v1.tsv	Legacy curated tier A		R064	KEGG:C00294|PNP	NOT_RUN	NOT_RUN	M190E0102
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00300	creatine	CKB	酶	可逆反应参与物	肌酸与磷酸肌酸之间的磷酸基转移。	https://enzyme.expasy.org/EC/2.7.3.2 ; https://www.uniprot.org/uniprotkb/P12277/entry	P12277	LEGACY_V1_REUSED	DIRECT_ACCEPTED	DONE	本轮列入胞质两种肌酸激酶；不是全部肌酸相关基因的穷尽目录。 旧关系按既有审定复用，本轮未逐篇重审。	Inherited CAMP feature; no reidentification; exact key join	reference/brca/direct_edges_v1.tsv	Legacy curated tier A		R020	KEGG:C00300|CKB	NOT_RUN	NOT_RUN	M190E0103
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00300	creatine	CKM	酶	可逆反应参与物	肌酸与磷酸肌酸之间的磷酸基转移。	https://enzyme.expasy.org/EC/2.7.3.2 ; https://www.uniprot.org/uniprotkb/P06732/entry	P06732	LEGACY_V1_REUSED	DIRECT_ACCEPTED	DONE	本轮列入胞质两种肌酸激酶；不是全部肌酸相关基因的穷尽目录。 旧关系按既有审定复用，本轮未逐篇重审。	Inherited CAMP feature; no reidentification; exact key join	reference/brca/direct_edges_v1.tsv	Legacy curated tier A		R020	KEGG:C00300|CKM	NOT_RUN	NOT_RUN	M190E0104
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00300	creatine	GAMT	酶	生成产物	胍基乙酸接受SAM的甲基生成肌酸。	https://enzyme.expasy.org/EC/2.1.1.2 ; https://www.uniprot.org/uniprotkb/Q14353/entry	Q14353	LEGACY_V1_REUSED	DIRECT_ACCEPTED	DONE	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。 旧关系按既有审定复用，本轮未逐篇重审。	Inherited CAMP feature; no reidentification; exact key join	reference/brca/direct_edges_v1.tsv	Legacy curated tier A		R019	KEGG:C00300|GAMT	NOT_RUN	NOT_RUN	M190E0105
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00300	creatine	SLC6A8	转运体	直接运输底物	人肌酸转运体。	https://rest.uniprot.org/uniprotkb/P48029.txt ; https://www.uniprot.org/uniprotkb/P48029/entry	P48029	LEGACY_V1_REUSED	DIRECT_ACCEPTED	DONE	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。 旧关系按既有审定复用，本轮未逐篇重审。	Inherited CAMP feature; no reidentification; exact key join	reference/brca/direct_edges_v1.tsv	Legacy curated tier A		R083	KEGG:C00300|SLC6A8	NOT_RUN	NOT_RUN	M190E0106
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00307	cytidine 5'-diphosphocholine	CEPT1	酶	转化底物	CDP-胆碱与二酰甘油生成磷脂酰胆碱并释放CMP。	https://enzyme.expasy.org/EC/2.7.8.2 ; https://www.uniprot.org/uniprotkb/Q9Y6K0/entry	Q9Y6K0	LEGACY_V1_REUSED	DIRECT_ACCEPTED	DONE	CMP为该反应离去产物，不代表该酶是CMP代谢的专属调控点。 旧关系按既有审定复用，本轮未逐篇重审。	Inherited CAMP feature; no reidentification; exact key join	reference/brca/direct_edges_v1.tsv	Legacy curated tier A		R053	KEGG:C00307|CEPT1	NOT_RUN	NOT_RUN	M190E0107
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00307	cytidine 5'-diphosphocholine	CHPT1	酶	转化底物	CDP-胆碱与二酰甘油生成磷脂酰胆碱并释放CMP。	https://enzyme.expasy.org/EC/2.7.8.2 ; https://www.uniprot.org/uniprotkb/Q8WUD6/entry	Q8WUD6	LEGACY_V1_REUSED	DIRECT_ACCEPTED	DONE	CMP为该反应离去产物，不代表该酶是CMP代谢的专属调控点。 旧关系按既有审定复用，本轮未逐篇重审。	Inherited CAMP feature; no reidentification; exact key join	reference/brca/direct_edges_v1.tsv	Legacy curated tier A		R053	KEGG:C00307|CHPT1	NOT_RUN	NOT_RUN	M190E0108
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00307	cytidine 5'-diphosphocholine	PCYT1A	酶	生成产物	磷酸胆碱与CTP生成CDP-胆碱。	https://enzyme.expasy.org/EC/2.7.7.15 ; https://www.uniprot.org/uniprotkb/P49585/entry	P49585	LEGACY_V1_REUSED	DIRECT_ACCEPTED	DONE	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。 旧关系按既有审定复用，本轮未逐篇重审。	Inherited CAMP feature; no reidentification; exact key join	reference/brca/direct_edges_v1.tsv	Legacy curated tier A		R052	KEGG:C00307|PCYT1A	NOT_RUN	NOT_RUN	M190E0109
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00307	cytidine 5'-diphosphocholine	PCYT1B	酶	生成产物	磷酸胆碱与CTP生成CDP-胆碱。	https://enzyme.expasy.org/EC/2.7.7.15 ; https://www.uniprot.org/uniprotkb/Q9Y5K3/entry	Q9Y5K3	LEGACY_V1_REUSED	DIRECT_ACCEPTED	DONE	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。 旧关系按既有审定复用，本轮未逐篇重审。	Inherited CAMP feature; no reidentification; exact key join	reference/brca/direct_edges_v1.tsv	Legacy curated tier A		R052	KEGG:C00307|PCYT1B	NOT_RUN	NOT_RUN	M190E0110
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00319	sphingosine	SPHK1	酶	转化底物	鞘氨醇磷酸化生成鞘氨醇1-磷酸。	https://enzyme.expasy.org/EC/2.7.1.91 ; https://www.uniprot.org/uniprotkb/Q9NYA1/entry	Q9NYA1	LEGACY_V1_REUSED	DIRECT_ACCEPTED	DONE	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。 旧关系按既有审定复用，本轮未逐篇重审。	Inherited CAMP feature; no reidentification; exact key join	reference/brca/direct_edges_v1.tsv	Legacy curated tier A		R059	KEGG:C00319|SPHK1	NOT_RUN	NOT_RUN	M190E0111
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00319	sphingosine	SPHK2	酶	转化底物	鞘氨醇磷酸化生成鞘氨醇1-磷酸。	https://enzyme.expasy.org/EC/2.7.1.91 ; https://www.uniprot.org/uniprotkb/Q9NRA0/entry	Q9NRA0	LEGACY_V1_REUSED	DIRECT_ACCEPTED	DONE	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。 旧关系按既有审定复用，本轮未逐篇重审。	Inherited CAMP feature; no reidentification; exact key join	reference/brca/direct_edges_v1.tsv	Legacy curated tier A		R059	KEGG:C00319|SPHK2	NOT_RUN	NOT_RUN	M190E0112
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00327	citrulline	ASS1	酶	转化底物	瓜氨酸、天冬氨酸和ATP参与精氨琥珀酸合成。	https://enzyme.expasy.org/EC/6.3.4.5 ; https://www.uniprot.org/uniprotkb/P00966/entry	P00966	LEGACY_V1_REUSED	DIRECT_ACCEPTED	DONE	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。 旧关系按既有审定复用，本轮未逐篇重审。	Inherited CAMP feature; no reidentification; exact key join	reference/brca/direct_edges_v1.tsv	Legacy curated tier A		R011	KEGG:C00327|ASS1	NOT_RUN	NOT_RUN	M190E0113
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00327	citrulline	OTC	酶	生成产物	鸟氨酸与氨甲酰磷酸生成瓜氨酸。	https://enzyme.expasy.org/EC/2.1.3.3 ; https://www.uniprot.org/uniprotkb/P00480/entry	P00480	LEGACY_V1_REUSED	DIRECT_ACCEPTED	DONE	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。 旧关系按既有审定复用，本轮未逐篇重审。	Inherited CAMP feature; no reidentification; exact key join	reference/brca/direct_edges_v1.tsv	Legacy curated tier A		R010	KEGG:C00327|OTC	NOT_RUN	NOT_RUN	M190E0114
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00328	kynurenine	AFMID	酶	生成产物	N-甲酰犬尿氨酸水解生成犬尿氨酸。	https://enzyme.expasy.org/EC/3.5.1.9 ; https://www.uniprot.org/uniprotkb/Q63HM1/entry	Q63HM1	LEGACY_V1_REUSED	DIRECT_ACCEPTED	DONE	IDO1/TDO2作用于上游色氨酸，不能在一步直接关系表中替代AFMID。 旧关系按既有审定复用，本轮未逐篇重审。	Inherited CAMP feature; no reidentification; exact key join	reference/brca/direct_edges_v1.tsv	Legacy curated tier A		R025	KEGG:C00328|AFMID	NOT_RUN	NOT_RUN	M190E0115
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00328	kynurenine	KMO	酶	转化底物	犬尿氨酸羟化生成3-羟基犬尿氨酸。	https://enzyme.expasy.org/EC/1.14.13.9 ; https://www.uniprot.org/uniprotkb/O15229/entry	O15229	LEGACY_V1_REUSED	DIRECT_ACCEPTED	DONE	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。 旧关系按既有审定复用，本轮未逐篇重审。	Inherited CAMP feature; no reidentification; exact key join	reference/brca/direct_edges_v1.tsv	Legacy curated tier A		R027	KEGG:C00328|KMO	NOT_RUN	NOT_RUN	M190E0116
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00328	kynurenine	KYNU	酶	转化底物	犬尿氨酸水解生成邻氨基苯甲酸和丙氨酸。	https://enzyme.expasy.org/EC/3.7.1.3 ; https://www.uniprot.org/uniprotkb/Q16719/entry	Q16719	LEGACY_V1_REUSED	DIRECT_ACCEPTED	DONE	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。 旧关系按既有审定复用，本轮未逐篇重审。	Inherited CAMP feature; no reidentification; exact key join	reference/brca/direct_edges_v1.tsv	Legacy curated tier A		R026	KEGG:C00328|KYNU	NOT_RUN	NOT_RUN	M190E0117
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00345	6-phosphogluconate	IDNK	酶	生成产物	D-葡糖酸在ATP参与下磷酸化为6-磷酸葡糖酸。	https://enzyme.expasy.org/EC/2.7.1.12 ; https://www.uniprot.org/uniprotkb/Q5T6J7/entry	Q5T6J7	LEGACY_V1_REUSED	DIRECT_ACCEPTED	DONE	人GNTK/IDNK对应Q5T6J7；仅为直接反应关系，不代表其在乳腺组织中表达或有通量。 旧关系按既有审定复用，本轮未逐篇重审。	Inherited CAMP feature; no reidentification; exact key join	reference/brca/direct_edges_v1.tsv	Legacy curated tier A		R085	KEGG:C00345|IDNK	NOT_RUN	NOT_RUN	M190E0118
