cancer	source_row_1based	metabolite_key	gene	dataset_id	dataset_decision	relation_ready	feature_presence	gene_presence	reason
COAD	19	KEGG:C00051	GSTT2	D02	PARTIAL	False	NOT_VERIFIED	NOT_VERIFIED	Metastatic liver context and prior chemotherapy;not primary colon validation
COAD	19	KEGG:C00051	GSTT2	D03	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Wrong tissue for within-colon-tumor relation
COAD	19	KEGG:C00051	GSTT2	D04	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	No matching metabolite measurements established at inspected entry;not claim no metabolomics could exist elsewhere
COAD	19	KEGG:C00051	GSTT2	D05	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Must not relabel original data as independent external validation
COAD	19	KEGG:C00051	GSTT2	D06	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Pathway integration across different patients cannot test individual metabolite-RNA correlation
COAD	19	KEGG:C00051	GSTT2	D07	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Mouse proteomics cannot be joined to human metabolites;BCAA presence alone insufficient
COAD	19	KEGG:C00051	GSTT2	D08	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Potential model resource,not independent human tumor cohort
COAD	19	KEGG:C00051	GSTT2	D09	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Expression validation of metabolomic pathway is not matched metabolite-RNA validation
COAD	20	KEGG:C00051	GSTT2B	D01	PARTIAL	False	NOT_VERIFIED	NOT_VERIFIED	Promising but no usable matched tables verified;data-availability statement conflicts with reported generated data
COAD	20	KEGG:C00051	GSTT2B	D02	PARTIAL	False	NOT_VERIFIED	NOT_VERIFIED	Metastatic liver context and prior chemotherapy;not primary colon validation
COAD	20	KEGG:C00051	GSTT2B	D03	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Wrong tissue for within-colon-tumor relation
COAD	20	KEGG:C00051	GSTT2B	D04	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	No matching metabolite measurements established at inspected entry;not claim no metabolomics could exist elsewhere
COAD	20	KEGG:C00051	GSTT2B	D05	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Must not relabel original data as independent external validation
COAD	20	KEGG:C00051	GSTT2B	D06	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Pathway integration across different patients cannot test individual metabolite-RNA correlation
COAD	20	KEGG:C00051	GSTT2B	D07	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Mouse proteomics cannot be joined to human metabolites;BCAA presence alone insufficient
COAD	20	KEGG:C00051	GSTT2B	D08	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Potential model resource,not independent human tumor cohort
COAD	20	KEGG:C00051	GSTT2B	D09	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Expression validation of metabolomic pathway is not matched metabolite-RNA validation
COAD	21	KEGG:C00051	HAGH	D01	PARTIAL	False	NOT_VERIFIED	NOT_VERIFIED	Promising but no usable matched tables verified;data-availability statement conflicts with reported generated data
COAD	21	KEGG:C00051	HAGH	D02	PARTIAL	False	NOT_VERIFIED	NOT_VERIFIED	Metastatic liver context and prior chemotherapy;not primary colon validation
COAD	21	KEGG:C00051	HAGH	D03	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Wrong tissue for within-colon-tumor relation
COAD	21	KEGG:C00051	HAGH	D04	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	No matching metabolite measurements established at inspected entry;not claim no metabolomics could exist elsewhere
COAD	21	KEGG:C00051	HAGH	D05	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Must not relabel original data as independent external validation
COAD	21	KEGG:C00051	HAGH	D06	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Pathway integration across different patients cannot test individual metabolite-RNA correlation
COAD	21	KEGG:C00051	HAGH	D07	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Mouse proteomics cannot be joined to human metabolites;BCAA presence alone insufficient
COAD	21	KEGG:C00051	HAGH	D08	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Potential model resource,not independent human tumor cohort
COAD	21	KEGG:C00051	HAGH	D09	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Expression validation of metabolomic pathway is not matched metabolite-RNA validation
COAD	22	KEGG:C00670	PLA2G15	D01	PARTIAL	False	NOT_VERIFIED	NOT_VERIFIED	Promising but no usable matched tables verified;data-availability statement conflicts with reported generated data
COAD	22	KEGG:C00670	PLA2G15	D02	PARTIAL	False	NOT_VERIFIED	NOT_VERIFIED	Metastatic liver context and prior chemotherapy;not primary colon validation
COAD	22	KEGG:C00670	PLA2G15	D03	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Wrong tissue for within-colon-tumor relation
COAD	22	KEGG:C00670	PLA2G15	D04	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	No matching metabolite measurements established at inspected entry;not claim no metabolomics could exist elsewhere
COAD	22	KEGG:C00670	PLA2G15	D05	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Must not relabel original data as independent external validation
COAD	22	KEGG:C00670	PLA2G15	D06	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Pathway integration across different patients cannot test individual metabolite-RNA correlation
COAD	22	KEGG:C00670	PLA2G15	D07	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Mouse proteomics cannot be joined to human metabolites;BCAA presence alone insufficient
COAD	22	KEGG:C00670	PLA2G15	D08	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Potential model resource,not independent human tumor cohort
COAD	22	KEGG:C00670	PLA2G15	D09	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Expression validation of metabolomic pathway is not matched metabolite-RNA validation
COAD	23	KEGG:C00242	SLC29A3	D01	PARTIAL	False	NOT_VERIFIED	NOT_VERIFIED	Promising but no usable matched tables verified;data-availability statement conflicts with reported generated data
COAD	23	KEGG:C00242	SLC29A3	D02	PARTIAL	False	NOT_VERIFIED	NOT_VERIFIED	Metastatic liver context and prior chemotherapy;not primary colon validation
COAD	23	KEGG:C00242	SLC29A3	D03	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Wrong tissue for within-colon-tumor relation
COAD	23	KEGG:C00242	SLC29A3	D04	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	No matching metabolite measurements established at inspected entry;not claim no metabolomics could exist elsewhere
COAD	23	KEGG:C00242	SLC29A3	D05	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Must not relabel original data as independent external validation
COAD	23	KEGG:C00242	SLC29A3	D06	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Pathway integration across different patients cannot test individual metabolite-RNA correlation
COAD	23	KEGG:C00242	SLC29A3	D07	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Mouse proteomics cannot be joined to human metabolites;BCAA presence alone insufficient
COAD	23	KEGG:C00242	SLC29A3	D08	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Potential model resource,not independent human tumor cohort
COAD	23	KEGG:C00242	SLC29A3	D09	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Expression validation of metabolomic pathway is not matched metabolite-RNA validation
COAD	24	KEGG:C00387	SLC29A3	D01	PARTIAL	False	NOT_VERIFIED	NOT_VERIFIED	Promising but no usable matched tables verified;data-availability statement conflicts with reported generated data
COAD	24	KEGG:C00387	SLC29A3	D02	PARTIAL	False	NOT_VERIFIED	NOT_VERIFIED	Metastatic liver context and prior chemotherapy;not primary colon validation
COAD	24	KEGG:C00387	SLC29A3	D03	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Wrong tissue for within-colon-tumor relation
COAD	24	KEGG:C00387	SLC29A3	D04	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	No matching metabolite measurements established at inspected entry;not claim no metabolomics could exist elsewhere
COAD	24	KEGG:C00387	SLC29A3	D05	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Must not relabel original data as independent external validation
COAD	24	KEGG:C00387	SLC29A3	D06	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Pathway integration across different patients cannot test individual metabolite-RNA correlation
COAD	24	KEGG:C00387	SLC29A3	D07	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Mouse proteomics cannot be joined to human metabolites;BCAA presence alone insufficient
COAD	24	KEGG:C00387	SLC29A3	D08	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Potential model resource,not independent human tumor cohort
COAD	24	KEGG:C00387	SLC29A3	D09	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Expression validation of metabolomic pathway is not matched metabolite-RNA validation
COAD	25	KEGG:C00388	HDC	D01	PARTIAL	False	NOT_VERIFIED	NOT_VERIFIED	Promising but no usable matched tables verified;data-availability statement conflicts with reported generated data
COAD	25	KEGG:C00388	HDC	D02	PARTIAL	False	NOT_VERIFIED	NOT_VERIFIED	Metastatic liver context and prior chemotherapy;not primary colon validation
COAD	25	KEGG:C00388	HDC	D03	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Wrong tissue for within-colon-tumor relation
COAD	25	KEGG:C00388	HDC	D04	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	No matching metabolite measurements established at inspected entry;not claim no metabolomics could exist elsewhere
COAD	25	KEGG:C00388	HDC	D05	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Must not relabel original data as independent external validation
COAD	25	KEGG:C00388	HDC	D06	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Pathway integration across different patients cannot test individual metabolite-RNA correlation
COAD	25	KEGG:C00388	HDC	D07	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Mouse proteomics cannot be joined to human metabolites;BCAA presence alone insufficient
COAD	25	KEGG:C00388	HDC	D08	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Potential model resource,not independent human tumor cohort
COAD	25	KEGG:C00388	HDC	D09	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Expression validation of metabolomic pathway is not matched metabolite-RNA validation
COAD	26	KEGG:C00130	CANT1	D01	PARTIAL	False	NOT_VERIFIED	NOT_VERIFIED	Promising but no usable matched tables verified;data-availability statement conflicts with reported generated data
COAD	26	KEGG:C00130	CANT1	D02	PARTIAL	False	NOT_VERIFIED	NOT_VERIFIED	Metastatic liver context and prior chemotherapy;not primary colon validation
COAD	26	KEGG:C00130	CANT1	D03	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Wrong tissue for within-colon-tumor relation
COAD	26	KEGG:C00130	CANT1	D04	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	No matching metabolite measurements established at inspected entry;not claim no metabolomics could exist elsewhere
COAD	26	KEGG:C00130	CANT1	D05	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Must not relabel original data as independent external validation
COAD	26	KEGG:C00130	CANT1	D06	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Pathway integration across different patients cannot test individual metabolite-RNA correlation
COAD	26	KEGG:C00130	CANT1	D07	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Mouse proteomics cannot be joined to human metabolites;BCAA presence alone insufficient
COAD	26	KEGG:C00130	CANT1	D08	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Potential model resource,not independent human tumor cohort
COAD	26	KEGG:C00130	CANT1	D09	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Expression validation of metabolomic pathway is not matched metabolite-RNA validation
COAD	27	KEGG:C00130	ENTPD3	D01	PARTIAL	False	NOT_VERIFIED	NOT_VERIFIED	Promising but no usable matched tables verified;data-availability statement conflicts with reported generated data
COAD	27	KEGG:C00130	ENTPD3	D02	PARTIAL	False	NOT_VERIFIED	NOT_VERIFIED	Metastatic liver context and prior chemotherapy;not primary colon validation
COAD	27	KEGG:C00130	ENTPD3	D03	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Wrong tissue for within-colon-tumor relation
COAD	27	KEGG:C00130	ENTPD3	D04	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	No matching metabolite measurements established at inspected entry;not claim no metabolomics could exist elsewhere
COAD	27	KEGG:C00130	ENTPD3	D05	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Must not relabel original data as independent external validation
COAD	27	KEGG:C00130	ENTPD3	D06	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Pathway integration across different patients cannot test individual metabolite-RNA correlation
COAD	27	KEGG:C00130	ENTPD3	D07	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Mouse proteomics cannot be joined to human metabolites;BCAA presence alone insufficient
COAD	27	KEGG:C00130	ENTPD3	D08	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Potential model resource,not independent human tumor cohort
COAD	27	KEGG:C00130	ENTPD3	D09	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Expression validation of metabolomic pathway is not matched metabolite-RNA validation
COAD	28	KEGG:C00130	GMPR	D01	PARTIAL	False	NOT_VERIFIED	NOT_VERIFIED	Promising but no usable matched tables verified;data-availability statement conflicts with reported generated data
COAD	28	KEGG:C00130	GMPR	D02	PARTIAL	False	NOT_VERIFIED	NOT_VERIFIED	Metastatic liver context and prior chemotherapy;not primary colon validation
COAD	28	KEGG:C00130	GMPR	D03	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Wrong tissue for within-colon-tumor relation
COAD	28	KEGG:C00130	GMPR	D04	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	No matching metabolite measurements established at inspected entry;not claim no metabolomics could exist elsewhere
COAD	28	KEGG:C00130	GMPR	D05	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Must not relabel original data as independent external validation
COAD	28	KEGG:C00130	GMPR	D06	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Pathway integration across different patients cannot test individual metabolite-RNA correlation
COAD	28	KEGG:C00130	GMPR	D07	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Mouse proteomics cannot be joined to human metabolites;BCAA presence alone insufficient
COAD	28	KEGG:C00130	GMPR	D08	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Potential model resource,not independent human tumor cohort
COAD	28	KEGG:C00130	GMPR	D09	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Expression validation of metabolomic pathway is not matched metabolite-RNA validation
COAD	29	KEGG:C00407	BCAT2	D01	PARTIAL	False	NOT_VERIFIED	NOT_VERIFIED	Promising but no usable matched tables verified;data-availability statement conflicts with reported generated data
COAD	29	KEGG:C00407	BCAT2	D02	PARTIAL	False	NOT_VERIFIED	NOT_VERIFIED	Metastatic liver context and prior chemotherapy;not primary colon validation
COAD	29	KEGG:C00407	BCAT2	D03	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Wrong tissue for within-colon-tumor relation
COAD	29	KEGG:C00407	BCAT2	D04	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	No matching metabolite measurements established at inspected entry;not claim no metabolomics could exist elsewhere
COAD	29	KEGG:C00407	BCAT2	D05	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Must not relabel original data as independent external validation
COAD	29	KEGG:C00407	BCAT2	D06	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Pathway integration across different patients cannot test individual metabolite-RNA correlation
COAD	29	KEGG:C00407	BCAT2	D07	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Mouse proteomics cannot be joined to human metabolites;BCAA presence alone insufficient
COAD	29	KEGG:C00407	BCAT2	D08	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Potential model resource,not independent human tumor cohort
COAD	29	KEGG:C00407	BCAT2	D09	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Expression validation of metabolomic pathway is not matched metabolite-RNA validation
COAD	30	KEGG:C00407	SLC7A8	D01	PARTIAL	False	NOT_VERIFIED	NOT_VERIFIED	Promising but no usable matched tables verified;data-availability statement conflicts with reported generated data
COAD	30	KEGG:C00407	SLC7A8	D02	PARTIAL	False	NOT_VERIFIED	NOT_VERIFIED	Metastatic liver context and prior chemotherapy;not primary colon validation
COAD	30	KEGG:C00407	SLC7A8	D03	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Wrong tissue for within-colon-tumor relation
COAD	30	KEGG:C00407	SLC7A8	D04	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	No matching metabolite measurements established at inspected entry;not claim no metabolomics could exist elsewhere
COAD	30	KEGG:C00407	SLC7A8	D05	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Must not relabel original data as independent external validation
COAD	30	KEGG:C00407	SLC7A8	D06	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Pathway integration across different patients cannot test individual metabolite-RNA correlation
COAD	30	KEGG:C00407	SLC7A8	D07	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Mouse proteomics cannot be joined to human metabolites;BCAA presence alone insufficient
COAD	30	KEGG:C00407	SLC7A8	D08	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Potential model resource,not independent human tumor cohort
COAD	30	KEGG:C00407	SLC7A8	D09	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Expression validation of metabolomic pathway is not matched metabolite-RNA validation
COAD	31	KEGG:C00123	SLC6A17	D01	PARTIAL	False	NOT_VERIFIED	NOT_VERIFIED	Promising but no usable matched tables verified;data-availability statement conflicts with reported generated data
COAD	31	KEGG:C00123	SLC6A17	D02	PARTIAL	False	NOT_VERIFIED	NOT_VERIFIED	Metastatic liver context and prior chemotherapy;not primary colon validation
COAD	31	KEGG:C00123	SLC6A17	D03	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Wrong tissue for within-colon-tumor relation
COAD	31	KEGG:C00123	SLC6A17	D04	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	No matching metabolite measurements established at inspected entry;not claim no metabolomics could exist elsewhere
COAD	31	KEGG:C00123	SLC6A17	D05	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Must not relabel original data as independent external validation
COAD	31	KEGG:C00123	SLC6A17	D06	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Pathway integration across different patients cannot test individual metabolite-RNA correlation
COAD	31	KEGG:C00123	SLC6A17	D07	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Mouse proteomics cannot be joined to human metabolites;BCAA presence alone insufficient
COAD	31	KEGG:C00123	SLC6A17	D08	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Potential model resource,not independent human tumor cohort
COAD	31	KEGG:C00123	SLC6A17	D09	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Expression validation of metabolomic pathway is not matched metabolite-RNA validation
COAD	32	KEGG:C00123	SLC7A8	D01	PARTIAL	False	NOT_VERIFIED	NOT_VERIFIED	Promising but no usable matched tables verified;data-availability statement conflicts with reported generated data
COAD	32	KEGG:C00123	SLC7A8	D02	PARTIAL	False	NOT_VERIFIED	NOT_VERIFIED	Metastatic liver context and prior chemotherapy;not primary colon validation
COAD	32	KEGG:C00123	SLC7A8	D03	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Wrong tissue for within-colon-tumor relation
COAD	32	KEGG:C00123	SLC7A8	D04	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	No matching metabolite measurements established at inspected entry;not claim no metabolomics could exist elsewhere
COAD	32	KEGG:C00123	SLC7A8	D05	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Must not relabel original data as independent external validation
COAD	32	KEGG:C00123	SLC7A8	D06	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Pathway integration across different patients cannot test individual metabolite-RNA correlation
COAD	32	KEGG:C00123	SLC7A8	D07	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Mouse proteomics cannot be joined to human metabolites;BCAA presence alone insufficient
COAD	32	KEGG:C00123	SLC7A8	D08	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Potential model resource,not independent human tumor cohort
COAD	32	KEGG:C00123	SLC7A8	D09	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Expression validation of metabolomic pathway is not matched metabolite-RNA validation
COAD	33	KEGG:C00148	SLC6A17	D01	PARTIAL	False	NOT_VERIFIED	NOT_VERIFIED	Promising but no usable matched tables verified;data-availability statement conflicts with reported generated data
COAD	33	KEGG:C00148	SLC6A17	D02	PARTIAL	False	NOT_VERIFIED	NOT_VERIFIED	Metastatic liver context and prior chemotherapy;not primary colon validation
COAD	33	KEGG:C00148	SLC6A17	D03	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Wrong tissue for within-colon-tumor relation
COAD	33	KEGG:C00148	SLC6A17	D04	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	No matching metabolite measurements established at inspected entry;not claim no metabolomics could exist elsewhere
COAD	33	KEGG:C00148	SLC6A17	D05	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Must not relabel original data as independent external validation
COAD	33	KEGG:C00148	SLC6A17	D06	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Pathway integration across different patients cannot test individual metabolite-RNA correlation
COAD	33	KEGG:C00148	SLC6A17	D07	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Mouse proteomics cannot be joined to human metabolites;BCAA presence alone insufficient
COAD	33	KEGG:C00148	SLC6A17	D08	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Potential model resource,not independent human tumor cohort
COAD	33	KEGG:C00148	SLC6A17	D09	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Expression validation of metabolomic pathway is not matched metabolite-RNA validation
COAD	34	KEGG:C00245	SLC6A6	D01	PARTIAL	False	NOT_VERIFIED	NOT_VERIFIED	Promising but no usable matched tables verified;data-availability statement conflicts with reported generated data
COAD	34	KEGG:C00245	SLC6A6	D02	PARTIAL	False	NOT_VERIFIED	NOT_VERIFIED	Metastatic liver context and prior chemotherapy;not primary colon validation
COAD	34	KEGG:C00245	SLC6A6	D03	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Wrong tissue for within-colon-tumor relation
COAD	34	KEGG:C00245	SLC6A6	D04	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	No matching metabolite measurements established at inspected entry;not claim no metabolomics could exist elsewhere
COAD	34	KEGG:C00245	SLC6A6	D05	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Must not relabel original data as independent external validation
COAD	34	KEGG:C00245	SLC6A6	D06	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Pathway integration across different patients cannot test individual metabolite-RNA correlation
COAD	34	KEGG:C00245	SLC6A6	D07	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Mouse proteomics cannot be joined to human metabolites;BCAA presence alone insufficient
COAD	34	KEGG:C00245	SLC6A6	D08	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Potential model resource,not independent human tumor cohort
COAD	34	KEGG:C00245	SLC6A6	D09	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Expression validation of metabolomic pathway is not matched metabolite-RNA validation
COAD	35	KEGG:C00299	SLC29A1	D01	PARTIAL	False	NOT_VERIFIED	NOT_VERIFIED	Promising but no usable matched tables verified;data-availability statement conflicts with reported generated data
COAD	35	KEGG:C00299	SLC29A1	D02	PARTIAL	False	NOT_VERIFIED	NOT_VERIFIED	Metastatic liver context and prior chemotherapy;not primary colon validation
COAD	35	KEGG:C00299	SLC29A1	D03	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Wrong tissue for within-colon-tumor relation
COAD	35	KEGG:C00299	SLC29A1	D04	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	No matching metabolite measurements established at inspected entry;not claim no metabolomics could exist elsewhere
COAD	35	KEGG:C00299	SLC29A1	D05	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Must not relabel original data as independent external validation
COAD	35	KEGG:C00299	SLC29A1	D06	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Pathway integration across different patients cannot test individual metabolite-RNA correlation
COAD	35	KEGG:C00299	SLC29A1	D07	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Mouse proteomics cannot be joined to human metabolites;BCAA presence alone insufficient
COAD	35	KEGG:C00299	SLC29A1	D08	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Potential model resource,not independent human tumor cohort
COAD	35	KEGG:C00299	SLC29A1	D09	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Expression validation of metabolomic pathway is not matched metabolite-RNA validation
COAD	36	KEGG:C00299	UCKL1	D01	PARTIAL	False	NOT_VERIFIED	NOT_VERIFIED	Promising but no usable matched tables verified;data-availability statement conflicts with reported generated data
COAD	36	KEGG:C00299	UCKL1	D02	PARTIAL	False	NOT_VERIFIED	NOT_VERIFIED	Metastatic liver context and prior chemotherapy;not primary colon validation
COAD	36	KEGG:C00299	UCKL1	D03	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Wrong tissue for within-colon-tumor relation
COAD	36	KEGG:C00299	UCKL1	D04	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	No matching metabolite measurements established at inspected entry;not claim no metabolomics could exist elsewhere
COAD	36	KEGG:C00299	UCKL1	D05	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Must not relabel original data as independent external validation
COAD	36	KEGG:C00299	UCKL1	D06	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Pathway integration across different patients cannot test individual metabolite-RNA correlation
COAD	36	KEGG:C00299	UCKL1	D07	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Mouse proteomics cannot be joined to human metabolites;BCAA presence alone insufficient
COAD	36	KEGG:C00299	UCKL1	D08	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Potential model resource,not independent human tumor cohort
COAD	36	KEGG:C00299	UCKL1	D09	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Expression validation of metabolomic pathway is not matched metabolite-RNA validation
COAD	37	KEGG:C00299	UPP2	D01	PARTIAL	False	NOT_VERIFIED	NOT_VERIFIED	Promising but no usable matched tables verified;data-availability statement conflicts with reported generated data
COAD	37	KEGG:C00299	UPP2	D02	PARTIAL	False	NOT_VERIFIED	NOT_VERIFIED	Metastatic liver context and prior chemotherapy;not primary colon validation
