gene	relation_count	metabolites	search_status	search_hit_count	abstracts_manually_reviewed	functional_status	exact_metabolite_mechanism	cell_source_status	cptac_status	work_group	next_evidence
DXO	1	nicotinamide adenine dinucleotide (NAD+)	DONE	3	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
EHHADH	1	nicotinamide adenine dinucleotide (NAD+)	DONE	2	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
ENPP3	1	guanosine	DONE	1	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
ENPP6	2	glycerol;glycerophosphorylcholine (GPC)	DONE	1	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
EPHX1	1	glycerol	DONE	4	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	HISTORICAL_SUMMARY_NEEDS_REVIEW	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
EPHX2	1	9,10-DiHOME	DONE	7	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	HISTORICAL_SUMMARY_NEEDS_REVIEW	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
EPHX3	1	9,10-DiHOME	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
FAAH	2	glycerol;taurine	DONE	4	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
FDFT1	1	nicotinamide adenine dinucleotide (NAD+)	DONE	4	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
FMO1	2	nicotinamide adenine dinucleotide (NAD+);taurine	DONE	1	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
FMO3	1	taurine	DONE	3	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
GAPDH	1	nicotinamide adenine dinucleotide (NAD+)	DONE	84	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
GATM	2	ornithine;taurine	DONE	10	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
GDPD1	1	glycerol 3-phosphate (G3P)	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
GDPD3	1	glycerophosphorylcholine (GPC)	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
GFPT1	1	glutamine	DONE	3	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
GFPT2	1	glutamine	DONE	3	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
GGACT	1	lysine	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
GK	2	glycerol;glycerol 3-phosphate (G3P)	DONE	436	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
GLS	1	glutamine	DONE	25	1	REVIEW_PARTIAL	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
GLUD1	1	nicotinamide adenine dinucleotide (NAD+)	DONE	38	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
GLUL	1	glutamine	DONE	8	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
GLYATL1	1	glutamine	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
GMPS	1	glutamine	DONE	10	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
GPAM	1	glycerol 3-phosphate (G3P)	DONE	2	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
GPAT3	1	glycerol 3-phosphate (G3P)	DONE	1	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
GPAT4	1	glycerol 3-phosphate (G3P)	DONE	1	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
GPD1	2	glycerol 3-phosphate (G3P);nicotinamide adenine dinucleotide (NAD+)	DONE	4	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
GPD1L	2	glycerol 3-phosphate (G3P);nicotinamide adenine dinucleotide (NAD+)	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
GPD2	1	glycerol 3-phosphate (G3P)	DONE	4	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
GRHPR	1	nicotinamide adenine dinucleotide (NAD+)	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
HADH	1	nicotinamide adenine dinucleotide (NAD+)	DONE	32	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
HADHA	1	nicotinamide adenine dinucleotide (NAD+)	DONE	1	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
HIBADH	1	nicotinamide adenine dinucleotide (NAD+)	DONE	1	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
HPGD	1	nicotinamide adenine dinucleotide (NAD+)	DONE	2	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
HSD11B2	1	nicotinamide adenine dinucleotide (NAD+)	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
HSD17B1	1	nicotinamide adenine dinucleotide (NAD+)	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
HSD17B11	1	nicotinamide adenine dinucleotide (NAD+)	DONE	1	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
HSD17B12	1	nicotinamide adenine dinucleotide (NAD+)	DONE	1	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
HSD17B13	1	nicotinamide adenine dinucleotide (NAD+)	DONE	1	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
HSD17B14	1	nicotinamide adenine dinucleotide (NAD+)	DONE	1	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
HSD17B2	1	nicotinamide adenine dinucleotide (NAD+)	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
HSD17B4	1	nicotinamide adenine dinucleotide (NAD+)	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
HSD17B6	1	nicotinamide adenine dinucleotide (NAD+)	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
HSD17B8	1	nicotinamide adenine dinucleotide (NAD+)	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
HSD3B1	1	nicotinamide adenine dinucleotide (NAD+)	DONE	2	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
HSD3B2	1	nicotinamide adenine dinucleotide (NAD+)	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
HSD3B7	1	nicotinamide adenine dinucleotide (NAD+)	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
IDH3A	1	nicotinamide adenine dinucleotide (NAD+)	DONE	3	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
IDO1	1	tryptophan	DONE	68	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
IDO2	1	tryptophan	DONE	12	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
IL4I1	1	tryptophan	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
IMPA1	1	glycerol	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
IMPA2	1	glycerol	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
IMPDH2	1	nicotinamide adenine dinucleotide (NAD+)	DONE	5	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
KARS1	1	lysine	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
KYAT1	1	glutamine	DONE	1	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
LACC1	2	guanosine;ornithine	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
LARS1	1	leucine	DONE	1	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
LARS2	1	leucine	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
LDHA	1	nicotinamide adenine dinucleotide (NAD+)	DONE	153	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
LDHAL6A	1	nicotinamide adenine dinucleotide (NAD+)	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
LDHB	1	nicotinamide adenine dinucleotide (NAD+)	DONE	15	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
LIPE	1	2-oleoylglycerol (2-monoolein)	DONE	8	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
LRRC8A	1	taurine	DONE	9	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
LYPLA1	1	glycerophosphorylcholine (GPC)	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
LYPLA2	3	glycerol;glycerol 3-phosphate (G3P);glycerophosphorylcholine (GPC)	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
MDH1	1	nicotinamide adenine dinucleotide (NAD+)	DONE	8	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
MDH2	1	nicotinamide adenine dinucleotide (NAD+)	DONE	5	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
ME2	1	nicotinamide adenine dinucleotide (NAD+)	DONE	18	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
MGLL	4	2-linoleoylglycerol (2-monolinolein);2-oleoylglycerol (2-monoolein);2-palmitoylglycerol (16:0);glycerol	DONE	6	2	ABSTRACT_GENETIC_REPORT_FULLTEXT_PENDING	NOT_ESTABLISHED	HISTORICAL_SUMMARY_NEEDS_REVIEW	NOT_RUN_FULL_G_EXPANSION	FUNCTIONAL_BACKGROUND_ASSOCIATION_PENDING	Verify model-specific intervention and exact metabolite mechanism
MOGAT2	1	2-oleoylglycerol (2-monoolein)	DONE	1	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
MOGAT3	1	2-oleoylglycerol (2-monoolein)	DONE	1	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
MTHFD2	1	nicotinamide adenine dinucleotide (NAD+)	DONE	5	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
MTO1	1	taurine	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
NADK	1	nicotinamide adenine dinucleotide (NAD+)	DONE	6	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
NADK2	1	nicotinamide adenine dinucleotide (NAD+)	DONE	2	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
NADSYN1	2	glutamine;nicotinamide adenine dinucleotide (NAD+)	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
NMNAT1	1	nicotinamide adenine dinucleotide (NAD+)	DONE	1	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
NMNAT2	1	nicotinamide adenine dinucleotide (NAD+)	DONE	2	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
NMNAT3	1	nicotinamide adenine dinucleotide (NAD+)	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
NOCT	1	nicotinamide adenine dinucleotide (NAD+)	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
NQO1	1	nicotinamide adenine dinucleotide (NAD+)	DONE	136	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
NT5C1A	1	2'-deoxycytidine 5'-monophosphate	DONE	5	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
NT5C2	3	2'-deoxyguanosine;2'-deoxyinosine;guanosine	DONE	2	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
NT5E	3	2'-deoxycytidine 5'-monophosphate;guanosine;thymidine	DONE	32	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
NT5M	3	2'-deoxyguanosine;thymidine;thymidine 3'-monophosphate	DONE	1	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
NUDT12	1	nicotinamide adenine dinucleotide (NAD+)	DONE	1	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
OAT	1	ornithine	DONE	64	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
ODC1	1	ornithine	DONE	6	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
