cancer	cohort	relation_id	metabolite_key	stable_gene_id	gene	mapping_version	metabolite_effect	metabolite_p	metabolite_q	metabolite_n	metabolite_source_run	association_rho	association_p	association_q	association_n	association_source_run	RNA_effect	RNA_p	RNA_q	RNA_n	RNA_source_run	sc_source_run	metabolite_evidence	patient_association_evidence	RNA_background	cell_background	data_limitations	next_action	status	reason	metabolite_name	mapping_status	association_available_rho	association_available_p	association_available_q	association_available_n	historical_RNA_Wilcoxon_p	historical_RNA_Wilcoxon_q	historical_RNA_source_run
PDAC	CAMP_PDAC_GSE62452	c8af3d2da4d1b9c1	KEGG:C02679	UniProtKB:Q86TX2	ACOT1	PDAC_paired51_mapping_v2	-0.9795689141691092	0.0419921875	0.25783203125	11	20260922T112500Z_sop_v3_discovery	0.4181818181818181	0.059	0.28224324324324324	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	laurate (12:0)	DIRECT	0.4181818181818181	0.059	0.4386521739130434	21	0.1748046875	0.2920649747670807	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	13c551d9868ab382	KEGG:C02679	UniProtKB:Q8WXI4	ACOT11	PDAC_paired51_mapping_v2	-0.9795689141691092	0.0419921875	0.25783203125	11	20260922T112500Z_sop_v3_discovery	-0.3064935064935065	0.1764	0.5167258064516129	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	laurate (12:0)	DIRECT	-0.3064935064935065	0.1764	0.6728478260869565	21	0.1474609375	0.2671177925084175	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	5981b99ce63fa550	KEGG:C02679	UniProtKB:Q9NPJ3	ACOT13	PDAC_paired51_mapping_v2	-0.9795689141691092	0.0419921875	0.25783203125	11	20260922T112500Z_sop_v3_discovery	-0.1415584415584415	0.5315	0.7470094117647059	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	laurate (12:0)	DIRECT	-0.1415584415584415	0.5315	0.8587103773584907	21	0.51953125	0.6281074438202248	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	4dc588da73359bf0	KEGG:C02679	UniProtKB:P49753	ACOT2	PDAC_paired51_mapping_v2	-0.9795689141691092	0.0419921875	0.25783203125	11	20260922T112500Z_sop_v3_discovery	0.2454545454545454	0.2896	0.5805202247191011	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	laurate (12:0)	DIRECT	0.2454545454545454	0.2896	0.7529142857142858	21	0.0029296875	0.047762784090909	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	005e3971225b4531	KEGG:C02679	UniProtKB:Q8N9L9	ACOT4	PDAC_paired51_mapping_v2	-0.9795689141691092	0.0419921875	0.25783203125	11	20260922T112500Z_sop_v3_discovery	-0.2116883116883116	0.3532	0.6159251231527094	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	laurate (12:0)	DIRECT	-0.2116883116883116	0.3532	0.8161783783783785	21	0.7001953125	0.7947364517405063	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	b352b1de3d20ed6a	KEGG:C02679	UniProtKB:O14734	ACOT8	PDAC_paired51_mapping_v2	-0.9795689141691092	0.0419921875	0.25783203125	11	20260922T112500Z_sop_v3_discovery	-0.0025974025974025	0.9925	0.9926	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	laurate (12:0)	DIRECT	-0.0025974025974025	0.9925	0.9983382352941177	21	0.0322265625	0.1111403245192307	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	d831ffb27cbeb8ba	KEGG:C02679	UniProtKB:P51648	ALDH3A2	PDAC_paired51_mapping_v2	-0.9795689141691092	0.0419921875	0.25783203125	11	20260922T112500Z_sop_v3_discovery	0.4	0.0727	0.32994615384615383	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	laurate (12:0)	DIRECT	0.4	0.0727	0.48513333333333336	21	0.240234375	0.3620338760504201	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	0e37123039ebdbc5	KEGG:C02679	UniProtKB:Q13510	ASAH1	PDAC_paired51_mapping_v2	-0.9795689141691092	0.0419921875	0.25783203125	11	20260922T112500Z_sop_v3_discovery	0.1584415584415584	0.4975	0.7307676348547718	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	laurate (12:0)	DIRECT	0.1584415584415584	0.4975	0.8587103773584907	21	0.240234375	0.3620338760504201	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	e3512295e19e5174	KEGG:C02679	UniProtKB:Q9NR71	ASAH2	PDAC_paired51_mapping_v2	-0.9795689141691092	0.0419921875	0.25783203125	11	20260922T112500Z_sop_v3_discovery	NA	NA	NA	0	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_EVALUABLE	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	laurate (12:0)	DIRECT	NA	NA	NA	0	NA	NA	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	a554b096a6291e86	KEGG:C02679	UniProtKB:Q14032	BAAT	PDAC_paired51_mapping_v2	-0.9795689141691092	0.0419921875	0.25783203125	11	20260922T112500Z_sop_v3_discovery	-0.0246753246753246	0.9151	0.9472087719298246	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	laurate (12:0)	DIRECT	-0.0246753246753246	0.9151	0.9803650306748466	21	0.2060546875	0.327013043879056	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	eff7b0e17b1561a8	KEGG:C02679	UniProtKB:P05181	CYP2E1	PDAC_paired51_mapping_v2	-0.9795689141691092	0.0419921875	0.25783203125	11	20260922T112500Z_sop_v3_discovery	0.0935064935064935	0.6889	0.8438429065743944	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	laurate (12:0)	DIRECT	0.0935064935064935	0.6889	0.9096671814671814	21	0.013671875	0.0687426985981308	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	8c34bd11af920709	KEGG:C02679	UniProtKB:Q02928	CYP4A11	PDAC_paired51_mapping_v2	-0.9795689141691092	0.0419921875	0.25783203125	11	20260922T112500Z_sop_v3_discovery	0.4324675324675325	0.0542	0.2752225352112676	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	laurate (12:0)	DIRECT	0.4324675324675325	0.0542	0.4386521739130434	21	0.8984375	0.944061279296875	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	f35979b2c814afb7	KEGG:C02679	UniProtKB:Q9HBI6	CYP4F11	PDAC_paired51_mapping_v2	-0.9795689141691092	0.0419921875	0.25783203125	11	20260922T112500Z_sop_v3_discovery	0.2493506493506493	0.2712	0.5805202247191011	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	laurate (12:0)	DIRECT	0.2493506493506493	0.2712	0.7529142857142858	21	0.5771484375	0.6839336109581498	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	8a281eb9137d5dd6	KEGG:C02679	UniProtKB:Q6ZWL3	CYP4V2	PDAC_paired51_mapping_v2	-0.9795689141691092	0.0419921875	0.25783203125	11	20260922T112500Z_sop_v3_discovery	0.3155844155844156	0.1674	0.5064923076923077	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	laurate (12:0)	DIRECT	0.3155844155844156	0.1674	0.6728478260869565	21	0.1015625	0.2117853682170542	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	efb3d668819df991	KEGG:C02679	UniProtKB:Q86W10	CYP4Z1	PDAC_paired51_mapping_v2	-0.9795689141691092	0.0419921875	0.25783203125	11	20260922T112500Z_sop_v3_discovery	-0.1714285714285714	0.4483	0.6869431034482759	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	laurate (12:0)	DIRECT	-0.1714285714285714	0.4483	0.85538	21	0.3203125	0.4464459196891192	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	54f694e6583ed528	KEGG:C02679	UniProtKB:Q68D91	MBLAC2	PDAC_paired51_mapping_v2	-0.9795689141691092	0.0419921875	0.25783203125	11	20260922T112500Z_sop_v3_discovery	0.4064935064935064	0.0681	0.31308311688311685	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	laurate (12:0)	DIRECT	0.4064935064935064	0.0681	0.48513333333333336	21	0.123046875	0.239852241847826	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	bbb6a041780553c8	KEGG:C02679	UniProtKB:Q99685	MGLL	PDAC_paired51_mapping_v2	-0.9795689141691092	0.0419921875	0.25783203125	11	20260922T112500Z_sop_v3_discovery	-0.4155844155844155	0.0568	0.2792666666666667	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	laurate (12:0)	DIRECT	-0.4155844155844155	0.0568	0.4386521739130434	21	0.0048828125	0.047762784090909	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	7fb9074e84a9dd3d	KEGG:C02679	UniProtKB:Q02083	NAAA	PDAC_paired51_mapping_v2	-0.9795689141691092	0.0419921875	0.25783203125	11	20260922T112500Z_sop_v3_discovery	-0.135064935064935	0.5572	0.7645302325581396	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	laurate (12:0)	DIRECT	-0.135064935064935	0.5572	0.866498275862069	21	0.0244140625	0.0931543661347517	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	494067f5f17a9813	KEGG:C02679	UniProtKB:P54317	PNLIPRP2	PDAC_paired51_mapping_v2	-0.9795689141691092	0.0419921875	0.25783203125	11	20260922T112500Z_sop_v3_discovery	0.4688311688311688	0.0312	0.2203344827586207	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOMINAL_EXPLORATORY	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	laurate (12:0)	DIRECT	0.4688311688311688	0.0312	0.3631235294117647	21	0.001953125	0.0437825520833333	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	bdbb84aad1ded9a5	KEGG:C02679	UniProtKB:Q5T1C6	THEM4	PDAC_paired51_mapping_v2	-0.9795689141691092	0.0419921875	0.25783203125	11	20260922T112500Z_sop_v3_discovery	0.3012987012987013	0.183	0.5182559999999999	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	laurate (12:0)	DIRECT	0.3012987012987013	0.183	0.6729677419354838	21	0.1015625	0.2117853682170542	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	31fddc1286047370	KEGG:C00123	UniProtKB:Q8N5Z0	AADAT	PDAC_paired51_mapping_v2	-0.3666229613831817	0.0419921875	0.25783203125	11	20260922T112500Z_sop_v3_discovery	-0.2688311688311688	0.2444	0.5703592105263159	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	leucine	DIRECT	-0.2688311688311688	0.2444	0.7320568965517241	21	0.1748046875	0.2920649747670807	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	b9085738ef175048	KEGG:C00123	UniProtKB:Q9BYF1	ACE2	PDAC_paired51_mapping_v2	-0.3666229613831817	0.0419921875	0.25783203125	11	20260922T112500Z_sop_v3_discovery	-0.2428571428571428	0.2864	0.5805202247191011	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	leucine	DIRECT	-0.2428571428571428	0.2864	0.7529142857142858	21	0.51953125	0.6281074438202248	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	c5716c3755b12d15	KEGG:C00123	UniProtKB:O15382	BCAT2	PDAC_paired51_mapping_v2	-0.3666229613831817	0.0419921875	0.25783203125	11	20260922T112500Z_sop_v3_discovery	0.2727272727272727	0.2245	0.5515075862068965	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	leucine	DIRECT	0.2727272727272727	0.2245	0.7089567567567567	21	0.0009765625	0.0437825520833333	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	4da0968a95357f39	KEGG:C00123	UniProtKB:Q9P2J5	LARS1	PDAC_paired51_mapping_v2	-0.3666229613831817	0.0419921875	0.25783203125	11	20260922T112500Z_sop_v3_discovery	-0.5324675324675324	0.0135	0.15416129032258064	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOMINAL_EXPLORATORY	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	leucine	DIRECT	-0.5324675324675324	0.0135	0.2565	21	0.365234375	0.4887962531094527	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	b1df9864c4476eb9	KEGG:C00123	UniProtKB:Q15031	LARS2	PDAC_paired51_mapping_v2	-0.3666229613831817	0.0419921875	0.25783203125	11	20260922T112500Z_sop_v3_discovery	-0.5701298701298702	0.0084	0.12319199999999998	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOMINAL_EXPLORATORY	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	leucine	DIRECT	-0.5701298701298702	0.0084	0.18810000000000002	21	0.2060546875	0.327013043879056	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	f740e39b803db094	KEGG:C00123	UniProtKB:Q6P4A8	PLBD1	PDAC_paired51_mapping_v2	-0.3666229613831817	0.0419921875	0.25783203125	11	20260922T112500Z_sop_v3_discovery	-0.5779220779220778	0.0073	0.12319199999999998	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOMINAL_EXPLORATORY	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	leucine	DIRECT	-0.5779220779220778	0.0073	0.18321428571428572	21	0.0244140625	0.0931543661347517	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	9d761fc9246eccf5	KEGG:C00123	UniProtKB:Q6GTS8	PM20D1	PDAC_paired51_mapping_v2	-0.3666229613831817	0.0419921875	0.25783203125	11	20260922T112500Z_sop_v3_discovery	0.3	0.1903	0.5246883720930233	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	leucine	DIRECT	0.3	0.1903	0.67794375	21	0.0009765625	0.0437825520833333	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	cb872951b77651e4	KEGG:C00123	UniProtKB:Q8NBW4	SLC38A9	PDAC_paired51_mapping_v2	-0.3666229613831817	0.0419921875	0.25783203125	11	20260922T112500Z_sop_v3_discovery	-0.512987012987013	0.019	0.16404878048780488	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOMINAL_EXPLORATORY	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	leucine	DIRECT	-0.512987012987013	0.019	0.28252173913043477	21	0.4130859375	0.5368121603260869	20260922T053500Z_internal_paired51_v2
