cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	feature_id	relation_id	stable_gene_id	n_tumor_linked	same_cohort_postselection	B	bootstrap_total	bootstrap_valid	seed	p_method	rho	ci_method	family_n_planned	evidence_label
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_PRIMARY	KEGG:C00219	arachidonate (20:4n6)	ABHD6	author_patient	17	17	Spearman_rho	0.39215686274509803	-0.11926432767155437	0.7599436159111521	0.1166	0.6543521739130433	REL_TUMOR_PRIMARY	221.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:5d26200852e00d88	ccRCC3_FEATURE:5d26200852e00d88|ABHD6	ENSG00000163686	17	True	9999	4000	4000	3230486256	9999_patient_permutations_plus1	0.39215686274509803	pointwise_whole_patient_percentile_bootstrap	221.0	NOT_SUPPORTED_THIS_TEST
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_AVAILABLE	KEGG:C00219	arachidonate (20:4n6)	ABHD6	author_patient	17	17	Spearman_rho	0.39215686274509803	-0.12173827318282066	0.7725925726876983	0.1197	0.6162893617021277	REL_TUMOR_AVAILABLE	216.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:5d26200852e00d88	ccRCC3_FEATURE:5d26200852e00d88|ABHD6	ENSG00000163686	17	True	9999	4000	4000	1746037485	9999_patient_permutations_plus1	0.39215686274509803	pointwise_whole_patient_percentile_bootstrap	221.0	NOT_SUPPORTED_THIS_TEST
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_TREATMENT_STRATIFIED	KEGG:C00219	arachidonate (20:4n6)	ABHD6	author_patient	17	17	Spearman_rho	0.39215686274509803	-0.059442531209642685	0.7447493578285185	0.1214	0.7346756756756757	REL_TUMOR_TREATMENT_STRATIFIED	221.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:5d26200852e00d88	ccRCC3_FEATURE:5d26200852e00d88|ABHD6	ENSG00000163686	17	True	9999	4000	4000	2703697573	9999_within_exact_author_treatment_permutations_plus1	0.39215686274509803	pointwise_treatment_stratified_whole_patient_percentile_bootstrap	221.0	NOT_SUPPORTED_THIS_TEST
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_PRIMARY	KEGG:C00219	arachidonate (20:4n6)	ACSL1	author_patient	17	17	Spearman_rho	0.3700980392156863	-0.16027449408936084	0.857160669754186	0.1418	0.6551729166666667	REL_TUMOR_PRIMARY	221.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:5d26200852e00d88	ccRCC3_FEATURE:5d26200852e00d88|ACSL1	ENSG00000151726	17	True	9999	4000	4000	3350292629	9999_patient_permutations_plus1	0.3700980392156863	pointwise_whole_patient_percentile_bootstrap	221.0	NOT_SUPPORTED_THIS_TEST
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_AVAILABLE	KEGG:C00219	arachidonate (20:4n6)	ACSL1	author_patient	17	17	Spearman_rho	0.3700980392156863	-0.15244258161875665	0.8532413689130107	0.1449	0.6346080000000001	REL_TUMOR_AVAILABLE	216.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:5d26200852e00d88	ccRCC3_FEATURE:5d26200852e00d88|ACSL1	ENSG00000151726	17	True	9999	4000	4000	1327019002	9999_patient_permutations_plus1	0.3700980392156863	pointwise_whole_patient_percentile_bootstrap	221.0	NOT_SUPPORTED_THIS_TEST
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_TREATMENT_STRATIFIED	KEGG:C00219	arachidonate (20:4n6)	ACSL1	author_patient	17	17	Spearman_rho	0.3700980392156863	-0.12796937457720928	0.8432884490590525	0.1644	0.7423795918367347	REL_TUMOR_TREATMENT_STRATIFIED	221.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:5d26200852e00d88	ccRCC3_FEATURE:5d26200852e00d88|ACSL1	ENSG00000151726	17	True	9999	4000	4000	2273175900	9999_within_exact_author_treatment_permutations_plus1	0.3700980392156863	pointwise_treatment_stratified_whole_patient_percentile_bootstrap	221.0	NOT_SUPPORTED_THIS_TEST
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_PRIMARY	KEGG:C00219	arachidonate (20:4n6)	ACSL3	author_patient	17	17	Spearman_rho	-0.16911764705882354	-0.6447496166416257	0.4066791372722274	0.5237	0.883505223880597	REL_TUMOR_PRIMARY	221.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:5d26200852e00d88	ccRCC3_FEATURE:5d26200852e00d88|ACSL3	ENSG00000123983	17	True	9999	4000	4000	509499707	9999_patient_permutations_plus1	-0.16911764705882354	pointwise_whole_patient_percentile_bootstrap	221.0	NOT_SUPPORTED_THIS_TEST
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_AVAILABLE	KEGG:C00219	arachidonate (20:4n6)	ACSL3	author_patient	17	17	Spearman_rho	-0.16911764705882354	-0.6554328000779694	0.3856706270118652	0.5186	0.8883918367346939	REL_TUMOR_AVAILABLE	216.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:5d26200852e00d88	ccRCC3_FEATURE:5d26200852e00d88|ACSL3	ENSG00000123983	17	True	9999	4000	4000	2993652389	9999_patient_permutations_plus1	-0.16911764705882354	pointwise_whole_patient_percentile_bootstrap	221.0	NOT_SUPPORTED_THIS_TEST
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_TREATMENT_STRATIFIED	KEGG:C00219	arachidonate (20:4n6)	ACSL3	author_patient	17	17	Spearman_rho	-0.16911764705882354	-0.6356989267373468	0.4148404840484049	0.5037	0.878432824427481	REL_TUMOR_TREATMENT_STRATIFIED	221.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:5d26200852e00d88	ccRCC3_FEATURE:5d26200852e00d88|ACSL3	ENSG00000123983	17	True	9999	4000	4000	3665253129	9999_within_exact_author_treatment_permutations_plus1	-0.16911764705882354	pointwise_treatment_stratified_whole_patient_percentile_bootstrap	221.0	NOT_SUPPORTED_THIS_TEST
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_PRIMARY	KEGG:C00219	arachidonate (20:4n6)	ACSL4	author_patient	17	17	Spearman_rho	-0.004901960784313725	-0.5558875040729879	0.5964981265111334	0.9861	0.9908	REL_TUMOR_PRIMARY	221.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:5d26200852e00d88	ccRCC3_FEATURE:5d26200852e00d88|ACSL4	ENSG00000068366	17	True	9999	4000	4000	2080489612	9999_patient_permutations_plus1	-0.004901960784313725	pointwise_whole_patient_percentile_bootstrap	221.0	NOT_SUPPORTED_THIS_TEST
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_AVAILABLE	KEGG:C00219	arachidonate (20:4n6)	ACSL4	author_patient	17	17	Spearman_rho	-0.004901960784313725	-0.5275218316519545	0.5933555335824325	0.9898	0.9898	REL_TUMOR_AVAILABLE	216.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:5d26200852e00d88	ccRCC3_FEATURE:5d26200852e00d88|ACSL4	ENSG00000068366	17	True	9999	4000	4000	1317453870	9999_patient_permutations_plus1	-0.004901960784313725	pointwise_whole_patient_percentile_bootstrap	221.0	NOT_SUPPORTED_THIS_TEST
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_TREATMENT_STRATIFIED	KEGG:C00219	arachidonate (20:4n6)	ACSL4	author_patient	17	17	Spearman_rho	-0.004901960784313725	-0.5265904374138559	0.5841946539567109	0.9882	0.9884	REL_TUMOR_TREATMENT_STRATIFIED	221.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:5d26200852e00d88	ccRCC3_FEATURE:5d26200852e00d88|ACSL4	ENSG00000068366	17	True	9999	4000	4000	335691770	9999_within_exact_author_treatment_permutations_plus1	-0.004901960784313725	pointwise_treatment_stratified_whole_patient_percentile_bootstrap	221.0	NOT_SUPPORTED_THIS_TEST
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_PRIMARY	KEGG:C00219	arachidonate (20:4n6)	ACSL5	author_patient	17	17	Spearman_rho	0.024509803921568627	-0.563816604708798	0.5622376907492428	0.9255	0.9837143540669857	REL_TUMOR_PRIMARY	221.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:5d26200852e00d88	ccRCC3_FEATURE:5d26200852e00d88|ACSL5	ENSG00000197142	17	True	9999	4000	4000	3802310570	9999_patient_permutations_plus1	0.024509803921568627	pointwise_whole_patient_percentile_bootstrap	221.0	NOT_SUPPORTED_THIS_TEST
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_AVAILABLE	KEGG:C00219	arachidonate (20:4n6)	ACSL5	author_patient	17	17	Spearman_rho	0.024509803921568627	-0.5489467162329615	0.5483361181162032	0.9296	0.9865014084507042	REL_TUMOR_AVAILABLE	216.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:5d26200852e00d88	ccRCC3_FEATURE:5d26200852e00d88|ACSL5	ENSG00000197142	17	True	9999	4000	4000	492203399	9999_patient_permutations_plus1	0.024509803921568627	pointwise_whole_patient_percentile_bootstrap	221.0	NOT_SUPPORTED_THIS_TEST
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_TREATMENT_STRATIFIED	KEGG:C00219	arachidonate (20:4n6)	ACSL5	author_patient	17	17	Spearman_rho	0.024509803921568627	-0.5186402107952731	0.5344857897867386	0.9323	0.9853876777251184	REL_TUMOR_TREATMENT_STRATIFIED	221.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:5d26200852e00d88	ccRCC3_FEATURE:5d26200852e00d88|ACSL5	ENSG00000197142	17	True	9999	4000	4000	1902785733	9999_within_exact_author_treatment_permutations_plus1	0.024509803921568627	pointwise_treatment_stratified_whole_patient_percentile_bootstrap	221.0	NOT_SUPPORTED_THIS_TEST
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_PRIMARY	KEGG:C00219	arachidonate (20:4n6)	ACSL6	author_patient	17	17	Spearman_rho	-0.4019607843137255	-0.7085927770859277	0.09091468875951637	0.1126	0.6543521739130433	REL_TUMOR_PRIMARY	221.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:5d26200852e00d88	ccRCC3_FEATURE:5d26200852e00d88|ACSL6	ENSG00000164398	17	True	9999	4000	4000	1701792851	9999_patient_permutations_plus1	-0.4019607843137255	pointwise_whole_patient_percentile_bootstrap	221.0	NOT_SUPPORTED_THIS_TEST
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_AVAILABLE	KEGG:C00219	arachidonate (20:4n6)	ACSL6	author_patient	17	17	Spearman_rho	-0.4019607843137255	-0.7005477290294084	0.1407756626934711	0.1109	0.6134400000000001	REL_TUMOR_AVAILABLE	216.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:5d26200852e00d88	ccRCC3_FEATURE:5d26200852e00d88|ACSL6	ENSG00000164398	17	True	9999	4000	4000	1105359050	9999_patient_permutations_plus1	-0.4019607843137255	pointwise_whole_patient_percentile_bootstrap	221.0	NOT_SUPPORTED_THIS_TEST
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_TREATMENT_STRATIFIED	KEGG:C00219	arachidonate (20:4n6)	ACSL6	author_patient	17	17	Spearman_rho	-0.4019607843137255	-0.7033374536464772	0.11031253450623883	0.0853	0.6981962962962963	REL_TUMOR_TREATMENT_STRATIFIED	221.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:5d26200852e00d88	ccRCC3_FEATURE:5d26200852e00d88|ACSL6	ENSG00000164398	17	True	9999	4000	4000	1542183181	9999_within_exact_author_treatment_permutations_plus1	-0.4019607843137255	pointwise_treatment_stratified_whole_patient_percentile_bootstrap	221.0	NOT_SUPPORTED_THIS_TEST
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_PRIMARY	KEGG:C00219	arachidonate (20:4n6)	ALOX15	author_patient	17	17	Spearman_rho	-0.09068627450980392	-0.597015306122449	0.47302209550962276	0.7343	0.9326454022988505	REL_TUMOR_PRIMARY	221.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:5d26200852e00d88	ccRCC3_FEATURE:5d26200852e00d88|ALOX15	ENSG00000161905	17	True	9999	4000	4000	1111678521	9999_patient_permutations_plus1	-0.09068627450980392	pointwise_whole_patient_percentile_bootstrap	221.0	NOT_SUPPORTED_THIS_TEST
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_AVAILABLE	KEGG:C00219	arachidonate (20:4n6)	ALOX15	author_patient	17	17	Spearman_rho	-0.09068627450980392	-0.6034941480831353	0.478926852551609	0.7258	0.9444144578313254	REL_TUMOR_AVAILABLE	216.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:5d26200852e00d88	ccRCC3_FEATURE:5d26200852e00d88|ALOX15	ENSG00000161905	17	True	9999	4000	4000	1254831266	9999_patient_permutations_plus1	-0.09068627450980392	pointwise_whole_patient_percentile_bootstrap	221.0	NOT_SUPPORTED_THIS_TEST
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_TREATMENT_STRATIFIED	KEGG:C00219	arachidonate (20:4n6)	ALOX15	author_patient	17	17	Spearman_rho	-0.09068627450980392	-0.6223637422360249	0.43457730965165914	0.7412	0.9344810526315789	REL_TUMOR_TREATMENT_STRATIFIED	221.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:5d26200852e00d88	ccRCC3_FEATURE:5d26200852e00d88|ALOX15	ENSG00000161905	17	True	9999	4000	4000	626748899	9999_within_exact_author_treatment_permutations_plus1	-0.09068627450980392	pointwise_treatment_stratified_whole_patient_percentile_bootstrap	221.0	NOT_SUPPORTED_THIS_TEST
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_PRIMARY	KEGG:C00219	arachidonate (20:4n6)	ALOX5	author_patient	17	17	Spearman_rho	-0.26715686274509803	-0.7323543061878971	0.3142874823196605	0.2997	0.8211614457831325	REL_TUMOR_PRIMARY	221.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:5d26200852e00d88	ccRCC3_FEATURE:5d26200852e00d88|ALOX5	ENSG00000012779	17	True	9999	4000	4000	3572481465	9999_patient_permutations_plus1	-0.26715686274509803	pointwise_whole_patient_percentile_bootstrap	221.0	NOT_SUPPORTED_THIS_TEST
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_AVAILABLE	KEGG:C00219	arachidonate (20:4n6)	ALOX5	author_patient	17	17	Spearman_rho	-0.26715686274509803	-0.7117762247840874	0.31927453725547833	0.2979	0.80892	REL_TUMOR_AVAILABLE	216.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:5d26200852e00d88	ccRCC3_FEATURE:5d26200852e00d88|ALOX5	ENSG00000012779	17	True	9999	4000	4000	3230552142	9999_patient_permutations_plus1	-0.26715686274509803	pointwise_whole_patient_percentile_bootstrap	221.0	NOT_SUPPORTED_THIS_TEST
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_TREATMENT_STRATIFIED	KEGG:C00219	arachidonate (20:4n6)	ALOX5	author_patient	17	17	Spearman_rho	-0.26715686274509803	-0.7028714107365793	0.2607866409924557	0.3212	0.8395430232558139	REL_TUMOR_TREATMENT_STRATIFIED	221.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:5d26200852e00d88	ccRCC3_FEATURE:5d26200852e00d88|ALOX5	ENSG00000012779	17	True	9999	4000	4000	3724467862	9999_within_exact_author_treatment_permutations_plus1	-0.26715686274509803	pointwise_treatment_stratified_whole_patient_percentile_bootstrap	221.0	NOT_SUPPORTED_THIS_TEST
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_PRIMARY	KEGG:C00219	arachidonate (20:4n6)	CYP4F2	author_patient	17	17	Spearman_rho	0.15441176470588236	-0.4292893584541839	0.6869977985690701	0.555	0.8838486301369863	REL_TUMOR_PRIMARY	221.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:5d26200852e00d88	ccRCC3_FEATURE:5d26200852e00d88|CYP4F2	ENSG00000186115	17	True	9999	4000	4000	2285193785	9999_patient_permutations_plus1	0.15441176470588236	pointwise_whole_patient_percentile_bootstrap	221.0	NOT_SUPPORTED_THIS_TEST
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_AVAILABLE	KEGG:C00219	arachidonate (20:4n6)	CYP4F2	author_patient	17	17	Spearman_rho	0.15441176470588236	-0.4554791590270138	0.6827886139669415	0.5511	0.8883918367346939	REL_TUMOR_AVAILABLE	216.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:5d26200852e00d88	ccRCC3_FEATURE:5d26200852e00d88|CYP4F2	ENSG00000186115	17	True	9999	4000	4000	2649899745	9999_patient_permutations_plus1	0.15441176470588236	pointwise_whole_patient_percentile_bootstrap	221.0	NOT_SUPPORTED_THIS_TEST
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_TREATMENT_STRATIFIED	KEGG:C00219	arachidonate (20:4n6)	CYP4F2	author_patient	17	17	Spearman_rho	0.15441176470588236	-0.45553072763635466	0.6757525945734253	0.5519	0.883585625	REL_TUMOR_TREATMENT_STRATIFIED	221.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:5d26200852e00d88	ccRCC3_FEATURE:5d26200852e00d88|CYP4F2	ENSG00000186115	17	True	9999	4000	4000	3237400352	9999_within_exact_author_treatment_permutations_plus1	0.15441176470588236	pointwise_treatment_stratified_whole_patient_percentile_bootstrap	221.0	NOT_SUPPORTED_THIS_TEST
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_PRIMARY	KEGG:C00219	arachidonate (20:4n6)	MGLL	author_patient	17	17	Spearman_rho	0.12990196078431374	-0.3954485174963286	0.6040584827908941	0.6113	0.893571974522293	REL_TUMOR_PRIMARY	221.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:5d26200852e00d88	ccRCC3_FEATURE:5d26200852e00d88|MGLL	ENSG00000074416	17	True	9999	4000	4000	1975295179	9999_patient_permutations_plus1	0.12990196078431374	pointwise_whole_patient_percentile_bootstrap	221.0	NOT_SUPPORTED_THIS_TEST
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_AVAILABLE	KEGG:C00219	arachidonate (20:4n6)	MGLL	author_patient	17	17	Spearman_rho	0.12990196078431374	-0.36806879850749696	0.6293762268064146	0.6234	0.8928464516129033	REL_TUMOR_AVAILABLE	216.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:5d26200852e00d88	ccRCC3_FEATURE:5d26200852e00d88|MGLL	ENSG00000074416	17	True	9999	4000	4000	2854155425	9999_patient_permutations_plus1	0.12990196078431374	pointwise_whole_patient_percentile_bootstrap	221.0	NOT_SUPPORTED_THIS_TEST
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_TREATMENT_STRATIFIED	KEGG:C00219	arachidonate (20:4n6)	MGLL	author_patient	17	17	Spearman_rho	0.12990196078431374	-0.3940149625935162	0.611868346770474	0.6277	0.883585625	REL_TUMOR_TREATMENT_STRATIFIED	221.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:5d26200852e00d88	ccRCC3_FEATURE:5d26200852e00d88|MGLL	ENSG00000074416	17	True	9999	4000	4000	2155446903	9999_within_exact_author_treatment_permutations_plus1	0.12990196078431374	pointwise_treatment_stratified_whole_patient_percentile_bootstrap	221.0	NOT_SUPPORTED_THIS_TEST
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_PRIMARY	KEGG:C00219	arachidonate (20:4n6)	PTGS1	author_patient	17	17	Spearman_rho	-0.40931372549019607	-0.8325676498127341	0.1710406966478007	0.1055	0.6543521739130433	REL_TUMOR_PRIMARY	221.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:5d26200852e00d88	ccRCC3_FEATURE:5d26200852e00d88|PTGS1	ENSG00000095303	17	True	9999	4000	4000	4280062386	9999_patient_permutations_plus1	-0.40931372549019607	pointwise_whole_patient_percentile_bootstrap	221.0	NOT_SUPPORTED_THIS_TEST
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_AVAILABLE	KEGG:C00219	arachidonate (20:4n6)	PTGS1	author_patient	17	17	Spearman_rho	-0.40931372549019607	-0.8341584158415841	0.16091110043840212	0.0993	0.6134400000000001	REL_TUMOR_AVAILABLE	216.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:5d26200852e00d88	ccRCC3_FEATURE:5d26200852e00d88|PTGS1	ENSG00000095303	17	True	9999	4000	4000	4245323257	9999_patient_permutations_plus1	-0.40931372549019607	pointwise_whole_patient_percentile_bootstrap	221.0	NOT_SUPPORTED_THIS_TEST
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_TREATMENT_STRATIFIED	KEGG:C00219	arachidonate (20:4n6)	PTGS1	author_patient	17	17	Spearman_rho	-0.40931372549019607	-0.815043156596794	0.1925477340694732	0.1047	0.7346756756756757	REL_TUMOR_TREATMENT_STRATIFIED	221.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:5d26200852e00d88	ccRCC3_FEATURE:5d26200852e00d88|PTGS1	ENSG00000095303	17	True	9999	4000	4000	3302648988	9999_within_exact_author_treatment_permutations_plus1	-0.40931372549019607	pointwise_treatment_stratified_whole_patient_percentile_bootstrap	221.0	NOT_SUPPORTED_THIS_TEST
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_PRIMARY	KEGG:C00219	arachidonate (20:4n6)	PTGS2	author_patient	17	17	Spearman_rho	-0.5931372549019608	-0.863013698630137	-0.09539881708368479	0.0153	0.43520000000000003	REL_TUMOR_PRIMARY	221.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:5d26200852e00d88	ccRCC3_FEATURE:5d26200852e00d88|PTGS2	ENSG00000073756	17	True	9999	4000	4000	2931284957	9999_patient_permutations_plus1	-0.5931372549019608	pointwise_whole_patient_percentile_bootstrap	221.0	NOMINAL_EXPLORATORY
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_AVAILABLE	KEGG:C00219	arachidonate (20:4n6)	PTGS2	author_patient	17	17	Spearman_rho	-0.5931372549019608	-0.8567945380645751	-0.12729067483386153	0.0138	0.41328	REL_TUMOR_AVAILABLE	216.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:5d26200852e00d88	ccRCC3_FEATURE:5d26200852e00d88|PTGS2	ENSG00000073756	17	True	9999	4000	4000	97890306	9999_patient_permutations_plus1	-0.5931372549019608	pointwise_whole_patient_percentile_bootstrap	221.0	NOMINAL_EXPLORATORY
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_TREATMENT_STRATIFIED	KEGG:C00219	arachidonate (20:4n6)	PTGS2	author_patient	17	17	Spearman_rho	-0.5931372549019608	-0.850187265917603	-0.16335625229189582	0.0151	0.42266249999999994	REL_TUMOR_TREATMENT_STRATIFIED	221.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:5d26200852e00d88	ccRCC3_FEATURE:5d26200852e00d88|PTGS2	ENSG00000073756	17	True	9999	4000	4000	63387185	9999_within_exact_author_treatment_permutations_plus1	-0.5931372549019608	pointwise_treatment_stratified_whole_patient_percentile_bootstrap	221.0	NOMINAL_EXPLORATORY
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_PRIMARY	KEGG:C01762	xanthosine	NT5C2	author_patient	17	17	Spearman_rho	0.5465686274509803	0.0037264771756447853	0.8825109744707348	0.0256	0.43520000000000003	REL_TUMOR_PRIMARY	221.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:5f435300ab9248a6	ccRCC3_FEATURE:5f435300ab9248a6|NT5C2	ENSG00000076685	17	True	9999	4000	4000	3219698238	9999_patient_permutations_plus1	0.5465686274509803	pointwise_whole_patient_percentile_bootstrap	221.0	NOMINAL_EXPLORATORY
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_AVAILABLE	KEGG:C01762	xanthosine	NT5C2	author_patient	15	15	Spearman_rho	0.5	-0.09226669197646188	0.8978195089581952	0.0576	0.52488	REL_TUMOR_AVAILABLE	216.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:5f435300ab9248a6	ccRCC3_FEATURE:5f435300ab9248a6|NT5C2	ENSG00000076685	17	True	9999	4000	4000	3298288790	9999_patient_permutations_plus1	0.5	pointwise_whole_patient_percentile_bootstrap	221.0	NOT_SUPPORTED_THIS_TEST
