gene	module	kME	rank_in_module	Pal_kME
TFRC	brown	0.415566040145325	335	0.161251599873433
PACSIN2	grey	NA	NA	NA
HMBS	green	0.50885629434942	157	0.332744887300528
HARS1	blue	0.428918250649798	391	0.268566599963704
ACACA	brown	0.461061328900363	251	0.400691871738373
RAF1	grey	NA	NA	NA
EOLA1	turquoise	0.361932270361445	614	0.26816262251908
FKBP14	grey	NA	NA	NA
IGHA1	red	0.483203593978942	143	0.0342624092352984
DAG1	brown	0.594393641751417	75	0.289661840326461
GAS2L1	grey	NA	NA	NA
NCLN	grey	NA	NA	NA
SF3B3	blue	0.316529547013637	584	0.175679593446157
XIAP	turquoise	0.435109109274476	445	0.338961812841426
ZBTB44	brown	0.514005980674676	173	0.384691511679934
INTS3	yellow	0.469235796741358	212	0.272235098442881
ARAF	black	0.406361793228051	187	0.256691408794375
HAUS4	tan	0.395109588689581	105	0.181993740084869
MLLT11	grey	NA	NA	NA
NFYB	pink	0.433865882218395	161	0.27064021445689
SGSM3	cyan	0.51373110920158	34	0.010735202617156
SEC24D	turquoise	0.484179520550043	349	0.0439429132904615
METTL21A	blue	0.388093955172179	479	0.275966761722843
PARN	grey	NA	NA	NA
RABEPK	tan	0.382588350833687	110	0.223904864600022
CCDC43	black	0.424807601245611	176	0.198953196003111
ADNP	turquoise	0.332098149595797	678	0.261224544133047
ELOA	blue	0.409606149926923	434	0.241631367512351
RBM33	yellow	0.45206090782586	227	0.174430082462302
USP33	turquoise	0.364422929603738	609	0.0662938275864281
MCCC1	blue	0.442007477846346	356	0.470336623070599
SECISBP2L	grey	NA	NA	NA
SPTY2D1	yellow	0.418482607212396	262	0.25978623373951
RAB40B	grey	NA	NA	NA
TACO1	grey	NA	NA	NA
RITA1	grey	NA	NA	NA
EXOSC10	brown	0.419227539605814	331	0.267485323647945
MYCBP	grey	NA	NA	NA
NUP62	blue	0.409095569125621	437	0.109286810841382
PSMA3-AS1	turquoise	0.429362581740323	462	0.296128844636351
SETD3	grey	NA	NA	NA
ZBTB41	turquoise	0.405118491161812	526	0.349099485517253
RNF39	brown	0.342812076574198	424	0.199783775342956
ZBED5-AS1	turquoise	0.492875555418364	325	0.367747166632059
NKAPD1	grey	NA	NA	NA
AIFM1	blue	0.328071735679655	573	0.481633116487274
TJP3	turquoise	0.490931189215394	335	0.442712365070535
ICAM3	turquoise	0.341670622279938	662	0.209136430616522
DEPP1	salmon	0.45461611875969	87	0.662441171608562
STEAP2	turquoise	0.404482404370287	527	0.37445015509282
RBM4	grey	NA	NA	NA
VAMP4	grey	NA	NA	NA
GRHL1	grey	NA	NA	NA
RECQL	salmon	0.458993622796689	82	0.288385538980161
AP1M1	grey	NA	NA	NA
SPAG16	grey	NA	NA	NA
NME7	grey	NA	NA	NA
EXOC4	brown	0.439791863363811	297	0.309426274478977
PCSK1N	grey	NA	NA	NA
TOR1AIP1	turquoise	0.473857703502548	375	0.202942991673753
PCBP4	green	0.42091271666302	257	0.395722731297231
RABGAP1L	grey	NA	NA	NA
SMG5	yellow	0.520897387740688	157	0.272595752575675
TMEM241	brown	0.306830838079791	450	0.346833600454399
NUP42	grey	NA	NA	NA
TPT1-AS1	salmon	0.448455618828133	90	NA
BMS1	blue	0.323059471728694	577	0.290422302323892
SPIDR	grey	NA	NA	NA
FLII	grey	NA	NA	NA
TIMM44	grey	NA	NA	NA
TGFB1I1	grey	NA	NA	NA
LYPD6B	turquoise	0.52852519363415	274	0.4412616401062
FBXO3	black	0.67015715593578	20	0.269854087256058
SLC25A17	magenta	0.520028788876906	86	0.0220927625810713
CCDC86	blue	0.481267273445235	286	0.109618696128111
CWC27	black	0.398980905221587	191	0.237091755237807
PCK2	turquoise	0.320086952941909	703	0.174680506663465
TMEM199	magenta	0.440432170495708	133	0.108440827277394
MAP3K2	yellow	0.496299689523154	184	0.251971562594032
RNF2	grey	NA	NA	NA
AGPAT1	blue	0.394817931503372	465	0.227248702506667
GRWD1	grey	NA	NA	NA
ANKLE2	grey	NA	NA	NA
BDH1	brown	0.449523592093666	272	0.189251247177523
URI1	grey	NA	NA	NA
NOL8	grey	NA	NA	NA
DHRSX	turquoise	0.504707884679459	303	-0.00725820593164581
MRAS	grey	NA	NA	NA
PYCR2	pink	0.611896788860893	71	0.341316377513004
HERC4	grey	NA	NA	NA
P3H4	turquoise	0.422830133345571	481	0.200840891027795
TBC1D9B	brown	0.427203559122337	316	0.397638880465944
USP6NL	grey	NA	NA	NA
MSL3	blue	0.515600607590405	234	0.378090034424244
TMEM242	black	0.461705920759154	145	0.386988326465191
LMCD1	grey	NA	NA	NA
ICE1	grey	NA	NA	NA
LINC01116	turquoise	0.376723714283652	587	0.168611817027509
SUZ12	grey	NA	NA	NA
BLZF1	grey	NA	NA	NA
CCL4	blue	0.470136474836524	301	0.0243726521674304
MACROH2A2	blue	0.413696068116627	426	0.341793669560222
SEC16A	brown	0.57933015708814	85	0.590927942076816
NFKB2	grey	NA	NA	NA
MED13L	turquoise	0.678934392646599	74	0.575112308725785
SDHAF2	pink	0.71170724539718	37	0.277716318164534
GALNT1	brown	0.442934404023279	290	0.310534731321955
ARL14EP	grey	NA	NA	NA
ARHGAP1	grey	NA	NA	NA
SMG7	yellow	0.568639575070946	117	0.116223749367859
MAPKAPK5	grey	NA	NA	NA
MAP2K1	pink	0.388712910396019	184	0.321325477182286
TENT5A	grey	NA	NA	NA
SSPN	salmon	0.544885971775087	58	0.283714947952087
TBL3	grey	NA	NA	NA
NF1	turquoise	0.468951780302485	387	0.299163564561298
TMEM80	turquoise	0.546300933759901	239	0.356701705161115
UBAP1	grey	NA	NA	NA
TCF12	yellow	0.481793761231765	199	0.222125497125081
UACA	grey	NA	NA	NA
KCTD13	grey	NA	NA	NA
TUG1	brown	0.34904036893014	418	NA
TASOR2	grey	NA	NA	NA
VHL	grey	NA	NA	NA
SPATC1L	grey	NA	NA	NA
FAHD2B	grey	NA	NA	NA
PHYKPL	yellow	0.439346716565261	242	0.208327867463768
TSR1	grey	NA	NA	NA
NDRG3	grey	NA	NA	NA
POLR2D	grey	NA	NA	NA
ASNS	green	0.482726671537973	196	0.337933307590316
INTS13	green	0.438052859568871	249	0.292614663085746
CCDC24	turquoise	0.493891567091123	322	0.363346892074306
CAPN7	grey	NA	NA	NA
SRFBP1	turquoise	0.346941628476964	648	0.124474400348991
RBM7	pink	0.685227908963759	48	0.3833431946596
LAS1L	blue	0.464447390132846	312	0.382368727182675
KIAA1143	grey	NA	NA	NA
CRNKL1	turquoise	0.461225936955657	397	0.219981280713981
VRK2	salmon	0.406620929539487	104	0.485664776774733
KIAA0319L	brown	0.545405173866144	130	0.435334954080057
NUDT9	black	0.516368663888625	102	0.388520372856118
PARD6G-AS1	brown	0.406792742433634	351	0.279696323060245
RALB	grey	NA	NA	NA
ALDH6A1	turquoise	0.458784810694619	406	0.265545419980478
LBR	greenyellow	0.539522318742943	76	0.413567190715521
SEMA4B	brown	0.440158927079463	295	0.410315021607382
ZNF444	black	0.499469660833294	113	0.128372671765898
ADD3	grey	NA	NA	NA
TSPAN31	turquoise	0.491614903121657	333	0.307128155193245
C6orf226	grey	NA	NA	NA
RBM28	grey	NA	NA	NA
CDC25B	greenyellow	0.561399751374053	69	0.344272824914692
MTERF4	grey	NA	NA	NA
TNKS1BP1	brown	0.562793279944438	103	0.295632815994325
HYOU1	grey	NA	NA	NA
TGFB1	grey	NA	NA	NA
NCOA3	grey	NA	NA	NA
CTBP1	grey	NA	NA	NA
DUSP10	yellow	0.563484734384727	122	0.402123365817167
DNAJC21	grey	NA	NA	NA
BEX2	grey	NA	NA	NA
ENSG00000272831	pink	0.457733346741403	151	-0.0148311994254954
ARMC8	red	0.345882263948044	232	0.0635736963509259
HELZ	turquoise	0.375010143112966	589	0.171952571045672
TNPO3	grey	NA	NA	NA
LINC00667	grey	NA	NA	NA
SNX14	turquoise	0.48118609335402	355	0.366825073160568
SNRNP35	magenta	0.431410309904599	137	0.12519439643915
ZC3H7A	brown	0.419610140182544	330	0.411650311269713
ZNF296	brown	0.28465915541202	455	-0.000779784673517211
BBIP1	turquoise	0.353598516954013	635	0.139756678565241
FRMD4A	grey	NA	NA	NA
SLC25A29	brown	0.472998911956177	229	0.343479112543074
PIP4P1	grey	NA	NA	NA
CPD	brown	0.600887773511554	68	0.531235144321848
YBEY	grey	NA	NA	NA
ATXN2	yellow	0.430181990672454	250	0.201015772308288
HGSNAT	turquoise	0.380849840119465	577	0.224534647599282
ANKIB1	grey	NA	NA	NA
SYCP2	grey	NA	NA	NA
ECT2	greenyellow	0.585699030281543	55	0.457062209168002
ARHGEF35	pink	0.641991024326601	59	0.140942493804393
CTDNEP1	grey	NA	NA	NA
PRKRIP1	grey	NA	NA	NA
CIAO3	brown	0.464909572171156	245	0.419151870990914
NSUN2	blue	0.376208312149455	506	0.348189354281011
PTCD3	blue	0.40750263420384	439	0.0936577936655656
SLC25A26	grey	NA	NA	NA
TBC1D8	yellow	0.559183488494004	126	0.25334102481833
AP1G2	magenta	0.50147361190832	102	-0.0453666225371844
TXLNG	grey	NA	NA	NA
CTSK	grey	NA	NA	NA
GTF3C5	grey	NA	NA	NA
AP1B1	grey	NA	NA	NA
RCE1	grey	NA	NA	NA
ZNF576	grey	NA	NA	NA
RPRD2	brown	0.447654781607999	278	0.293925853789481
ZNF330	grey	NA	NA	NA
CLEC11A	grey	NA	NA	NA
PUSL1	blue	0.31861973498117	582	0.430023338864986
TLE1	grey	NA	NA	NA
PPIP5K2	turquoise	0.328816011892567	683	0.235985218718345
WDR5	green	0.444107625143866	242	0.323520534757404
PHF6	grey	NA	NA	NA
SPATA20	turquoise	0.596658599250893	187	0.254523870322403
ARID4A	yellow	0.390747554315257	275	0.254069977856957
SLAIN2	grey	NA	NA	NA
PELI1	grey	NA	NA	NA
CDC37L1	grey	NA	NA	NA
AGL	grey	NA	NA	NA
NEDD4L	grey	NA	NA	NA
CREBBP	yellow	0.50684589760564	170	0.311781018149209
MAP1A	grey	NA	NA	NA
NDE1	yellow	0.50595701686192	172	0.23252433276498
ATF1	grey	NA	NA	NA
KCTD5	grey	NA	NA	NA
MCM4	greenyellow	0.445156456027879	125	0.457089697395872
GPR137	grey	NA	NA	NA
CPSF7	turquoise	0.36796724544932	600	0.111404924220481
SMARCD2	brown	0.414774874175179	337	0.145009417396521
SHISA4	yellow	0.392791025917504	274	0.0635818334299919
MEF2D	yellow	0.697925854513797	35	0.467709319193057
EPHX2	turquoise	0.501506004275424	308	0.0314615476788972
UTRN	grey	NA	NA	NA
MICALL2	yellow	0.441357109042088	240	0.212125356547913
CCDC106	turquoise	0.616859781695196	162	0.258396227046901
SH3RF1	yellow	0.534714879374424	146	0.149439833057497
GLIPR2	grey	NA	NA	NA
RGS19	tan	0.333122510567508	134	0.0848236200816251
DCP2	turquoise	0.425568684145653	476	0.239362503687191
BBC3	yellow	0.507546563417786	169	0.473660041722619
SPG7	grey	NA	NA	NA
GPX8	grey	NA	NA	NA
NIPSNAP3A	blue	0.461204227944832	320	0.47703285762722
CNOT8	turquoise	0.346077289962381	652	0.215731803160158
NOTCH3	grey	NA	NA	NA
APTR	brown	0.302086649144216	453	0.191876887160517
ABHD3	turquoise	0.418902507379317	496	0.036489054783132
ANKRD26	grey	NA	NA	NA
GSTA4	grey	NA	NA	NA
TENT2	turquoise	0.559987653680886	230	0.319996612129802
AVL9	brown	0.456404200655583	259	0.395417575426008
TRMT6	blue	0.53310301912743	203	0.322938120001273
ERLIN2	turquoise	0.641834396773488	126	0.451792844576642
VIRMA	grey	NA	NA	NA
TMEM107	grey	NA	NA	NA
NPNT	turquoise	0.634163111568433	140	0.376711783904848
EEF2KMT	grey	NA	NA	NA
TMEM43	grey	NA	NA	NA
PCSK7	grey	NA	NA	NA
STX6	grey	NA	NA	NA
ATL2	blue	0.391083710814136	475	0.285499104616572
C16orf87	blue	0.347126640206279	547	0.484061482866142
COQ8A	grey	NA	NA	NA
NOL10	blue	0.43282581840346	381	0.453597601579075
LAMB3	grey	NA	NA	NA
THSD4	turquoise	0.780291174618111	15	0.747799581990704
NEK7	yellow	0.511345653420171	165	0.323033138304253
TIMM21	blue	0.37516549328288	508	0.284727046178669
TDP2	red	0.450278122899357	166	0.210636860237627
DPP3	blue	0.383851085777566	490	0.503020653346963
PANK2	grey	NA	NA	NA
TM9SF1	tan	0.530926449344916	54	0.111808840838565
RAPH1	turquoise	0.372496989399256	592	0.240349621524759
CERT1	turquoise	0.448136923405421	422	0.234526820124319
TAF2	grey	NA	NA	NA
FAAH	turquoise	0.629565634819622	146	0.397101790727015
C18orf21	green	0.350318745048093	293	0.447330057709226
MTMR14	grey	NA	NA	NA
MECR	grey	NA	NA	NA
TP53BP1	yellow	0.466877558528467	216	0.238324645313368
ERV3-1	grey	NA	NA	NA
CASZ1	brown	0.773038378123304	2	0.491458655438228
NUS1	greenyellow	0.383677342822057	147	0.305859157949493
TMEM218	grey	NA	NA	NA
NEK10	turquoise	0.435186297630911	444	0.43615580830091
DUS1L	brown	0.308393407680013	449	0.0794617986420379
MZF1	brown	0.476479745048352	226	0.309030459333714
ARL4D	grey	NA	NA	NA
CDS1	brown	0.460698080729332	252	0.516827101135552
FAM98C	grey	NA	NA	NA
CLPTM1L	turquoise	0.416800432158989	502	0.121292320249523
ASMTL	grey	NA	NA	NA
DMAC2	grey	NA	NA	NA
PLEKHA5	grey	NA	NA	NA
DENND2D	magenta	0.475572336505241	116	0.09282527461747
SH2D4A	brown	0.43048063457237	313	0.163228254738891
GTF3C1	brown	0.542463780311095	137	0.467174458758714
IPO9	grey	NA	NA	NA
TNIP2	grey	NA	NA	NA
NADSYN1	grey	NA	NA	NA
GSKIP	black	0.32664986199997	225	0.391313200416714
ZNF587	black	0.642039236422235	33	0.241029436711657
PRDM2	brown	0.509578983921118	182	0.311639004422168
ALG2	grey	NA	NA	NA
ALG14	grey	NA	NA	NA
LRATD2	brown	0.370667458062344	397	0.309651575999027
COMMD8	blue	0.430326318426896	386	0.483030334216875
NUP98	turquoise	0.40690417295777	521	0.298929779555458
UNC45A	grey	NA	NA	NA
STK24	grey	NA	NA	NA
RPE	blue	0.338400968345949	555	0.396680574734277
ERP27	brown	0.359966589905525	407	0.0674730076621911
PURA	turquoise	0.502172127438834	307	0.184584712280021
DGKD	brown	0.665000330926847	31	0.493350792166994
KDF1	blue	0.394533402086793	469	0.40242368372571
TMEM132A	grey	NA	NA	NA
GINS2	greenyellow	0.470045377905655	115	0.534438187597136
CUL2	blue	0.390482477855117	477	0.414909756434377
AP1AR	turquoise	0.421448585669298	488	0.422660653487335
PATZ1	turquoise	0.326821652593054	686	0.283677378075571
ZMIZ1	brown	0.502239965108624	193	0.332073441967726
RNF168	grey	NA	NA	NA
GPNMB	red	0.305867644933864	244	0.20085941436327
KATNA1	grey	NA	NA	NA
ENC1	grey	NA	NA	NA
MRRF	grey	NA	NA	NA
USP7	brown	0.555113652603234	114	0.431478496327675
DDX23	grey	NA	NA	NA
SLC41A3	grey	NA	NA	NA
PXDN	turquoise	0.377929410559607	584	-0.053375022679311
RBM5	brown	0.509659698398388	181	0.335679038755022
ANXA9	turquoise	0.802690756983867	9	0.441165478192069
PIGM	brown	0.521228467149707	162	0.410911974436999
SETD2	yellow	0.599633413925457	86	0.227537932337861
FNBP1	grey	NA	NA	NA
GLB1	blue	0.429747373854385	388	0.359634469432449
GSTM4	grey	NA	NA	NA
KLHL35	turquoise	0.417424481128327	500	0.179070152779408
CDCA3	greenyellow	0.50358562274943	95	0.544168701052611
MITD1	grey	NA	NA	NA
TGFBI	grey	NA	NA	NA
NFAT5	yellow	0.479965592289037	201	0.313043961180406
JCHAIN	red	0.552079168442312	98	-0.0820661736887776
TIMM8A	blue	0.314782080354693	588	0.534912685438594
TRIM11	grey	NA	NA	NA
ARHGEF38	brown	0.644226553393428	43	0.241131478242642
LEMD1	grey	NA	NA	NA
ATXN3	grey	NA	NA	NA
CDCA7L	green	0.467203438099101	217	0.0292002840084123
CHD7	grey	NA	NA	NA
TULP4	turquoise	0.373081821426272	591	0.197729117670637
CHD1L	grey	NA	NA	NA
CEP170	grey	NA	NA	NA
GLCE	turquoise	0.441976270152263	435	0.175549744253682
UMPS	blue	0.581705061364536	136	0.436785701848512
HYAL2	pink	0.550836179584433	95	0.33345584875558
SLK	yellow	0.437387437035412	244	0.284014700904222
AKAP1	turquoise	0.430081853769981	461	0.0315282098754851
PLAA	grey	NA	NA	NA
STK38L	grey	NA	NA	NA
NUP37	blue	0.351157328891533	542	0.574274122962082
NUP54	grey	NA	NA	NA
TEAD4	green	0.532932083044739	128	0.335603222482727
TM9SF4	black	0.562584599501914	66	0.270594596893803
FMO5	brown	0.458232942635464	255	0.313707164391347
KLHL7	green	0.400498941193476	274	0.394586324399205
TMEM45B	brown	0.386688949445911	376	0.158623350140456
TMEM237	greenyellow	0.522894327316814	84	0.386051516245694
NOC3L	grey	NA	NA	NA
ASCC1	green	0.429273818465306	255	0.440772623508017
DCAF12	grey	NA	NA	NA
XRN1	grey	NA	NA	NA
KCMF1	grey	NA	NA	NA
IQGAP2	brown	0.547750244852522	125	0.346864640438192
CDK2AP1	grey	NA	NA	NA
CRCP	grey	NA	NA	NA
P4HA2	grey	NA	NA	NA
SLC4A1AP	blue	0.506484389025934	250	0.442812162758284
ING2	grey	NA	NA	NA
CCDC174	grey	NA	NA	NA
RCC2	grey	NA	NA	NA
APPBP2	magenta	0.458049261290098	126	-0.0748429340885709
NAAA	brown	0.310669467010871	446	0.218102968510478
SNX12	grey	NA	NA	NA
HDHD2	grey	NA	NA	NA
ATF7	grey	NA	NA	NA
TASOR	brown	0.433557674092698	309	0.340573277785241
MECP2	grey	NA	NA	NA
HIRIP3	turquoise	0.350515437354688	642	0.183927040503134
MAPK3	pink	0.478881864964129	138	0.133767856897242
SAV1	grey	NA	NA	NA
KRBOX5	grey	NA	NA	NA
WBP4	blue	0.371245576018699	516	0.034206246822072
EEF1AKMT1	grey	NA	NA	NA
PCMTD2	turquoise	0.65026755430469	114	0.314279446655005
NUDCD3	grey	NA	NA	NA
MAOB	brown	0.382217257006392	382	0.0811036139561035
H2BC4	brown	0.403047943315144	356	-0.0733036118162158
CCL28	grey	NA	NA	NA
RTN4IP1	greenyellow	0.434324998437972	134	0.118892305092681
ZNF322	grey	NA	NA	NA
ITGA2	turquoise	0.315868520934359	710	0.329056267376053
MPV17L2	grey	NA	NA	NA
CLN5	black	0.611740856035457	44	0.302309951084022
MTR	yellow	0.532841909867833	149	0.228169736316816
TXNDC11	turquoise	0.42580211305914	475	0.165326888515494
TFAP4	purple	0.395898371575825	134	0.0277927090636797
COG7	turquoise	0.493182649422539	324	0.315751636834339
HSD3B7	turquoise	0.356322298050777	626	0.203202047585333
PHACTR4	grey	NA	NA	NA
SAMD4B	yellow	0.442211902145287	239	0.463434689016614
STX17	grey	NA	NA	NA
ECM1	grey	NA	NA	NA
TUT4	grey	NA	NA	NA
KIF3B	turquoise	0.345417267845859	655	0.259321832129621
CFAP410	turquoise	0.330920501683381	680	0.210016918185316
FUT8	turquoise	0.657577623843597	104	0.402090239077953
UTP4	blue	0.558472601553287	170	0.375349269418303
EVA1B	turquoise	0.591946150017073	197	0.435997201783553
PRXL2B	turquoise	0.474054984246712	374	0.396106641938214
TSPAN9	brown	0.4443617939181	287	0.253839458119525
MGME1	grey	NA	NA	NA
CAMK2D	grey	NA	NA	NA
SLC39A10	black	0.373303627203382	208	0.245727230527715
AHCTF1	yellow	0.432875844052273	249	0.172138085619059
NUF2	greenyellow	0.589767680544785	53	0.538643383109136
HENMT1	blue	0.610918959938839	109	0.549017105123681
BCL2	turquoise	0.546018056315704	241	0.497000255573891
SMARCA1	grey	NA	NA	NA
SLC35E3	turquoise	0.383494404717068	571	0.14144007942621
CPSF2	grey	NA	NA	NA
AARS1	green	0.389339117219984	278	0.375148033603415
RBM23	grey	NA	NA	NA
MINCR	grey	NA	NA	NA
ZSCAN18	turquoise	0.387839595771954	558	0.28697789573106
DEPTOR	brown	0.425946468030434	320	0.297938340656401
DCTN4	turquoise	0.465132574354605	392	0.35532572626474
MCAT	grey	NA	NA	NA
MIR200CHG	grey	NA	NA	NA
CNOT9	blue	0.401451308101879	451	0.159155876639481
DOHH	grey	NA	NA	NA
C9orf152	salmon	-0.386607436195104	132	-0.209831550007041
SCYL2	grey	NA	NA	NA
DOP1B	brown	0.685373325872131	18	0.459992472706564
CASC15	lightcyan	0.632012323328195	1	0.382104792253121
R3HCC1	grey	NA	NA	NA
SLC35E2B	brown	0.507208828911406	186	0.379024082468234
CNKSR1	grey	NA	NA	NA
IDH3A	blue	0.340980756087404	553	0.421049614138533
SPRYD7	blue	0.302581476383658	597	0.196702857408604
IQCE	grey	NA	NA	NA
TBL2	grey	NA	NA	NA
SDR16C5	cyan	0.446195330396885	43	0.277176002001855
TUFT1	yellow	0.615138897537693	76	0.452698945110492
H2BC21	brown	0.313542045600301	444	0.200353660751067
VPS35L	brown	0.311946269579068	445	0.38078573323376
WDR12	blue	0.543578280703782	187	0.360395234163328
FOSL1	yellow	0.35521081439814	293	0.33583728922745
POGK	yellow	0.413161391387664	266	0.346787192587876
LMBR1	turquoise	0.425516606850154	477	0.130549103646495
NUP107	blue	0.355355734590746	536	0.228171147033414
WDR82	yellow	0.436505580041821	245	0.256193612939326
UBE2E2	blue	0.372401655681989	513	0.256705407227242
PCGF2	turquoise	0.597500665660852	185	0.135749616576228
GTPBP3	grey	NA	NA	NA
TOPBP1	grey	NA	NA	NA
DKK3	grey	NA	NA	NA
RAMP2	turquoise	0.641021811076012	127	0.0889265146092146
DUSP5	turquoise	0.523198122328792	283	0.394661923903732
APOL6	midnightblue	0.567547263564675	26	0.49755509749078
RAD9A	pink	0.410525696492475	175	0.165651649400409
ANO6	yellow	0.450033418740664	229	0.19570858646886
KCNS3	brown	0.300724348140653	454	0.0975121240024446
CRTC3	brown	0.407909641283357	348	0.189276939277184
ARHGAP12	grey	NA	NA	NA
ARRDC3	pink	0.489949098136172	132	0.130810019448919
SLC39A3	pink	0.685995388898532	47	0.219786941673795
MAP4K4	salmon	0.505078764190035	71	0.379362640214139
SH3GLB2	turquoise	0.531472631373029	268	0.340953015441192
MARS1	blue	0.344041430094057	549	0.363204371664483
DXO	grey	NA	NA	NA
POLR1G	green	0.452076775856588	230	0.161774050797795
COQ5	grey	NA	NA	NA
SLC25A32	grey	NA	NA	NA
IRX2-DT	brown	0.362743233826563	402	0.241316267554063
SPTLC1	tan	0.478910040382095	75	0.44849548073824
COLGALT1	grey	NA	NA	NA
TNRC6A	brown	0.401497499869282	360	0.536190825827152
CBLC	grey	NA	NA	NA
VPS45	black	0.435248420263689	168	0.322304660435241
RNF32-DT	grey	NA	NA	NA
LRRC61	grey	NA	NA	NA
SPARCL1	black	0.347392094951018	219	-0.0676824504266141
UQCC6	grey	NA	NA	NA
XPOT	red	0.336573870737311	235	0.214574160289337
ZDHHC9	grey	NA	NA	NA
ACOX1	grey	NA	NA	NA
NELFA	grey	NA	NA	NA
MAPK1	grey	NA	NA	NA
CREBRF	turquoise	0.619219291335462	160	0.241780708388988
RETREG1	turquoise	0.730467046219748	42	0.4152169934008
ZNF394	turquoise	0.312655241376523	716	0.101380855759316
UBE2V1	tan	0.375468995591362	114	-0.275552602656171
VAMP7	grey	NA	NA	NA
CD163L1	red	0.350136351857522	228	0.213400955926219
RUSF1	grey	NA	NA	NA
PKMYT1	greenyellow	0.532403417411623	80	0.498269655804538
NME6	grey	NA	NA	NA
SLC31A1	black	0.498333832745451	114	0.444813681360741
GSR	grey	NA	NA	NA
RIOX2	green	0.523242298911235	142	0.449820314507183
RAD51AP1	greenyellow	0.713326121637714	23	0.438672164540721
C12orf76	grey	NA	NA	NA
ODF2	grey	NA	NA	NA
PPM1B	grey	NA	NA	NA
TBC1D22A-DT	grey	NA	NA	NA
SH2B1	turquoise	0.387074134699178	561	0.228037623125514
PREX1	turquoise	0.589845913211533	200	0.547600774884734
INIP	black	0.385448062170011	202	0.342589930880022
TMEM63A	turquoise	0.343498992317416	659	0.175874420484689
CC2D1A	grey	NA	NA	NA
CADPS2	brown	0.490326905774382	202	0.308684538542719
GPANK1	grey	NA	NA	NA
PYGL	midnightblue	0.48895526799639	33	0.144603773691213
SPEN	yellow	0.54245742455443	138	0.369549850425257
TBC1D20	grey	NA	NA	NA
PPP2R3C	pink	0.329192509219317	207	0.304841574584962
AHSA2P	turquoise	0.343169469081323	660	NA
C2orf68	grey	NA	NA	NA
CDKN2AIP	yellow	0.5495243911111	131	0.414301687931402
PDP1	grey	NA	NA	NA
IQCB1	grey	NA	NA	NA
INAFM1	turquoise	0.358547705796488	622	0.142807285122628
ICE2	grey	NA	NA	NA
MON2	yellow	0.654728413123156	52	0.285293685287838
BRD8	turquoise	0.425994314655038	474	0.231558234031316
CD276	grey	NA	NA	NA
XPNPEP1	green	0.493598487766353	187	0.320059582151521
RAB3GAP2	yellow	0.414119186760969	264	0.186058705475228
OMA1	black	0.439179131924485	165	0.237991168970249
ARHGEF1	turquoise	0.408499914093044	516	0.0297340994461765
SNHG30	grey	NA	NA	NA
FAM210A	grey	NA	NA	NA
SPATA33	grey	NA	NA	NA
CCDC126	pink	0.4580642591449	150	0.252023532021535
BRD9	grey	NA	NA	NA
GTF2H1	grey	NA	NA	NA
KHSRP	yellow	0.413857736454031	265	0.344458772546929
EHD1	grey	NA	NA	NA
ZFYVE19	grey	NA	NA	NA
DPH2	green	0.534836592201031	127	0.319059087035261
NMRK1	grey	NA	NA	NA
RPAP2	grey	NA	NA	NA
CCDC112	grey	NA	NA	NA
ARHGEF3	turquoise	0.561537044704469	227	0.141041567819755
STRBP	pink	0.414895800913312	174	0.29256864878026
ORAI3	brown	0.467117896144447	239	0.271961398433274
GK5	brown	0.383504406626424	380	0.346668355709932
RESF1	grey	NA	NA	NA
UMAD1	turquoise	0.410587627293445	513	0.266265503854261
FAM13B	yellow	0.531668526613891	152	0.299284705004789
EZH2	greenyellow	0.489783896226596	104	0.563369254470088
RCAN3	grey	NA	NA	NA
MAPK8	grey	NA	NA	NA
RUFY1	grey	NA	NA	NA
OVCA2	tan	0.669297678409418	19	0.0283738825222734
DYNLL2	turquoise	0.45782180767942	410	0.109392514715091
OTUD7B	brown	0.484318239583705	216	0.380723482910212
DCTN5	grey	NA	NA	NA
INHBB	brown	0.596792551126718	72	0.359138159283981
GOLGA3	grey	NA	NA	NA
AGA	black	0.468833441848981	138	0.358321783146501
TTC9C	grey	NA	NA	NA
MAP9	turquoise	0.381459938350664	576	0.255584570474664
YAF2	turquoise	0.401703488960977	532	0.130295577326489
SCARB1	grey	NA	NA	NA
SCNN1A	brown	0.693898541234847	16	0.314572966542677
ALAS1	grey	NA	NA	NA
UBR4	grey	NA	NA	NA
REPS1	grey	NA	NA	NA
CCDC170	turquoise	0.644334143628911	121	0.598596783022174
MANSC1	grey	NA	NA	NA
SUPT6H	yellow	0.503895834792667	175	0.223473528377071
NEPRO	grey	NA	NA	NA
IFI16	grey	NA	NA	NA
UTP6	blue	0.307655456996564	593	0.412921001337575
ZBTB18	brown	0.354002317983088	415	0.44193516405901
PDLIM2	grey	NA	NA	NA
TMEM184B	grey	NA	NA	NA
STAM	grey	NA	NA	NA
GGA2	grey	NA	NA	NA
SKAP2	pink	0.382749812615192	190	0.0612071523834838
FADS1	salmon	0.457413372875931	84	0.0253888406756006
MRPS31	blue	0.64717154473132	74	0.0662056624551642
CLK3	grey	NA	NA	NA
METTL25B	turquoise	0.354227193969314	633	0.201609367151438
PISD	magenta	0.332773908753788	171	0.326525128867936
DHRS3	cyan	0.43756293022147	44	0.0957387401226527
RHOT1	turquoise	0.473449459762674	377	0.324494773618262
