gene	module	kME	rank_in_module
KEAP1	grey	NA	NA
C15orf40	brown	0.306277071076077	451
FPGS	tan	0.393344870536527	106
TMEM115	brown	0.426495613816053	318
API5	grey	NA	NA
NUFIP2	yellow	0.491758666775682	192
PILRB	brown	0.572086054107881	94
ITGA6	salmon	0.374112777280148	111
LDLRAD3	turquoise	0.405373852986623	525
UBR5	grey	NA	NA
GART	grey	NA	NA
DUSP11	blue	0.472484536520455	298
BAIAP2L1	grey	NA	NA
CLIP1	grey	NA	NA
TMED1	grey	NA	NA
ZNF280D	grey	NA	NA
TMUB2	turquoise	0.407694599651165	520
IFIT1	midnightblue	0.498056709976184	31
HLA-F	midnightblue	0.676513585338817	13
TNFAIP2	grey	NA	NA
CHMP4C	grey	NA	NA
PMM1	grey	NA	NA
EGLN2	pink	0.694804814021347	41
SPOP	black	0.594789780635441	49
IL20RA	cyan	0.350031204595108	52
MAGT1	black	0.531308154556975	86
PTPN18	turquoise	0.419570192134139	493
PBRM1	grey	NA	NA
ZNG1A	pink	0.54090772006196	102
GATA3-AS1	turquoise	0.616974222669478	161
NDUFA4L2	grey	NA	NA
UBAP2L	grey	NA	NA
RPUSD1	grey	NA	NA
TRIM56	grey	NA	NA
BLOC1S4	blue	0.426821451971456	396
GNPDA1	turquoise	0.408474371484625	517
RPRD1A	grey	NA	NA
EML2	turquoise	0.371711046000347	593
QPRT	pink	0.705803149206415	38
WAC-AS1	grey	NA	NA
CCZ1	pink	0.885833235917947	7
ACSL1	cyan	0.597373578047218	16
UBTF	grey	NA	NA
ZNF667-AS1	salmon	0.339735611911005	121
PMS2	magenta	0.561116374125298	69
RAB5B	grey	NA	NA
PMPCA	blue	0.434774781555156	376
UBE2R2	grey	NA	NA
THOC6	pink	0.302171767431246	213
BAZ2A	brown	0.465322144607031	242
CREB3L2	grey	NA	NA
H2BC5	pink	0.508802329641947	117
ARIH1	yellow	0.663597635127638	50
GRHL2	brown	0.401948933095456	358
DLGAP4	grey	NA	NA
SMU1	blue	0.416628321496744	418
GLT8D1	grey	NA	NA
MYOF	turquoise	0.396292253797841	541
SMIM1	turquoise	0.656589694500435	106
WASHC5	turquoise	0.366470279137844	604
PARP14	midnightblue	0.671237048399018	15
CAMK2N1	turquoise	0.48328475412016	350
TTC36	turquoise	0.676785080219229	76
DNAJA4	yellow	0.465922805931445	218
OGFOD3	grey	NA	NA
ZMYND11	grey	NA	NA
KAT8	grey	NA	NA
STX7	grey	NA	NA
DYRK4	grey	NA	NA
TNPO1	turquoise	0.359876829480641	618
BRD3	grey	NA	NA
GSTZ1	brown	0.39006623414233	373
SAYSD1	black	0.31556710646101	226
GBP2	midnightblue	0.476340881905542	34
TINF2	grey	NA	NA
NDRG2	blue	0.394605900424873	467
SULT2B1	magenta	0.399878223495967	155
SGTA	grey	NA	NA
DHX30	grey	NA	NA
GPN3	blue	0.455408006886942	331
ACTG2	grey	NA	NA
PDE4DIP	yellow	0.483367469531547	197
BIN1	salmon	0.556200648254065	53
EEA1	grey	NA	NA
SFT2D2	tan	-0.146633327709797	143
PDHX	grey	NA	NA
TRNAU1AP	green	0.4512352794748	232
RHNO1	greenyellow	0.470654938359189	114
PDRG1	black	0.382437446770849	204
CCNDBP1	black	0.39016746975055	196
ZMYND8	turquoise	0.499844273064376	309
KLF5	salmon	0.526798703989935	67
GOLGA5	grey	NA	NA
MSN	salmon	0.756071185670366	3
TSR3	grey	NA	NA
ZNF33A	grey	NA	NA
FAM91A1	grey	NA	NA
PGM2L1	grey	NA	NA
ITGAV	brown	0.510984142176916	179
ERAL1	grey	NA	NA
DHTKD1	grey	NA	NA
MINDY2	grey	NA	NA
AP3D1	grey	NA	NA
BOLA2-SMG1P6	tan	0.574794037167837	42
CSTPP1	tan	0.372506625336504	115
ZHX1	brown	0.403252866729572	355
PFKP	salmon	0.656181432299076	18
SNAPC2	grey	NA	NA
PCCB	blue	0.451162372872551	344
SLC35F5	brown	0.34174584347857	426
EXOSC7	blue	0.514187433490791	238
TPMT	red	0.517476807194949	117
MCM3	greenyellow	0.575697489156677	59
USP10	grey	NA	NA
PTRH2	black	0.313844935526016	227
LYZ	grey	NA	NA
DFFA	green	0.473808271004387	209
ZBTB7B	brown	0.556378769917217	112
NTAQ1	grey	NA	NA
RAB3GAP1	brown	0.444871843363756	285
COQ9	green	0.464231439541809	220
DDX54	purple	0.363396367081186	141
IGLV1-40	grey	NA	NA
MRPL10	grey	NA	NA
RIF1	grey	NA	NA
OSBPL9	grey	NA	NA
SLU7	black	0.519830591959934	97
ADAM9	grey	NA	NA
SESTD1	grey	NA	NA
GRTP1	grey	NA	NA
PRR7	tan	0.391443401059643	108
POLR3H	grey	NA	NA
SLC35A2	black	0.328656801994171	223
GANAB	grey	NA	NA
BLOC1S6	grey	NA	NA
ARSA	turquoise	0.49355498493454	323
PIGQ	brown	0.586939139275945	81
MIS18BP1	greenyellow	0.445142675990591	126
TGS1	grey	NA	NA
PWWP3A	turquoise	0.636005396059909	135
RAD1	blue	0.397407832890564	459
HES6	greenyellow	0.382393867042585	148
DNAJB2	grey	NA	NA
VOPP1	grey	NA	NA
TSEN54	grey	NA	NA
MRPS22	green	0.465471474169533	219
SSBP2	turquoise	0.444279393070342	428
TSC22D2	yellow	0.728784333218486	25
NUDT16	grey	NA	NA
VPS37B	yellow	0.509407206297763	167
PRADC1	grey	NA	NA
CPTP	green	0.530822408716718	133
COIL	turquoise	0.365041394752217	608
CLCN3	grey	NA	NA
PSAT1	green	0.640823061978477	50
HMGN4	tan	0.585116495654896	38
EHD4	yellow	0.445036180842203	232
ATL3	grey	NA	NA
GALNT2	grey	NA	NA
LINC00467	turquoise	0.451898039337073	417
UCKL1	grey	NA	NA
TOP2B	grey	NA	NA
SERTAD4	brown	0.369747235202313	398
CREBZF	brown	0.382879455034443	381
USP15	grey	NA	NA
PTPRA	black	0.485910114505647	119
C6orf89	grey	NA	NA
DYNC1LI1	blue	0.371655415327908	515
TNFRSF14	grey	NA	NA
CBX4	turquoise	0.589442946091232	201
OGT	brown	0.5755629871595	88
VCAN	grey	NA	NA
LARP4	grey	NA	NA
DMAC2L	black	0.421644758920362	177
ZNF302	brown	0.574133432775048	91
ASCC2	grey	NA	NA
IFIT2	grey	NA	NA
SEPTIN10	grey	NA	NA
TCAF1	grey	NA	NA
AAGAB	grey	NA	NA
PHF11	grey	NA	NA
PPP2R5C	grey	NA	NA
ODR4	magenta	0.502546131342559	101
GLYR1	turquoise	0.321429700735072	702
TMEM87B	brown	0.675723824124996	24
RBM18	grey	NA	NA
SEL1L	turquoise	0.590266376890861	199
INPP4B	turquoise	0.667419581802974	91
CYB5R2	grey	NA	NA
C16orf74	turquoise	0.442362056434407	433
C2orf76	pink	0.432070692190711	162
MTIF2	grey	NA	NA
MYO10	lightcyan	0.485305619249052	11
TMEM98	turquoise	0.454220583630563	412
LARP1	grey	NA	NA
PLK1	greenyellow	0.598672242269686	49
USP9X	brown	0.573782274164365	92
SNAPC5	blue	0.30078848938729	599
ANKRD39	blue	0.54057093192744	192
NDUFS1	grey	NA	NA
TRIQK	turquoise	0.486034532760136	347
AFTPH	brown	0.3813522469117	383
DNAL4	grey	NA	NA
GGA1	grey	NA	NA
TYW3	grey	NA	NA
RMND5B	black	0.440618306129276	164
CIAPIN1	blue	0.652500042728768	70
RANBP2	grey	NA	NA
PMM2	tan	0.442427466856496	84
RRS1	blue	0.315808270150327	586
RDH11	black	0.478978828996984	130
CASP4	salmon	0.484271851039534	73
TFB2M	grey	NA	NA
ITGB3BP	grey	NA	NA
TMA16	blue	0.506835347959322	248
RPP21	magenta	0.571064226874008	62
F12	brown	0.327591170777407	436
FIP1L1	grey	NA	NA
COPS4	black	0.453041830293568	152
PHKB	grey	NA	NA
EIF2D	grey	NA	NA
ILKAP	tan	0.32025166576326	138
BIRC6	grey	NA	NA
TRIP11	grey	NA	NA
LGALS7B	cyan	0.448882883778864	42
GMFB	grey	NA	NA
SLC29A1	turquoise	0.3453499476466	656
FN3KRP	black	0.510658989958321	103
MRPL35	blue	0.537138821523106	197
USF2	turquoise	0.362612429873898	613
PRC1	greenyellow	0.648865081625211	39
TSNAX	pink	0.626507412970668	64
MIDEAS	yellow	0.608542509609865	80
IKBKB	brown	0.594315364376465	76
MTA3	black	0.397241187102968	193
RRP1	green	0.527064887776822	135
HTRA2	blue	0.399562813023387	456
HSD17B7	turquoise	0.431614815264543	454
NUDT2	grey	NA	NA
NT5DC2	brown	0.489154884863124	205
PCCA-DT	grey	NA	NA
RMDN3	grey	NA	NA
SNX9	grey	NA	NA
C6orf132	brown	0.531543588758202	147
MAP7D1	grey	NA	NA
PPP4R3A	brown	0.52924333826062	153
RAB3IP	grey	NA	NA
LRRC58	grey	NA	NA
RAB30-DT	salmon	0.356383542202752	116
GSE1	brown	0.543421218923143	134
STX12	grey	NA	NA
PEX10	grey	NA	NA
AVPI1	grey	NA	NA
CHTF8	grey	NA	NA
CHI3L1	grey	NA	NA
EHMT2	grey	NA	NA
PIAS1	brown	0.508578409767368	184
LYSET	pink	0.50810376095385	119
TRUB2	blue	0.547384963468316	182
RTKN	green	0.443662293040581	243
ARFIP1	turquoise	0.424647948982781	479
VPS26B	brown	0.37833577912671	387
IFIT3	midnightblue	0.440436408881153	39
NDUFA7	pink	0.763208919941018	26
RDH14	grey	NA	NA
MTG1	tan	0.635812015380654	23
MARCHF7	grey	NA	NA
HSDL2	grey	NA	NA
ELF5	blue	0.397835327185603	458
ENDOV	grey	NA	NA
TOMM34	green	0.513127324734843	151
RBBP8	grey	NA	NA
MACO1	brown	0.495786763413866	199
PITPNB	grey	NA	NA
NRIP1	turquoise	0.584647097114758	210
MRM2	blue	0.503657904944967	255
RASSF1	brown	0.33373013852426	433
STK3	grey	NA	NA
CUX1	brown	0.452902458912678	266
CFAP20	green	0.379093468072765	284
WDR46	grey	NA	NA
RAB22A	grey	NA	NA
DDX42	grey	NA	NA
VWA1	brown	0.602680042095709	65
EEF1E1	pink	0.777061373583127	25
MFSD11	red	0.502091315202455	127
IRX2	turquoise	0.439962959860542	437
TEX9	pink	0.36140058972073	197
TSPYL2	yellow	0.537316277086883	142
NIP7	green	0.512373365222186	153
LY6K	grey	NA	NA
KMT5B	brown	0.445313438220968	283
THEM4	yellow	0.505880283156161	173
HEXA	pink	0.687978388336194	45
PPP5C	blue	0.386113541567825	483
SS18	grey	NA	NA
ADM	grey	NA	NA
HERC2	grey	NA	NA
RNF40	brown	0.551416227264655	119
PPP3CA	salmon	0.439263657767152	95
DIMT1	grey	NA	NA
SH3BP4	yellow	0.640738824466765	63
HOOK1	grey	NA	NA
FBXW2	grey	NA	NA
CAVIN3	grey	NA	NA
PARVA	brown	0.403268206630504	354
HDAC3	blue	0.393495595717562	472
DUSP12	grey	NA	NA
MPDU1	grey	NA	NA
CCNK	grey	NA	NA
BORCS7	turquoise	0.489074756023249	340
RNF14	turquoise	0.503540696607015	306
MNAT1	red	0.372823621430792	213
EEF1G	tan	0.392457254283394	107
ZNF83	turquoise	0.526186963615089	279
LMF2	grey	NA	NA
DNAJB14	turquoise	0.508907225972444	298
TEAD2	green	0.390859016302065	277
PRCP	turquoise	0.317728212786391	707
RGS16	turquoise	0.31379888461704	712
IVD	grey	NA	NA
SAFB2	grey	NA	NA
LMO7	salmon	0.397710702131795	107
STAG2	grey	NA	NA
EPS8L1	turquoise	0.464835643574018	393
RPP25L	grey	NA	NA
FAM107B	brown	0.420607915707762	327
METRN	turquoise	0.565145227154981	224
INSR	turquoise	0.519883097342394	286
LYAR	green	0.506387771803957	159
SLC39A11	turquoise	0.515293320371798	290
RHCG	lightcyan	0.424543175350841	19
PSME4	grey	NA	NA
CENPM	greenyellow	0.70892791833454	24
SNX27	turquoise	0.392666555114425	545
C8orf82	brown	0.403889742391764	353
ADIPOR2	turquoise	0.312991634548671	714
PIGH	turquoise	0.4078631863566	519
UBXN6	grey	NA	NA
EHMT1	brown	0.43667712675082	304
PAFAH1B2	grey	NA	NA
MVD	greenyellow	0.568704952726065	65
RPA2	blue	0.406268819058285	442
MTFR1	blue	0.341189520633235	552
GPATCH8	turquoise	0.451914800891573	416
SREBF2	brown	0.523130258268976	161
SRD5A1	grey	NA	NA
HOMER3	green	0.386817427855239	279
FAM98A	green	0.586667627477708	83
CDC27	grey	NA	NA
ST6GALNAC2	turquoise	0.669349888216764	88
KMT2A	yellow	0.622723209239536	73
RIOK1	blue	0.551196682418661	176
GIGYF2	grey	NA	NA
GABARAPL1	grey	NA	NA
FAHD1	grey	NA	NA
GOLM2	brown	0.374050055898582	392
TP53INP1	turquoise	0.625349133174319	154
MRPL46	blue	0.515172512102487	236
WDR77	green	0.506199829583758	161
CCL2	grey	NA	NA
BSCL2	tan	0.678609425665687	15
CLDND1	red	0.519186048835409	115
DCPS	green	0.496327940529842	180
DCBLD2	grey	NA	NA
H4C8	turquoise	0.329328384019595	682
GPN1	blue	0.641824841240714	78
PRSS21	grey	NA	NA
PCIF1	grey	NA	NA
GMPPA	black	0.461229786068302	146
MKLN1	brown	0.350699086978612	416
ITSN2	grey	NA	NA
KIF2A	grey	NA	NA
KLHL24	brown	0.46545689791558	241
SNHG19	purple	0.340670276184882	151
C1orf174	grey	NA	NA
EMG1	pink	0.811434650492942	22
GET4	tan	0.715980633946606	11
MYB	turquoise	0.536852524817807	257
C11orf54	grey	NA	NA
CSTF3	grey	NA	NA
ZNF652	brown	0.616891957403422	53
PPFIA1	grey	NA	NA
MRS2	grey	NA	NA
INTS12	grey	NA	NA
MFAP1	pink	0.389747915550162	183
MAPKAP1	grey	NA	NA
MAPKAPK5-AS1	grey	NA	NA
CDK5	grey	NA	NA
DCAF11	grey	NA	NA
BRD7	grey	NA	NA
RALGAPA1	yellow	0.623520208017508	72
IWS1	grey	NA	NA
CHIC2	yellow	0.400131474148665	268
TCTA	grey	NA	NA
HMCES	blue	0.502141393166631	260
NR2C2AP	grey	NA	NA
COP1	grey	NA	NA
GNG11	grey	NA	NA
SMAD5	turquoise	0.494346933426905	320
IMMP2L	turquoise	0.30956803285591	723
PGM3	blue	0.384929829022656	486
SLC25A13	grey	NA	NA
DNM1L	grey	NA	NA
GNPTAB	grey	NA	NA
MCEE	grey	NA	NA
DDX50	grey	NA	NA
MBTPS1	brown	0.437879639001136	301
EFHD2	grey	NA	NA
LINC00869	grey	NA	NA
USP3	grey	NA	NA
SFSWAP	grey	NA	NA
GGCX	red	0.323367564252681	243
GEMIN6	grey	NA	NA
TMEM259	grey	NA	NA
SOD3	grey	NA	NA
MED25	grey	NA	NA
C1GALT1C1	magenta	0.436668715104422	134
UPF3B	grey	NA	NA
NOP2	grey	NA	NA
PGGHG	turquoise	0.394858138680396	542
FLOT2	grey	NA	NA
BMI1	turquoise	0.413819531160598	506
SHFL	turquoise	0.333853105528784	675
AGRN	grey	NA	NA
YEATS4	grey	NA	NA
EFNA3	cyan	0.526281201121905	28
PPP1R15B	yellow	0.702213681773382	32
PLRG1	blue	0.565546782892362	161
SPOPL	brown	0.638735876430299	46
ASNSD1	grey	NA	NA
NECAP2	grey	NA	NA
NGLY1	grey	NA	NA
RHPN2	brown	0.599983109793603	70
MRTFB	turquoise	0.567176553541875	223
ANKRD36C	brown	0.39312022314246	367
SFXN4	grey	NA	NA
DBF4	greenyellow	0.654440890690392	36
ALKBH5	pink	0.622352401985748	67
CEP63	grey	NA	NA
RP9	grey	NA	NA
LHPP	grey	NA	NA
ALKBH2	purple	0.332974247413847	155
PYGB	grey	NA	NA
BIRC2	grey	NA	NA
DLG1	grey	NA	NA
RBL2	grey	NA	NA
CAMK2G	green	0.47286424781691	211
TMEM128	magenta	0.465173372883564	121
CNP	grey	NA	NA
UBE2Z	grey	NA	NA
PGAP2	grey	NA	NA
TMEM167B	grey	NA	NA
FAM174B	brown	0.653677089544991	38
ELL2	yellow	0.479389994048583	202
GCA	blue	0.307964523161352	592
MTUS1	brown	0.559438557778428	106
NFATC2IP	grey	NA	NA
ARC	grey	NA	NA
MFSD3	turquoise	0.458669349531836	408
MOB2	brown	0.324273661893683	438
GLYATL2	grey	NA	NA
LETM1	turquoise	0.499742382962667	312
ING1	turquoise	0.311585312391478	719
TST	grey	NA	NA
ACOT7	green	0.457642161771552	227
BET1L	turquoise	0.346160151118906	651
NAA15	grey	NA	NA
KDM2A	yellow	0.522347765404461	156
WDR26	yellow	0.560075224228784	124
SIRT2	grey	NA	NA
ARL8A	brown	0.424250502283933	323
LRRCC1	grey	NA	NA
RRM1	blue	0.493787970702393	270
LEO1	black	0.549212637535142	75
ATP6V1A	grey	NA	NA
NUDT15	greenyellow	0.487381696788498	105
MBNL2	grey	NA	NA
RAP1GDS1	grey	NA	NA
IRF2BPL	turquoise	0.441381532926069	436
ASRGL1	brown	0.359005135144768	409
ANKRD17	grey	NA	NA
ABCF2	green	0.49870024823761	176
NEDD9	yellow	0.475532794620755	208
ATXN2L	yellow	0.468309051048738	215
IST1	blue	0.45479037031259	335
GFM1	black	0.366017634575428	211
COQ7	turquoise	0.534487192667494	264
FEN1	greenyellow	0.481216105556558	108
STN1	grey	NA	NA
CREB1	grey	NA	NA
TBPL1	grey	NA	NA
HNRNPLL	grey	NA	NA
ERBB4	turquoise	0.690903072891181	63
ESCO1	grey	NA	NA
GLG1	grey	NA	NA
STEAP3	salmon	0.444475550034929	91
LACTB2	pink	0.418541889565035	169
TARDBP	pink	0.615766255970045	70
KIFAP3	grey	NA	NA
PCGF5	grey	NA	NA
FAF2	black	0.649462589593178	32
PCAT6	brown	0.378384344075038	386
CKAP2	greenyellow	0.624128725697112	42
DEF8	green	0.5666614848393	101
IQCG	grey	NA	NA
ACYP1	grey	NA	NA
PITPNA-AS1	grey	NA	NA
PLEKHB1	salmon	0.403327075495612	105
ZMYM5	brown	0.54124880139689	138
PAQR4	grey	NA	NA
AKAP13	grey	NA	NA
ANK3	brown	0.464134311283227	247
DCUN1D1	red	0.352428507957887	225
BAZ2B	brown	0.448666650663157	274
BRAT1	black	0.401865749391768	188
TPST2	turquoise	0.322587036470717	698
SNX10	pink	0.383990170256688	187
TCEA2	turquoise	0.443358042246422	431
POLR2A	yellow	0.495379093801755	187
SMC2	greenyellow	0.594423522688679	50
ARHGEF12	brown	0.652363024827562	39
TPP1	turquoise	0.414232187132537	505
TTC6	brown	0.633979639201838	48
PIR	blue	0.534195496263234	202
RAC2	tan	0.341139543145495	132
SLC2A1	black	0.384353888043896	203
PKP4	brown	0.452006631237219	270
AQP5	grey	NA	NA
GATAD1	brown	0.499484276790985	197
ZNF655	turquoise	0.342395090218294	661
RANGRF	turquoise	0.309447907747327	724
ETV6	grey	NA	NA
PEX19	black	0.350312503631074	217
JMJD8	grey	NA	NA
ENTREP3	grey	NA	NA
SC5D	grey	NA	NA
GOLPH3L	grey	NA	NA
APTX	grey	NA	NA
MAPKAPK2	yellow	0.504595162029788	174
CRY1	yellow	0.68193508427301	42
SMARCA2	grey	NA	NA
PES1	green	0.418831767436689	258
UBL4A	blue	0.395876385971284	463
SNX8	salmon	0.389674627172317	109
RPP30	blue	0.452409040276623	342
PI4KB	grey	NA	NA
RNASEK	tan	0.492281354995816	71
SEC14L1	grey	NA	NA
RPS6KA5	brown	0.671310009602046	29
SKIC3	turquoise	0.503567667998663	305
CCN2	grey	NA	NA
TMEM41B	turquoise	0.536647223551666	259
GPCPD1	brown	0.501867053909178	194
CKAP5	greenyellow	0.44226038699462	128
SNRPN	turquoise	0.511193509496637	296
NIBAN2	grey	NA	NA
RBM22	magenta	0.398433290992076	156
RBMX2	grey	NA	NA
PPP1R37	grey	NA	NA
CLGN	turquoise	0.44623217997875	425
CUL1	grey	NA	NA
ARHGAP5	grey	NA	NA
EPAS1	yellow	0.382036843875672	282
ZNF385B	brown	0.437619537108288	302
FHIT	brown	0.515890506935245	170
RAB32	grey	NA	NA
TMED7	turquoise	0.56241606491502	226
EIF2B4	blue	0.441121283445084	358
CEP70	red	0.324657946014615	242
MFSD14A	red	0.371478568444472	214
CENPU	greenyellow	0.583977859780723	56
MYO1B	grey	NA	NA
VRK3	blue	0.42313836400242	405
NBR1	turquoise	0.54192170934051	249
NPTN	grey	NA	NA
PHLDA3	grey	NA	NA
ATP6V1B2	red	0.51054175816508	123
AP4M1	grey	NA	NA
ST14	grey	NA	NA
NAPG	grey	NA	NA
HIBCH	blue	0.335691791300738	563
TOP2A	greenyellow	0.527935730846306	83
OSBPL2	grey	NA	NA
ABHD2	turquoise	0.338502706128184	667
ATE1	grey	NA	NA
CBY1	grey	NA	NA
TRIM4	brown	0.396734947943956	363
DYNC2LI1	grey	NA	NA
DTX2	grey	NA	NA
MIF4GD	turquoise	0.437096478824604	443
CDC16	blue	0.448216497858272	349
CLN6	grey	NA	NA
POLR1C	blue	0.486375939027848	282
DPAGT1	black	0.477026215747838	133
PPP2R5A	brown	0.499564363648694	196
ASAP1	grey	NA	NA
ORC4	red	0.354178527777445	223
NBPF1	tan	0.408473925804564	100
UBTD1	grey	NA	NA
INF2	grey	NA	NA
CDK6	salmon	0.729067920785456	5
STX16	turquoise	0.478780869931649	360
FBXL15	grey	NA	NA
NUMB	grey	NA	NA
ACTR1B	grey	NA	NA
IGLV2-14	grey	NA	NA
OSGEP	grey	NA	NA
SRGAP1	grey	NA	NA
FRA10AC1	blue	0.391139608053012	474
WDR6	brown	0.524030939716649	159
LRATD1	grey	NA	NA
TRNT1	grey	NA	NA
PNPT1	blue	0.422174504505797	407
HINT3	grey	NA	NA
ME2	green	0.515711796124738	149
ENTPD6	yellow	0.355952120320378	292
DNAJC30	grey	NA	NA
GLIPR1	grey	NA	NA
SYS1	turquoise	0.564247716267318	225
ENSG00000273149	grey	NA	NA
TRIP12	grey	NA	NA
SH3GL1	grey	NA	NA
PCGF1	tan	0.319841520923893	139
ZNF331	grey	NA	NA
PAXIP1-DT	turquoise	0.423304287666216	480
IBTK	grey	NA	NA
CERCAM	turquoise	0.308071927671741	727
TSPAN14	grey	NA	NA
NEK6	grey	NA	NA
TSFM	pink	0.625695296185048	66
SDHAF1	brown	0.316015073522829	443
TAPBPL	blue	0.346906292325372	548
SPIN1	grey	NA	NA
PRR14	grey	NA	NA
PDE6D	greenyellow	0.44132265254979	130
RFC4	greenyellow	0.570747594427736	63
PGR	turquoise	0.55491902862976	234
SLC2A10	turquoise	0.513188057555051	293
SP3	brown	0.349894517599288	417
NHLRC3	turquoise	0.416301031689799	503
FBXO21	magenta	0.546269976881946	72
ATF7IP	grey	NA	NA
GPAT4	turquoise	0.385252031556971	567
STK19	grey	NA	NA
NAA60	brown	0.442887310005363	291
NFKBIB	grey	NA	NA
FAIM	grey	NA	NA
DNAH14	grey	NA	NA
NIBAN1	turquoise	0.324438232407096	693
C8orf76	red	0.444031880142719	171
TLE3	turquoise	0.609003562186433	167
PAM16	tan	0.579832415103932	39
EGR3	turquoise	0.542805371343433	246
STX3	grey	NA	NA
FAM111A	grey	NA	NA
SPATS2L	grey	NA	NA
RAB17	turquoise	0.490476765359849	336
CDCA4	greenyellow	0.534816909877237	78
TXNDC15	turquoise	0.515858522368735	289
RNF144B	cyan	0.555996541630747	23
DDX41	black	0.379915522271193	205
ZNF385A	turquoise	0.650596512100567	113
ATP5F1EP2	pink	0.521716264244021	109
EPS8	grey	NA	NA
RING1	brown	0.358107404376533	411
SLC12A2-DT	grey	NA	NA
BNIPL	turquoise	0.64085515323258	129
EMC9	grey	NA	NA
PPP6R3	brown	0.391448204940738	369
AFF3	turquoise	0.651376774555319	112
ERBIN	turquoise	0.470945053537369	384
RAB3D	cyan	0.551037750230092	25
SIAH1	grey	NA	NA
MED1	grey	NA	NA
DHRS4-AS1	turquoise	0.476291336864333	369
B4GALT7	grey	NA	NA
RDH10	salmon	0.402724191813564	106
BPHL	grey	NA	NA
EPB41L5	brown	0.422442515923506	324
BCL2L13	grey	NA	NA
DYNLT2B	pink	0.518690232163846	111
SUCLA2	black	0.563169938428529	65
RETREG2	turquoise	0.38917785415354	554
STEAP4	grey	NA	NA
KIF16B	turquoise	0.663683738786547	94
MAP4K5	grey	NA	NA
PHF1	turquoise	0.450447379464489	420
OCLN	turquoise	0.595854149321919	189
NREP	blue	0.387053529672846	481
MYNN	grey	NA	NA
RTL8B	grey	NA	NA
COPS7B	blue	0.405222130933725	445
RNF135	grey	NA	NA
PSPC1	grey	NA	NA
MDM2	turquoise	0.474499243605145	372
ITPR2	grey	NA	NA
RPF1	pink	0.544279970261042	99
ARFGEF1	turquoise	0.324491871921248	691
SMAD1	grey	NA	NA
RYBP	brown	0.609263714543173	61
RNF145	salmon	0.53575702358308	62
MAP3K11	grey	NA	NA
FAM229B	tan	0.495655668582735	67
ECHDC3	green	0.57962433583094	90
PANK3	turquoise	0.546225225075637	240
PEX7	grey	NA	NA
ZCCHC10	magenta	0.631552803344707	39
ATN1	grey	NA	NA
RAB20	grey	NA	NA
NFE2L1	turquoise	0.471059185870446	383
ANKRD54	grey	NA	NA
GUCD1	grey	NA	NA
TAOK1	brown	0.480443541249975	221
ST3GAL1	grey	NA	NA
STRADB	grey	NA	NA
PUM2	brown	0.413658987281451	341
PDS5A	grey	NA	NA
KCNK1	black	0.536538977828378	84
TP53I3	cyan	0.0588607715163278	56
PUS7L	turquoise	0.348008970024574	647
MARK3	grey	NA	NA
TINAGL1	salmon	0.594419794671626	38
CENPN	greenyellow	0.696717737425347	27
AUTS2	brown	0.616566767391771	54
SLC35B3	grey	NA	NA
FNDC3A	grey	NA	NA
SEC23IP	brown	0.531134192156351	149
MGRN1	brown	0.534105061870594	145
ZMAT5	grey	NA	NA
TOR1A	red	0.488912413951017	138
ACP5	turquoise	0.67624116132454	78
MAEA	blue	0.366548852459392	526
DIDO1	turquoise	0.361181704538808	617
NCCRP1	cyan	0.514349626466273	33
TMEM125	grey	NA	NA
HCCS	blue	0.518845309591424	230
GOLIM4	grey	NA	NA
IGLV3-25	grey	NA	NA
NPRL3	blue	0.384545077033913	489
GALNT11	grey	NA	NA
PAPSS2	grey	NA	NA
KIF13B	turquoise	0.669705875607437	86
GASK1B	turquoise	0.577907519119981	215
PIAS3	turquoise	0.368838719122308	599
TKFC	grey	NA	NA
LTV1	blue	0.475053795488169	295
CCDC28A	turquoise	0.439409035604053	438
ZNF622	pink	0.49376875919696	131
SLC22A5	turquoise	0.780439169340928	14
ADD1	turquoise	0.431264578661832	458
MACIR	turquoise	0.476444826715666	367
CYP20A1	grey	NA	NA
YJU2B	grey	NA	NA
RCHY1	grey	NA	NA
PEX11A	brown	0.37188591589834	394
LLPH	pink	0.714774904717148	35
UBE2D4	grey	NA	NA
PPP2CB	yellow	0.463825123363375	220
DPF2	blue	0.388818531582492	478
PRPF3	grey	NA	NA
ATAD1	grey	NA	NA
UBXN2A	grey	NA	NA
AP3B1	turquoise	0.305505291910672	732
MAPK6	grey	NA	NA
TRPC4AP	grey	NA	NA
MTF2	grey	NA	NA
AKIP1	grey	NA	NA
PRPF18	salmon	0.438608816067199	96
AKR1C1	lightcyan	0.473648858268213	12
E4F1	brown	0.4523222146949	269
MRPL44	blue	0.40618149607143	443
EIF2B3	blue	0.573177703753833	146
PDPK1	brown	0.481260619850848	220
DHRS1	grey	NA	NA
ZNF770	grey	NA	NA
RIMOC1	brown	0.452511303765451	268
SLC7A8	turquoise	0.682730738270537	69
TTLL7	grey	NA	NA
SUPT20H	grey	NA	NA
TPRA1	grey	NA	NA
CWC25	turquoise	0.357673647929443	624
CTNNBL1	blue	0.526065059172226	218
MRPS9	blue	0.49256947711759	273
KPNA6	grey	NA	NA
TCTN3	grey	NA	NA
RBM26	grey	NA	NA
RNF24	grey	NA	NA
SEMA3B	turquoise	0.628677267986925	148
HPF1	blue	0.466811420671756	308
AHNAK2	lightcyan	0.632004358883667	2
