relation_id	metabolite	gene	discussion_depth	observed	inference	counterevidence_or_gap	cannot_infer	minimal_question	source
8160d22a1c43e7bc	alpha-ketoglutarate	L2HGDH	GENERAL_RETENTION_NOTE	metabolite P=0.03125;q=0.25783203125;association rho=-0.4501213269473523;P=0.0407;q=0.2361934426229508;RNA P=0.2760672755783335;q=0.380941994792449	保留该精确生化关系作为探索候选；未针对本行开展深入机制解释	same_cohort_postselection;clinical_identity_and_aliquot_not_recertified;cell_source_not_external_relation_validation;PAIRED_AVAILABLE_N_LT8_OR_NOT_EVALUABLE;SOURCE_NOT_ALL3_CONCORDANT	RNA丰度、相关和首位表达均不能证明酶活/通量、因果方向或唯一作用细胞	该精确关系的患者效应与来源是否在明确独立单位下稳定？本轮不新增机制实验	appendix/all_relations.tsv
2bbcb44d8301cb01	alpha-ketoglutarate	MDH1	GENERAL_RETENTION_NOTE	metabolite P=0.03125;q=0.25783203125;association rho=0.2810681262923162;P=0.2226;q=0.5515075862068965;RNA P=0.0139828023177458;q=0.0644720412952697	保留该精确生化关系作为探索候选；未针对本行开展深入机制解释	same_cohort_postselection;clinical_identity_and_aliquot_not_recertified;cell_source_not_external_relation_validation;PAIRED_AVAILABLE_N_LT8_OR_NOT_EVALUABLE;SOURCE_NOT_ALL3_CONCORDANT	RNA丰度、相关和首位表达均不能证明酶活/通量、因果方向或唯一作用细胞	该精确关系的患者效应与来源是否在明确独立单位下稳定？本轮不新增机制实验	appendix/all_relations.tsv
9ccf3b6722bfc9a1	alpha-ketoglutarate	NIT2	GENERAL_RETENTION_NOTE	metabolite P=0.03125;q=0.25783203125;association rho=-0.1690532006550361;P=0.4565;q=0.6935665236051503;RNA P=0.3183565801075601;q=0.4227638456267062	保留该精确生化关系作为探索候选；未针对本行开展深入机制解释	same_cohort_postselection;clinical_identity_and_aliquot_not_recertified;cell_source_not_external_relation_validation;PAIRED_AVAILABLE_N_LT8_OR_NOT_EVALUABLE;SOURCE_NOT_ALL3_CONCORDANT	RNA丰度、相关和首位表达均不能证明酶活/通量、因果方向或唯一作用细胞	该精确关系的患者效应与来源是否在明确独立单位下稳定？本轮不新增机制实验	appendix/all_relations.tsv
e702ffb32031b93c	alpha-ketoglutarate	OAT	GENERAL_RETENTION_NOTE	metabolite P=0.03125;q=0.25783203125;association rho=-0.1188870069647205;P=0.6078;q=0.7910338235294118;RNA P=0.0170577066860326;q=0.072642302611208	保留该精确生化关系作为探索候选；未针对本行开展深入机制解释	same_cohort_postselection;clinical_identity_and_aliquot_not_recertified;cell_source_not_external_relation_validation;PAIRED_AVAILABLE_N_LT8_OR_NOT_EVALUABLE	RNA丰度、相关和首位表达均不能证明酶活/通量、因果方向或唯一作用细胞	该精确关系的患者效应与来源是否在明确独立单位下稳定？本轮不新增机制实验	appendix/all_relations.tsv
9327af5cd1f32892	alpha-ketoglutarate	PHGDH	GENERAL_RETENTION_NOTE	metabolite P=0.03125;q=0.25783203125;association rho=-0.2047880235577267;P=0.3672;q=0.624157894736842;RNA P=0.006422530748418;q=0.0477214495367936	保留该精确生化关系作为探索候选；未针对本行开展深入机制解释	same_cohort_postselection;clinical_identity_and_aliquot_not_recertified;cell_source_not_external_relation_validation;PAIRED_AVAILABLE_N_LT8_OR_NOT_EVALUABLE;SOURCE_NOT_ALL3_CONCORDANT	RNA丰度、相关和首位表达均不能证明酶活/通量、因果方向或唯一作用细胞	该精确关系的患者效应与来源是否在明确独立单位下稳定？本轮不新增机制实验	appendix/all_relations.tsv
b92a6c1d5b3db947	alpha-ketoglutarate	PHYH	GENERAL_RETENTION_NOTE	metabolite P=0.03125;q=0.25783203125;association rho=-0.0907114735222145;P=0.7003;q=0.8460962457337884;RNA P=0.0548053078350322;q=0.1392436569289252	保留该精确生化关系作为探索候选；未针对本行开展深入机制解释	same_cohort_postselection;clinical_identity_and_aliquot_not_recertified;cell_source_not_external_relation_validation;PAIRED_AVAILABLE_N_LT8_OR_NOT_EVALUABLE;ASSOCIATION_DIRECTION_CHANGED_IN_AVAILABLE_SUBSET;SOURCE_NOT_ALL3_CONCORDANT	RNA丰度、相关和首位表达均不能证明酶活/通量、因果方向或唯一作用细胞	该精确关系的患者效应与来源是否在明确独立单位下稳定？本轮不新增机制实验	appendix/all_relations.tsv
3bfea331adfcc725	alpha-ketoglutarate	PSAT1	GENERAL_RETENTION_NOTE	metabolite P=0.03125;q=0.25783203125;association rho=-0.3704051835490426;P=0.1005;q=0.3825483870967742;RNA P=0.0036269354196721;q=0.0360085897666478	保留该精确生化关系作为探索候选；未针对本行开展深入机制解释	same_cohort_postselection;clinical_identity_and_aliquot_not_recertified;cell_source_not_external_relation_validation;PAIRED_AVAILABLE_N_LT8_OR_NOT_EVALUABLE;SOURCE_NOT_ALL3_CONCORDANT	RNA丰度、相关和首位表达均不能证明酶活/通量、因果方向或唯一作用细胞	该精确关系的患者效应与来源是否在明确独立单位下稳定？本轮不新增机制实验	appendix/all_relations.tsv
b7c8692ec630427b	alpha-ketoglutarate	SLC13A2	GENERAL_RETENTION_NOTE	metabolite P=0.03125;q=0.25783203125;association rho=0.1195742150974646;P=0.5968;q=0.7815431734317343;RNA P=0.099579023953661;q=0.1967681513324342	保留该精确生化关系作为探索候选；未针对本行开展深入机制解释	same_cohort_postselection;clinical_identity_and_aliquot_not_recertified;cell_source_not_external_relation_validation;PAIRED_AVAILABLE_N_LT8_OR_NOT_EVALUABLE;SOURCE_NOT_ALL3_CONCORDANT	RNA丰度、相关和首位表达均不能证明酶活/通量、因果方向或唯一作用细胞	该精确关系的患者效应与来源是否在明确独立单位下稳定？本轮不新增机制实验	appendix/all_relations.tsv
bdaf775bd9266f26	alpha-ketoglutarate	SLC13A3	GENERAL_RETENTION_NOTE	metabolite P=0.03125;q=0.25783203125;association rho=-0.4769224441243703;P=0.0322;q=0.2203344827586207;RNA P=0.0104428712621445;q=0.0573197600388821	保留该精确生化关系作为探索候选；未针对本行开展深入机制解释	same_cohort_postselection;clinical_identity_and_aliquot_not_recertified;cell_source_not_external_relation_validation;PAIRED_AVAILABLE_N_LT8_OR_NOT_EVALUABLE	RNA丰度、相关和首位表达均不能证明酶活/通量、因果方向或唯一作用细胞	该精确关系的患者效应与来源是否在明确独立单位下稳定？本轮不新增机制实验	appendix/all_relations.tsv
0a955ad48f87d8c0	alpha-ketoglutarate	SLC22A7	GENERAL_RETENTION_NOTE	metabolite P=0.03125;q=0.25783203125;association rho=-0.0721568539381252;P=0.7587;q=0.8647873817034701;RNA P=0.1952137739893367;q=0.3013612635960385	保留该精确生化关系作为探索候选；未针对本行开展深入机制解释	same_cohort_postselection;clinical_identity_and_aliquot_not_recertified;cell_source_not_external_relation_validation;PAIRED_AVAILABLE_N_LT8_OR_NOT_EVALUABLE;ASSOCIATION_DIRECTION_CHANGED_IN_AVAILABLE_SUBSET;SOURCE_NOT_ALL3_CONCORDANT	RNA丰度、相关和首位表达均不能证明酶活/通量、因果方向或唯一作用细胞	该精确关系的患者效应与来源是否在明确独立单位下稳定？本轮不新增机制实验	appendix/all_relations.tsv
d58ea9d25dc41ad4	alpha-ketoglutarate	SLC22A8	GENERAL_RETENTION_NOTE	metabolite P=0.03125;q=0.25783203125;association rho=0.2061624398232148;P=0.3671;q=0.624157894736842;RNA P=0.031712280218499;q=0.1058573216640263	保留该精确生化关系作为探索候选；未针对本行开展深入机制解释	same_cohort_postselection;clinical_identity_and_aliquot_not_recertified;cell_source_not_external_relation_validation;PAIRED_AVAILABLE_N_LT8_OR_NOT_EVALUABLE;SOURCE_NOT_ALL3_CONCORDANT	RNA丰度、相关和首位表达均不能证明酶活/通量、因果方向或唯一作用细胞	该精确关系的患者效应与来源是否在明确独立单位下稳定？本轮不新增机制实验	appendix/all_relations.tsv
27753a02916d398b	alpha-ketoglutarate	SLC25A11	GENERAL_RETENTION_NOTE	metabolite P=0.03125;q=0.25783203125;association rho=-0.4810456929208346;P=0.0316;q=0.2203344827586207;RNA P=0.0478641186590615;q=0.1313740587764887	保留该精确生化关系作为探索候选；未针对本行开展深入机制解释	same_cohort_postselection;clinical_identity_and_aliquot_not_recertified;cell_source_not_external_relation_validation;PAIRED_AVAILABLE_N_LT8_OR_NOT_EVALUABLE;SOURCE_NOT_ALL3_CONCORDANT	RNA丰度、相关和首位表达均不能证明酶活/通量、因果方向或唯一作用细胞	该精确关系的患者效应与来源是否在明确独立单位下稳定？本轮不新增机制实验	appendix/all_relations.tsv
faa6403d25896af0	alpha-ketoglutarate	SLC25A21	GENERAL_RETENTION_NOTE	metabolite P=0.03125;q=0.25783203125;association rho=-0.2831297506905483;P=0.2078;q=0.5446948905109489;RNA P=0.091894665491863;q=0.1942622785443826	保留该精确生化关系作为探索候选；未针对本行开展深入机制解释	same_cohort_postselection;clinical_identity_and_aliquot_not_recertified;cell_source_not_external_relation_validation;PAIRED_AVAILABLE_N_LT8_OR_NOT_EVALUABLE;SOURCE_NOT_ALL3_CONCORDANT	RNA丰度、相关和首位表达均不能证明酶活/通量、因果方向或唯一作用细胞	该精确关系的患者效应与来源是否在明确独立单位下稳定？本轮不新增机制实验	appendix/all_relations.tsv
4401e30f6e6c47c4	alpha-ketoglutarate	TAT	GENERAL_RETENTION_NOTE	metabolite P=0.03125;q=0.25783203125;association rho=-0.1422520834780182;P=0.5364;q=0.7470094117647059;RNA P=0.0417827700000218;q=0.1232592810370511	保留该精确生化关系作为探索候选；未针对本行开展深入机制解释	same_cohort_postselection;clinical_identity_and_aliquot_not_recertified;cell_source_not_external_relation_validation;PAIRED_AVAILABLE_N_LT8_OR_NOT_EVALUABLE;SOURCE_NOT_ALL3_CONCORDANT	RNA丰度、相关和首位表达均不能证明酶活/通量、因果方向或唯一作用细胞	该精确关系的患者效应与来源是否在明确独立单位下稳定？本轮不新增机制实验	appendix/all_relations.tsv
c2939e830314a131	alpha-ketoglutarate	TMLHE	GENERAL_RETENTION_NOTE	metabolite P=0.03125;q=0.25783203125;association rho=0.0103081219911607;P=0.9657;q=0.9767365714285714;RNA P=0.0944363834205271;q=0.1943133356634547	保留该精确生化关系作为探索候选；未针对本行开展深入机制解释	same_cohort_postselection;clinical_identity_and_aliquot_not_recertified;cell_source_not_external_relation_validation;PAIRED_AVAILABLE_N_LT8_OR_NOT_EVALUABLE;ASSOCIATION_DIRECTION_CHANGED_IN_AVAILABLE_SUBSET;SOURCE_NOT_ALL3_CONCORDANT	RNA丰度、相关和首位表达均不能证明酶活/通量、因果方向或唯一作用细胞	该精确关系的患者效应与来源是否在明确独立单位下稳定？本轮不新增机制实验	appendix/all_relations.tsv
d31efd0799c1be1a	caprate (10:0)	ABHD12	GENERAL_RETENTION_NOTE	metabolite P=0.0244140625;q=0.25783203125;association rho=0.2428571428571428;P=0.2958;q=0.58174;RNA P=0.0076121038876326;q=0.0490225946823629	保留该精确生化关系作为探索候选；未针对本行开展深入机制解释	same_cohort_postselection;clinical_identity_and_aliquot_not_recertified;cell_source_not_external_relation_validation;SOURCE_NOT_ALL3_CONCORDANT	RNA丰度、相关和首位表达均不能证明酶活/通量、因果方向或唯一作用细胞	该精确关系的患者效应与来源是否在明确独立单位下稳定？本轮不新增机制实验	appendix/all_relations.tsv
7af03f2671528aaa	caprate (10:0)	ABHD6	GENERAL_RETENTION_NOTE	metabolite P=0.0244140625;q=0.25783203125;association rho=0.1857142857142857;P=0.4228;q=0.6652053333333333;RNA P=0.472768714912714;q=0.5668634591429144	保留该精确生化关系作为探索候选；未针对本行开展深入机制解释	same_cohort_postselection;clinical_identity_and_aliquot_not_recertified;cell_source_not_external_relation_validation;SOURCE_NOT_ALL3_CONCORDANT	RNA丰度、相关和首位表达均不能证明酶活/通量、因果方向或唯一作用细胞	该精确关系的患者效应与来源是否在明确独立单位下稳定？本轮不新增机制实验	appendix/all_relations.tsv
e0129ec7efab7a9b	caprate (10:0)	ACAA2	GENERAL_RETENTION_NOTE	metabolite P=0.0244140625;q=0.25783203125;association rho=0.1116883116883116;P=0.6303;q=0.8085565217391304;RNA P=0.1765112709547757;q=0.2794761790117282	保留该精确生化关系作为探索候选；未针对本行开展深入机制解释	same_cohort_postselection;clinical_identity_and_aliquot_not_recertified;cell_source_not_external_relation_validation;SOURCE_NOT_ALL3_CONCORDANT	RNA丰度、相关和首位表达均不能证明酶活/通量、因果方向或唯一作用细胞	该精确关系的患者效应与来源是否在明确独立单位下稳定？本轮不新增机制实验	appendix/all_relations.tsv
2d1edf88ca7aaf3d	caprate (10:0)	ACOT1	GENERAL_RETENTION_NOTE	metabolite P=0.0244140625;q=0.25783203125;association rho=0.464935064935065;P=0.0358;q=0.2203344827586207;RNA P=0.2496805435424004;q=0.3544315761780052	保留该精确生化关系作为探索候选；未针对本行开展深入机制解释	same_cohort_postselection;clinical_identity_and_aliquot_not_recertified;cell_source_not_external_relation_validation;SOURCE_NOT_ALL3_CONCORDANT	RNA丰度、相关和首位表达均不能证明酶活/通量、因果方向或唯一作用细胞	该精确关系的患者效应与来源是否在明确独立单位下稳定？本轮不新增机制实验	appendix/all_relations.tsv
3a2da23942029556	caprate (10:0)	ACOT13	GENERAL_RETENTION_NOTE	metabolite P=0.0244140625;q=0.25783203125;association rho=0.0909090909090909;P=0.6955;q=0.8460842465753424;RNA P=0.7220988419390246;q=0.7721143461425934	保留该精确生化关系作为探索候选；未针对本行开展深入机制解释	same_cohort_postselection;clinical_identity_and_aliquot_not_recertified;cell_source_not_external_relation_validation;SOURCE_NOT_ALL3_CONCORDANT	RNA丰度、相关和首位表达均不能证明酶活/通量、因果方向或唯一作用细胞	该精确关系的患者效应与来源是否在明确独立单位下稳定？本轮不新增机制实验	appendix/all_relations.tsv
a6300043e6d69457	caprate (10:0)	ACOT2	GENERAL_RETENTION_NOTE	metabolite P=0.0244140625;q=0.25783203125;association rho=0.212987012987013;P=0.3519;q=0.6159251231527094;RNA P=0.0054619545780181;q=0.0435194445409835	保留该精确生化关系作为探索候选；未针对本行开展深入机制解释	same_cohort_postselection;clinical_identity_and_aliquot_not_recertified;cell_source_not_external_relation_validation;SOURCE_NOT_ALL3_CONCORDANT	RNA丰度、相关和首位表达均不能证明酶活/通量、因果方向或唯一作用细胞	该精确关系的患者效应与来源是否在明确独立单位下稳定？本轮不新增机制实验	appendix/all_relations.tsv
5481786d303c344f	caprate (10:0)	ACOT4	GENERAL_RETENTION_NOTE	metabolite P=0.0244140625;q=0.25783203125;association rho=0.022077922077922;P=0.927;q=0.9563130434782608;RNA P=0.8244403782700724;q=0.85967181021557	保留该精确生化关系作为探索候选；未针对本行开展深入机制解释	same_cohort_postselection;clinical_identity_and_aliquot_not_recertified;cell_source_not_external_relation_validation;SOURCE_NOT_ALL3_CONCORDANT	RNA丰度、相关和首位表达均不能证明酶活/通量、因果方向或唯一作用细胞	该精确关系的患者效应与来源是否在明确独立单位下稳定？本轮不新增机制实验	appendix/all_relations.tsv
4ef39766d917755d	caprate (10:0)	ACOT8	GENERAL_RETENTION_NOTE	metabolite P=0.0244140625;q=0.25783203125;association rho=-0.0831168831168831;P=0.7193;q=0.8563711409395973;RNA P=0.0233348481044833;q=0.0900579294032403	保留该精确生化关系作为探索候选；未针对本行开展深入机制解释	same_cohort_postselection;clinical_identity_and_aliquot_not_recertified;cell_source_not_external_relation_validation;SOURCE_NOT_ALL3_CONCORDANT	RNA丰度、相关和首位表达均不能证明酶活/通量、因果方向或唯一作用细胞	该精确关系的患者效应与来源是否在明确独立单位下稳定？本轮不新增机制实验	appendix/all_relations.tsv
636489ddefd2e8eb	caprate (10:0)	ACSM1	GENERAL_RETENTION_NOTE	metabolite P=0.0244140625;q=0.25783203125;association rho=-0.3324675324675324;P=0.1497;q=0.4882121739130434;RNA P=0.0111070674402179;q=0.0596401229942138	保留该精确生化关系作为探索候选；未针对本行开展深入机制解释	same_cohort_postselection;clinical_identity_and_aliquot_not_recertified;cell_source_not_external_relation_validation;SOURCE_NOT_ALL3_CONCORDANT	RNA丰度、相关和首位表达均不能证明酶活/通量、因果方向或唯一作用细胞	该精确关系的患者效应与来源是否在明确独立单位下稳定？本轮不新增机制实验	appendix/all_relations.tsv
b74f291cf5b758b7	caprate (10:0)	ACSM2B	GENERAL_RETENTION_NOTE	metabolite P=0.0244140625;q=0.25783203125;association rho=-0.2584415584415584;P=0.2596;q=0.574365;RNA P=0.0619707632950111;q=0.1512663776711788	保留该精确生化关系作为探索候选；未针对本行开展深入机制解释	same_cohort_postselection;clinical_identity_and_aliquot_not_recertified;cell_source_not_external_relation_validation;SOURCE_NOT_ALL3_CONCORDANT	RNA丰度、相关和首位表达均不能证明酶活/通量、因果方向或唯一作用细胞	该精确关系的患者效应与来源是否在明确独立单位下稳定？本轮不新增机制实验	appendix/all_relations.tsv
30b60a9831e3f852	caprate (10:0)	ALDH3A2	GENERAL_RETENTION_NOTE	metabolite P=0.0244140625;q=0.25783203125;association rho=0.2;P=0.394;q=0.6418876712328767;RNA P=0.175684154282539;q=0.2794761790117282	保留该精确生化关系作为探索候选；未针对本行开展深入机制解释	same_cohort_postselection;clinical_identity_and_aliquot_not_recertified;cell_source_not_external_relation_validation;SOURCE_NOT_ALL3_CONCORDANT	RNA丰度、相关和首位表达均不能证明酶活/通量、因果方向或唯一作用细胞	该精确关系的患者效应与来源是否在明确独立单位下稳定？本轮不新增机制实验	appendix/all_relations.tsv
9577093318fda0f2	caprate (10:0)	MGLL	GENERAL_RETENTION_NOTE	metabolite P=0.0244140625;q=0.25783203125;association rho=-0.2064935064935064;P=0.3685;q=0.624157894736842;RNA P=0.0040136862138126;q=0.0381300190312199	保留该精确生化关系作为探索候选；未针对本行开展深入机制解释	same_cohort_postselection;clinical_identity_and_aliquot_not_recertified;cell_source_not_external_relation_validation	RNA丰度、相关和首位表达均不能证明酶活/通量、因果方向或唯一作用细胞	该精确关系的患者效应与来源是否在明确独立单位下稳定？本轮不新增机制实验	appendix/all_relations.tsv
0f229059dd3892de	caprate (10:0)	PNLIPRP2	GENERAL_RETENTION_NOTE	metabolite P=0.0244140625;q=0.25783203125;association rho=0.2688311688311688;P=0.242;q=0.5703592105263159;RNA P=0.0092956003847363;q=0.055514623559611	保留该精确生化关系作为探索候选；未针对本行开展深入机制解释	same_cohort_postselection;clinical_identity_and_aliquot_not_recertified;cell_source_not_external_relation_validation;SOURCE_NOT_ALL3_CONCORDANT	RNA丰度、相关和首位表达均不能证明酶活/通量、因果方向或唯一作用细胞	该精确关系的患者效应与来源是否在明确独立单位下稳定？本轮不新增机制实验	appendix/all_relations.tsv
e1a9440e7f9fd09d	caprate (10:0)	THEM4	GENERAL_RETENTION_NOTE	metabolite P=0.0244140625;q=0.25783203125;association rho=0.1766233766233766;P=0.4467;q=0.6869431034482759;RNA P=0.1311960046172433;q=0.2348218343511529	保留该精确生化关系作为探索候选；未针对本行开展深入机制解释	same_cohort_postselection;clinical_identity_and_aliquot_not_recertified;cell_source_not_external_relation_validation;SOURCE_NOT_ALL3_CONCORDANT	RNA丰度、相关和首位表达均不能证明酶活/通量、因果方向或唯一作用细胞	该精确关系的患者效应与来源是否在明确独立单位下稳定？本轮不新增机制实验	appendix/all_relations.tsv
d67177ddf09c8b2f	deoxycarnitine	ALDH9A1	GENERAL_RETENTION_NOTE	metabolite P=0.0419921875;q=0.25783203125;association rho=0.4779220779220779;P=0.0334;q=0.2203344827586207;RNA P=0.8799653917769635;q=0.9056310490371248	保留该精确生化关系作为探索候选；未针对本行开展深入机制解释	same_cohort_postselection;clinical_identity_and_aliquot_not_recertified;cell_source_not_external_relation_validation;SOURCE_NOT_ALL3_CONCORDANT	RNA丰度、相关和首位表达均不能证明酶活/通量、因果方向或唯一作用细胞	该精确关系的患者效应与来源是否在明确独立单位下稳定？本轮不新增机制实验	appendix/all_relations.tsv
3e9f2617d76be46f	deoxycarnitine	BBOX1	GENERAL_RETENTION_NOTE	metabolite P=0.0419921875;q=0.25783203125;association rho=-0.3532467532467533;P=0.117;q=0.4314375;RNA P=0.4367598390567594;q=0.5340578230050474	保留该精确生化关系作为探索候选；未针对本行开展深入机制解释	same_cohort_postselection;clinical_identity_and_aliquot_not_recertified;cell_source_not_external_relation_validation;SOURCE_NOT_ALL3_CONCORDANT	RNA丰度、相关和首位表达均不能证明酶活/通量、因果方向或唯一作用细胞	该精确关系的患者效应与来源是否在明确独立单位下稳定？本轮不新增机制实验	appendix/all_relations.tsv
3fc531a39ec1bfa2	gamma-aminobutyrate (GABA)	ABAT	SPECIFIC_DISPLAY_DISCUSSION	metabolite P=0.0322265625;q=0.25783203125;association rho=0.8486603327346288;P=0.0001;q=0.0354;RNA P=0.0021131479659176;q=0.0319639403272975	GABA关系在主分析与可用值均过FDR；来源不一致	同队列选择；三队列来源不同，不是独立验证；same_cohort_postselection;clinical_identity_and_aliquot_not_recertified;cell_source_not_external_relation_validation;PAIRED_AVAILABLE_N_LT8_OR_NOT_EVALUABLE;SOURCE_NOT_ALL3_CONCORDANT	RNA丰度、相关和首位表达均不能证明酶活/通量、因果方向或唯一作用细胞	该精确关系的患者效应与来源是否在明确独立单位下稳定？本轮不新增机制实验	appendix/all_relations.tsv
e158dd57d8f61ef7	gamma-aminobutyrate (GABA)	AGMAT	GENERAL_RETENTION_NOTE	metabolite P=0.0322265625;q=0.25783203125;association rho=0.1379401469615108;P=0.5381;q=0.7470094117647059;RNA P=0.6570141141790136;q=0.7212554942320727	保留该精确生化关系作为探索候选；未针对本行开展深入机制解释	same_cohort_postselection;clinical_identity_and_aliquot_not_recertified;cell_source_not_external_relation_validation;PAIRED_AVAILABLE_N_LT8_OR_NOT_EVALUABLE;ASSOCIATION_DIRECTION_CHANGED_IN_AVAILABLE_SUBSET;SOURCE_NOT_ALL3_CONCORDANT	RNA丰度、相关和首位表达均不能证明酶活/通量、因果方向或唯一作用细胞	该精确关系的患者效应与来源是否在明确独立单位下稳定？本轮不新增机制实验	appendix/all_relations.tsv
742a98c6a88f8ded	gamma-aminobutyrate (GABA)	ALDH9A1	GENERAL_RETENTION_NOTE	metabolite P=0.0322265625;q=0.25783203125;association rho=-0.2588019900135013;P=0.2549;q=0.5728566037735848;RNA P=0.8799653917769635;q=0.9056310490371248	保留该精确生化关系作为探索候选；未针对本行开展深入机制解释	same_cohort_postselection;clinical_identity_and_aliquot_not_recertified;cell_source_not_external_relation_validation;PAIRED_AVAILABLE_N_LT8_OR_NOT_EVALUABLE;SOURCE_NOT_ALL3_CONCORDANT	RNA丰度、相关和首位表达均不能证明酶活/通量、因果方向或唯一作用细胞	该精确关系的患者效应与来源是否在明确独立单位下稳定？本轮不新增机制实验	appendix/all_relations.tsv
05ed1d743840ae0c	gamma-aminobutyrate (GABA)	CARNS1	GENERAL_RETENTION_NOTE	metabolite P=0.0322265625;q=0.25783203125;association rho=0.3100369017420625;P=0.1715;q=0.5101764705882353;RNA P=0.0053252498956221;q=0.0435194445409835	保留该精确生化关系作为探索候选；未针对本行开展深入机制解释	same_cohort_postselection;clinical_identity_and_aliquot_not_recertified;cell_source_not_external_relation_validation;PAIRED_AVAILABLE_N_LT8_OR_NOT_EVALUABLE;SOURCE_NOT_ALL3_CONCORDANT	RNA丰度、相关和首位表达均不能证明酶活/通量、因果方向或唯一作用细胞	该精确关系的患者效应与来源是否在明确独立单位下稳定？本轮不新增机制实验	appendix/all_relations.tsv
ac7be519aecf1c8c	gamma-aminobutyrate (GABA)	CNDP1	GENERAL_RETENTION_NOTE	metabolite P=0.0322265625;q=0.25783203125;association rho=0.212821941026331;P=0.3486;q=0.6159251231527094;RNA P=0.2090945659462279;q=0.3190750354026485	保留该精确生化关系作为探索候选；未针对本行开展深入机制解释	same_cohort_postselection;clinical_identity_and_aliquot_not_recertified;cell_source_not_external_relation_validation;PAIRED_AVAILABLE_N_LT8_OR_NOT_EVALUABLE;ASSOCIATION_DIRECTION_CHANGED_IN_AVAILABLE_SUBSET;SOURCE_NOT_ALL3_CONCORDANT	RNA丰度、相关和首位表达均不能证明酶活/通量、因果方向或唯一作用细胞	该精确关系的患者效应与来源是否在明确独立单位下稳定？本轮不新增机制实验	appendix/all_relations.tsv
7551ae1cb6d8c959	gamma-aminobutyrate (GABA)	GAD1	GENERAL_RETENTION_NOTE	metabolite P=0.0322265625;q=0.25783203125;association rho=-0.075538651907494;P=0.751;q=0.8647873817034701;RNA P=0.5830996800571415;q=0.6637125390512164	保留该精确生化关系作为探索候选；未针对本行开展深入机制解释	same_cohort_postselection;clinical_identity_and_aliquot_not_recertified;cell_source_not_external_relation_validation;PAIRED_AVAILABLE_N_LT8_OR_NOT_EVALUABLE;SOURCE_NOT_ALL3_CONCORDANT	RNA丰度、相关和首位表达均不能证明酶活/通量、因果方向或唯一作用细胞	该精确关系的患者效应与来源是否在明确独立单位下稳定？本轮不新增机制实验	appendix/all_relations.tsv
f240bb03fa77ef07	gamma-aminobutyrate (GABA)	GATM	GENERAL_RETENTION_NOTE	metabolite P=0.0322265625;q=0.25783203125;association rho=0.5740937544969548;P=0.0081;q=0.1231919999999999;RNA P=0.0065689444706517;q=0.0477214495367936	保留该精确生化关系作为探索候选；未针对本行开展深入机制解释	same_cohort_postselection;clinical_identity_and_aliquot_not_recertified;cell_source_not_external_relation_validation;PAIRED_AVAILABLE_N_LT8_OR_NOT_EVALUABLE;SOURCE_NOT_ALL3_CONCORDANT	RNA丰度、相关和首位表达均不能证明酶活/通量、因果方向或唯一作用细胞	该精确关系的患者效应与来源是否在明确独立单位下稳定？本轮不新增机制实验	appendix/all_relations.tsv
f5e6d6a9de2a9dff	gamma-aminobutyrate (GABA)	PM20D2	GENERAL_RETENTION_NOTE	metabolite P=0.0322265625;q=0.25783203125;association rho=0.5281137055097844;P=0.0173;q=0.1597538461538461;RNA P=0.0520256375650661;q=0.1369387154145594	保留该精确生化关系作为探索候选；未针对本行开展深入机制解释	same_cohort_postselection;clinical_identity_and_aliquot_not_recertified;cell_source_not_external_relation_validation;PAIRED_AVAILABLE_N_LT8_OR_NOT_EVALUABLE;SOURCE_NOT_ALL3_CONCORDANT	RNA丰度、相关和首位表达均不能证明酶活/通量、因果方向或唯一作用细胞	该精确关系的患者效应与来源是否在明确独立单位下稳定？本轮不新增机制实验	appendix/all_relations.tsv
581f20d4d5f98a33	gamma-aminobutyrate (GABA)	SLC6A1	GENERAL_RETENTION_NOTE	metabolite P=0.0322265625;q=0.25783203125;association rho=0.0453231911444964;P=0.8463;q=0.9093842900302114;RNA P=0.4684940093033078;q=0.5644781477947173	保留该精确生化关系作为探索候选；未针对本行开展深入机制解释	same_cohort_postselection;clinical_identity_and_aliquot_not_recertified;cell_source_not_external_relation_validation;PAIRED_AVAILABLE_N_LT8_OR_NOT_EVALUABLE	RNA丰度、相关和首位表达均不能证明酶活/通量、因果方向或唯一作用细胞	该精确关系的患者效应与来源是否在明确独立单位下稳定？本轮不新增机制实验	appendix/all_relations.tsv
9f36907b730504a3	gamma-aminobutyrate (GABA)	SLC6A11	GENERAL_RETENTION_NOTE	metabolite P=0.0322265625;q=0.25783203125;association rho=0.2207042351384173;P=0.3283;q=0.6078528497409326;RNA P=0.0221570979932197;q=0.0868698921321474	保留该精确生化关系作为探索候选；未针对本行开展深入机制解释	same_cohort_postselection;clinical_identity_and_aliquot_not_recertified;cell_source_not_external_relation_validation;PAIRED_AVAILABLE_N_LT8_OR_NOT_EVALUABLE;SOURCE_NOT_ALL3_CONCORDANT	RNA丰度、相关和首位表达均不能证明酶活/通量、因果方向或唯一作用细胞	该精确关系的患者效应与来源是否在明确独立单位下稳定？本轮不新增机制实验	appendix/all_relations.tsv
