gene	GSE263733_summary_present	GSE278688_summary_present	historical_cptac_summary_present	historical_rna_n	historical_protein_n	current_matrix_evaluability	pairing_and_batch_review	independence_from_CAMP	reason	joint_metabolome_RNA_external_validation
LRRC8A	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
LYPLA1	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
LYPLA2	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
MDH1	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
MDH2	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
ME2	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
MGLL	True	True	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
MOGAT2	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
MOGAT3	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
MTHFD2	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
MTO1	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
NADK	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
NADK2	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
NADSYN1	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
NMNAT1	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
NMNAT2	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
NMNAT3	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
NOCT	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
NQO1	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
NT5C1A	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
NT5C2	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
NT5E	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
NT5M	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
NUDT12	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
OAT	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
ODC1	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
OTC	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
PARP1	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
PARP10	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
PARP11	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
PARP12	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
PARP14	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
PARP16	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
PARP2	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
PARP3	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
PARP6	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
PARP8	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
PARP9	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
PEPD	True	True	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
PGP	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
PHGDH	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
PLA2G15	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
PLA2G4A	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
PLA2G4B	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
PLA2G4C	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
PLA2G6	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
PLBD1	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
PLD3	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
PLD4	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
PM20D1	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
PM20D2	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
PNLIPRP2	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
PNP	False	False	True	39	66.0	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
PNPLA2	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
PNPLA3	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
PNPLA4	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
PNPLA6	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
PNPLA8	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
PTGR2	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
PYCR1	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
PYCR2	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
PYCR3	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
PYROXD1	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
QARS1	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
QDPR	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
RDH16	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
RDH5	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
RNLS	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
RTN4IP1	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
SAMHD1	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
SARM1	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
SDR16C5	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
SDR9C7	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
SIRT1	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
SIRT2	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
SIRT3	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
SIRT4	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
SIRT5	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
SIRT6	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
SIRT7	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
SLC13A2	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
SLC13A5	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
SLC15A1	True	True	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
SLC16A10	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
SLC1A5	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
SLC22A15	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
SLC22A5	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
SLC22A7	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
SLC25A1	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
SLC25A14	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
SLC25A15	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
SLC25A17	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
SLC25A2	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
SLC25A20	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
SLC25A21	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
SLC25A29	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
SLC25A36	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
SLC25A47	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
SLC28A1	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
SLC28A2	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
SLC28A3	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
SLC29A1	False	False	True	39	31.0	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
SLC29A2	False	False	True	39		ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
SLC29A3	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
SLC35G1	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
SLC36A4	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
SLC38A3	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
SLC38A4	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
SLC38A7	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
SLC38A9	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
SLC43A1	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
SLC43A2	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
SLC6A14	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
SLC6A15	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
SLC6A19	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
SLC6A6	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
SLC7A1	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
SLC7A3	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
SLC7A5	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
SLC7A6	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
SLC7A8	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
SLC7A9	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
SLCO3A1	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
SORD	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
TDO2	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
TIPARP	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
TK1	False	False	True	39	62.0	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
TK2	False	False	True	39	66.0	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
TMEM86A	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
TMEM86B	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
TPH2	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
TYMP	False	False	True	39	66.0	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
UGDH	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
WARS1	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
WARS2	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
XDH	False	False	False	NA	NA	ACCESS_BLOCKED	NOT_RUN	NOT_VERIFIED	Current server unavailable;old aggregate presence is not full-matrix eligibility or independent validation	NOT_RUN
