gene	current_pool	history_only	n_current_relations	RNA_status	RNA_n	RNA_effect	RNA_p	RNA_q	RNA_positive_pairs	RNA_negative_pairs	RNA_tier	CAMP_evaluable	CAMP_nominal	CAMP_FDR	Wu_top	Pal_top	Wu_ER_top	Wu_HER2_top	Wu_TNBC_top	interpretation_cn	limitation_cn	next_action_cn	RNA_source	relation_source	cell_source	judgment_type	new_patient_statistics	interpretation_scope	interpretation_scope_note	Wu_source_status	Wu_source_reason	Wu_mechanical_top	Wu_mechanical_top_profile_status	Wu_mechanical_top_eligible_source_labels	Wu_mechanical_top_detection_fraction	Wu_max_detection_fraction	Wu_n_evaluable_celltypes	Wu_bootstrap_top_frequency	Wu_location_interpretable	Wu_source_status_path	Pal_source_status	Pal_source_reason	Pal_mechanical_top	Pal_mechanical_top_profile_status	Pal_mechanical_top_eligible_source_labels	Pal_mechanical_top_detection_fraction	Pal_max_detection_fraction	Pal_n_evaluable_celltypes	Pal_bootstrap_top_frequency	Pal_location_interpretable	Pal_source_status_path	Wu_ER_source_status	Wu_ER_top_eligible_source_labels	Wu_ER_top_detection_fraction	Wu_ER_shared_top	Wu_HER2_source_status	Wu_HER2_top_eligible_source_labels	Wu_HER2_top_detection_fraction	Wu_HER2_shared_top	Wu_TNBC_source_status	Wu_TNBC_top_eligible_source_labels	Wu_TNBC_top_detection_fraction	Wu_TNBC_shared_top	Wu_subtype_pattern	source_display_version
LPCAT1	True	False	3	DONE	45.0	0.46498406319875824	2.646923012749666e-10	9.793615147173764e-09	39.0	6.0	FDR_SUPPORTED	3	3	0	Myeloid	Endothelial	Myeloid	B_cells	Myeloid	配对RNA升高并有既有功能背景。	Wu髓系、Pal内皮最高；HER2+中的B/髓系均值接近，不是稳定细胞特异。	不强制指定一个唯一作用细胞。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	专门讨论	既有汇总中的定向讨论；不等于全文审计或最终排序	DONE		Myeloid	DONE	26	0.11586232405889303	0.13046946179514393	9	0.853	True	results/BRCA/06_EXTERNAL/20260922T023000Z_sc39_v1/new39_source_stability.tsv	DONE		Endothelial	DONE	23	0.07512762736120684	0.09971783822267725	9	0.79	True	results/BRCA/06_EXTERNAL/20260922T023000Z_sc39_v1/new39_source_stability.tsv	DONE	11	0.082702705156337	Myeloid	DONE	5	0.0868857853632999	B_cells	DONE	10	0.1131115398959908	Myeloid	DIFFERENT_TOP_DESCRIPTIVE	source_display_v2
LPCAT2	True	False	2	DONE	45.0	-0.37229435933749955	0.001907514284433179	0.0045534211950985564	14.0	31.0	FDR_SUPPORTED	2	0	0	Myeloid	Mast_cells	Myeloid	Myeloid	Myeloid	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	通用保留说明	未开展逐基因深入优先级裁决；未列示不表示低价值	DONE		Myeloid	DONE	26	0.27291867723581037	0.27291867723581037	9	0.931	True	results/BRCA/06_EXTERNAL/20260922T023000Z_sc39_v1/new39_source_stability.tsv	DONE		Mast_cells	DONE	12	0.14578204408603065	0.1487292031982918	9	0.992	True	results/BRCA/06_EXTERNAL/20260922T023000Z_sc39_v1/new39_source_stability.tsv	DONE	11	0.2403355809261367	Myeloid	DONE	5	0.3904827094868134	Myeloid	DONE	10	0.2499780670509498	Myeloid	SAME_TOP	source_display_v2
LPCAT3	True	False	3	DONE	45.0	0.09756391877319143	0.23766063001739254	0.3256830855793898	25.0	20.0	NOT_NOMINAL_SIGNIFICANT	3	0	0	Nonmalignant_epithelial	Malignant_epithelial	Nonmalignant_epithelial	Malignant_epithelial	Malignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	通用保留说明	未开展逐基因深入优先级裁决；未列示不表示低价值	DONE		Nonmalignant_epithelial	DONE	10	0.3003918894827421	0.30370101666910887	9	0.7	True	results/BRCA/06_EXTERNAL/20260922T023000Z_sc39_v1/new39_source_stability.tsv	DONE		Malignant_epithelial	DONE	33	0.1243857406821653	0.12438574068216525	9	0.999	True	results/BRCA/06_EXTERNAL/20260922T023000Z_sc39_v1/new39_source_stability.tsv	DONE	4	0.4192798152276367	Malignant_epithelial	DONE	3	0.4224592533833207	Malignant_epithelial	DONE	8	0.3039792805648636	Malignant_epithelial	SAME_TOP	source_display_v2
LPCAT4	True	False	4	NEEDS_REVIEW	NA	NA	NA	NA	NA	NA	NEEDS_REVIEW	0	0	0	Endothelial	Endothelial	Endothelial	Endothelial	Endothelial	单细胞稳定ID匹配提供了来源背景。	单细胞身份解决不自动解除CAMP微阵列探针身份待核。	患者RNA及相关继续沿用待核状态。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	专门讨论	既有汇总中的定向讨论；不等于全文审计或最终排序	DONE		Endothelial	DONE	24	0.22856766221082636	0.22856766221082633	9	1.0	True	results/BRCA/06_EXTERNAL/20260922T023000Z_sc39_v1/new39_source_stability.tsv	DONE		Endothelial	DONE	23	0.07070519953044238	0.07070519953044233	9	0.999	True	results/BRCA/06_EXTERNAL/20260922T023000Z_sc39_v1/new39_source_stability.tsv	DONE	11	0.2256946197689021	Endothelial	DONE	4	0.2797763463725723	Endothelial	DONE	9	0.2093197433457354	Endothelial	SAME_TOP	source_display_v2
LYPLA1	True	False	3	DONE	45.0	0.4816929530817019	1.1941768946186584e-05	5.5230681376112947e-05	34.0	11.0	FDR_SUPPORTED	3	2	2	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	新增候选中患者线索与恶性上皮表达背景较清楚，值得优先讨论。	1-palmitoyl-GPC不是游离GPC；当前精确关系尚无可用外部检验，来源不证明脂质介导。	保留为讨论对象，不宣布唯一主线。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	专门讨论	既有汇总中的定向讨论；不等于全文审计或最终排序	DONE		Malignant_epithelial	DONE	20	0.6060192987299409	0.6060192987299409	9	1.0	True	results/BRCA/06_EXTERNAL/20260922T023000Z_sc39_v1/new39_source_stability.tsv	DONE		Malignant_epithelial	DONE	33	0.41780489889559347	0.4178048988955934	9	1.0	True	results/BRCA/06_EXTERNAL/20260922T023000Z_sc39_v1/new39_source_stability.tsv	DONE	9	0.6271850095132405	Malignant_epithelial	DONE	3	0.7019426352619383	Malignant_epithelial	DONE	8	0.5462366228992297	Malignant_epithelial	SAME_TOP	source_display_v2
LYPLA2	True	False	4	DONE	45.0	0.2863609930087285	4.040147212020904e-09	5.394877037280077e-08	38.0	7.0	FDR_SUPPORTED	4	0	0	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	配对RNA升高，两研究恶性上皮来源一致。	已有功能记录的模型身份限制仍在；不能自动继承LYPLA1证据。	按自身证据讨论。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	专门讨论	既有汇总中的定向讨论；不等于全文审计或最终排序	DONE		Malignant_epithelial	DONE	20	0.4157441859752439	0.41574418597524376	9	1.0	True	results/BRCA/06_EXTERNAL/20260922T023000Z_sc39_v1/new39_source_stability.tsv	DONE		Malignant_epithelial	DONE	33	0.20347354508123644	0.20347354508123638	9	0.996	True	results/BRCA/06_EXTERNAL/20260922T023000Z_sc39_v1/new39_source_stability.tsv	DONE	9	0.3007976683878884	Malignant_epithelial	DONE	3	0.6562167951056559	Malignant_epithelial	DONE	8	0.4548817898371142	Malignant_epithelial	SAME_TOP	source_display_v2
MAT1A	False	True	0	HISTORICAL_ONLY	NA	NA	NA	NA	NA	NA	HISTORICAL_ONLY	0	0	0	暂不可定位	暂不可定位	暂不可定位	暂不可定位	暂不可定位	历史候选保留，不在当前190项入口直接池；原证据不删除。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	通用保留说明	未开展逐基因深入优先级裁决；未列示不表示低价值	NOT_EVALUABLE	low_detection_or_fewer_than_two_covered_lineages	Malignant_epithelial	DONE	20	0.003960209357236837	0.0039602093572368	9	NA	False	results/BRCA/04_ROBUSTNESS/20260919T151200Z_all117_robustness_v2/all117_source_stability.tsv	NOT_EVALUABLE	low_detection_or_fewer_than_two_covered_lineages	Malignant_epithelial	DONE	33	0.0017443634892315145	0.0017443634892314	9	NA	False	results/BRCA/04_ROBUSTNESS/20260919T151200Z_all117_robustness_v2/all117_source_stability.tsv	NOT_EVALUABLE	9	0.0025215507954925	暂不可定位	NOT_EVALUABLE	3	0.001640016400164	暂不可定位	NOT_EVALUABLE	8	0.0064487725981014	暂不可定位	LOW_DETECTION_OR_COVERAGE	source_display_v2
MAT2A	False	True	0	HISTORICAL_ONLY	NA	NA	NA	NA	NA	NA	HISTORICAL_ONLY	0	0	0	Perivascular	Myeloid	Myeloid	Perivascular	Myeloid	历史候选保留，不在当前190项入口直接池；原证据不删除。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	通用保留说明	未开展逐基因深入优先级裁决；未列示不表示低价值	DONE	NA	Perivascular	DONE	24	0.39171463932216316	0.5153876254986784	9	0.527	True	results/BRCA/04_ROBUSTNESS/20260919T151200Z_all117_robustness_v2/all117_source_stability.tsv	DONE	NA	Myeloid	DONE	30	0.2738726432611911	0.319095052076823	9	0.885	True	results/BRCA/04_ROBUSTNESS/20260919T151200Z_all117_robustness_v2/all117_source_stability.tsv	DONE	11	0.442825431276195	Myeloid	DONE	4	0.572978199718706	Perivascular	DONE	10	0.4022405938874224	Myeloid	DIFFERENT_TOP_DESCRIPTIVE	source_display_v2
MDH1	True	False	1	DONE	45.0	-0.3775350218497361	0.0030963459941473	0.007160300111465631	19.0	26.0	FDR_SUPPORTED	1	0	0	Malignant_epithelial	Malignant_epithelial	Nonmalignant_epithelial	Malignant_epithelial	Malignant_epithelial	Tang新增较强苹果酸关联，作为小队列新线索保留。	FUSCC点估计接近零；RNA肿瘤较低与肿瘤内部正相关是不同问题；不可混用MDH2证据。	不升为全池第一名。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	专门讨论	既有汇总中的定向讨论；不等于全文审计或最终排序	DONE	NA	Malignant_epithelial	DONE	20	0.5841528818186899	0.58415288181869	9	0.871	True	results/BRCA/04_ROBUSTNESS/20260919T151200Z_all117_robustness_v2/all117_source_stability.tsv	DONE	NA	Malignant_epithelial	DONE	33	0.31407879405543426	0.3140787940554342	9	0.965	True	results/BRCA/04_ROBUSTNESS/20260919T151200Z_all117_robustness_v2/all117_source_stability.tsv	DONE	4	0.7093687398856428	Malignant_epithelial	DONE	3	0.6663205451958681	Malignant_epithelial	DONE	8	0.6616326989675237	Malignant_epithelial	SAME_TOP	source_display_v2
MDH2	True	False	1	DONE	45.0	0.1000247404357883	0.07033019623934	0.11565410048247023	24.0	21.0	NOT_NOMINAL_SIGNIFICANT	1	1	0	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	通用保留说明	未开展逐基因深入优先级裁决；未列示不表示低价值	DONE	NA	Malignant_epithelial	DONE	20	0.7586745213248328	0.7586745213248329	9	1.0	True	results/BRCA/04_ROBUSTNESS/20260919T151200Z_all117_robustness_v2/all117_source_stability.tsv	DONE	NA	Malignant_epithelial	DONE	33	0.4924333123568161	0.4924333123568161	9	1.0	True	results/BRCA/04_ROBUSTNESS/20260919T151200Z_all117_robustness_v2/all117_source_stability.tsv	DONE	9	0.7022545750073957	Malignant_epithelial	DONE	3	0.8115935413992655	Malignant_epithelial	DONE	8	0.8023023284040374	Malignant_epithelial	SAME_TOP	source_display_v2
MGAM	True	False	2	DONE	45.0	-0.0980635619515537	0.3132119433841037	0.39702879971886934	16.0	29.0	NOT_NOMINAL_SIGNIFICANT	2	0	0	暂不可定位	暂不可定位	暂不可定位	Myeloid	暂不可定位	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	通用保留说明	未开展逐基因深入优先级裁决；未列示不表示低价值	NOT_EVALUABLE	low_detection_or_fewer_than_two_covered_lineages	Myeloid	DONE	26	0.006406766661561387	0.0064067666615613	9	NA	False	results/BRCA/04_ROBUSTNESS/20260919T151200Z_all117_robustness_v2/all117_source_stability.tsv	NOT_EVALUABLE	low_detection_or_fewer_than_two_covered_lineages	Myeloid	DONE	30	0.0037611563376335863	0.0037611563376335	9	NA	False	results/BRCA/04_ROBUSTNESS/20260919T151200Z_all117_robustness_v2/all117_source_stability.tsv	NOT_EVALUABLE	11	0.0064241576611137	暂不可定位	DONE	5	0.0115837564661094	Myeloid	NOT_EVALUABLE	10	0.0037991416597797	暂不可定位	LOW_DETECTION_OR_COVERAGE	source_display_v2
MGLL	True	False	7	DONE	45.0	-1.1314647735344583	7.018741036518459e-10	2.0775473468094637e-08	5.0	40.0	FDR_SUPPORTED	7	4	0	Endothelial	Perivascular	Endothelial	Endothelial	Endothelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	通用保留说明	未开展逐基因深入优先级裁决；未列示不表示低价值	DONE		Endothelial	DONE	24	0.42125882923480223	0.4212588292348023	9	1.0	True	results/BRCA/06_EXTERNAL/20260922T023000Z_sc39_v1/new39_source_stability.tsv	DONE		Perivascular	DONE	15	0.2422358365247533	0.24223583652475328	9	0.977	True	results/BRCA/06_EXTERNAL/20260922T023000Z_sc39_v1/new39_source_stability.tsv	DONE	11	0.4103715576883022	Endothelial	DONE	4	0.3863574753255686	Endothelial	DONE	9	0.4500772073068507	Endothelial	SAME_TOP	source_display_v2
MPI	True	False	2	DONE	45.0	-0.075134686916673	0.0876158989672799	0.13943175319524115	16.0	29.0	NOT_NOMINAL_SIGNIFICANT	2	0	0	Nonmalignant_epithelial	Malignant_epithelial	Nonmalignant_epithelial	Malignant_epithelial	Nonmalignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	通用保留说明	未开展逐基因深入优先级裁决；未列示不表示低价值	DONE	NA	Nonmalignant_epithelial	DONE	10	0.14011610215759843	0.1401161021575983	9	0.816	True	results/BRCA/04_ROBUSTNESS/20260919T151200Z_all117_robustness_v2/all117_source_stability.tsv	DONE	NA	Malignant_epithelial	DONE	33	0.0628302042481667	0.0628302042481666	9	0.704	True	results/BRCA/04_ROBUSTNESS/20260919T151200Z_all117_robustness_v2/all117_source_stability.tsv	DONE	4	0.2029593354804098	Malignant_epithelial	DONE	3	0.210937165451668	Malignant_epithelial	DONE	4	0.110782050126894	Fibroblasts	DIFFERENT_TOP_DESCRIPTIVE	source_display_v2
NAGK	True	False	2	DONE	45.0	0.4258858530877447	8.976333998534972e-09	9.86274383072323e-08	36.0	9.0	FDR_SUPPORTED	2	1	0	Myeloid	Myeloid	Myeloid	Myeloid	Myeloid	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	通用保留说明	未开展逐基因深入优先级裁决；未列示不表示低价值	DONE	NA	Myeloid	DONE	26	0.4228477909776761	0.422847790977676	9	1.0	True	results/BRCA/04_ROBUSTNESS/20260919T151200Z_all117_robustness_v2/all117_source_stability.tsv	DONE	NA	Myeloid	DONE	30	0.293328883937938	0.293328883937938	9	1.0	True	results/BRCA/04_ROBUSTNESS/20260919T151200Z_all117_robustness_v2/all117_source_stability.tsv	DONE	11	0.400226452805215	Myeloid	DONE	5	0.4968947271163413	Myeloid	DONE	10	0.4107077948980507	Myeloid	SAME_TOP	source_display_v2
NAMPT	True	False	1	DONE	45.0	-0.4060242220564979	0.0010250985885938	0.0027091891269978995	15.0	30.0	FDR_SUPPORTED	1	0	0	Myeloid	Myeloid	Myeloid	Myeloid	Myeloid	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	通用保留说明	未开展逐基因深入优先级裁决；未列示不表示低价值	DONE	NA	Myeloid	DONE	26	0.6640439890214732	0.6640439890214732	9	1.0	True	results/BRCA/04_ROBUSTNESS/20260919T151200Z_all117_robustness_v2/all117_source_stability.tsv	DONE	NA	Myeloid	DONE	30	0.47312717268238796	0.4731271726823879	9	1.0	True	results/BRCA/04_ROBUSTNESS/20260919T151200Z_all117_robustness_v2/all117_source_stability.tsv	DONE	11	0.620316034371471	Myeloid	DONE	5	0.8012184492526488	Myeloid	DONE	10	0.6435575090208874	Myeloid	SAME_TOP	source_display_v2
NNMT	True	False	3	DONE	45.0	-0.4072852370498553	0.0020779891926665	0.004881625404994318	15.0	30.0	FDR_SUPPORTED	3	2	1	Fibroblasts	Fibroblasts	Fibroblasts	Fibroblasts	Fibroblasts	1-MNA患者线索需结合成纤维背景讨论。	组成调整后关联减弱；不能说已证明细胞比例导致，也不能把表达来源当代谢物来源。	保留跨细胞背景问题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	专门讨论	既有汇总中的定向讨论；不等于全文审计或最终排序	DONE	NA	Fibroblasts	DONE	23	0.7261004994697219	0.7261004994697219	9	1.0	True	results/BRCA/04_ROBUSTNESS/20260919T151200Z_all117_robustness_v2/all117_source_stability.tsv	DONE	NA	Fibroblasts	DONE	30	0.6088995647616221	0.608899564761622	9	1.0	True	results/BRCA/04_ROBUSTNESS/20260919T151200Z_all117_robustness_v2/all117_source_stability.tsv	DONE	9	0.7638979040109461	Fibroblasts	DONE	5	0.7302165880047843	Fibroblasts	DONE	9	0.686016379075685	Fibroblasts	SAME_TOP	source_display_v2
NPL	True	False	1	DONE	45.0	0.6185204992916522	5.460022238658147e-05	0.00021265349771615942	37.0	8.0	FDR_SUPPORTED	1	0	0	Myeloid	Myeloid	Myeloid	Myeloid	Myeloid	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	通用保留说明	未开展逐基因深入优先级裁决；未列示不表示低价值	DONE	NA	Myeloid	DONE	26	0.2844291527985105	0.2844291527985104	9	1.0	True	results/BRCA/04_ROBUSTNESS/20260919T151200Z_all117_robustness_v2/all117_source_stability.tsv	DONE	NA	Myeloid	DONE	30	0.18663047700333632	0.1866304770033363	9	1.0	True	results/BRCA/04_ROBUSTNESS/20260919T151200Z_all117_robustness_v2/all117_source_stability.tsv	DONE	11	0.262784380461814	Myeloid	DONE	5	0.3439132023003431	Myeloid	DONE	10	0.2784963776179602	Myeloid	SAME_TOP	source_display_v2
NT5C2	True	False	2	DONE	45.0	0.09151662938165757	0.15514519264305035	0.22734147040763814	26.0	19.0	NOT_NOMINAL_SIGNIFICANT	2	0	0	Myeloid	Endothelial	Endothelial	Malignant_epithelial	Myeloid	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	通用保留说明	未开展逐基因深入优先级裁决；未列示不表示低价值	DONE		Myeloid	DONE	26	0.1333739435694144	0.15691962519911767	9	0.776	True	results/BRCA/06_EXTERNAL/20260922T023000Z_sc39_v1/new39_source_stability.tsv	DONE		Endothelial	DONE	23	0.06896657521635786	0.08544678325594957	9	0.941	True	results/BRCA/06_EXTERNAL/20260922T023000Z_sc39_v1/new39_source_stability.tsv	DONE	11	0.1090202071380529	Endothelial	DONE	3	0.3146073501812485	Malignant_epithelial	DONE	10	0.1299537220779273	Myeloid	DIFFERENT_TOP_DESCRIPTIVE	source_display_v2
OAT	True	False	2	DONE	45.0	0.1691926286784821	0.0633945847522418	0.10661816526513393	28.0	17.0	NOT_NOMINAL_SIGNIFICANT	2	0	0	Nonmalignant_epithelial	Malignant_epithelial	Nonmalignant_epithelial	Malignant_epithelial	Nonmalignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	通用保留说明	未开展逐基因深入优先级裁决；未列示不表示低价值	DONE	NA	Nonmalignant_epithelial	DONE	10	0.6293088039029497	0.6293088039029497	9	0.988	True	results/BRCA/04_ROBUSTNESS/20260919T151200Z_all117_robustness_v2/all117_source_stability.tsv	DONE	NA	Malignant_epithelial	DONE	33	0.37393952229495553	0.3739395222949555	9	0.999	True	results/BRCA/04_ROBUSTNESS/20260919T151200Z_all117_robustness_v2/all117_source_stability.tsv	DONE	4	0.6755884223742334	Malignant_epithelial	DONE	3	0.7122697470331931	Malignant_epithelial	DONE	4	0.6179053851121021	Malignant_epithelial	SAME_TOP	source_display_v2
