cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	human_gene_id	rna_symbol	original_effect	original_q	family_n_planned	biochemical_disposition	n_unique_metabolite	n_unique_rna	bootstrap_valid	permutations	random_seed	loo_valid	loo_min	loo_max	loo_max_abs_delta	loo_any_sign_change	n_nonzero_differences	source_run_id	source_analysis_version	source_analysis_type	selection_status	evidence_label	all37_n	all37_rho	all37_p	all37_q	availability_n	availability_rho	availability_p	availability_q	availability_reuse_status	all37_nominal_same_direction	availability_nominal_same_direction	paired_RNA_effect	paired_RNA_p	paired_RNA_q	functional_review_status	external_review_status	func35_review_status	func35_annotation_level	func35_pair_scope	func35_evidence_class	func35_research_decision	func35_functional_conclusion	func35_metabolic_link	func35_counterevidence_or_limit	func35_research_increment	func35_next_action	func35_evidence_ids	func35_source_urls	func35_depmap_status	func35_depmap_score	func35_depmap_n_models	func35_acceptance_version	func35_acceptance_review_status	func35_acceptance_supplement_cn
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00388	histamine	HNMT	GEO_annotated_independent_individual	33	NA	Spearman_rho	0.0374331550802139	-0.3233184376172623	0.38495316178528505	0.8378	0.9691861351819758	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:3176	HNMT	-1.21651078686213	4.5885636815329e-06	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	3817997616	33	-0.022360703812316716	0.1378299120234604	0.1003967569432465	True	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	NOT_SELECTED_P_GE_005	NO_NOMINAL_ASSOCIATION_SUPPORT	37	0.11569464201043149	0.5011	0.910075766016713	33	0.0374331550802139	0.8378	0.9767046357615895	IDENTICAL_INPUT_PRIMARY_REUSED	False	False	-0.3423310537788993	0.06441157379920052	0.08449282916012775	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00388	histamine	SLC18A2	GEO_annotated_independent_individual	33	NA	Spearman_rho	0.23963903743315507	-0.16264388579042183	0.6082237027008907	0.1716	0.8362449438202246	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:6571	SLC18A2	-1.21651078686213	4.5885636815329e-06	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	2268049097	33	0.19024926686217009	0.3563049853372434	0.11666594790408835	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	NOT_SELECTED_P_GE_005	NO_NOMINAL_ASSOCIATION_SUPPORT	37	0.2498814604077762	0.1326	0.7583789473684209	33	0.23963903743315507	0.1716	0.7797567567567567	IDENTICAL_INPUT_PRIMARY_REUSED	False	False	-1.0330469009343801	2.7894715873627007e-05	0.00010281853950113756	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00388	histamine	SLC22A1	GEO_annotated_independent_individual	33	NA	Spearman_rho	-0.18818417379983535	-0.5255544572022061	0.18429885584831274	0.2892	0.8389832599118944	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:6580	SLC22A1	-1.21651078686213	4.5885636815329e-06	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	32	4000	9999	4036080224	33	-0.24709009360489242	-0.10961415131730391	0.07857002248253143	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	NOT_SELECTED_P_GE_005	NO_NOMINAL_ASSOCIATION_SUPPORT	37	-0.2005808787827957	0.2345	0.8264540540540539	33	-0.18818417379983535	0.2892	0.8213701149425288	IDENTICAL_INPUT_PRIMARY_REUSED	False	False	0.1497049327665101	0.14045577106998597	0.17022628776416776	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00388	histamine	SLC22A2	GEO_annotated_independent_individual	33	NA	Spearman_rho	0.12299465240641712	-0.23849268611991012	0.47775272542053326	0.4963	0.9179794392523364	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:6582	SLC22A2	-1.21651078686213	4.5885636815329e-06	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	2702332622	33	0.054252199413489736	0.21627565982404692	0.0932810074176298	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	NOT_SELECTED_P_GE_005	NO_NOMINAL_ASSOCIATION_SUPPORT	37	0.10834518729255571	0.5227	0.9154748717948717	33	0.12299465240641712	0.4963	0.897802421307506	IDENTICAL_INPUT_PRIMARY_REUSED	False	False	-0.5466924837934402	0.026111816620290225	0.037688900364561295	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00388	histamine	SLC22A3	GEO_annotated_independent_individual	33	NA	Spearman_rho	-0.18716577540106952	-0.5380512805926448	0.2082130767394667	0.292	0.8389832599118944	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:6581	SLC22A3	-1.21651078686213	4.5885636815329e-06	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	4238555480	33	-0.28042521994134895	-0.1158357771260997	0.09325944454027943	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	NOT_SELECTED_P_GE_005	NO_NOMINAL_ASSOCIATION_SUPPORT	37	-0.19203413940256045	0.2527	0.8346801843317972	33	-0.18716577540106952	0.292	0.8213701149425288	IDENTICAL_INPUT_PRIMARY_REUSED	False	False	1.9449586364420401	1.8744405365035262e-05	7.464289993576542e-05	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00388	histamine	SLC29A4	GEO_annotated_independent_individual	33	NA	Spearman_rho	-0.08455882352941177	-0.41163692712014005	0.2700797253534772	0.6316	0.9347791855203621	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:222962	SLC29A4	-1.21651078686213	4.5885636815329e-06	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	1167747396	33	-0.1598240469208211	-0.013196480938416423	0.07526522339140934	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	NOT_SELECTED_P_GE_005	NO_NOMINAL_ASSOCIATION_SUPPORT	37	-0.033428165007112376	0.8461	0.9831929203539823	33	-0.08455882352941177	0.6316	0.9232785714285713	IDENTICAL_INPUT_PRIMARY_REUSED	False	False	-0.5689196582254397	0.016251272933164067	0.024404268445088126	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00519	hypotaurine	ADO	GEO_annotated_independent_individual	33	NA	Spearman_rho	-0.178475935828877	-0.4984915020626312	0.19532882864616083	0.3265	0.8440062992125984	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:84890	ADO	1.35836816796979	3.7774906946348e-08	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	4164340972	33	-0.27712609970674484	-0.125	0.09865016387786785	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	NOT_SELECTED_P_GE_005	NO_NOMINAL_ASSOCIATION_SUPPORT	37	-0.2529634898055951	0.1356	0.7621655172413793	32	-0.187316715542522	0.2957	0.8213701149425288	REDUCED_SAMPLE_V1_REUSED	False	False	0.5399266161325507	4.449651439261689e-05	0.0001492138753316326	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00519	hypotaurine	CSAD	GEO_annotated_independent_individual	33	NA	Spearman_rho	0.05982620320855615	-0.3157047504284436	0.4281135232848955	0.7383	0.941904873294347	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:51380	CSAD	1.35836816796979	3.7774906946348e-08	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	706188267	33	-0.020161290322580645	0.15212609970674487	0.09229989649818872	True	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	NOT_SELECTED_P_GE_005	NO_NOMINAL_ASSOCIATION_SUPPORT	37	0.11545756282598388	0.4937	0.9031204481792716	32	0.15212609970674487	0.4097	0.8572128205128206	REDUCED_SAMPLE_V1_REUSED	False	False	0.02473667832150994	0.7955707979031321	0.8213531848722151	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00519	hypotaurine	FMO1	GEO_annotated_independent_individual	33	NA	Spearman_rho	-0.28475935828877	-0.5632026109061589	0.05985762144053612	0.1083	0.8294046511627907	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:2326	FMO1	1.35836816796979	3.7774906946348e-08	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	3051577126	33	-0.3526392961876833	-0.22690615835777125	0.06787993789891328	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	NOT_SELECTED_P_GE_005	NO_NOMINAL_ASSOCIATION_SUPPORT	37	-0.29943100995732574	0.0705	0.6822376811594203	32	-0.23093841642228738	0.2074	0.8065870967741936	REDUCED_SAMPLE_V1_REUSED	False	False	-0.5245358642093603	0.0018212223211357451	0.003562566470291852	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00519	hypotaurine	FMO2	GEO_annotated_independent_individual	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	NOT_IN_CURRENT_FAMILY	NA	NEEDS_REVIEW	OUTSIDE_LOCKED_FAMILY_REACTION_SPECIFICITY_PENDING	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:2327	FMO2	1.35836816796979	3.7774906946348e-08	NA	REACTION_SPECIFICITY_PENDING	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	OUTSIDE_LOCKED_FAMILY	NOT_TESTED	NA	NA	NA	NA	NA	NA	NA	NA	NOT_EVALUABLE_OR_OUTSIDE_FAMILY	NA	NA	NA	NA	NA	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00519	hypotaurine	FMO3	GEO_annotated_independent_individual	33	NA	Spearman_rho	-0.22493315508021391	-0.5145318290167322	0.11850225063975717	0.2037	0.8362449438202246	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:2328	FMO3	1.35836816796979	3.7774906946348e-08	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	2988299891	33	-0.3192815249266862	-0.16055718475073313	0.0943483698464723	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	NOT_SELECTED_P_GE_005	NO_NOMINAL_ASSOCIATION_SUPPORT	37	-0.22238027501185395	0.182	0.7997866666666666	32	-0.16055718475073313	0.3789	0.8476	REDUCED_SAMPLE_V1_REUSED	False	False	1.1418249420933995	0.0007569203798492143	0.001679534773197759	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00519	hypotaurine	FMO4	GEO_annotated_independent_individual	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	NOT_IN_CURRENT_FAMILY	NA	NEEDS_REVIEW	OUTSIDE_LOCKED_FAMILY_REACTION_SPECIFICITY_PENDING	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:2329	FMO4	1.35836816796979	3.7774906946348e-08	NA	REACTION_SPECIFICITY_PENDING	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	OUTSIDE_LOCKED_FAMILY	NOT_TESTED	NA	NA	NA	NA	NA	NA	NA	NA	NOT_EVALUABLE_OR_OUTSIDE_FAMILY	NA	NA	NA	NA	NA	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00519	hypotaurine	FMO5	GEO_annotated_independent_individual	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	NOT_IN_CURRENT_FAMILY	NA	NEEDS_REVIEW	OUTSIDE_LOCKED_FAMILY_REACTION_SPECIFICITY_PENDING	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:2330	FMO5	1.35836816796979	3.7774906946348e-08	NA	REACTION_SPECIFICITY_PENDING	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	OUTSIDE_LOCKED_FAMILY	NOT_TESTED	NA	NA	NA	NA	NA	NA	NA	NA	NOT_EVALUABLE_OR_OUTSIDE_FAMILY	NA	NA	NA	NA	NA	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00519	hypotaurine	GAD1	GEO_annotated_independent_individual	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	NOT_IN_CURRENT_FAMILY	NA	NEEDS_REVIEW	OUTSIDE_LOCKED_FAMILY_REACTION_SPECIFICITY_PENDING	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:2571	GAD1	1.35836816796979	3.7774906946348e-08	NA	REACTION_SPECIFICITY_PENDING	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	OUTSIDE_LOCKED_FAMILY	NOT_TESTED	NA	NA	NA	NA	NA	NA	NA	NA	NOT_EVALUABLE_OR_OUTSIDE_FAMILY	NA	NA	NA	NA	NA	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00519	hypotaurine	GAD2	GEO_annotated_independent_individual	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	NOT_IN_CURRENT_FAMILY	NA	NEEDS_REVIEW	OUTSIDE_LOCKED_FAMILY_REACTION_SPECIFICITY_PENDING	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:2572	GAD2	1.35836816796979	3.7774906946348e-08	NA	REACTION_SPECIFICITY_PENDING	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	OUTSIDE_LOCKED_FAMILY	NOT_TESTED	NA	NA	NA	NA	NA	NA	NA	NA	NOT_EVALUABLE_OR_OUTSIDE_FAMILY	NA	NA	NA	NA	NA	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00519	hypotaurine	GADL1	GEO_annotated_independent_individual	33	NA	Spearman_rho	-0.1424034785058792	-0.495432303978664	0.23965655514219167	0.4303	0.916848366013072	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:339896	GADL1	1.35836816796979	3.7774906946348e-08	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	31	4000	9999	1375785768	33	-0.23501375280314066	-0.08579285203733997	0.09261027429726146	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	NOT_SELECTED_P_GE_005	NO_NOMINAL_ASSOCIATION_SUPPORT	37	-0.10553151587173602	0.5358	0.9154748717948717	32	-0.09642529951205303	0.6029	0.9141551963048498	REDUCED_SAMPLE_V1_REUSED	False	False	-0.3135646219527395	0.011461707829375235	0.018063327533220333	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00519	hypotaurine	SLC6A1	GEO_annotated_independent_individual	33	NA	Spearman_rho	0.03609927312678902	-0.3520671896066621	0.43334881619012455	0.8416	0.9691861351819758	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:6529	SLC6A1	1.35836816796979	3.7774906946348e-08	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	32	4000	9999	1182299855	33	-0.03776005881499098	0.1220786367513786	0.08597936362458958	True	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	NOT_SELECTED_P_GE_005	NO_NOMINAL_ASSOCIATION_SUPPORT	37	0.08025606083685148	0.6371	0.9353580357142858	32	0.1220786367513786	0.4961	0.897802421307506	REDUCED_SAMPLE_V1_REUSED	False	False	-0.11844145729754008	0.18908678212713148	0.2219281706018438	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00519	hypotaurine	SLC6A11	GEO_annotated_independent_individual	33	NA	Spearman_rho	-0.11398963889789859	-0.4772666213637046	0.27662293661854326	0.5289	0.9179794392523364	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:6538	SLC6A11	1.35836816796979	3.7774906946348e-08	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	31	4000	9999	3737144381	33	-0.20348304649881915	-0.05792850693119536	0.08949340760092056	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	NOT_SELECTED_P_GE_005	NO_NOMINAL_ASSOCIATION_SUPPORT	37	0.0007113218781464021	0.997	0.9973	32	-0.0652612293275492	0.7213	0.9457227722772278	REDUCED_SAMPLE_V1_REUSED	False	False	-0.6192556782750298	0.006093414421249569	0.01045254935337426	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00519	hypotaurine	SLC6A13	GEO_annotated_independent_individual	33	NA	Spearman_rho	0.07419786096256685	-0.2802854879361325	0.4237878695961363	0.6821	0.9386414634146342	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:6540	SLC6A13	1.35836816796979	3.7774906946348e-08	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	2432576627	33	-0.004032258064516129	0.1429618768328446	0.07823011902708298	True	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	NOT_SELECTED_P_GE_005	NO_NOMINAL_ASSOCIATION_SUPPORT	37	0.11119013750592698	0.5121	0.9154748717948717	32	0.14259530791788858	0.4293	0.8802	REDUCED_SAMPLE_V1_REUSED	False	False	-0.8285195320556493	0.006433188589840646	0.010868189814655031	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00519	hypotaurine	SLC6A6	GEO_annotated_independent_individual	33	NA	Spearman_rho	0.19017379679144386	-0.1946675415708132	0.5299368783126981	0.2852	0.8389832599118944	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:6533	SLC6A6	1.35836816796979	3.7774906946348e-08	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	2986204406	33	0.1279325513196481	0.2829912023460411	0.09281740555459722	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	NOT_SELECTED_P_GE_005	NO_NOMINAL_ASSOCIATION_SUPPORT	37	0.10431484115694642	0.5474	0.9154748717948717	32	0.2829912023460411	0.1219	0.7614867924528301	REDUCED_SAMPLE_V1_REUSED	False	False	2.5751064954016805	6.484785739349568e-07	1.250737929641584e-05	NOT_RUN	NOT_RUN	REVIEWED_IN_35_GENE_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH	CRC肿瘤模型基因干预报告	优先核查	有多CRC细胞株敲低/过表达、牛磺酸摄取和移植瘤相关证据	直接运输证据较实，但不是本次CAMP已验证通量	主要为存活/耐药和侧群表型，非全部条件增殖加速；机制已知	限定耐药/细胞状态背景，寻找可复用患者证据	查CAMP及外部资料是否有治疗/细胞状态信息，避免重复旧机制	E01	https://www.nature.com/articles/srep04852	NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	ABSTRACT_RECORDS_CHECKED	
