cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	human_gene_id	rna_symbol	original_effect	original_q	family_n_planned	biochemical_disposition	n_unique_metabolite	n_unique_rna	bootstrap_valid	permutations	random_seed	loo_valid	loo_min	loo_max	loo_max_abs_delta	loo_any_sign_change	n_nonzero_differences	source_run_id	source_analysis_version	source_analysis_type	selection_status	evidence_label	all37_n	all37_rho	all37_p	all37_q	availability_n	availability_rho	availability_p	availability_q	availability_reuse_status	all37_nominal_same_direction	availability_nominal_same_direction	paired_RNA_effect	paired_RNA_p	paired_RNA_q	functional_review_status	external_review_status	func35_review_status	func35_annotation_level	func35_pair_scope	func35_evidence_class	func35_research_decision	func35_functional_conclusion	func35_metabolic_link	func35_counterevidence_or_limit	func35_research_increment	func35_next_action	func35_evidence_ids	func35_source_urls	func35_depmap_status	func35_depmap_score	func35_depmap_n_models	func35_acceptance_version	func35_acceptance_review_status	func35_acceptance_supplement_cn
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00130	inosine 5'-monophosphate (IMP)	CANT1	GEO_annotated_independent_individual	33	NA	Spearman_rho	0.4715909090909091	0.13609080951343153	0.7178947741866819	0.0064	0.40624615384615387	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:124583	CANT1	-0.889251406041119	0.00103594092695614	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	3278024353	33	0.42045454545454547	0.5146627565982405	0.051136363636363646	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	SELECTED_NOMINAL_P	NOMINAL_P_ONLY_NOT_FDR	37	0.41275486012328116	0.0127	0.44336000000000003	33	0.4715909090909091	0.0064	0.5015384615384616	IDENTICAL_INPUT_PRIMARY_REUSED	True	True	-0.5910223077644012	0.0007569203798492143	0.001679534773197759	NOT_RUN	NOT_RUN	REVIEWED_IN_35_GENE_BATCH	GENE_LEVEL_LITERATURE	INITIAL39_NOMINAL_PAIR	本轮未确认适用CRC功能	保留	未确认CANT1在CRC的适用干预功能	IMP的生成/底物角色须精确核对，不能直接写成IMP降解	数据库反应注释不等同IMP特异性，其他癌种证据不代替	先把确切核苷酸反应和区室核清	查人蛋白原反应注释及底物实验；暂不据相关性定靶			NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	IMPORTED_SCOPED_SEARCH_NOT_INDEPENDENTLY_REPEATED	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00130	inosine 5'-monophosphate (IMP)	ENTPD3	GEO_annotated_independent_individual	33	NA	Spearman_rho	0.35461229946524064	-0.01328633496751867	0.6638204981180217	0.0452	0.7755368421052631	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:956	ENTPD3	-0.889251406041119	0.00103594092695614	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	4276986252	33	0.29215542521994137	0.437683284457478	0.08307098499223736	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	SELECTED_NOMINAL_P	NOMINAL_P_ONLY_NOT_FDR	37	0.27880512091038406	0.0934	0.7104083333333334	33	0.35461229946524064	0.0452	0.6698630136986301	IDENTICAL_INPUT_PRIMARY_REUSED	False	True	-1.7812391993691108	7.609322951173988e-06	3.813211276655729e-05	NOT_RUN	NOT_RUN	REVIEWED_IN_35_GENE_BATCH	GENE_LEVEL_LITERATURE	INITIAL39_NOMINAL_PAIR	本轮未确认适用CRC功能	暂挂	本轮未确认ENTPD3自身的CRC肿瘤干预	IMP候选反应角色仍需核查	CRC外泌体研究命中为ENTPD2，不是ENTPD3	首先解决基因和反应对象，而非转用同家族论文	暂停正向功能赋分；保留原名义关系	E39	https://pubmed.ncbi.nlm.nih.gov/38755598/	NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	ABSTRACT_RECORDS_CHECKED	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00130	inosine 5'-monophosphate (IMP)	GMPR	GEO_annotated_independent_individual	33	NA	Spearman_rho	0.4699197860962567	0.1575371838457255	0.6954060557736688	0.0081	0.40624615384615387	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:2766	GMPR	-0.889251406041119	0.00103594092695614	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	298200613	33	0.4303519061583578	0.5179618768328446	0.048042090736587884	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	SELECTED_NOMINAL_P	NOMINAL_P_ONLY_NOT_FDR	37	0.39995258416311047	0.0167	0.44336000000000003	33	0.4699197860962567	0.0081	0.5015384615384616	IDENTICAL_INPUT_PRIMARY_REUSED	True	True	0.8199825303853503	0.005168895224079615	0.009040499097801993	NOT_RUN	NOT_RUN	REVIEWED_IN_35_GENE_BATCH	GENE_LEVEL_LITERATURE	INITIAL39_NOMINAL_PAIR	本轮未确认适用CRC功能	保留	本轮未确认GMPR在CRC的直接功能干预	保留IMP生化联系及患者名义关联	GMPR2、GMPS或其他癌种研究不能直接替代	需要CRC适用的原始功能或独立患者支持	取得基因特异原文前保持候选，不升级治疗方向			NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	IMPORTED_SCOPED_SEARCH_NOT_INDEPENDENTLY_REPEATED	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00407	isoleucine	BCAT2	GEO_annotated_independent_individual	33	NA	Spearman_rho	-0.4050802139037433	-0.6392708148186479	-0.09100507099562752	0.0214	0.6877548387096774	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:587	BCAT2	0.567578731556765	0.0446064691375585	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	3395648335	33	-0.47250733137829914	-0.3500733137829912	0.06742711747455582	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	SELECTED_NOMINAL_P	NOMINAL_P_ONLY_NOT_FDR	37	-0.3755334281650071	0.0224	0.5216	33	-0.4050802139037433	0.0214	0.6091542857142856	IDENTICAL_INPUT_PRIMARY_REUSED	True	True	-0.37931215018359943	0.013335024942497579	0.02050834870466869	NOT_RUN	NOT_RUN	REVIEWED_IN_35_GENE_BATCH	GENE_LEVEL_LITERATURE	INITIAL39_NOMINAL_PAIR	CRC通路内线索，独立基因终点待核	优先核查	全文确认BCAT2敲低参与HCT116的BCAA利用实验及饮食分层移植瘤研究；circRNA过表达联合BCAT2敲低可减缓相应肿瘤生长，属于条件性通路内遗传证据。	Fig7E直接包含BCAT2敲低与BCAA消费，Fig7F-G包含肿瘤终点；不等于本批CAMP亮氨酸/异亮氨酸关联的患者因果证明。	正常BCAA饮食下，单独sh-BCAT2与对照的肿瘤发展未见显著差异；作用依circRNA和营养背景，不能概括为单独抑制BCAT2普遍抑瘤。图中原始数值和全部生物重复未独立重分析。	检查蛋白稳定性/BCAA背景能否解释RNA与代谢的脱节	重点比较circRNA水平及BCAA供应条件，并定位常规饮食阴性结果的适用范围；不直接提出无条件BCAT2抑制方案。	E18	https://pubmed.ncbi.nlm.nih.gov/39642324/	NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	ABSTRACT_RECORDS_CHECKED	详见BCAT2条件性补充。
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00407	isoleucine	SLC7A8	GEO_annotated_independent_individual	33	NA	Spearman_rho	0.3699866310160428	0.006346372391501472	0.6405189654456358	0.0325	0.6877548387096774	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:23428	SLC7A8	0.567578731556765	0.0446064691375585	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	1894066029	33	0.311950146627566	0.44611436950146627	0.07612773848542348	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	SELECTED_NOMINAL_P	NOMINAL_P_ONLY_NOT_FDR	37	0.3307254623044097	0.0435	0.5788163265306122	33	0.3699866310160428	0.0325	0.6091542857142856	IDENTICAL_INPUT_PRIMARY_REUSED	True	True	1.1014277328920983	0.0001267705879011814	0.00036243386028158274	NOT_RUN	NOT_RUN	REVIEWED_IN_35_GENE_BATCH	GENE_LEVEL_LITERATURE	INITIAL39_NOMINAL_PAIR	仅其他模型/生化背景	保留	可见其他癌种LAT2作用，本轮未确认CRC基因特异干预	异亮氨酸/亮氨酸相关仍不能决定净摄取和干预方向	LAT1/SLC7A5不是LAT2/SLC7A8；其他癌种不能自动迁移	先确定转运伙伴/区室及真正CRC来源	精确基因检索；不依据家族名补阳性	E35	https://pubmed.ncbi.nlm.nih.gov/30419950/	NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	ABSTRACT_RECORDS_CHECKED	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00123	leucine	SLC6A17	GEO_annotated_independent_individual	33	NA	Spearman_rho	0.5474598930481284	0.22529529744721266	0.7781520089473445	0.0007	0.326	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:388662	SLC6A17	0.50839089312706	0.0398980189569739	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	3809729556	33	0.5047653958944281	0.5975073313782991	0.05004743833017078	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	SELECTED_NOMINAL_P	NOMINAL_P_ONLY_NOT_FDR	37	0.5469416785206259	0.0006	0.1956	33	0.5474598930481284	0.0007	0.2282	IDENTICAL_INPUT_PRIMARY_REUSED	True	True	0.04672794845876016	0.5857749837558817	0.6250134994141704	NOT_RUN	NOT_RUN	REVIEWED_IN_35_GENE_BATCH	GENE_LEVEL_LITERATURE	INITIAL39_NOMINAL_PAIR	仅其他模型/生化背景	保留	有神经/异源模型底物转运依据，本轮未确认CRC肿瘤干预	亮氨酸/脯氨酸关系具有生化可能性，但区室和细胞来源关键	相关较强不等于CRC依赖；不能把囊泡转运视作癌细胞质膜摄取	先查探针特异性及非肿瘤细胞来源，不急于宣称新靶点	查公开COAD细胞定位和人蛋白运输证据	E29;E30	"https://pubmed.ncbi.nlm.nih.gov/18768736/
https://pubmed.ncbi.nlm.nih.gov/19147495/"	NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	ABSTRACT_RECORDS_CHECKED	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00123	leucine	SLC7A8	GEO_annotated_independent_individual	33	NA	Spearman_rho	0.3669786096256685	-0.00010906040268452655	0.6531964914291396	0.0379	0.7267882352941177	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:23428	SLC7A8	0.50839089312706	0.0398980189569739	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	3808069895	33	0.3086510263929619	0.43548387096774194	0.06850526134207346	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	SELECTED_NOMINAL_P	NOMINAL_P_ONLY_NOT_FDR	37	0.3933143669985775	0.0152	0.44336000000000003	33	0.3669786096256685	0.0379	0.6440487804878049	IDENTICAL_INPUT_PRIMARY_REUSED	True	True	1.1014277328920983	0.0001267705879011814	0.00036243386028158274	NOT_RUN	NOT_RUN	REVIEWED_IN_35_GENE_BATCH	GENE_LEVEL_LITERATURE	INITIAL39_NOMINAL_PAIR	仅其他模型/生化背景	保留	可见其他癌种LAT2作用，本轮未确认CRC基因特异干预	异亮氨酸/亮氨酸相关仍不能决定净摄取和干预方向	LAT1/SLC7A5不是LAT2/SLC7A8；其他癌种不能自动迁移	先确定转运伙伴/区室及真正CRC来源	精确基因检索；不依据家族名补阳性	E35	https://pubmed.ncbi.nlm.nih.gov/30419950/	NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	ABSTRACT_RECORDS_CHECKED	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00148	proline	SLC6A17	GEO_annotated_independent_individual	33	NA	Spearman_rho	0.3940508021390374	0.07939911565448175	0.6430519676861695	0.0255	0.6877548387096774	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:388662	SLC6A17	1.83185674666479	3.7774906946348e-08	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	2488872258	33	0.3453079178885631	0.4838709677419355	0.08982016560289807	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	SELECTED_NOMINAL_P	NOMINAL_P_ONLY_NOT_FDR	37	0.3589378852536747	0.0292	0.5439542857142857	33	0.3940508021390374	0.0255	0.6091542857142856	IDENTICAL_INPUT_PRIMARY_REUSED	True	True	0.04672794845876016	0.5857749837558817	0.6250134994141704	NOT_RUN	NOT_RUN	REVIEWED_IN_35_GENE_BATCH	GENE_LEVEL_LITERATURE	INITIAL39_NOMINAL_PAIR	仅其他模型/生化背景	保留	有神经/异源模型底物转运依据，本轮未确认CRC肿瘤干预	亮氨酸/脯氨酸关系具有生化可能性，但区室和细胞来源关键	相关较强不等于CRC依赖；不能把囊泡转运视作癌细胞质膜摄取	先查探针特异性及非肿瘤细胞来源，不急于宣称新靶点	查公开COAD细胞定位和人蛋白运输证据	E29;E30	"https://pubmed.ncbi.nlm.nih.gov/18768736/
https://pubmed.ncbi.nlm.nih.gov/19147495/"	NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	ABSTRACT_RECORDS_CHECKED	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00245	taurine	SLC6A6	GEO_annotated_independent_individual	33	NA	Spearman_rho	0.356951871657754	-0.002681122745337129	0.6435703338906757	0.0405	0.7335	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:6533	SLC6A6	1.76824722222295	3.7774906946348e-08	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	1486664831	33	0.29472140762463345	0.40579178885630496	0.06223046403312055	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	SELECTED_NOMINAL_P	NOMINAL_P_ONLY_NOT_FDR	37	0.3363167571553141	0.0428	0.5788163265306122	33	0.356951871657754	0.0405	0.6440487804878049	IDENTICAL_INPUT_PRIMARY_REUSED	True	True	2.5751064954016805	6.484785739349568e-07	1.250737929641584e-05	NOT_RUN	NOT_RUN	REVIEWED_IN_35_GENE_BATCH	GENE_LEVEL_LITERATURE	INITIAL39_NOMINAL_PAIR	CRC肿瘤模型基因干预报告	优先核查	有多CRC细胞株敲低/过表达、牛磺酸摄取和移植瘤相关证据	直接运输证据较实，但不是本次CAMP已验证通量	主要为存活/耐药和侧群表型，非全部条件增殖加速；机制已知	限定耐药/细胞状态背景，寻找可复用患者证据	查CAMP及外部资料是否有治疗/细胞状态信息，避免重复旧机制	E01	https://www.nature.com/articles/srep04852	NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	ABSTRACT_RECORDS_CHECKED	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00299	uridine	SLC29A1	GEO_annotated_independent_individual	33	NA	Spearman_rho	-0.42112299465240643	-0.6565615122109665	-0.1118169924658414	0.015	0.6877548387096774	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:2030	SLC29A1	-0.928810287622812	0.00111232647907128	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	2497932510	33	-0.4736070381231672	-0.37719941348973607	0.052484043470760744	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	SELECTED_NOMINAL_P	NOMINAL_P_ONLY_NOT_FDR	37	-0.3757705073494547	0.0197	0.4757185185185185	33	-0.42112299465240643	0.015	0.6091542857142856	IDENTICAL_INPUT_PRIMARY_REUSED	True	True	2.0381144612358213	2.2893965847772327e-06	1.7913524154572735e-05	NOT_RUN	NOT_RUN	REVIEWED_IN_35_GENE_BATCH	GENE_LEVEL_LITERATURE	INITIAL39_NOMINAL_PAIR	CRC运输/药物摄取干预	保留	HCT116有ENT1敲低降低尿苷与地西他滨摄取的直接证据	运输关系较具体，但不等于一般抗肿瘤依赖	抑制转运可能降低特定药物疗效，不宜直接建议抑制	优先药物摄取/反应问题，而不是通用生长靶点	将未治疗表型、药物摄取和药物作用分列	E22	https://www.jstage.jst.go.jp/article/bpb/38/8/38_b14-00622/_html/-char/ja	NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	ABSTRACT_RECORDS_CHECKED	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00299	uridine	UCKL1	GEO_annotated_independent_individual	33	NA	Spearman_rho	-0.490975935828877	-0.7063900354983729	-0.15967162292913123	0.0041	0.40624615384615387	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:54963	UCKL1	-0.928810287622812	0.00111232647907128	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	704500058	33	-0.530791788856305	-0.44171554252199413	0.049260393306882866	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	SELECTED_NOMINAL_P	NOMINAL_P_ONLY_NOT_FDR	37	-0.47083926031294454	0.003	0.44336000000000003	33	-0.490975935828877	0.0041	0.44553333333333334	IDENTICAL_INPUT_PRIMARY_REUSED	True	True	0.5499637950150387	0.00013630346981365857	0.00038720603526682626	NOT_RUN	NOT_RUN	REVIEWED_IN_35_GENE_BATCH	GENE_LEVEL_LITERATURE	INITIAL39_NOMINAL_PAIR	CRC肿瘤模型基因干预报告	优先核查	CRC RNA干扰、救援及体内研究支持铁死亡防御	所报道作用明确不依赖UMP/CMP合成；RNA—尿苷联系不能直接解释它	不能把非经典NRF2/SLC7A11功能改写成尿苷消耗机制	把催化与非催化功能区分开，寻找能检验两种解释的公开数据	优先核读代谢组及救援结果，保留反证而非只摘抑瘤结论	E04	https://pubmed.ncbi.nlm.nih.gov/37343364/	NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	ABSTRACT_RECORDS_CHECKED	核对到RKO代谢测量、HCT116的UMP/CMP补充未救援以及DLD1尿苷结合区域缺失突变实验，支持该报道铁死亡表型的非经典机制；不能据此证明尿苷消耗介导。
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00299	uridine	UPP2	GEO_annotated_independent_individual	33	NA	Spearman_rho	0.3822816668428726	0.024888997534031277	0.6700832051375557	0.03	0.6877548387096774	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:151531	UPP2	-0.928810287622812	0.00111232647907128	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	30	4000	9999	1678770958	33	0.3224860329110459	0.43267028861288703	0.05979563393182674	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	SELECTED_NOMINAL_P	NOMINAL_P_ONLY_NOT_FDR	37	0.4066872298363697	0.0113	0.44336000000000003	33	0.3822816668428726	0.03	0.6091542857142856	IDENTICAL_INPUT_PRIMARY_REUSED	True	True	-0.3329832833963602	0.013335024942497579	0.02050834870466869	NOT_RUN	NOT_RUN	REVIEWED_IN_35_GENE_BATCH	GENE_LEVEL_LITERATURE	INITIAL39_NOMINAL_PAIR	仅其他模型/生化背景	保留	有人UPP2生化结构依据，未确认本轮适用CRC肿瘤干预	尿苷磷酸解关系可保留，但患者相关方向不是净通量	UPP1不是UPP2；不得把UPP1肿瘤论文转记	先找UPP2特异模型与底物测量	没有适用原文前保留背景，不升级靶点	E37	https://pubmed.ncbi.nlm.nih.gov/21855639/	NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	ABSTRACT_RECORDS_CHECKED	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00015	uridine 5'-diphosphate (UDP)	B4GALT2	GEO_annotated_independent_individual	33	NA	Spearman_rho	0.4699197860962567	0.12686824569636224	0.7321637839736884	0.0063	0.40624615384615387	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:8704	B4GALT2	0.400708300009171	0.0458478582879108	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	1678226410	33	0.4222873900293255	0.5278592375366569	0.05793945144040019	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	SELECTED_NOMINAL_P	NOMINAL_P_ONLY_NOT_FDR	37	0.36936936936936937	0.0264	0.5311882352941176	32	0.4285190615835777	0.0167	0.6091542857142856	REDUCED_SAMPLE_V1_REUSED	True	True	0.8601027120883007	1.5954458124186302e-05	6.90843526542436e-05	NOT_RUN	NOT_RUN	REVIEWED_IN_35_GENE_BATCH	GENE_LEVEL_LITERATURE	INITIAL39_NOMINAL_PAIR	CRC生化改变，所测迁移未改变	暂挂	CRC相关A146V有酶活/修饰变化，但该研究SW480迁移未改变	UDP属于反应相关产物，不是该基因专属通量指标	不能把同文B3GNT2/ST6GALNAC2的迁移表型归给B4GALT2	有意义的问题是突变与糖型背景，不是再宣称普通表达抑瘤	暂挂通用治疗方向；保留突变/糖基化生化证据	E23	https://www.nature.com/articles/srep23642	NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	ABSTRACT_RECORDS_CHECKED	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00015	uridine 5'-diphosphate (UDP)	NME6	GEO_annotated_independent_individual	33	NA	Spearman_rho	0.5635026737967914	0.25049502280403346	0.7767391999170233	0.001	0.326	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:10201	NME6	0.400708300009171	0.0458478582879108	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	1244171513	33	0.5260263929618768	0.6206011730205279	0.05709849922373644	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	SELECTED_NOMINAL_P	NOMINAL_P_ONLY_NOT_FDR	37	0.5241820768136558	0.0015	0.326	32	0.5271260997067448	0.0028	0.36512	REDUCED_SAMPLE_V1_REUSED	True	True	0.0898933214346993	0.14045577106998597	0.17022628776416776	NOT_RUN	NOT_RUN	REVIEWED_IN_35_GENE_BATCH	GENE_LEVEL_LITERATURE	INITIAL39_NOMINAL_PAIR	仅其他模型/生化背景	保留	有NME6–RCC1L/线粒体核苷酸机制，未确认适用CRC肿瘤功能	2023伴侣依赖活性修正了单体无活性的简单理解	K562及乳腺癌证据不是COAD功能；组织UDP不是线粒体UDP池	先明确区室和RCC1L背景；不按较小P值排成靶点	核查蛋白伙伴/线粒体表达与真实CRC证据	E25;E26;E27;E28	"https://pubmed.ncbi.nlm.nih.gov/34789336/
https://pubmed.ncbi.nlm.nih.gov/37770567/
https://pubmed.ncbi.nlm.nih.gov/37439264/
https://pubmed.ncbi.nlm.nih.gov/39273527/"	NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	ABSTRACT_RECORDS_CHECKED	
