cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	human_gene_id	pool	relation_types	identity_review_status	identity_note	compound_hypotheses	source_urls	exact_human_support_count	eligible_direct_support_count	experimental_annotation	original_camp_effect	original_camp_q	paired_metabolite_P	paired_metabolite_q	paired_up	paired_down	paired_equal	both_observed_pairs	previous_catalog_relation	previous_catalog_disposition	legacy_patient_status	legacy_patient_n	legacy_patient_rho	legacy_patient_P	legacy_patient_q	current_patient_status	current_patient_P	current_patient_q	reuse_requirement	legacy_RNA_status	legacy_RNA_effect	legacy_RNA_P	legacy_RNA_q	prior_35gene_scRNA_panel	prior_39relation	coad_functional_proof	relation_id	CAMP_effect	CAMP_ci_lower	CAMP_ci_upper	CAMP_p_value	CAMP_q_value	CAMP_n	CAMP_status	CAMP_reason	CAMP_input_sha256	CAMP_reused_from	CAMP_available_effect	CAMP_available_ci_lower	CAMP_available_ci_upper	CAMP_available_p_value	CAMP_available_q_value	CAMP_available_n	CAMP_available_status	CAMP_available_reason	CAMP_available_input_sha256	CAMP_available_reused_from	metabolite_paired_effect	metabolite_paired_p_value	metabolite_paired_q_value	metabolite_paired_n	metabolite_paired_status	metabolite_paired_pairs_higher	metabolite_paired_pairs_lower	metabolite_paired_pairs_equal	metabolite_available_effect	metabolite_available_p_value	metabolite_available_q_value	metabolite_available_n	metabolite_available_status	metabolite_available_pairs_higher	metabolite_available_pairs_lower	metabolite_available_pairs_equal	RNA_effect	RNA_ci_lower	RNA_ci_upper	RNA_p_value	RNA_q_value	RNA_n	RNA_status	RNA_reason	RNA_n_up	RNA_n_down	RNA_n_equal	Lee_display_top	Lee_status_x	Lee_reason	Lee_bootstrap_top_frequency	Lee_top_runner_gap	Lee_max_detection	Uhlitz_display_top	Uhlitz_status_x	Uhlitz_reason	Uhlitz_bootstrap_top_frequency	Uhlitz_top_runner_gap	Uhlitz_max_detection	Lee_shared_top	Uhlitz_shared_top	Lee_status_y	Uhlitz_status_y	Lee_top_frequency	Uhlitz_top_frequency
COAD	CAMP_COAD	02_MAPPING	20260922T053000Z_paired101_mapping_v1	paired101_direct_mapping_v1	scoped_direct_annotation_mapping	KEGG:C00064	glutamine	SLC6A15	metabolite_feature_x_human_gene	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	EXACT_HUMAN_REACTION_TARGET_ANNOTATION	KEGG;reviewed_human_UniProt;Rhea	hsa:55117	DIRECT	DIRECT_TRANSPORT	ORIGINAL_KEGG_NAME_COMPATIBLE	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。	"[""C00064""]"	"[""https://www.uniprot.org/uniprotkb/Q9H2J7/entry""]"	1	1	True	-1.18517818312271	1.53194804029879e-05	2.976463631587499e-06	3.380412267302945e-05	4	29	0	33	True	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	DONE	33	-0.04663212500368579	0.7998	0.9654661737523107	NOT_RUN	NA	NA	CHECK_INPUT_HASHES_BEFORE_REUSE;NEW_FAMILY_Q_REQUIRED	DONE	-0.4163343038973002	0.0036899076685468993	0.006582795280687668	False	False	NOT_ESTABLISHED_BY_MAPPING	COAD|glutamine|KEGG:C00064|hsa:55117	-0.04663212500368579	-0.4086573918873617	0.32576085658484494	0.7998	0.9756663865546217	33	DONE	REUSED_AFTER_SOURCE_HASH_AND_VECTOR_CHECK	4bf2672c7da0222eefaf88ccccb3eb41a3bb7e9b19c3460a48c7ac71e9d6eeb5	patient_v1	-0.04663212500368579	-0.4086573918873617	0.32576085658484494	0.7998	0.9848006180469715	33	DONE	REUSED_AFTER_SOURCE_HASH_AND_VECTOR_CHECK	4bf2672c7da0222eefaf88ccccb3eb41a3bb7e9b19c3460a48c7ac71e9d6eeb5	availability_reuse_v2	-0.7879012522226009	2.976463631587499e-06	3.380412267302945e-05	33	DONE	4	29	0	-0.7879012522226009	2.976463631587499e-06	3.943814311853436e-05	33	DONE	4	29	0	-0.44438951575589725	-0.7562599633084113	-0.13251906820338316	0.006652105429673361	0.011269191764084805	33	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	11.0	22.0	0.0	暂不可定位	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	0.19999999999999718	0.0	0.0	暂不可定位	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	NA	NA	NA	暂不可定位	暂不可定位	NOT_EVALUABLE	NOT_EVALUABLE	0.19999999999999718	NA
COAD	CAMP_COAD	02_MAPPING	20260922T053000Z_paired101_mapping_v1	paired101_direct_mapping_v1	scoped_direct_annotation_mapping	KEGG:C00064	glutamine	NADSYN1	metabolite_feature_x_human_gene	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	EXACT_HUMAN_REACTION_TARGET_ANNOTATION	KEGG;reviewed_human_UniProt;Rhea	hsa:55191	DIRECT	DIRECT_SUBSTRATE_OR_PRODUCT	ORIGINAL_KEGG_NAME_COMPATIBLE	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。	"[""C00064""]"	"[""https://www.kegg.jp/entry/R00257"", ""https://www.uniprot.org/uniprotkb/Q6IA69/entry""]"	1	1	True	-1.18517818312271	1.53194804029879e-05	2.976463631587499e-06	3.380412267302945e-05	4	29	0	33	True	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	DONE	33	-0.012366310160427808	0.946	0.9852675159235668	NOT_RUN	NA	NA	CHECK_INPUT_HASHES_BEFORE_REUSE;NEW_FAMILY_Q_REQUIRED	DONE	-0.4421705620263996	0.0006645017384850796	0.0015120804865527832	False	False	NOT_ESTABLISHED_BY_MAPPING	COAD|glutamine|KEGG:C00064|hsa:55191	-0.012366310160427808	-0.37553661214125716	0.34384476753895304	0.946	0.9889200000000001	33	DONE	REUSED_AFTER_SOURCE_HASH_AND_VECTOR_CHECK	005f2a66b723260ada20ebd53422f33e7e79971c33493ad98d1dbbc03526360b	patient_v1	-0.012366310160427808	-0.37553661214125716	0.34384476753895304	0.946	0.9927758539458187	33	DONE	REUSED_AFTER_SOURCE_HASH_AND_VECTOR_CHECK	005f2a66b723260ada20ebd53422f33e7e79971c33493ad98d1dbbc03526360b	availability_reuse_v2	-0.7879012522226009	2.976463631587499e-06	3.380412267302945e-05	33	DONE	4	29	0	-0.7879012522226009	2.976463631587499e-06	3.943814311853436e-05	33	DONE	4	29	0	-0.4498522212914697	-0.6619674879616863	-0.2377369546212531	0.0001414507514162241	0.00036062939098690795	33	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	8.0	25.0	0.0	Epithelial cells	DONE	DESCRIPTIVE_ONLY	0.997	0.03365538162161591	0.2904788859201364	Epithelial	DONE	DESCRIPTIVE_ONLY	1.0	0.0960771239964172	0.154388263350434	Epithelial	Epithelial	DONE	DONE	0.997	1.0
COAD	CAMP_COAD	02_MAPPING	20260922T053000Z_paired101_mapping_v1	paired101_direct_mapping_v1	scoped_direct_annotation_mapping	KEGG:C00064	glutamine	SLC38A7	metabolite_feature_x_human_gene	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	EXACT_HUMAN_REACTION_TARGET_ANNOTATION	KEGG;reviewed_human_UniProt;Rhea	hsa:55238	DIRECT	DIRECT_TRANSPORT	ORIGINAL_KEGG_NAME_COMPATIBLE	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。	"[""C00064""]"	"[""https://www.uniprot.org/uniprotkb/Q9NVC3/entry""]"	1	1	True	-1.18517818312271	1.53194804029879e-05	2.976463631587499e-06	3.380412267302945e-05	4	29	0	33	True	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	DONE	33	-0.11931818181818182	0.5073	0.9179794392523364	NOT_RUN	NA	NA	CHECK_INPUT_HASHES_BEFORE_REUSE;NEW_FAMILY_Q_REQUIRED	DONE	0.1194889615345005	0.12220912270442319	0.15098412389521534	False	False	NOT_ESTABLISHED_BY_MAPPING	COAD|glutamine|KEGG:C00064|hsa:55238	-0.11931818181818182	-0.4875267302377277	0.279868032393458	0.5073	0.9159204545454547	33	DONE	REUSED_AFTER_SOURCE_HASH_AND_VECTOR_CHECK	0491072e825f8402186e4f660d7a6a7318e4d4105decbe6b49e183dd93bc370e	patient_v1	-0.11931818181818182	-0.4875267302377277	0.279868032393458	0.5073	0.9168931354359926	33	DONE	REUSED_AFTER_SOURCE_HASH_AND_VECTOR_CHECK	0491072e825f8402186e4f660d7a6a7318e4d4105decbe6b49e183dd93bc370e	availability_reuse_v2	-0.7879012522226009	2.976463631587499e-06	3.380412267302945e-05	33	DONE	4	29	0	-0.7879012522226009	2.976463631587499e-06	3.943814311853436e-05	33	DONE	4	29	0	0.2109164792481697	-0.019219574486920604	0.44105253298325997	0.07111221143407981	0.09438863115605954	33	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	21.0	12.0	0.0	Myeloids	DONE	DESCRIPTIVE_ONLY	0.811	0.005114131965984446	0.06366864236266215	Monocyte	DONE	DESCRIPTIVE_ONLY	0.853	0.02328309940717954	0.12721382938444062	Myeloid	Myeloid	DONE	DONE	0.807	0.997
COAD	CAMP_COAD	02_MAPPING	20260922T053000Z_paired101_mapping_v1	paired101_direct_mapping_v1	scoped_direct_annotation_mapping	KEGG:C00064	glutamine	QRSL1	metabolite_feature_x_human_gene	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	EXACT_HUMAN_REACTION_TARGET_ANNOTATION	KEGG;reviewed_human_UniProt;Rhea	hsa:55278	DIRECT	DIRECT_SUBSTRATE_OR_PRODUCT	ORIGINAL_KEGG_NAME_COMPATIBLE	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。	"[""C00064""]"	"[""https://www.kegg.jp/entry/R03905"", ""https://www.kegg.jp/entry/R04212"", ""https://www.uniprot.org/uniprotkb/Q9H0R6/entry""]"	1	1	False	-1.18517818312271	1.53194804029879e-05	2.976463631587499e-06	3.380412267302945e-05	4	29	0	33	True	REACTION_SPECIFICITY_PENDING	NEEDS_REVIEW	NA	NA	NA	NA	NOT_RUN	NA	NA	CHECK_INPUT_HASHES_BEFORE_REUSE;NEW_FAMILY_Q_REQUIRED	NOT_RUN	NA	NA	NA	False	False	NOT_ESTABLISHED_BY_MAPPING	COAD|glutamine|KEGG:C00064|hsa:55278	0.0912433155080214	-0.261519711796029	0.43445112551215853	0.614	0.9221824742268041	33	DONE	COMPUTED	7d2ca5013c1bb22d325799fe9dce5d562f19af3016dcf8b8011621483cedd50e	NA	0.0912433155080214	-0.261519711796029	0.43445112551215853	0.614	0.925963103448276	33	DONE	IDENTICAL_INPUT_REUSED	7d2ca5013c1bb22d325799fe9dce5d562f19af3016dcf8b8011621483cedd50e	current_primary	-0.7879012522226009	2.976463631587499e-06	3.380412267302945e-05	33	DONE	4	29	0	-0.7879012522226009	2.976463631587499e-06	3.943814311853436e-05	33	DONE	4	29	0	0.10580571190762665	-0.1250410705644368	0.33665249437969014	0.3575004475249737	0.40375598788456457	33	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	21.0	12.0	0.0	Epithelial cells	DONE	DESCRIPTIVE_ONLY	0.98	0.025284123473410386	0.23073842532693095	Bcells	DONE	DESCRIPTIVE_ONLY	1.0	0.11499453183688511	0.1455648180807325	Epithelial	Epithelial	DONE	DONE	0.974	0.903
COAD	CAMP_COAD	02_MAPPING	20260922T053000Z_paired101_mapping_v1	paired101_direct_mapping_v1	scoped_direct_annotation_mapping	KEGG:C00064	glutamine	CTPS2	metabolite_feature_x_human_gene	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	EXACT_HUMAN_REACTION_TARGET_ANNOTATION	KEGG;reviewed_human_UniProt;Rhea	hsa:56474	DIRECT	DIRECT_SUBSTRATE_OR_PRODUCT	ORIGINAL_KEGG_NAME_COMPATIBLE	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。	"[""C00064""]"	"[""https://www.kegg.jp/entry/R00573"", ""https://www.uniprot.org/uniprotkb/Q9NRF8/entry""]"	1	1	True	-1.18517818312271	1.53194804029879e-05	2.976463631587499e-06	3.380412267302945e-05	4	29	0	33	True	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	DONE	33	-0.10394385026737968	0.56	0.9179794392523364	NOT_RUN	NA	NA	CHECK_INPUT_HASHES_BEFORE_REUSE;NEW_FAMILY_Q_REQUIRED	DONE	0.8363665991366993	7.794057604895474e-07	1.250737929641584e-05	False	False	NOT_ESTABLISHED_BY_MAPPING	COAD|glutamine|KEGG:C00064|hsa:56474	-0.10394385026737968	-0.41679238345109965	0.23216664307452758	0.56	0.9159204545454547	33	DONE	REUSED_AFTER_SOURCE_HASH_AND_VECTOR_CHECK	bfdecb174b1f90e6b07513aaffa9dd6f398c45d75e32721b631399dc46f23029	patient_v1	-0.10394385026737968	-0.41679238345109965	0.23216664307452758	0.56	0.9168931354359926	33	DONE	REUSED_AFTER_SOURCE_HASH_AND_VECTOR_CHECK	bfdecb174b1f90e6b07513aaffa9dd6f398c45d75e32721b631399dc46f23029	availability_reuse_v2	-0.7879012522226009	2.976463631587499e-06	3.380412267302945e-05	33	DONE	4	29	0	-0.7879012522226009	2.976463631587499e-06	3.943814311853436e-05	33	DONE	4	29	0	0.7965006658219423	0.622862854914803	0.9701384767290817	1.1617048789647371e-10	1.640662290828754e-09	33	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	31.0	2.0	0.0	Epithelial cells	DONE	DESCRIPTIVE_ONLY	1.0	0.04039027466495146	0.16590796859655607	Epithelial	DONE	DESCRIPTIVE_ONLY	0.852	0.03052490435907919	0.10443700290382824	Epithelial	Epithelial	DONE	DONE	1.0	0.996
COAD	CAMP_COAD	02_MAPPING	20260922T053000Z_paired101_mapping_v1	paired101_direct_mapping_v1	scoped_direct_annotation_mapping	KEGG:C00064	glutamine	QARS1	metabolite_feature_x_human_gene	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	EXACT_HUMAN_REACTION_TARGET_ANNOTATION	KEGG;reviewed_human_UniProt;Rhea	hsa:5859	DIRECT	DIRECT_SUBSTRATE_OR_PRODUCT	ORIGINAL_KEGG_NAME_COMPATIBLE	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。	"[""C00064""]"	"[""https://www.kegg.jp/entry/R03652"", ""https://www.uniprot.org/uniprotkb/P47897/entry""]"	1	1	True	-1.18517818312271	1.53194804029879e-05	2.976463631587499e-06	3.380412267302945e-05	4	29	0	33	True	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	DONE	33	0.05213903743315508	0.7689	0.9578427480916031	NOT_RUN	NA	NA	CHECK_INPUT_HASHES_BEFORE_REUSE;NEW_FAMILY_Q_REQUIRED	DONE	0.06285983110029925	0.14045577106998597	0.17022628776416776	False	False	NOT_ESTABLISHED_BY_MAPPING	COAD|glutamine|KEGG:C00064|hsa:5859	0.05213903743315508	-0.30364112761942835	0.40668350978437384	0.7689	0.9689245664739885	33	DONE	REUSED_AFTER_SOURCE_HASH_AND_VECTOR_CHECK	5036c3579fb302bfbcd42824b976b934500b2ad1086758128ce1e09ec213ea5f	patient_v1	0.05213903743315508	-0.30364112761942835	0.40668350978437384	0.7689	0.9790386913229018	33	DONE	REUSED_AFTER_SOURCE_HASH_AND_VECTOR_CHECK	5036c3579fb302bfbcd42824b976b934500b2ad1086758128ce1e09ec213ea5f	availability_reuse_v2	-0.7879012522226009	2.976463631587499e-06	3.380412267302945e-05	33	DONE	4	29	0	-0.7879012522226009	2.976463631587499e-06	3.943814311853436e-05	33	DONE	4	29	0	0.09859662623639094	-0.029909983646628627	0.22710323611941052	0.12792786078651602	0.16108275869206784	33	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	22.0	11.0	0.0	暂不可定位	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	NA	NA	NA	暂不可定位	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	NA	NA	NA	暂不可定位	暂不可定位	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA
COAD	CAMP_COAD	02_MAPPING	20260922T053000Z_paired101_mapping_v1	paired101_direct_mapping_v1	scoped_direct_annotation_mapping	KEGG:C00064	glutamine	SLC1A5	metabolite_feature_x_human_gene	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	EXACT_HUMAN_REACTION_TARGET_ANNOTATION	KEGG;reviewed_human_UniProt;Rhea	hsa:6510	DIRECT	DIRECT_TRANSPORT	ORIGINAL_KEGG_NAME_COMPATIBLE	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。	"[""C00064""]"	"[""https://www.uniprot.org/uniprotkb/Q15758/entry""]"	12	12	True	-1.18517818312271	1.53194804029879e-05	2.976463631587499e-06	3.380412267302945e-05	4	29	0	33	True	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	DONE	33	-0.061831550802139035	0.7317	0.941904873294347	NOT_RUN	NA	NA	CHECK_INPUT_HASHES_BEFORE_REUSE;NEW_FAMILY_Q_REQUIRED	DONE	1.0897259315561012	9.766128730249252e-06	4.6835413050442646e-05	False	False	NOT_ESTABLISHED_BY_MAPPING	COAD|glutamine|KEGG:C00064|hsa:6510	-0.061831550802139035	-0.4110524703794203	0.3171606955834138	0.7317	0.9530299999999999	33	DONE	REUSED_AFTER_SOURCE_HASH_AND_VECTOR_CHECK	cb96a0dd6706f920803ac74313b7aefff4f5d4b63dab12fd907b9a528cf96fcb	patient_v1	-0.061831550802139035	-0.4110524703794203	0.3171606955834138	0.7317	0.9645469788519637	33	DONE	REUSED_AFTER_SOURCE_HASH_AND_VECTOR_CHECK	cb96a0dd6706f920803ac74313b7aefff4f5d4b63dab12fd907b9a528cf96fcb	availability_reuse_v2	-0.7879012522226009	2.976463631587499e-06	3.380412267302945e-05	33	DONE	4	29	0	-0.7879012522226009	2.976463631587499e-06	3.943814311853436e-05	33	DONE	4	29	0	0.9871187462972814	0.6482481468115204	1.3259893457830423	1.3158663872212633e-06	5.0572476822309745e-06	33	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	28.0	5.0	0.0	Epithelial cells	DONE	DESCRIPTIVE_ONLY	1.0	0.20741238633114858	0.566032544029455	Epithelial	DONE	DESCRIPTIVE_ONLY	0.624	0.022204907276603236	0.34676010872424373	Epithelial	Epithelial	DONE	DONE	1.0	1.0
COAD	CAMP_COAD	02_MAPPING	20260922T053000Z_paired101_mapping_v1	paired101_direct_mapping_v1	scoped_direct_annotation_mapping	KEGG:C00064	glutamine	CAD	metabolite_feature_x_human_gene	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	EXACT_HUMAN_REACTION_TARGET_ANNOTATION	KEGG;reviewed_human_UniProt;Rhea	hsa:790	DIRECT	DIRECT_SUBSTRATE_OR_PRODUCT	ORIGINAL_KEGG_NAME_COMPATIBLE	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。	"[""C00064""]"	"[""https://www.kegg.jp/entry/R00256"", ""https://www.kegg.jp/entry/R00575"", ""https://www.uniprot.org/uniprotkb/P27708/entry""]"	2	2	True	-1.18517818312271	1.53194804029879e-05	2.976463631587499e-06	3.380412267302945e-05	4	29	0	33	True	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	DONE	33	0.19786096256684493	0.2606	0.8389832599118944	NOT_RUN	NA	NA	CHECK_INPUT_HASHES_BEFORE_REUSE;NEW_FAMILY_Q_REQUIRED	DONE	1.6957264114948707	5.388790737562247e-07	1.250737929641584e-05	False	False	NOT_ESTABLISHED_BY_MAPPING	COAD|glutamine|KEGG:C00064|hsa:790	0.19786096256684493	-0.11510201808687891	0.4726705385277589	0.2606	0.8524618243243243	33	DONE	REUSED_AFTER_SOURCE_HASH_AND_VECTOR_CHECK	fddbb2d1c22b4770f1eb2255c490657387ff743b32099b775cd1814c08fe6154	patient_v1	0.19786096256684493	-0.11510201808687891	0.4726705385277589	0.2606	0.8284036496350364	33	DONE	REUSED_AFTER_SOURCE_HASH_AND_VECTOR_CHECK	fddbb2d1c22b4770f1eb2255c490657387ff743b32099b775cd1814c08fe6154	availability_reuse_v2	-0.7879012522226009	2.976463631587499e-06	3.380412267302945e-05	33	DONE	4	29	0	-0.7879012522226009	2.976463631587499e-06	3.943814311853436e-05	33	DONE	4	29	0	1.67477339430591	1.4262282045908132	1.9233185840210067	5.8784547152275965e-15	2.0393545792236828e-12	33	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	33.0	0.0	0.0	Epithelial cells	DONE	DESCRIPTIVE_ONLY	0.891	0.006256652133878986	0.128734613349006	Epithelial	DONE	DESCRIPTIVE_ONLY	0.903	0.021399289058925366	0.10638237628694967	Epithelial	Epithelial	DONE	DONE	0.904	0.701
COAD	CAMP_COAD	02_MAPPING	20260922T053000Z_paired101_mapping_v1	paired101_direct_mapping_v1	scoped_direct_annotation_mapping	KEGG:C00064	glutamine	SLC7A5	metabolite_feature_x_human_gene	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	EXACT_HUMAN_REACTION_TARGET_ANNOTATION	KEGG;reviewed_human_UniProt;Rhea	hsa:8140	DIRECT	DIRECT_TRANSPORT	ORIGINAL_KEGG_NAME_COMPATIBLE	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。	"[""C00064""]"	"[""https://www.uniprot.org/uniprotkb/Q01650/entry""]"	2	2	True	-1.18517818312271	1.53194804029879e-05	2.976463631587499e-06	3.380412267302945e-05	4	29	0	33	True	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	DONE	33	-0.06417112299465241	0.7191	0.9414722891566264	NOT_RUN	NA	NA	CHECK_INPUT_HASHES_BEFORE_REUSE;NEW_FAMILY_Q_REQUIRED	DONE	3.9251675805303607	9.356113413968229e-07	1.250737929641584e-05	False	False	NOT_ESTABLISHED_BY_MAPPING	COAD|glutamine|KEGG:C00064|hsa:8140	-0.06417112299465241	-0.4074987772340008	0.3093048785812062	0.7191	0.9518785714285715	33	DONE	REUSED_AFTER_SOURCE_HASH_AND_VECTOR_CHECK	050a53f797c820fe1a194d3a1eb6811fc983eea4ae25648c06f6bcdda8154ca0	patient_v1	-0.06417112299465241	-0.4074987772340008	0.3093048785812062	0.7191	0.9645469788519637	33	DONE	REUSED_AFTER_SOURCE_HASH_AND_VECTOR_CHECK	050a53f797c820fe1a194d3a1eb6811fc983eea4ae25648c06f6bcdda8154ca0	availability_reuse_v2	-0.7879012522226009	2.976463631587499e-06	3.380412267302945e-05	33	DONE	4	29	0	-0.7879012522226009	2.976463631587499e-06	3.943814311853436e-05	33	DONE	4	29	0	3.6914888644255046	2.9578096925598167	4.4251680362911925	1.238442651224657e-11	3.037133168479516e-10	33	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	30.0	3.0	0.0	Myeloids	DONE	DESCRIPTIVE_ONLY	0.601	0.00788435202194715	0.35836883489796667	Monocyte	DONE	DESCRIPTIVE_ONLY	0.99	0.0944480053001911	0.37508630117836805	Myeloid	Myeloid	DONE	DONE	0.621	0.995
COAD	CAMP_COAD	02_MAPPING	20260922T053000Z_paired101_mapping_v1	paired101_direct_mapping_v1	scoped_direct_annotation_mapping	KEGG:C00064	glutamine	SLC38A1	metabolite_feature_x_human_gene	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	EXACT_HUMAN_REACTION_TARGET_ANNOTATION	KEGG;reviewed_human_UniProt;Rhea	hsa:81539	DIRECT	DIRECT_TRANSPORT	ORIGINAL_KEGG_NAME_COMPATIBLE	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。	"[""C00064""]"	"[""https://www.uniprot.org/uniprotkb/Q9H2H9/entry""]"	1	1	False	-1.18517818312271	1.53194804029879e-05	2.976463631587499e-06	3.380412267302945e-05	4	29	0	33	True	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	DONE	33	-0.0030080213903743314	0.9884	0.9994314814814814	NOT_RUN	NA	NA	CHECK_INPUT_HASHES_BEFORE_REUSE;NEW_FAMILY_Q_REQUIRED	DONE	0.07661404619839907	0.5981234802624326	0.635150171897726	False	False	NOT_ESTABLISHED_BY_MAPPING	COAD|glutamine|KEGG:C00064|hsa:81539	-0.0030080213903743314	-0.386121097881256	0.3731808101244332	0.9884	0.9977274826789839	33	DONE	REUSED_AFTER_SOURCE_HASH_AND_VECTOR_CHECK	55b43691d6fbde9db0674250f2649875cb4a852b803b12b5a8723538f9cd414c	patient_v1	-0.0030080213903743314	-0.386121097881256	0.3731808101244332	0.9884	0.9965767012687429	33	DONE	REUSED_AFTER_SOURCE_HASH_AND_VECTOR_CHECK	55b43691d6fbde9db0674250f2649875cb4a852b803b12b5a8723538f9cd414c	availability_reuse_v2	-0.7879012522226009	2.976463631587499e-06	3.380412267302945e-05	33	DONE	4	29	0	-0.7879012522226009	2.976463631587499e-06	3.943814311853436e-05	33	DONE	4	29	0	-0.015420148027718147	-0.30779140662328575	0.2769511105678495	0.9151176019538497	0.9240893431494758	33	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	17.0	16.0	0.0	T cells	DONE	DESCRIPTIVE_ONLY	0.998	0.06674367757304533	0.2438599862704778	Tcells	DONE	DESCRIPTIVE_ONLY	0.87	0.07377136099415471	0.41979234162759593	Tcells	Tcells	DONE	DONE	0.996	0.972
