cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	study	technology	eligible_lineages	highest_median_CPM_lineage	n_qualified_patients	median_CPM	median_detection	interpretation
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	KMT5A	patient	22	NA	median_patient_pseudobulk_CPM	14.614590890238707	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Lee2020_GSE132465	Lee2020_GSE132465	10x_3prime_v2	5	Epithelial cells	22	14.614590890238707	0.22119575461939156	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	KMT5A	patient	31	NA	median_patient_pseudobulk_CPM	17.620976009842117	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Pelka2021_GSE178341	Pelka2021_GSE178341	SC3Pv2	7	Strom	31	17.620976009842117	0.09523809523809523	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	KMT5A	patient	20	NA	median_patient_pseudobulk_CPM	29.492522563406553	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Pelka2021_GSE178341	Pelka2021_GSE178341	SC3Pv3	7	Strom	20	29.492522563406553	0.3046354552183568	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	NME6	patient	22	NA	median_patient_pseudobulk_CPM	11.473805614612596	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Lee2020_GSE132465	Lee2020_GSE132465	10x_3prime_v2	5	Epithelial cells	22	11.473805614612596	0.18730526373838474	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	NME6	patient	41	NA	median_patient_pseudobulk_CPM	15.818559264232283	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Pelka2021_GSE178341	Pelka2021_GSE178341	SC3Pv2	7	TNKILC	41	15.818559264232283	0.03773584905660377	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	NME6	patient	8	NA	median_patient_pseudobulk_CPM	24.20543382492125	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Pelka2021_GSE178341	Pelka2021_GSE178341	SC3Pv3	7	Mast	8	24.20543382492125	0.08054054054054055	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	NNMT	patient	19	NA	median_patient_pseudobulk_CPM	627.4307600600795	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Lee2020_GSE132465	Lee2020_GSE132465	10x_3prime_v2	5	Stromal cells	19	627.4307600600795	0.8417721518987342	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	NNMT	patient	31	NA	median_patient_pseudobulk_CPM	404.79128961107654	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Pelka2021_GSE178341	Pelka2021_GSE178341	SC3Pv2	7	Strom	31	404.79128961107654	0.6173469387755102	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	NNMT	patient	20	NA	median_patient_pseudobulk_CPM	446.6619604005323	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Pelka2021_GSE178341	Pelka2021_GSE178341	SC3Pv3	7	Strom	20	446.6619604005323	0.7985363801425978	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	NT5C3A	patient	22	NA	median_patient_pseudobulk_CPM	83.0665621739052	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Lee2020_GSE132465	Lee2020_GSE132465	10x_3prime_v2	5	Epithelial cells	22	83.0665621739052	0.6384978326748245	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	NT5C3A	patient	35	NA	median_patient_pseudobulk_CPM	72.66649711150674	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Pelka2021_GSE178341	Pelka2021_GSE178341	SC3Pv2	7	B	35	72.66649711150674	0.14285714285714285	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	NT5C3A	patient	20	NA	median_patient_pseudobulk_CPM	63.77931742060701	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Pelka2021_GSE178341	Pelka2021_GSE178341	SC3Pv3	7	Epi	20	63.77931742060701	0.6553010328925153	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	PGAM2	patient	22	NA	median_patient_pseudobulk_CPM	0.04353510319458287	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Lee2020_GSE132465	Lee2020_GSE132465	10x_3prime_v2	5	Epithelial cells	22	0.04353510319458287	0.0006974623622536086	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	PGAM2	patient	41	NA	median_patient_pseudobulk_CPM	0.04852486120312638	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Pelka2021_GSE178341	Pelka2021_GSE178341	SC3Pv2	7	Epi	41	0.04852486120312638	0.0007867820613690008	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	PGAM2	patient	11	NA	median_patient_pseudobulk_CPM	0.5925474594962209	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Pelka2021_GSE178341	Pelka2021_GSE178341	SC3Pv3	7	Plasma	11	0.5925474594962209	0.011450381679389313	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	PLA2G15	patient	23	NA	median_patient_pseudobulk_CPM	16.486469554436674	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Lee2020_GSE132465	Lee2020_GSE132465	10x_3prime_v2	5	Myeloids	23	16.486469554436674	0.08179419525065963	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	PLA2G15	patient	41	NA	median_patient_pseudobulk_CPM	18.56847945998493	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Pelka2021_GSE178341	Pelka2021_GSE178341	SC3Pv2	7	Myeloid	41	18.56847945998493	0.07272727272727272	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	PLA2G15	patient	20	NA	median_patient_pseudobulk_CPM	33.03900374318876	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Pelka2021_GSE178341	Pelka2021_GSE178341	SC3Pv3	7	Myeloid	20	33.03900374318876	0.2254475084663764	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	PRMT7	patient	22	NA	median_patient_pseudobulk_CPM	9.76065681655027	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Lee2020_GSE132465	Lee2020_GSE132465	10x_3prime_v2	5	Epithelial cells	22	9.76065681655027	0.1778029580152672	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	PRMT7	patient	41	NA	median_patient_pseudobulk_CPM	11.413871365669708	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Pelka2021_GSE178341	Pelka2021_GSE178341	SC3Pv2	7	TNKILC	41	11.413871365669708	0.02857142857142857	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	PRMT7	patient	20	NA	median_patient_pseudobulk_CPM	14.503076783938095	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Pelka2021_GSE178341	Pelka2021_GSE178341	SC3Pv3	7	Epi	20	14.503076783938095	0.3380699588340784	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	SLC15A3	patient	23	NA	median_patient_pseudobulk_CPM	81.86802873767486	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Lee2020_GSE132465	Lee2020_GSE132465	10x_3prime_v2	5	Myeloids	23	81.86802873767486	0.3192019950124688	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	SLC15A3	patient	41	NA	median_patient_pseudobulk_CPM	59.928203089371955	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Pelka2021_GSE178341	Pelka2021_GSE178341	SC3Pv2	7	Myeloid	41	59.928203089371955	0.1987179487179487	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	SLC15A3	patient	20	NA	median_patient_pseudobulk_CPM	151.06155817097664	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Pelka2021_GSE178341	Pelka2021_GSE178341	SC3Pv3	7	Myeloid	20	151.06155817097664	0.578712372173412	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	SLC29A1	patient	19	NA	median_patient_pseudobulk_CPM	23.62160720263133	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Lee2020_GSE132465	Lee2020_GSE132465	10x_3prime_v2	5	Stromal cells	19	23.62160720263133	0.15311004784688995	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	SLC29A1	patient	31	NA	median_patient_pseudobulk_CPM	49.85583354799039	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Pelka2021_GSE178341	Pelka2021_GSE178341	SC3Pv2	7	Strom	31	49.85583354799039	0.2247191011235955	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	SLC29A1	patient	20	NA	median_patient_pseudobulk_CPM	74.73791456059566	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Pelka2021_GSE178341	Pelka2021_GSE178341	SC3Pv3	7	Strom	20	74.73791456059566	0.35509556899509587	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	SLC29A3	patient	23	NA	median_patient_pseudobulk_CPM	6.549346047797127	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Lee2020_GSE132465	Lee2020_GSE132465	10x_3prime_v2	5	Myeloids	23	6.549346047797127	0.046511627906976744	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	SLC29A3	patient	41	NA	median_patient_pseudobulk_CPM	11.379340428141361	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Pelka2021_GSE178341	Pelka2021_GSE178341	SC3Pv2	7	Myeloid	41	11.379340428141361	0.044444444444444446	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	SLC29A3	patient	20	NA	median_patient_pseudobulk_CPM	20.22173973633017	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Pelka2021_GSE178341	Pelka2021_GSE178341	SC3Pv3	7	Myeloid	20	20.22173973633017	0.14841821427215068	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	SLC38A3	patient	22	NA	median_patient_pseudobulk_CPM	0.0878638127902367	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Lee2020_GSE132465	Lee2020_GSE132465	10x_3prime_v2	5	Epithelial cells	22	0.0878638127902367	0.0017834712766560483	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	SLC38A3	patient	35	NA	median_patient_pseudobulk_CPM	0.0	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Pelka2021_GSE178341	Pelka2021_GSE178341	SC3Pv2	7	NO_POSITIVE_MEDIAN	NA	0.0	0.0	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	SLC38A3	patient	20	NA	median_patient_pseudobulk_CPM	0.010104418335635464	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Pelka2021_GSE178341	Pelka2021_GSE178341	SC3Pv3	7	Epi	20	0.010104418335635464	0.00039593965443197545	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	SLC6A17	patient	22	NA	median_patient_pseudobulk_CPM	0.0	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Lee2020_GSE132465	Lee2020_GSE132465	10x_3prime_v2	5	NO_POSITIVE_MEDIAN	NA	0.0	0.0	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	SLC6A17	patient	35	NA	median_patient_pseudobulk_CPM	0.0	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Pelka2021_GSE178341	Pelka2021_GSE178341	SC3Pv2	7	NO_POSITIVE_MEDIAN	NA	0.0	0.0	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	SLC6A17	patient	20	NA	median_patient_pseudobulk_CPM	0.19395159999020245	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Pelka2021_GSE178341	Pelka2021_GSE178341	SC3Pv3	7	Strom	20	0.19395159999020245	0.0030988443281504217	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	SLC6A6	patient	23	NA	median_patient_pseudobulk_CPM	39.74821888231188	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Lee2020_GSE132465	Lee2020_GSE132465	10x_3prime_v2	5	Myeloids	23	39.74821888231188	0.2064516129032258	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	SLC6A6	patient	31	NA	median_patient_pseudobulk_CPM	38.33681371465684	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Pelka2021_GSE178341	Pelka2021_GSE178341	SC3Pv2	7	Strom	31	38.33681371465684	0.15942028985507245	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	SLC6A6	patient	20	NA	median_patient_pseudobulk_CPM	74.16094480261805	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Pelka2021_GSE178341	Pelka2021_GSE178341	SC3Pv3	7	Strom	20	74.16094480261805	0.3166597319741336	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	SLC7A8	patient	23	NA	median_patient_pseudobulk_CPM	21.285374655340664	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Lee2020_GSE132465	Lee2020_GSE132465	10x_3prime_v2	5	Myeloids	23	21.285374655340664	0.10220994475138122	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	SLC7A8	patient	41	NA	median_patient_pseudobulk_CPM	19.481480904252418	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Pelka2021_GSE178341	Pelka2021_GSE178341	SC3Pv2	7	Myeloid	41	19.481480904252418	0.07027027027027027	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	SLC7A8	patient	20	NA	median_patient_pseudobulk_CPM	49.55954105610907	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Pelka2021_GSE178341	Pelka2021_GSE178341	SC3Pv3	7	Myeloid	20	49.55954105610907	0.22878018963139862	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	UAP1	patient	22	NA	median_patient_pseudobulk_CPM	45.54845425510994	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Lee2020_GSE132465	Lee2020_GSE132465	10x_3prime_v2	5	Epithelial cells	22	45.54845425510994	0.4995333249318694	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	UAP1	patient	27	NA	median_patient_pseudobulk_CPM	52.55538621042221	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Pelka2021_GSE178341	Pelka2021_GSE178341	SC3Pv2	7	Plasma	27	52.55538621042221	0.3563218390804598	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	UAP1	patient	11	NA	median_patient_pseudobulk_CPM	52.28474597407456	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Pelka2021_GSE178341	Pelka2021_GSE178341	SC3Pv3	7	Plasma	11	52.28474597407456	0.5675675675675675	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	UCKL1	patient	22	NA	median_patient_pseudobulk_CPM	28.653710127405084	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Lee2020_GSE132465	Lee2020_GSE132465	10x_3prime_v2	5	Epithelial cells	22	28.653710127405084	0.4016616107616182	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	UCKL1	patient	41	NA	median_patient_pseudobulk_CPM	19.690804449789002	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Pelka2021_GSE178341	Pelka2021_GSE178341	SC3Pv2	7	Epi	41	19.690804449789002	0.2259439707673569	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	UCKL1	patient	20	NA	median_patient_pseudobulk_CPM	19.169191360131883	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Pelka2021_GSE178341	Pelka2021_GSE178341	SC3Pv3	7	Epi	20	19.169191360131883	0.4170673377907996	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	UPP2	patient	22	NA	median_patient_pseudobulk_CPM	0.0	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Lee2020_GSE132465	Lee2020_GSE132465	10x_3prime_v2	5	NO_POSITIVE_MEDIAN	NA	0.0	0.0	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	UPP2	patient	35	NA	median_patient_pseudobulk_CPM	0.0	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Pelka2021_GSE178341	Pelka2021_GSE178341	SC3Pv2	7	NO_POSITIVE_MEDIAN	NA	0.0	0.0	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	UPP2	patient	14	NA	median_patient_pseudobulk_CPM	0.0	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Pelka2021_GSE178341	Pelka2021_GSE178341	SC3Pv3	7	NO_POSITIVE_MEDIAN	NA	0.0	0.0	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
