gene	n_shared_celltypes	interpretation	ER+_status	ER+_reason	ER+_top	ER+_second	ER+_effect	ER+_gap	ER+_n	ER+_detection	ER+_top_cn	ER+_shared_top	ER+_shared_status	HER2+_status	HER2+_reason	HER2+_top	HER2+_second	HER2+_effect	HER2+_gap	HER2+_n	HER2+_detection	HER2+_top_cn	HER2+_shared_top	HER2+_shared_status	TNBC_status	TNBC_reason	TNBC_top	TNBC_second	TNBC_effect	TNBC_gap	TNBC_n	TNBC_detection	TNBC_top_cn	TNBC_shared_top	TNBC_shared_status	same_top_all3	same_top_shared3	status	pattern	equal_subtype_top	omit_ER+_top	omit_HER2+_top	omit_TNBC_top	omit_one_equal_subtype_top_changes
ENPP2	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Endothelial	Myeloid	0.4431380893585474	0.33195564405010636	11	0.2845849130803947	内皮细胞	Endothelial	DONE	DONE		Endothelial	Myeloid	0.380294856811177	0.2559899686619492	4	0.2602142237388383	内皮细胞	Endothelial	DONE	DONE		Endothelial	Fibroblasts	0.4907280106336805	0.3516196536766047	9	0.3096903052746136	内皮细胞	Endothelial	DONE	True	True	DONE	SAME_TOP	Endothelial	Endothelial	Endothelial	Endothelial	False
ETNK1	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.3098503947696755	0.06330519981599733	9	0.3565720437783698	恶性上皮	Malignant_epithelial	DONE	DONE		B_cells	Endothelial	0.3416539444164749	0.05054839372973391	5	0.2162132448101023	B细胞	B_cells	DONE	DONE		Nonmalignant_epithelial	Malignant_epithelial	0.2568047489610087	0.028855690105896892	4	0.2926104879037707	非恶性上皮	Malignant_epithelial	DONE	False	False	DONE	DIFFERENT_TOP_DESCRIPTIVE	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	False
ETNK2	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.15861364555794	0.0643168499589404	9	0.2112153925987527	恶性上皮	Malignant_epithelial	DONE	DONE		Fibroblasts	Malignant_epithelial	0.0451744708829884	0.0291393203268486	5	0.0514182423285807	成纤维细胞	Fibroblasts	DONE	DONE		Fibroblasts	Nonmalignant_epithelial	0.0305530442107668	0.005238527141187003	9	0.0301471574117199	成纤维细胞	Fibroblasts	DONE	False	False	DONE	DIFFERENT_TOP_DESCRIPTIVE	Malignant_epithelial	Fibroblasts	Malignant_epithelial	Malignant_epithelial	True
FDFT1	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Nonmalignant_epithelial	Malignant_epithelial	0.6806600536254145	0.1488416861315175	4	0.6717115641736201	非恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Perivascular	0.4872406530524926	0.0915934063704914	3	0.6018724960644568	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.5360443987151639	0.042924653339200036	8	0.5006184445234679	恶性上皮	Malignant_epithelial	DONE	False	True	DONE	SAME_TOP	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	False
FH	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Nonmalignant_epithelial	Malignant_epithelial	0.2499404623890789	0.021709184446496416	4	0.4068349353351423	非恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Perivascular	0.3478526247248483	0.181780656118356	3	0.5321156842732986	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.3507396700911442	0.1670769284091164	8	0.418132602479213	恶性上皮	Malignant_epithelial	DONE	False	True	DONE	SAME_TOP	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	False
FOLH1	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Nonmalignant_epithelial	Endothelial	0.0513976914459846	0.019412241171462397	4	0.0961606160189361	非恶性上皮	Endothelial	DONE	DONE		Endothelial	Malignant_epithelial	0.0702485155904698	0.05072927480673679	4	0.0660742900504195	内皮细胞	Endothelial	DONE	DONE		Endothelial	Nonmalignant_epithelial	0.0806254381316122	0.0269403153230049	9	0.0687603644111625	内皮细胞	Endothelial	DONE	False	True	DONE	SAME_TOP	Endothelial	Endothelial	Endothelial	Endothelial	False
GAMT	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.514266976449828	0.17313692367372951	9	0.4934320673634783	恶性上皮	Malignant_epithelial	DONE	DONE		Perivascular	Malignant_epithelial	0.2131581545665573	0.0362308699059444	4	0.2352283001808318	血管周细胞	Perivascular	DONE	DONE		Nonmalignant_epithelial	Perivascular	0.2325844153341352	0.04351472124328101	4	0.2611854454806205	非恶性上皮	Perivascular	DONE	False	False	DONE	DIFFERENT_TOP_DESCRIPTIVE	Malignant_epithelial	Perivascular	Malignant_epithelial	Malignant_epithelial	True
GCLC	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Myeloid	B_cells	0.0763914504606125	0.00538446240639831	11	0.0882062316516808	髓系细胞	Myeloid	DONE	DONE		Myeloid	Malignant_epithelial	0.0760023587668682	0.012144125729893707	5	0.1490709594567323	髓系细胞	Myeloid	DONE	DONE		Myeloid	Nonmalignant_epithelial	0.0572033388733096	0.0109717691870952	10	0.0657186814531967	髓系细胞	Myeloid	DONE	True	True	DONE	SAME_TOP	Myeloid	Myeloid	Myeloid	Myeloid	False
GDA	7	descriptive_only;not_subtype_specificity_or_causality	NOT_EVALUABLE	low_detection	NA	NA	0.0012940653569681	0.001077574247283	8	0.0011904761904761	不可判定	NA	NOT_EVALUABLE	NOT_EVALUABLE	low_detection	NA	NA	0.0007378619426513	0.0004282956255666	3	0.001921719897471	不可判定	NA	NOT_EVALUABLE	NOT_EVALUABLE	low_detection	NA	NA	0.0002699492858777	0.00017916363546345094	9	0.0005941770647653	不可判定	NA	NOT_EVALUABLE	False	False	NOT_EVALUABLE	LOW_DETECTION_OR_COVERAGE	NA	NA	NA	NA	NA
GDPD5	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Endothelial	Malignant_epithelial	0.054042035381591	0.007900972987192598	11	0.0556296003885362	内皮细胞	Endothelial	DONE	DONE		Endothelial	T_NK_cells	0.0921768614289129	0.0639155559362851	4	0.0978455951519824	内皮细胞	Endothelial	DONE	DONE		Endothelial	B_cells	0.0536623616715067	0.016934660399653606	9	0.0615095753020997	内皮细胞	Endothelial	DONE	True	True	DONE	SAME_TOP	Endothelial	Endothelial	Endothelial	Endothelial	False
GLS	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Endothelial	Fibroblasts	0.2979884080084939	0.023133840769420322	11	0.2473328148841654	内皮细胞	Endothelial	DONE	DONE		Endothelial	T_NK_cells	0.4329713986595603	0.007535110885629914	4	0.3606559072479662	内皮细胞	Endothelial	DONE	DONE		Endothelial	Myeloid	0.225249194825304	0.0075663722210962125	9	0.2026536768753383	内皮细胞	Endothelial	DONE	True	True	DONE	SAME_TOP	Endothelial	Endothelial	Endothelial	Endothelial	False
GLS2	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.0089329861295277	0.0012169245790784999	9	0.0133038281761726	恶性上皮	Malignant_epithelial	DONE	NOT_EVALUABLE	low_detection	NA	NA	0.0033310519894376	0.0004893800272778	5	0.0033294352706117	不可判定	NA	NOT_EVALUABLE	DONE		Nonmalignant_epithelial	Malignant_epithelial	0.0101563532755963	0.006453740631548999	4	0.0121547956931116	非恶性上皮	NA	NOT_EVALUABLE	False	False	NOT_EVALUABLE	LOW_DETECTION_OR_COVERAGE	NA	NA	NA	NA	NA
GLUL	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Malignant_epithelial	Myeloid	1.9152181426198995	0.3129530652443153	9	0.8958070377398294	恶性上皮	Malignant_epithelial	DONE	DONE		Myeloid	Perivascular	1.626959933305174	0.9394325890932373	5	0.7244369237077856	髓系细胞	Myeloid	DONE	DONE		Myeloid	Malignant_epithelial	1.812887113600565	0.9763619271101779	10	0.7565614793455944	髓系细胞	Myeloid	DONE	False	False	DONE	DIFFERENT_TOP_DESCRIPTIVE	Myeloid	Myeloid	Myeloid	Myeloid	False
GNPNAT1	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.179166967858389	0.03243046643156311	9	0.2334975391531019	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Fibroblasts	0.2483675584167241	0.1507667926324171	3	0.4458375654303763	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.1903618056204729	0.060371864534255804	8	0.28088573362853	恶性上皮	Malignant_epithelial	DONE	True	True	DONE	SAME_TOP	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	False
GOT1	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Nonmalignant_epithelial	B_cells	0.1953125826244309	0.044247888103195104	4	0.3324652325646615	非恶性上皮	B_cells	DONE	DONE		Malignant_epithelial	B_cells	0.2424849416377783	0.054280133622911814	3	0.4211886619891177	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.2076388753539904	0.10547232957153219	8	0.2944629860723893	恶性上皮	Malignant_epithelial	DONE	False	False	DONE	DIFFERENT_TOP_DESCRIPTIVE	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	False
GOT2	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Nonmalignant_epithelial	Malignant_epithelial	0.1872388063981729	0.029790818408137604	4	0.3062093542215413	非恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Fibroblasts	0.2194357203469673	0.10023640891481539	3	0.4082181113244404	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.1838786849983758	0.0077666999561151195	8	0.275073647147561	恶性上皮	Malignant_epithelial	DONE	False	True	DONE	SAME_TOP	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	False
GPCPD1	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Myeloid	Nonmalignant_epithelial	0.2477849570084614	0.05820747257429221	11	0.2136051309583509	髓系细胞	Myeloid	DONE	DONE		Myeloid	Endothelial	0.4536044246349629	0.15861861337701283	5	0.4554020085730071	髓系细胞	Myeloid	DONE	DONE		Myeloid	B_cells	0.2837982152692359	0.11397130062352928	10	0.2423835303893551	髓系细胞	Myeloid	DONE	True	True	DONE	SAME_TOP	Myeloid	Myeloid	Myeloid	Myeloid	False
GPI	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Malignant_epithelial	Perivascular	0.3638157588891232	0.08626783399675791	9	0.388671120282982	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Perivascular	0.6896564824320044	0.2457928765924624	3	0.695222217998356	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Perivascular	0.5823135976541374	0.1572027792350349	8	0.538835877811355	恶性上皮	Malignant_epithelial	DONE	True	True	DONE	SAME_TOP	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	False
GSR	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Malignant_epithelial	Myeloid	0.072836635797165	0.030293048500830595	9	0.0937653306653831	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Fibroblasts	0.1841788912444589	0.12314138134840921	3	0.3648138075646102	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Myeloid	0.1082170026896607	0.0560003318088435	8	0.154320485923819	恶性上皮	Malignant_epithelial	DONE	True	True	DONE	SAME_TOP	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	False
GSS	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Nonmalignant_epithelial	Malignant_epithelial	0.197337996602487	0.006218056648299081	4	0.3301218850979352	非恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Myeloid	0.2812566614608364	0.15232716995586468	3	0.4469754878127731	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.2117418315473636	0.015495361337706903	8	0.306311330818806	恶性上皮	Malignant_epithelial	DONE	False	True	DONE	SAME_TOP	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	False
HAL	7	descriptive_only;not_subtype_specificity_or_causality	NOT_EVALUABLE	low_detection	NA	NA	0.0031538023962594	0.0016672159497906002	9	0.0027932948868647	不可判定	NA	NOT_EVALUABLE	DONE		Myeloid	Malignant_epithelial	0.0041971492495438	0.0001537625316784001	5	0.0041026526375363	髓系细胞	Myeloid	DONE	NOT_EVALUABLE	low_detection	NA	NA	0.0030063719640472	0.00048244343421259984	10	0.0029498135414005	不可判定	NA	NOT_EVALUABLE	False	False	NOT_EVALUABLE	LOW_DETECTION_OR_COVERAGE	NA	NA	NA	NA	NA
HPD	7	descriptive_only;not_subtype_specificity_or_causality	NOT_EVALUABLE	low_detection	NA	NA	0.0025580066710643	0.0006101266176906999	11	0.001505715041574	不可判定	NA	NOT_EVALUABLE	DONE		Malignant_epithelial	T_NK_cells	0.5145469214950495	0.49442790370668793	3	0.2464124641246412	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.0070696550884733	0.0052161442746096	8	0.0137422416398187	恶性上皮	Malignant_epithelial	DONE	False	False	NOT_EVALUABLE	LOW_DETECTION_OR_COVERAGE	NA	NA	NA	NA	NA
HPRT1	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Nonmalignant_epithelial	Malignant_epithelial	0.2766954437958031	0.05622907424363119	4	0.4122950035696627	非恶性上皮	Malignant_epithelial	DONE	DONE		Myeloid	Malignant_epithelial	0.2897891738428949	0.00661358817128227	5	0.3769418064096586	髓系细胞	Myeloid	DONE	DONE		Malignant_epithelial	Perivascular	0.36306251052133	0.12972845466033947	8	0.4321080768528005	恶性上皮	Malignant_epithelial	DONE	False	False	DONE	DIFFERENT_TOP_DESCRIPTIVE	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Myeloid	True
IDNK	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Myeloid	Nonmalignant_epithelial	0.0565038372971475	0.004626619132473399	11	0.0547419988904913	髓系细胞	Myeloid	DONE	DONE		Myeloid	T_NK_cells	0.0413929477581833	0.0024165921458934037	5	0.0868746017788425	髓系细胞	Myeloid	DONE	DONE		Nonmalignant_epithelial	T_NK_cells	0.0700358789439316	0.018963400570587693	4	0.0756255537535102	非恶性上皮	T_NK_cells	DONE	False	False	DONE	DIFFERENT_TOP_DESCRIPTIVE	Myeloid	T_NK_cells	Myeloid	Myeloid	True
IMPA1	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Endothelial	Perivascular	0.1078016959758906	0.014593933427093794	11	0.1161343717301614	内皮细胞	Endothelial	DONE	DONE		T_NK_cells	B_cells	0.1052251404645238	0.0020616509505373	5	0.0742645478484964	T/NK细胞	T_NK_cells	DONE	DONE		Endothelial	Fibroblasts	0.0984254951179325	0.0126165029182507	9	0.0939821662184116	内皮细胞	Endothelial	DONE	False	False	DONE	DIFFERENT_TOP_DESCRIPTIVE	Endothelial	Endothelial	Endothelial	Endothelial	False
IMPA2	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Nonmalignant_epithelial	Perivascular	0.0668499947255858	0.005459941342408396	4	0.1433010142804026	非恶性上皮	Perivascular	DONE	DONE		Malignant_epithelial	Perivascular	0.1043371974581219	0.0324157030091662	3	0.2209215605415484	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.2635339569652223	0.1864614693225205	8	0.3055628622726168	恶性上皮	Malignant_epithelial	DONE	False	False	DONE	DIFFERENT_TOP_DESCRIPTIVE	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	False
KHK	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Nonmalignant_epithelial	Malignant_epithelial	0.0509482656850435	0.0157200726531311	4	0.1241601837127788	非恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Myeloid	0.0365521794952563	0.014680497505112997	3	0.0916399822987353	恶性上皮	Malignant_epithelial	DONE	DONE		Nonmalignant_epithelial	Plasma_cells	0.0522180967224327	0.0045993428648425025	4	0.0647240242675436	非恶性上皮	Malignant_epithelial	DONE	False	True	DONE	SAME_TOP	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	False
KMO	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Myeloid	B_cells	0.0999174817410102	0.030289044583062003	11	0.1004659989801395	髓系细胞	Myeloid	DONE	DONE		Myeloid	Malignant_epithelial	0.1766454093601568	0.04769502499004499	5	0.23450513171033	髓系细胞	Myeloid	DONE	DONE		Myeloid	B_cells	0.1198876477030197	0.014604038901702893	10	0.1140301190827909	髓系细胞	Myeloid	DONE	True	True	DONE	SAME_TOP	Myeloid	Myeloid	Myeloid	Myeloid	False
KYNU	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Myeloid	B_cells	0.3149084475916996	0.0909701195727543	11	0.2695629641567952	髓系细胞	Myeloid	DONE	DONE		Myeloid	Malignant_epithelial	0.415287933934017	0.19455176422949488	5	0.4216968618199808	髓系细胞	Myeloid	DONE	DONE		Myeloid	Malignant_epithelial	0.322515813491983	0.0770813417819955	10	0.2857964167596156	髓系细胞	Myeloid	DONE	True	True	DONE	SAME_TOP	Myeloid	Myeloid	Myeloid	Myeloid	False
LDHA	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Nonmalignant_epithelial	Perivascular	1.374679930763422	0.09869063697365599	4	0.8521578049028373	非恶性上皮	Perivascular	DONE	DONE		Perivascular	Malignant_epithelial	1.635142593334316	0.00567365148339527	4	0.7825107996785212	血管周细胞	Perivascular	DONE	DONE		Malignant_epithelial	Nonmalignant_epithelial	1.6680735211940534	0.2965187611465816	8	0.830386103863097	恶性上皮	Malignant_epithelial	DONE	False	False	DONE	DIFFERENT_TOP_DESCRIPTIVE	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Perivascular	True
LDHB	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Perivascular	T_NK_cells	1.0508936466490426	0.14413465893452304	11	0.5776019686659744	血管周细胞	Perivascular	DONE	DONE		Perivascular	T_NK_cells	1.0919998572574436	0.08217686558061099	4	0.6766726943942134	血管周细胞	Perivascular	DONE	DONE		Malignant_epithelial	Nonmalignant_epithelial	1.4359108556523643	0.2237712076639089	8	0.5717662094007534	恶性上皮	Malignant_epithelial	DONE	False	False	DONE	DIFFERENT_TOP_DESCRIPTIVE	Perivascular	Malignant_epithelial	Perivascular	Perivascular	True
LPCAT1	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Myeloid	Endothelial	0.087969591135748	0.005953653182048699	11	0.082702705156337	髓系细胞	Myeloid	DONE	DONE		B_cells	Myeloid	0.1298423610422185	0.000581821860407894	5	0.0868857853632999	B细胞	B_cells	DONE	DONE		Myeloid	Endothelial	0.1413651113871316	0.032580418382039886	10	0.1131115398959908	髓系细胞	Myeloid	DONE	False	False	DONE	DIFFERENT_TOP_DESCRIPTIVE	Myeloid	Myeloid	Myeloid	Myeloid	False
LPCAT2	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Myeloid	Endothelial	0.2789018893661862	0.026251705357649424	11	0.2403355809261367	髓系细胞	Myeloid	DONE	DONE		Myeloid	Endothelial	0.338397695557605	0.07028652227102039	5	0.3904827094868134	髓系细胞	Myeloid	DONE	DONE		Myeloid	Endothelial	0.2692241685521799	0.031665202591088404	10	0.2499780670509498	髓系细胞	Myeloid	DONE	True	True	DONE	SAME_TOP	Myeloid	Myeloid	Myeloid	Myeloid	False
LPCAT3	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Nonmalignant_epithelial	Malignant_epithelial	0.2678781920931827	0.06765129231797579	4	0.4192798152276367	非恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Endothelial	0.2618449965237749	0.16211799336943722	3	0.4224592533833207	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.1982853584617016	0.0019482381438769014	8	0.3039792805648636	恶性上皮	Malignant_epithelial	DONE	False	True	DONE	SAME_TOP	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	False
LPCAT4	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Endothelial	T_NK_cells	0.2793250456311702	0.19224005086340812	11	0.2256946197689021	内皮细胞	Endothelial	DONE	DONE		Endothelial	T_NK_cells	0.3256652862077525	0.20058621814240388	4	0.2797763463725723	内皮细胞	Endothelial	DONE	DONE		Endothelial	T_NK_cells	0.2531611873365855	0.13178527578492127	9	0.2093197433457354	内皮细胞	Endothelial	DONE	True	True	DONE	SAME_TOP	Endothelial	Endothelial	Endothelial	Endothelial	False
LYPLA1	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.7946105550845289	0.246671673073815	9	0.6271850095132405	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Myeloid	0.7208008895175548	0.28518940613126825	3	0.7019426352619383	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Endothelial	0.5802062905090406	0.2483144399636284	8	0.5462366228992297	恶性上皮	Malignant_epithelial	DONE	True	True	DONE	SAME_TOP	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	False
LYPLA2	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Malignant_epithelial	Endothelial	0.2478746446604238	0.05805904220629782	9	0.3007976683878884	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Endothelial	0.5509762956440497	0.3652649393341184	3	0.6562167951056559	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Endothelial	0.3829246514117609	0.16283438235278122	8	0.4548817898371142	恶性上皮	Malignant_epithelial	DONE	True	True	DONE	SAME_TOP	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	False
MAT1A	7	descriptive_only;not_subtype_specificity_or_causality	NOT_EVALUABLE	low_detection	NA	NA	0.001102309062887	0.0008243314410313	9	0.0025215507954925	不可判定	NA	NOT_EVALUABLE	NOT_EVALUABLE	low_detection	NA	NA	0.0003513240001525	0.0003513240001525	3	0.001640016400164	不可判定	NA	NOT_EVALUABLE	NOT_EVALUABLE	low_detection	NA	NA	0.0026147895782592	0.0023122242055285	8	0.0064487725981014	不可判定	NA	NOT_EVALUABLE	False	False	NOT_EVALUABLE	LOW_DETECTION_OR_COVERAGE	NA	NA	NA	NA	NA
MAT2A	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Myeloid	Perivascular	0.6154626185659813	0.02914959774347259	11	0.442825431276195	髓系细胞	Myeloid	DONE	DONE		Perivascular	Myeloid	0.8765949920624376	0.23005400543202337	4	0.572978199718706	血管周细胞	Perivascular	DONE	DONE		Myeloid	Perivascular	0.526924387455547	0.031615801011790456	10	0.4022405938874224	髓系细胞	Myeloid	DONE	False	False	DONE	DIFFERENT_TOP_DESCRIPTIVE	Perivascular	Perivascular	Myeloid	Perivascular	True
MDH1	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Nonmalignant_epithelial	Malignant_epithelial	0.6884199302459832	0.12684005106315077	4	0.7093687398856428	非恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Myeloid	0.5615847182894943	0.11543376080443629	3	0.6663205451958681	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.8904780934464716	0.31888250714955335	8	0.6616326989675237	恶性上皮	Malignant_epithelial	DONE	False	True	DONE	SAME_TOP	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	False
MDH2	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.9604470242246868	0.028950353444855192	9	0.7022545750073957	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Myeloid	1.098206164273671	0.5296754350894395	3	0.8115935413992655	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Nonmalignant_epithelial	1.3501190338088591	0.5426193833677694	8	0.8023023284040374	恶性上皮	Malignant_epithelial	DONE	True	True	DONE	SAME_TOP	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	False
MGAM	7	descriptive_only;not_subtype_specificity_or_causality	NOT_EVALUABLE	low_detection	NA	NA	0.0094920236574629	0.007476635877145801	11	0.0064241576611137	不可判定	NA	NOT_EVALUABLE	DONE		Myeloid	T_NK_cells	0.0068056013905087	0.005571054031684499	5	0.0115837564661094	髓系细胞	Myeloid	DONE	NOT_EVALUABLE	low_detection	NA	NA	0.0036940216633638	0.0016315381673845	10	0.0037991416597797	不可判定	NA	NOT_EVALUABLE	False	False	NOT_EVALUABLE	LOW_DETECTION_OR_COVERAGE	NA	NA	NA	NA	NA
MGLL	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Endothelial	Perivascular	0.6173995815629145	0.039595179038201644	11	0.4103715576883022	内皮细胞	Endothelial	DONE	DONE		Endothelial	Malignant_epithelial	0.4649519384977515	0.015748497031966624	4	0.3863574753255686	内皮细胞	Endothelial	DONE	DONE		Endothelial	Perivascular	0.7654866254593767	0.28573630563153024	9	0.4500772073068507	内皮细胞	Endothelial	DONE	True	True	DONE	SAME_TOP	Endothelial	Endothelial	Endothelial	Endothelial	False
MPI	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Nonmalignant_epithelial	Malignant_epithelial	0.0998620708807683	0.03621527929164001	4	0.2029593354804098	非恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Fibroblasts	0.0878484158339035	0.0371093013054684	3	0.210937165451668	恶性上皮	Malignant_epithelial	DONE	DONE		Nonmalignant_epithelial	Fibroblasts	0.0704922571415175	0.009571932126139694	4	0.110782050126894	非恶性上皮	Fibroblasts	DONE	False	False	DONE	DIFFERENT_TOP_DESCRIPTIVE	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	False
NAGK	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Myeloid	Fibroblasts	0.5326078604444539	0.22036243339457168	11	0.400226452805215	髓系细胞	Myeloid	DONE	DONE		Myeloid	Malignant_epithelial	0.5073422396120221	0.23100790777332098	5	0.4968947271163413	髓系细胞	Myeloid	DONE	DONE		Myeloid	Malignant_epithelial	0.5365867196396249	0.24020621226825428	10	0.4107077948980507	髓系细胞	Myeloid	DONE	True	True	DONE	SAME_TOP	Myeloid	Myeloid	Myeloid	Myeloid	False
NAMPT	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Myeloid	Nonmalignant_epithelial	1.1948415506846446	0.2763719179192242	11	0.620316034371471	髓系细胞	Myeloid	DONE	DONE		Myeloid	Endothelial	1.5241016289105231	0.7547846698985154	5	0.8012184492526488	髓系细胞	Myeloid	DONE	DONE		Myeloid	Nonmalignant_epithelial	1.2529122867143008	0.5282104531621017	10	0.6435575090208874	髓系细胞	Myeloid	DONE	True	True	DONE	SAME_TOP	Myeloid	Myeloid	Myeloid	Myeloid	False
