cancer	gene	pool_status	work_priority	priority_reason	functional_class	functional_class_code	study_record_count	unique_source_count	genetic_intervention_reported	linked_direct_metabolites	direct_relation_ids	n_direct_relations	mapping_status	original_best_metabolite	original_n	original_rho	original_q	same_relation_er_v3_n	same_relation_er_v3_rho	same_relation_er_v3_q	same_relation_er_v2_q	er_v3_display_best_relation	er_v3_display_best_q	patient_evidence_summary	functional_summary	models	interventions	metabolite_readout	counterevidence_and_limits	research_increment	next_minimal_action	review_depth	literature_search_status	fulltext_review_status	mediation_in_CAMP	depmap_status	depmap_score	depmap_n_models	common_essential_status	normal_tissue_safety	cptac_role	fuscc_status	study_ids	source_urls	original_statistics_source	robustness_source	direct_mapping_source	review_status	snapshot_commit
BRCA	IMPA2	RETAINED	保留	基底样MYC反馈和MI-PI机制已发表	有乳腺癌遗传干预报告	A	1	1	True	inositol 1-phosphate (I1P)	KEGG:C04006|IMPA2	1	复用原v1生化候选；未重新全面核验反应注释	inositol 1-phosphate (I1P)	61.0	0.1342502030556114	0.4967221153846153	56.0	0.10648188720101036	0.6912637168141592	0.905332075471698	KEGG:C04006|IMPA2	0.6912637168141592	本轮ER关联未过0.05；不以此排除功能价值	S052（2024）：敲低减少体内外成瘤与转移；MYC正反馈	S052：基底样乳腺癌细胞及体内模型	S052：IMPA2敲低；MYC/NFAT1联系	S052：MI-PI循环、IP3、Ca2+	S052：I1P静态量不等于循环通量；已发表机制不是CAMP新发现	基底样MYC反馈和MI-PI机制已发表	不因旧IMPA1论文中IMPA2不可检出就否定新模型	原始研究摘要（2023在线）	DONE_BOUNDED_SEARCH	PARTIAL_NOT_ALL_FULLTEXT	NOT_ESTABLISHED	NOT_RUN; DEFERRED_BY_USER			NOT_ASSESSED	NOT_ASSESSED	本轮未新增或核验蛋白数据	本轮未取得318匹配明细，不将旧摘要当新增验证；待回接	S052	https://pubmed.ncbi.nlm.nih.gov/38048842/	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/candidate_comparison_v1.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/direct_edges_v1.tsv	PARTIAL	227245e3171ac3b8530835624711c1a0a69363cf
BRCA	KHK	RETAINED	保留	果糖营养条件和KHK-A蛋白激酶功能已有结果	有乳腺癌遗传干预报告	A	2	2	True	fructose	KEGG:C00095|KHK	1	复用原v1生化候选；未重新全面核验反应注释	fructose	61.0	0.1642886108850452	0.3892193181818182	45.0	0.18519592737095603	0.49527439024390246	0.4279275	KEGG:C00095|KHK	0.49527439024390246	本轮ER关联未过0.05；不以此排除功能价值	S053（2017）：果糖培养条件下增殖受抑，葡萄糖条件下不受同样影响 | S054（2020）：果糖经KHK-A/YWHAH/SLUG促进侵袭转移	S053：MCF7、4T1；果糖或葡萄糖培养条件 | S054：乳腺癌果糖刺激/转移模型	S053：KHK或GLUT5 shRNA | S054：KHK-A通路与核转运/磷酸化机制干预；构建细节待逐图核实	S053：果糖利用 | S054：果糖刺激；非单纯KHK-C果糖1磷酸合成机制	S053：严格营养依赖；不可省略葡萄糖条件阴性结果 | S054：异构体和非经典蛋白激酶作用重要；bulk总RNA不能区分	果糖营养条件和KHK-A蛋白激酶功能已有结果	区分KHK-A/C，保留葡萄糖条件无效背景	全文结果段落 | 全文引言与机制结果概述	DONE_BOUNDED_SEARCH	PARTIAL_NOT_ALL_FULLTEXT	NOT_ESTABLISHED	NOT_RUN; DEFERRED_BY_USER			NOT_ASSESSED	NOT_ASSESSED	本轮未新增或核验蛋白数据	本轮未取得318匹配明细，不将旧摘要当新增验证；待回接	S053; S054	"https://pmc.ncbi.nlm.nih.gov/articles/PMC5622605/
https://www.nature.com/articles/s41467-020-19263-1"	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/candidate_comparison_v1.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/direct_edges_v1.tsv	PARTIAL	227245e3171ac3b8530835624711c1a0a69363cf
BRCA	KMO	RETAINED	保留	有遗传功能，但催化受损突变仍促迁移侵袭	有乳腺癌遗传干预报告	A	1	1	True	kynurenine	KEGG:C00328|KMO	1	复用原v1生化候选；未重新全面核验反应注释	kynurenine	61.0	0.2776308831306187	0.1406	61.0	0.21322209596159544	0.3398625	0.3078	KEGG:C00328|KMO	0.3398625	本轮ER关联未过0.05；不以此排除功能价值	S055（2020）：KMO降低抑制生长和转移；酶活受损突变仍促进迁移侵袭	S055：TNBC细胞；原位异种移植/尾静脉模型	S055：RNAi、CRISPR、过表达与酶活受损突变体	S055：beta-catenin/干性；未证明犬尿氨酸介导	S055：基因缺失不能等同催化抑制；非催化机制为关键反证	有遗传功能，但催化受损突变仍促迁移侵袭	保留蛋白功能，暂不认定犬尿氨酸催化介导或抑酶策略	原始研究摘要	DONE_BOUNDED_SEARCH	PARTIAL_NOT_ALL_FULLTEXT	NOT_ESTABLISHED	NOT_RUN; DEFERRED_BY_USER			NOT_ASSESSED	NOT_ASSESSED	本轮未新增或核验蛋白数据	本轮未取得318匹配明细，不将旧摘要当新增验证；待回接	S055	https://pubmed.ncbi.nlm.nih.gov/32268268/	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/candidate_comparison_v1.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/direct_edges_v1.tsv	PARTIAL	227245e3171ac3b8530835624711c1a0a69363cf
BRCA	KYNU	RETAINED	优先核查	已读研究为KYNU过表达抑癌，不是敲低抑癌	有乳腺癌遗传干预报告	A	1	1	True	kynurenine	KEGG:C00328|KYNU	1	复用原v1生化候选；未重新全面核验反应注释	kynurenine	61.0	0.4232681121099946	0.01995	61.0	0.3465345438492198	0.10917692307692309	0.09918	KEGG:C00328|KYNU	0.10917692307692309	本轮ER关联未过0.05；不以此排除功能价值	S056（2019）：降低增殖、软琼脂克隆和异种移植生长	S056：乳腺癌细胞与NOD/SCID异种移植	S056：KYNU过表达	S056：未从摘要核实犬尿氨酸介导	S056：恢复型抑癌方向；不能因患者正相关就建议抑制KYNU	已读研究为KYNU过表达抑癌，不是敲低抑癌	核查增表达方向与患者正相关的不同问题，避免治疗方向反置	原始研究摘要	DONE_BOUNDED_SEARCH	PARTIAL_NOT_ALL_FULLTEXT	NOT_ESTABLISHED	NOT_RUN; DEFERRED_BY_USER			NOT_ASSESSED	NOT_ASSESSED	既有10基因对比有组织/plex混杂；不用于优先级加分	本轮未取得318匹配明细，不将旧摘要当新增验证；待回接	S056	https://pubmed.ncbi.nlm.nih.gov/31332944/	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/candidate_comparison_v1.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/direct_edges_v1.tsv	NEEDS_REVIEW	227245e3171ac3b8530835624711c1a0a69363cf
BRCA	LDHA	RETAINED	优先核查	急性干预/过表达与稳定shRNA近完全沉默无效有冲突	有干预但情境/方向分歧	B	2	2	True	lactate	KEGG:C00186|LDHA	1	复用原v1生化候选；未重新全面核验反应注释	lactate	61.0	0.1252776308831306	0.5252603773584905	61.0	0.09707347435113085	0.6912637168141592	0.6538235294117647	KEGG:C00186|LDHA	0.6912637168141592	本轮ER关联未过0.05；不以此排除功能价值	S057（2016）：敲低降低乳酸、葡萄糖摄取及细胞数量；过表达增加肿瘤生长 | S058（2017）：存活、乳酸、ATP、葡萄糖消耗及代谢率未见变化	S057：MCF7、MDA-MB-231、异种移植 | S058：MDA-MB-231稳定shRNA克隆	S057：LDHA敲低/过表达；miR34a相关 | S058：LDHA降至低于对照1%	S057：乳酸测量 | S058：乳酸/ATP等直接检测	S057：与2017稳定敲低无效研究形成条件/克隆/同工酶反证；不删除反向证据 | S058：高LDHB背景；稳定克隆适应不同于急性敲低，不称所有研究错误	急性干预/过表达与稳定shRNA近完全沉默无效有冲突	比较同工酶、克隆适应、培养和时间，不选择性删反证	全文结果片段 | 原始研究摘要	DONE_BOUNDED_SEARCH	PARTIAL_NOT_ALL_FULLTEXT	NOT_ESTABLISHED	NOT_RUN; DEFERRED_BY_USER			NOT_ASSESSED	NOT_ASSESSED	本轮未新增或核验蛋白数据	本轮未取得318匹配明细，不将旧摘要当新增验证；待回接	S057; S058	"https://www.nature.com/articles/srep21735
https://pubmed.ncbi.nlm.nih.gov/28314283/"	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/candidate_comparison_v1.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/direct_edges_v1.tsv	NEEDS_REVIEW	227245e3171ac3b8530835624711c1a0a69363cf
BRCA	LDHB	RETAINED	优先核查	癌细胞依赖与CAF缺失促转移相反，另有NK文章方向疑点	有干预但情境/方向分歧	B	3	3	True	lactate	KEGG:C00186|LDHB	1	复用原v1生化候选；未重新全面核验反应注释	lactate	61.0	-0.1190904283447911	0.54705	61.0	-0.1875700949420569	0.43498125000000004	0.3920957746478873	KEGG:C00186|LDHB	0.43498125000000004	本轮ER关联未过0.05；不以此排除功能价值	S059（2012）：高LDHB TNBC增殖下降和肿瘤停滞，luminal不同 | S060（2026）：乳酸累积、p38持续激活和CXCL8分泌，促进肿瘤转移 | S061（2024）：摘要结果写LDHB乳酸清除促进NK活化并限制肿瘤	S059：BT549、CAL51、CAL120、MDA-MB-231、MDA-MB-436等TNBC；luminal对照；已成瘤体内模型 | S060：乳腺癌相关成纤维细胞及转移模型 | S061：乳腺癌/NK细胞及小鼠	S059：两条siRNA及体内LDHB降低 | S060：CAF LDHB缺失 | S061：LDHB相关干预；需全文厘清标题和结果的方向差异	S059：糖酵解依赖 | S060：乳酸-DUSP16/p38-CXCL8链；公开资料有PXD055370/PXD055422 | S061：乳酸清除	S059：不能外推CAF/免疫环境；2026 CAF研究提示相反干预风险 | S060：与癌细胞LDHB依赖不同；全组织RNA无法定位，不能简单全身抑制LDHB | S061：标题与摘要表述不一致；保留为需复核证据，不用标题推定方向	癌细胞依赖与CAF缺失促转移相反，另有NK文章方向疑点	按细胞来源整理功能方向并核查公开扰动资源，暂停统一抑制主张	全文结果片段与摘要 | 原始研究摘要及数据可用性段落 | 原始研究摘要	DONE_BOUNDED_SEARCH	PARTIAL_NOT_ALL_FULLTEXT	NOT_ESTABLISHED	NOT_RUN; DEFERRED_BY_USER			NOT_ASSESSED	NOT_ASSESSED	本轮未新增或核验蛋白数据	本轮未取得318匹配明细，不将旧摘要当新增验证；待回接	S059; S060; S061	"https://aacrjournals.org/cancerres/article/72/22/5812/576593/An-Integrated-Genomic-Screen-Identifies-LDHB-as-an
https://aacrjournals.org/cancerres/article/86/11/2703/785310/LDHB-Deficiency-in-Fibroblasts-Induces-Lactate
https://pubmed.ncbi.nlm.nih.gov/38525901/"	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/candidate_comparison_v1.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/direct_edges_v1.tsv	NEEDS_REVIEW	227245e3171ac3b8530835624711c1a0a69363cf
BRCA	MAT1A	RETAINED	暂挂	本轮未取得MAT1A乳腺癌特异干预	本轮未取得适用干预报告	J	0	0	False	methionine	KEGG:C00073|MAT1A	1	复用原v1生化候选；未重新全面核验反应注释	methionine	61.0	-0.0611324845701834	0.7798821428571429	61.0	-0.08524301881309108	0.7211677685950413	0.68172890625	KEGG:C00073|MAT1A	0.7211677685950413	本轮ER关联未过0.05；不以此排除功能价值	已进行该基因定向检索；本轮未取得足以归属乳腺癌的基因特异功能来源。不是证明该基因无作用。				有限检索范围，未完成无限制系统综述；低命中可能受别名/缩写和索引覆盖影响。	本轮未取得MAT1A乳腺癌特异干预	与MAT2A/B和肝脏资料区分，保留甲硫氨酸关系	BOUNDED_GENE_SEARCH_ONLY	DONE_BOUNDED_SEARCH	PARTIAL_NOT_ALL_FULLTEXT	NOT_ESTABLISHED	NOT_RUN; DEFERRED_BY_USER			NOT_ASSESSED	NOT_ASSESSED	本轮未新增或核验蛋白数据	本轮未取得318匹配明细，不将旧摘要当新增验证；待回接			https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/candidate_comparison_v1.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/direct_edges_v1.tsv	PARTIAL	227245e3171ac3b8530835624711c1a0a69363cf
BRCA	MAT2A	RETAINED	优先核查	他莫昔芬耐药文章只读取部分摘要，直接构建未核实	功能线索待方法/模型核定	F	1	1	False	methionine	KEGG:C00073|MAT2A	1	复用原v1生化候选；未重新全面核验反应注释	methionine	61.0	-0.1406681738379654	0.4857795918367346	61.0	-0.17554860774140843	0.4508181818181818	0.4075890410958904	KEGG:C00073|MAT2A	0.4508181818181818	本轮ER关联未过0.05；不以此排除功能价值	S064（2015）：提示耐药背景MAT2A上调；本次摘录未完整核实MAT2A直接扰动终点	S064：TAMR-MCF7和T47D背景	S064：上游NF-κB抑制与MAT2A表达分析	S064：未核实对应CAMP代谢物变化	S064：不是MAT2B研究；需全文确认干预与终点	他莫昔芬耐药文章只读取部分摘要，直接构建未核实	优先补完整摘要/正文，而不是仅据通路上调认定依赖	PRIMARY_ABSTRACT_PARTIAL	DONE_BOUNDED_SEARCH	PARTIAL_NOT_ALL_FULLTEXT	NOT_ESTABLISHED	NOT_RUN; DEFERRED_BY_USER			NOT_ASSESSED	NOT_ASSESSED	本轮未新增或核验蛋白数据	本轮未取得318匹配明细，不将旧摘要当新增验证；待回接	S064	https://pubmed.ncbi.nlm.nih.gov/26418898/	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/candidate_comparison_v1.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/direct_edges_v1.tsv	NEEDS_REVIEW	227245e3171ac3b8530835624711c1a0a69363cf
BRCA	MDH1	RETAINED	暂挂	现有是schottenol药物/单细胞线索，基因归因不足	功能线索待方法/模型核定	F	1	1	False	malate	KEGG:C00149|MDH1	1	复用原v1生化候选；未重新全面核验反应注释	malate	61.0	0.236118455843469	0.2100857142857142	61.0	0.11688876603450786	0.6065470588235294	0.5892171428571429	KEGG:C00149|MDH1	0.6065470588235294	本轮ER关联未过0.05；不以此排除功能价值	S063（2025）：增殖受抑及紫杉醇敏感性提高	S063：乳腺癌耐药细胞，具体系待全文核定	S063：schottenol处理并观察MDH1	S063：未核实苹果酸的直接测量	S063：摘要不足以确认MDH1特异遗传干预或药物靶点专属性	现有是schottenol药物/单细胞线索，基因归因不足	找到MDH1特异遗传或靶点救援再纳入功能支持	PRIMARY_ABSTRACT	DONE_BOUNDED_SEARCH	PARTIAL_NOT_ALL_FULLTEXT	NOT_ESTABLISHED	NOT_RUN; DEFERRED_BY_USER			NOT_ASSESSED	NOT_ASSESSED	本轮未新增或核验蛋白数据	本轮未取得318匹配明细，不将旧摘要当新增验证；待回接	S063	https://pubmed.ncbi.nlm.nih.gov/39818404/	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/candidate_comparison_v1.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/direct_edges_v1.tsv	NEEDS_REVIEW	227245e3171ac3b8530835624711c1a0a69363cf
BRCA	MDH2	RETAINED	优先核查	2025已有遗传加多组学，可能提供公开扰动数据	有乳腺癌遗传干预报告	A	1	1	True	malate	KEGG:C00149|MDH2	1	复用原v1生化候选；未重新全面核验反应注释	malate	61.0	0.2641459545214172	0.1622414634146341	61.0	0.1884641169872589	0.43498125000000004	0.3920957746478873	KEGG:C00149|MDH2	0.43498125000000004	本轮ER关联未过0.05；不以此排除功能价值	S062（2025）：敲低抑制增殖/迁移、逆转EMT；过表达加速移植瘤生长	S062：乳腺癌细胞及移植瘤；具体细胞系待全文方法复核	S062：MDH2敲低、过表达	S062：非靶向代谢组提示腺苷/亚油酸等变化，尚未证明CAMP苹果酸介导	S062：包含多组学和对接；对接不作为功能证据；模型细节未逐一核定	2025已有遗传加多组学，可能提供公开扰动数据	先查数据可获得性和苹果酸是否直接变化；不把对接计成功能	PRIMARY_ABSTRACT_AND_FIGURE_CAPTIONS	DONE_BOUNDED_SEARCH	PARTIAL_NOT_ALL_FULLTEXT	NOT_ESTABLISHED	NOT_RUN; DEFERRED_BY_USER			NOT_ASSESSED	NOT_ASSESSED	本轮未新增或核验蛋白数据	本轮未取得318匹配明细，不将旧摘要当新增验证；待回接	S062	https://pubmed.ncbi.nlm.nih.gov/41179294/	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/candidate_comparison_v1.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/direct_edges_v1.tsv	NEEDS_REVIEW	227245e3171ac3b8530835624711c1a0a69363cf
BRCA	MGAM	RETAINED	暂挂	现有多为MGAM/MGAM2观察性研究	观察性或非基因特异背景	G	1	1	False	maltose; maltotriose	KEGG:C00208|MGAM; KEGG:C01835|MGAM	2	复用原v1生化候选；未重新全面核验反应注释	maltotriose	61.0	-0.0680885088965956	0.7550211678832117	42.0	-0.28594228899143187	0.33799787234042555	0.6469016949152543	KEGG:C01835|MGAM	0.33799787234042555	本轮ER关联未过0.05；不以此排除功能价值	S065（2019）：MGAM与MGAM2分型表达；相关预后/免疫信息	S065：TCGA乳腺癌分型	S065：表达/预后比较，非MGAM干预	S065：未测CAMP麦芽糖变化	S065：MGAM2结果不能移给MGAM	现有多为MGAM/MGAM2观察性研究	先解决基因身份，不借MGAM2结论给MGAM	PRIMARY_TEXT_EXCERPT	DONE_BOUNDED_SEARCH	PARTIAL_NOT_ALL_FULLTEXT	NOT_ESTABLISHED	NOT_RUN; DEFERRED_BY_USER			NOT_ASSESSED	NOT_ASSESSED	本轮未新增或核验蛋白数据	本轮未取得318匹配明细，不将旧摘要当新增验证；待回接	S065	https://pmc.ncbi.nlm.nih.gov/articles/PMC6451114/	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/candidate_comparison_v1.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/direct_edges_v1.tsv	PARTIAL	227245e3171ac3b8530835624711c1a0a69363cf
BRCA	MPI	RETAINED	保留	基因KO后甘露糖限制不必导致死亡，营养背景强	特定条件的无效/反向证据	K	1	1	True	mannose 6-phosphate; fructose-6-phosphate	KEGG:C00275|MPI; KEGG:C05345|MPI	2	复用原v1生化候选；未重新全面核验反应注释	fructose-6-phosphate	61.0	-0.1766421721516907	0.3743231707317073	53.0	-0.1550544452904724	0.52003	0.6064166666666667	KEGG:C00275|MPI	0.2918032258064516	本轮ER关联未过0.05；不以此排除功能价值	S118（2026）：MDA-MB-231等MPI-KO细胞在甘露糖剥夺下仍耐受；葡萄糖剥夺效应依模型不同	S118：包含MPI-KO MDA-MB-231；主机制还使用HT1080等非乳腺癌模型	S118：MPI基因敲除后分别限制甘露糖或葡萄糖	S118：N-糖基化/甘露糖通路改变；详细多糖实验主要在HT1080	S118：不能把HT1080全部结果外推到乳腺癌；不是MPI敲除对所有条件都无效，更不是普适抗肿瘤证据	基因KO后甘露糖限制不必导致死亡，营养背景强	保留2026反例，不能等同MPI在所有条件无功能	PRIMARY_RESULTS_TEXT	DONE_BOUNDED_SEARCH	PARTIAL_NOT_ALL_FULLTEXT	NOT_ESTABLISHED	NOT_RUN; DEFERRED_BY_USER			NOT_ASSESSED	NOT_ASSESSED	本轮未新增或核验蛋白数据	本轮未取得318匹配明细，不将旧摘要当新增验证；待回接	S118	https://pmc.ncbi.nlm.nih.gov/articles/PMC12934312/	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/candidate_comparison_v1.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/direct_edges_v1.tsv	PARTIAL	227245e3171ac3b8530835624711c1a0a69363cf
BRCA	NAGK	RETAINED	保留	在FR054研究中可能负责前药激活，抑制可减弱药效	观察性或非基因特异背景	G	1	1	False	N-acetylglucosamine; N-acetylglucosamine 6-phosphate	KEGG:C00140|NAGK; KEGG:C00357|NAGK	2	复用原v1生化候选；未重新全面核验反应注释	N-acetylglucosamine 6-phosphate	61.0	0.3016697735558923	0.1126241379310344	60.0	0.21265119251601722	0.3632877551020408	0.2923682926829268	KEGG:C00357|NAGK	0.3632877551020408	本轮ER关联未过0.05；不以此排除功能价值	S117（2018）：NAGK抑制减弱FR054诱导凋亡；不是NAGK抑制本身已证实抗肿瘤	S117：MDA-MB-231	S117：NAGK抑制剂与FR054联用	S117：参与前药激活的补救合成背景	S117：未见本轮核查内容中NAGK独立基因敲低效应；不能误把拮抗FR054当作抗癌支持	在FR054研究中可能负责前药激活，抑制可减弱药效	区分药物活化与肿瘤依赖，补直接遗传证据再判断	PRIMARY_FIGURE_LEGENDS	DONE_BOUNDED_SEARCH	PARTIAL_NOT_ALL_FULLTEXT	NOT_ESTABLISHED	NOT_RUN; DEFERRED_BY_USER			NOT_ASSESSED	NOT_ASSESSED	本轮未新增或核验蛋白数据	本轮未取得318匹配明细，不将旧摘要当新增验证；待回接	S117	https://pubmed.ncbi.nlm.nih.gov/29515119/	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/candidate_comparison_v1.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/direct_edges_v1.tsv	PARTIAL	227245e3171ac3b8530835624711c1a0a69363cf
BRCA	NAMPT	RETAINED	优先核查	基因抑制增强转移与部分药物抑制生长并存	有干预但情境/方向分歧	B	3	3	True	nicotinamide	KEGG:C00153|NAMPT	1	复用原v1生化候选；未重新全面核验反应注释	nicotinamide	61.0	-0.0612935639970781	0.7798821428571429	58.0	-0.05197535906064701	0.83469375	0.6550829268292683	KEGG:C00153|NAMPT	0.83469375	本轮ER关联未过0.05；不以此排除功能价值	S069（2014）：NAMPT降低反而增强转移侵袭相关行为 | S070（2019）：提示抑制增殖/提高药物反应 | S071（2026）：生长、迁移/侵袭及肺转移下降；巨噬细胞状态变化	S069：乳腺癌转移模型，具体细胞系需全文核定 | S070：乳腺癌他莫昔芬耐药细胞及异种移植背景 | S071：MDA-MB-231、4T1、原位乳腺癌/巨噬细胞背景	S069：NAMPT基因抑制 | S070：NAMPT抑制剂FK866、表达操作 | S071：PROTAC A13降解干预	S069：NAD降低、整合素相关变化 | S070：NAD相关，非CAMP烟酰胺介导证明 | S071：未核实对应CAMP烟酰胺数值	S069：与部分生长抑制研究方向不同；区分原发生长、转移与营养环境 | S070：摘要部分方向表述需全文核对；药物效应不直接等同遗传效应 | S071：药物靶向证据，不是本项目DepMap或临床安全性	基因抑制增强转移与部分药物抑制生长并存	拆分原发增长、迁移/转移、内分泌耐药和宿主效应	PRIMARY_ABSTRACT	DONE_BOUNDED_SEARCH	PARTIAL_NOT_ALL_FULLTEXT	NOT_ESTABLISHED	NOT_RUN; DEFERRED_BY_USER			NOT_ASSESSED	NOT_ASSESSED	本轮未新增或核验蛋白数据	本轮未取得318匹配明细，不将旧摘要当新增验证；待回接	S069; S070; S071	"https://pubmed.ncbi.nlm.nih.gov/25263164/
https://pubmed.ncbi.nlm.nih.gov/31141164/
https://doi.org/10.1021/acs.jmedchem.6c00454"	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/candidate_comparison_v1.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/direct_edges_v1.tsv	NEEDS_REVIEW	227245e3171ac3b8530835624711c1a0a69363cf
