cancer	cohort	relation_id	metabolite_key	gene	metabolite	n_specimens	er_available_partial_rank_rho	er_available_q	er_primary_q	status	effect_scale	statistics_version	family_n_evaluable	source_url	statistical_unit	availability_mask	work_priority	functional_class	study_ids	functional_annotation_scope	new_statistics_computed
BRCA	BRCA1	KEGG:C00077|OTC	KEGG:C00077	OTC	ornithine	61.0	0.11857243791118031	0.609457281553398	0.5922084905660377	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	暂挂	本轮未取得适用干预报告		gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00079|PAH	KEGG:C00079	PAH	phenylalanine	61.0	-0.07175490490457788	0.74385	0.73834	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	暂挂	本轮未取得适用干预报告		gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00082|PAH	KEGG:C00082	PAH	tyrosine	61.0	-0.0653932910867521	0.7764391304347827	0.7685228571428572	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	暂挂	本轮未取得适用干预报告		gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00082|TAT	KEGG:C00082	TAT	tyrosine	61.0	-0.08967383630179267	0.701955	0.6660921259842519	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	优先核查	功能线索待方法/模型核定	S112	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00095|KHK	KEGG:C00095	KHK	fructose	45.0	0.18519592737095603	0.49527439024390246	0.4279275	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	保留	有乳腺癌遗传干预报告	S053; S054	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00095|SORD	KEGG:C00095	SORD	fructose	45.0	0.2596232957189232	0.33799787234042555	0.0534375	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	暂挂	仅他癌或不适用乳腺癌	S121	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00097|CDO1	KEGG:C00097	CDO1	cysteine	60.0	-0.27910751927093275	0.23496666666666668	0.1382869565217391	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	保留	有乳腺癌遗传干预报告	S014	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00097|GCLC	KEGG:C00097	GCLC	cysteine	60.0	0.147195258084722	0.5098909090909092	0.4601454545454546	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	保留	功能线索待方法/模型核定	S038	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00099|UPB1	KEGG:C00099	UPB1	beta-alanine	48.0	-0.2697437407129414	0.33799787234042555	0.3594109090909091	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	暂挂	本轮未取得适用干预报告		gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00106|DPYD	KEGG:C00106	DPYD	uracil	61.0	-0.29330648704235057	0.19665000000000002	0.1512692307692307	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	保留	功能线索待方法/模型核定	S030	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00106|UPP1	KEGG:C00106	UPP1	uracil	61.0	-0.001115304140187707	0.9937	0.9959	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	优先核查	有乳腺癌遗传干预报告	S113	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00106|UPP2	KEGG:C00106	UPP2	uracil	61.0	-0.2565960999252752	0.29127000000000003	0.24966	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	暂挂	本轮未取得适用干预报告		gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00114|CHKA	KEGG:C00114	CHKA	choline	61.0	0.07327898673524183	0.7394142857142856	0.73834	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	保留	有乳腺癌遗传干预报告	S016	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00114|CHKB	KEGG:C00114	CHKB	choline					NOT_EVALUABLE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	暂挂	本轮未取得适用干预报告		gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00114|GDPD5	KEGG:C00114	GDPD5	choline	61.0	0.1489931747363703	0.5098909090909092	0.4827461538461539	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	保留	有乳腺癌遗传干预报告	S039; S040	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00114|GPCPD1	KEGG:C00114	GPCPD1	choline	61.0	0.03711420829645969	0.8704235294117647	0.8601077922077922	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	保留	有乳腺癌遗传干预报告	S039; S047; S115	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00121|RBKS	KEGG:C00121	RBKS	ribose	58.0	-0.1283546897738989	0.5944867346938776	0.6660921259842519	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	暂挂	本轮未取得适用干预报告		gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00134|ODC1	KEGG:C00134	ODC1	putrescine	48.0	0.09778713063312587	0.7245951219512194	0.5814	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	保留	有乳腺癌遗传干预报告	S073	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00135|HAL	KEGG:C00135	HAL	histidine	61.0	-0.08999486795813626	0.7008126050420168	0.6660921259842519	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	暂挂	观察性或非基因特异背景	S048	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00140|NAGK	KEGG:C00140	NAGK	N-acetylglucosamine	43.0	-0.11309472726904855	0.7008126050420168	0.6124221238938053	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	保留	观察性或非基因特异背景	S117	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00148|PEPD	KEGG:C00148	PEPD	proline	61.0	-0.013329770233578654	0.945619760479042	0.957081818181818	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	暂挂	外源非催化蛋白干预	S080; S081	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00148|PRODH	KEGG:C00148	PRODH	proline	61.0	-0.04029247776274019	0.8704235294117647	0.8601077922077922	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	保留	功能线索待方法/模型核定	S089; S090	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00148|PYCR1	KEGG:C00148	PYCR1	proline	61.0	0.2933570167640607	0.19665000000000002	0.1512692307692307	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	保留	有乳腺癌遗传干预报告	S092; S093	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00148|PYCR2	KEGG:C00148	PYCR2	proline	61.0	-0.06854589741664102	0.75506	0.7440372262773722	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	保留	有乳腺癌遗传干预报告	S094	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00148|PYCR3	KEGG:C00148	PYCR3	proline	61.0	0.2034111972910961	0.3959823529411765	0.3606267857142857	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	保留	有乳腺癌遗传干预报告	S095	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00149|FH	KEGG:C00149	FH	malate	61.0	0.23125610471501387	0.33799787234042555	0.3074711538461538	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	优先核查	有干预但情境/方向分歧	S027; S036	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00149|MDH1	KEGG:C00149	MDH1	malate	61.0	0.11688876603450786	0.6065470588235294	0.5892171428571429	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	暂挂	功能线索待方法/模型核定	S063	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00149|MDH2	KEGG:C00149	MDH2	malate	61.0	0.1884641169872589	0.43498125000000004	0.3920957746478873	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	优先核查	有乳腺癌遗传干预报告	S062	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00152|ASNS	KEGG:C00152	ASNS	asparagine	61.0	-0.10197400664170654	0.6651743119266055	0.6304695652173913	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	保留	有乳腺癌遗传干预报告	S006; S007	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00153|NAMPT	KEGG:C00153	NAMPT	nicotinamide	58.0	-0.05197535906064701	0.83469375	0.6550829268292683	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	优先核查	有干预但情境/方向分歧	S069; S070; S071	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00153|NNMT	KEGG:C00153	NNMT	nicotinamide	58.0	-0.35334956388284744	0.10917692307692309	0.09918	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	保留	有乳腺癌遗传干预报告	S066; S067; S068	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00158|ACLY	KEGG:C00158	ACLY	citrate	55.0	-0.3033289315712026	0.21709565217391305	0.0979363636363636	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	保留	有乳腺癌遗传干预报告	S001	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00158|CS	KEGG:C00158	CS	citrate	55.0	-0.08361252426147031	0.7394142857142856	0.3920957746478873	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	保留	有乳腺癌遗传干预报告	S027	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00186|LDHA	KEGG:C00186	LDHA	lactate	61.0	0.09707347435113085	0.6912637168141592	0.6538235294117647	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	优先核查	有干预但情境/方向分歧	S057; S058	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00186|LDHB	KEGG:C00186	LDHB	lactate	61.0	-0.1875700949420569	0.43498125000000004	0.3920957746478873	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	优先核查	有干预但情境/方向分歧	S059; S060; S061	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00187|SOAT1	KEGG:C00187	SOAT1	cholesterol	61.0	0.117617780705295	0.61218	0.6007373831775701	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	保留	有乳腺癌遗传干预报告	S104; S105	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00187|SOAT2	KEGG:C00187	SOAT2	cholesterol	61.0	-0.30251376077922715	0.1767	0.1382869565217391	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	暂挂	本轮未取得适用干预报告		gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00189|CHKA	KEGG:C00189	CHKA	ethanolamine	61.0	0.22639850017097227	0.33799787234042555	0.3074711538461538	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	保留	有乳腺癌遗传干预报告	S016	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00189|CHKB	KEGG:C00189	CHKB	ethanolamine					NOT_EVALUABLE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	暂挂	本轮未取得适用干预报告		gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00189|ETNK1	KEGG:C00189	ETNK1	ethanolamine	61.0	0.3853669504047172	0.053437500000000006	0.0534375	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	优先核查	有干预但情境/方向分歧	S031; S032	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00189|ETNK2	KEGG:C00189	ETNK2	ethanolamine	61.0	0.1824237047725828	0.43498125000000004	0.3920957746478873	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	暂挂	本轮未取得适用干预报告		gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00208|MGAM	KEGG:C00208	MGAM	maltose	51.0	0.13337883839850107	0.5986693069306931	0.9108670807453416	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	暂挂	观察性或非基因特异背景	S065	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00212|ADA	KEGG:C00212	ADA	adenosine	60.0	-0.05996468687217866	0.7800798561151079	0.73834	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	暂挂	观察性或非基因特异背景	S002	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00212|ADA2	KEGG:C00212	ADA2	adenosine	60.0	-0.008680977579904792	0.9622544378698225	0.90736875	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	保留	观察性或非基因特异背景	S003	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00212|AHCY	KEGG:C00212	AHCY	adenosine	60.0	-0.13846240036659396	0.5210999999999999	0.6304695652173913	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	暂挂	仅他癌或不适用乳腺癌	S004	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00242|GDA	KEGG:C00242	GDA	guanine	60.0	-0.16044162286939254	0.49527439024390246	0.3920957746478873	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	暂挂	本轮未取得适用干预报告		gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00242|HPRT1	KEGG:C00242	HPRT1	guanine	60.0	0.3474741612049995	0.10917692307692309	0.1136647058823529	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	优先核查	遗传干预仅分子终点	S050	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00242|PNP	KEGG:C00242	PNP	guanine	60.0	0.46382394341007765	0.0285	0.0608	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	保留	有乳腺癌遗传干预报告	S087	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00245|SLC6A6	KEGG:C00245	SLC6A6	taurine	61.0	0.167240827448844	0.48278219178082193	0.4351	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	保留	有乳腺癌遗传干预报告	S099	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00255|RFK	KEGG:C00255	RFK	riboflavin (Vitamin B2)	40.0	0.24839765362992086	0.4091333333333334	0.362048275862069	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	优先核查	一手访问受阻的预印本线索	S122	gene-level literature; does not prove mediation by this metabolite	False
