feature_name	metabolite_key	gene	uniprot_accession	matched_chebi	matched_participant_names	reaction	relation_type	rhea_ids	compartment	annotation_evidence	human_experimental_annotation	subunit_notes	source_url	status	reason
S-adenosylhomocysteine (SAH)	KEGG:C00021	COMT	P21964	57856	S-adenosyl-L-homocysteine	a catechol + S-adenosyl-L-methionine = a guaiacol + S-adenosyl-L-homocysteine + H(+)	DIRECT_REACTION	RHEA:17877	Cytoplasm; Cell membrane	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""15645182""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""21846718""}]"	True	[]	https://www.uniprot.org/uniprotkb/P21964/entry	DIRECT_ANNOTATION	Exact small-molecule ID in reviewed human catalytic annotation; not PDAC function or new chemical identification
S-adenosylhomocysteine (SAH)	KEGG:C00021	COMT	P21964	57856	S-adenosyl-L-homocysteine	2-hydroxyestrone + S-adenosyl-L-methionine = 2-hydroxy-3-methoxy-estrone + S-adenosyl-L-homocysteine + H(+)	DIRECT_REACTION	RHEA:53108	Cytoplasm; Cell membrane	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""11559542""}]"	True	[]	https://www.uniprot.org/uniprotkb/P21964/entry	DIRECT_ANNOTATION	Exact small-molecule ID in reviewed human catalytic annotation; not PDAC function or new chemical identification
S-adenosylhomocysteine (SAH)	KEGG:C00021	COMT	P21964	57856	S-adenosyl-L-homocysteine	4-hydroxyestrone + S-adenosyl-L-methionine = 4-methoxyestrone + S-adenosyl-L-homocysteine + H(+)	DIRECT_REACTION	RHEA:53104	Cytoplasm; Cell membrane	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""11559542""}]"	True	[]	https://www.uniprot.org/uniprotkb/P21964/entry	DIRECT_ANNOTATION	Exact small-molecule ID in reviewed human catalytic annotation; not PDAC function or new chemical identification
S-adenosylhomocysteine (SAH)	KEGG:C00021	COMT	P21964	57856	S-adenosyl-L-homocysteine	2-hydroxyestrone + S-adenosyl-L-methionine = 2-methoxyestrone + S-adenosyl-L-homocysteine + H(+)	DIRECT_REACTION	RHEA:53100	Cytoplasm; Cell membrane	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""11559542""}]"	True	[]	https://www.uniprot.org/uniprotkb/P21964/entry	DIRECT_ANNOTATION	Exact small-molecule ID in reviewed human catalytic annotation; not PDAC function or new chemical identification
S-adenosylhomocysteine (SAH)	KEGG:C00021	COMT	P21964	57856	S-adenosyl-L-homocysteine	4-hydroxy-17beta-estradiol + S-adenosyl-L-methionine = 4-methoxy-17beta-estradiol + S-adenosyl-L-homocysteine + H(+)	DIRECT_REACTION	RHEA:53096	Cytoplasm; Cell membrane	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""11559542""}]"	True	[]	https://www.uniprot.org/uniprotkb/P21964/entry	DIRECT_ANNOTATION	Exact small-molecule ID in reviewed human catalytic annotation; not PDAC function or new chemical identification
S-adenosylhomocysteine (SAH)	KEGG:C00021	COMT	P21964	57856	S-adenosyl-L-homocysteine	2-hydroxy-17beta-estradiol + S-adenosyl-L-methionine = 2-hydroxy-3-methoxy-17beta-estradiol + S-adenosyl-L-homocysteine + H(+)	DIRECT_REACTION	RHEA:53092	Cytoplasm; Cell membrane	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""11559542""}]"	True	[]	https://www.uniprot.org/uniprotkb/P21964/entry	DIRECT_ANNOTATION	Exact small-molecule ID in reviewed human catalytic annotation; not PDAC function or new chemical identification
S-adenosylhomocysteine (SAH)	KEGG:C00021	COMT	P21964	57856	S-adenosyl-L-homocysteine	2-hydroxy-17beta-estradiol + S-adenosyl-L-methionine = 2-methoxy-17beta-estradiol + S-adenosyl-L-homocysteine + H(+)	DIRECT_REACTION	RHEA:53088	Cytoplasm; Cell membrane	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""11559542""}]"	True	[]	https://www.uniprot.org/uniprotkb/P21964/entry	DIRECT_ANNOTATION	Exact small-molecule ID in reviewed human catalytic annotation; not PDAC function or new chemical identification
S-adenosylhomocysteine (SAH)	KEGG:C00021	PCMT1	P22061	57856	S-adenosyl-L-homocysteine	[protein]-L-isoaspartate + S-adenosyl-L-methionine = [protein]-L-isoaspartate alpha-methyl ester + S-adenosyl-L-homocysteine	DIRECT_REACTION	RHEA:12705;RHEA-COMP:12143;RHEA-COMP:12144	Cytoplasm, cytosol	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""3167043""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""6469980""}]"	True	"[{""texts"": [{""evidences"": [{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""11847284""}], ""value"": ""Monomer""}], ""commentType"": ""SUBUNIT""}]"	https://www.uniprot.org/uniprotkb/P22061/entry	CONDITIONAL	Macromolecule modification reaction; exact cosubstrate/byproduct annotation retained as conditional context, not primary small-molecule-specific axis
S-adenosylhomocysteine (SAH)	KEGG:C00021	FBL	P22087	57856	S-adenosyl-L-homocysteine	L-glutaminyl-[histone H2A] + S-adenosyl-L-methionine = N(5)-methyl-L-glutaminyl-[histone H2A] + S-adenosyl-L-homocysteine + H(+)	DIRECT_REACTION	RHEA:50904;RHEA-COMP:12837;RHEA-COMP:12839	Nucleus, nucleolus; Nucleus, nucleoplasm	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""24352239""}]"	True	"[{""texts"": [{""evidences"": [{""evidenceCode"": ""ECO:0000250"", ""source"": ""UniProtKB"", ""id"": ""P22509""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""10837141""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""14583623""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""1714385""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""17498821""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""17636026""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""20926688""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""21536856""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""22916032""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""2414294""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""34365507""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""34516797""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36161484""}], ""value"": ""Component of box C/D small nucleolar ribonucleoprotein (snoRNP) particles that contain SNU13, FBL, NOP5 and NOP56, plus a guide RNA (PubMed:1714385, PubMed:32017898). It is associated with the U3, U8, U13, X and Y small nuclear RNAs (PubMed:1714385). Component of several ribosomal and nucleolar protein complexes. Part of the small subunit (SSU) processome, composed of more than 70 proteins and the RNA chaperone small nucleolar RNA (snoRNA) U3 (PubMed:34516797). Interacts with PRMT5 and UTP20 (PubMed:14583623, PubMed:17498821). Interacts with DDX5 and C1QBP (PubMed:10837141, PubMed:21536856). Interacts with NOL11 (PubMed:22916032). Interacts with PIH1D1 (PubMed:17636026). Interacts with RRP1B (PubMed:20926688). Interacts with NOLC1 (By similarity). Interacts with SDE2 (PubMed:34365507). Interacts with NOP2 and NOP56 (PubMed:36161484)""}], ""commentType"": ""SUBUNIT""}]"	https://www.uniprot.org/uniprotkb/P22087/entry	CONDITIONAL	Macromolecule modification reaction; exact cosubstrate/byproduct annotation retained as conditional context, not primary small-molecule-specific axis
S-adenosylhomocysteine (SAH)	KEGG:C00021	FBL	P22087	57856	S-adenosyl-L-homocysteine	a ribonucleotide in rRNA + S-adenosyl-L-methionine = a 2'-O-methylribonucleotide in rRNA + S-adenosyl-L-homocysteine + H(+)	DIRECT_REACTION	RHEA:48628;RHEA-COMP:12164;RHEA-COMP:12165	Nucleus, nucleolus; Nucleus, nucleoplasm	"[{""evidenceCode"": ""ECO:0000250"", ""source"": ""UniProtKB"", ""id"": ""P15646""}]"	False	"[{""texts"": [{""evidences"": [{""evidenceCode"": ""ECO:0000250"", ""source"": ""UniProtKB"", ""id"": ""P22509""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""10837141""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""14583623""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""1714385""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""17498821""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""17636026""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""20926688""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""21536856""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""22916032""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""2414294""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""34365507""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""34516797""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36161484""}], ""value"": ""Component of box C/D small nucleolar ribonucleoprotein (snoRNP) particles that contain SNU13, FBL, NOP5 and NOP56, plus a guide RNA (PubMed:1714385, PubMed:32017898). It is associated with the U3, U8, U13, X and Y small nuclear RNAs (PubMed:1714385). Component of several ribosomal and nucleolar protein complexes. Part of the small subunit (SSU) processome, composed of more than 70 proteins and the RNA chaperone small nucleolar RNA (snoRNA) U3 (PubMed:34516797). Interacts with PRMT5 and UTP20 (PubMed:14583623, PubMed:17498821). Interacts with DDX5 and C1QBP (PubMed:10837141, PubMed:21536856). Interacts with NOL11 (PubMed:22916032). Interacts with PIH1D1 (PubMed:17636026). Interacts with RRP1B (PubMed:20926688). Interacts with NOLC1 (By similarity). Interacts with SDE2 (PubMed:34365507). Interacts with NOP2 and NOP56 (PubMed:36161484)""}], ""commentType"": ""SUBUNIT""}]"	https://www.uniprot.org/uniprotkb/P22087/entry	CONDITIONAL	Macromolecule modification reaction; exact cosubstrate/byproduct annotation retained as conditional context, not primary small-molecule-specific axis
S-adenosylhomocysteine (SAH)	KEGG:C00021	FBL	P22087	57856	S-adenosyl-L-homocysteine	a ribonucleotide in U6 snRNA + S-adenosyl-L-methionine = a 2'-O-methylribonucleotide in U6 snRNA + S-adenosyl-L-homocysteine + H(+)	DIRECT_REACTION	RHEA:63088;RHEA-COMP:16262;RHEA-COMP:16263	Nucleus, nucleolus; Nucleus, nucleoplasm	"[{""evidenceCode"": ""ECO:0000305"", ""source"": ""PubMed"", ""id"": ""32017898""}]"	False	"[{""texts"": [{""evidences"": [{""evidenceCode"": ""ECO:0000250"", ""source"": ""UniProtKB"", ""id"": ""P22509""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""10837141""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""14583623""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""1714385""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""17498821""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""17636026""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""20926688""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""21536856""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""22916032""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""2414294""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""34365507""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""34516797""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36161484""}], ""value"": ""Component of box C/D small nucleolar ribonucleoprotein (snoRNP) particles that contain SNU13, FBL, NOP5 and NOP56, plus a guide RNA (PubMed:1714385, PubMed:32017898). It is associated with the U3, U8, U13, X and Y small nuclear RNAs (PubMed:1714385). Component of several ribosomal and nucleolar protein complexes. Part of the small subunit (SSU) processome, composed of more than 70 proteins and the RNA chaperone small nucleolar RNA (snoRNA) U3 (PubMed:34516797). Interacts with PRMT5 and UTP20 (PubMed:14583623, PubMed:17498821). Interacts with DDX5 and C1QBP (PubMed:10837141, PubMed:21536856). Interacts with NOL11 (PubMed:22916032). Interacts with PIH1D1 (PubMed:17636026). Interacts with RRP1B (PubMed:20926688). Interacts with NOLC1 (By similarity). Interacts with SDE2 (PubMed:34365507). Interacts with NOP2 and NOP56 (PubMed:36161484)""}], ""commentType"": ""SUBUNIT""}]"	https://www.uniprot.org/uniprotkb/P22087/entry	CONDITIONAL	Macromolecule modification reaction; exact cosubstrate/byproduct annotation retained as conditional context, not primary small-molecule-specific axis
S-adenosylhomocysteine (SAH)	KEGG:C00021	AHCY	P23526	57856	S-adenosyl-L-homocysteine	S-adenosyl-L-homocysteine + H2O = L-homocysteine + adenosine	DIRECT_REACTION	RHEA:21708	Cytoplasm; Melanosome; Nucleus; Endoplasmic reticulum	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""10933798""}]"	True	"[{""texts"": [{""evidences"": [{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""12590576""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""19177456""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""28647132""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""9586999""}], ""value"": ""Homotetramer (PubMed:19177456, PubMed:28647132, PubMed:9586999). Interaction with AHCYL1 (PubMed:28647132)""}], ""commentType"": ""SUBUNIT""}]"	https://www.uniprot.org/uniprotkb/P23526/entry	DIRECT_ANNOTATION	Exact small-molecule ID in reviewed human catalytic annotation; not PDAC function or new chemical identification
S-adenosylhomocysteine (SAH)	KEGG:C00021	DNMT1	P26358	57856	S-adenosyl-L-homocysteine	a 2'-deoxycytidine in DNA + S-adenosyl-L-methionine = a 5-methyl-2'-deoxycytidine in DNA + S-adenosyl-L-homocysteine + H(+)	DIRECT_REACTION	RHEA:13681;RHEA-COMP:11369;RHEA-COMP:11370	Nucleus; Chromosome	"[{""evidenceCode"": ""ECO:0000255"", ""source"": ""PROSITE-ProRule"", ""id"": ""PRU10018""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""21745816""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""26070743""}]"	True	"[{""texts"": [{""evidences"": [{""evidenceCode"": ""ECO:0000250"", ""source"": ""UniProtKB"", ""id"": ""P13864""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""10888872""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""10888886""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""10947852""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""12145218""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""16357870""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""19173286""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""19450230""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""21745816""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""24492612""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""24623306""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""29691401""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""32051553""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""9302295""}], ""value"": ""Homodimer (PubMed:19173286). Forms a stable complex with E2F1, BB1 and HDAC1 (PubMed:10888886). Forms a complex with DMAP1 and HDAC2, with direct interaction (PubMed:10888872). Interacts with the PRC2/EED-EZH2 complex (PubMed:16357870). Probably part of a corepressor complex containing ZNF304, TRIM28, SETDB1 and DNMT1 (PubMed:24623306). Interacts with UHRF1; promoting its recruitment to hemimethylated DNA (PubMed:21745816). Interacts with USP7, promoting its deubiquitination (PubMed:21745816). Interacts with PCNA (PubMed:9302295). Interacts with MBD2 and MBD3 (PubMed:10947852). Interacts with DNMT3A and DNMT3B (PubMed:12145218). Interacts with UBC9 (PubMed:19450230). Interacts with CSNK1D (By similarity). Interacts with HDAC1 (By similarity). Interacts with BAZ2A/TIP5 (By similarity). Interacts with SIRT7 (By similarity). Interacts with ZNF263; recruited to the SIX3 promoter along with other proteins involved in chromatin modification and transcriptional corepression where it contributes to transcriptional repression (PubMed:32051553). Interacts with L3MBTL3 and DCAF5; the interaction requires DNMT1 methylation at Lys-142 and is necessary to target DNMT1 for ubiquitination by the CRL4-DCAF5 E3 ubiquitin ligase complex and proteasomal degradation (PubMed:29691401). Interacts with PHF20L1; the interaction requires DNMT1 methylation at Lys-142 and protects DNMT1 from ubiquitination and proteasomal degradation (PubMed:24492612)""}], ""commentType"": ""SUBUNIT""}]"	https://www.uniprot.org/uniprotkb/P26358/entry	CONDITIONAL	Macromolecule modification reaction; exact cosubstrate/byproduct annotation retained as conditional context, not primary small-molecule-specific axis
S-adenosylhomocysteine (SAH)	KEGG:C00021	HPD	P32754	57856	S-adenosyl-L-homocysteine	an adenosine in mRNA + S-adenosyl-L-methionine = an N(6)-methyladenosine in mRNA + S-adenosyl-L-homocysteine + H(+)	DIRECT_REACTION	RHEA:55584;RHEA-COMP:12414;RHEA-COMP:12417	Cytoplasm; Endoplasmic reticulum membrane; Golgi apparatus membrane; Nucleus	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""41317403""}]"	True	"[{""texts"": [{""evidences"": [{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""1339442""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""Reference"", ""id"": ""Ref.14""}], ""value"": ""Homodimer""}], ""commentType"": ""SUBUNIT""}]"	https://www.uniprot.org/uniprotkb/P32754/entry	CONDITIONAL	Macromolecule modification reaction; exact cosubstrate/byproduct annotation retained as conditional context, not primary small-molecule-specific axis
S-adenosylhomocysteine (SAH)	KEGG:C00021	NNMT	P40261	57856	S-adenosyl-L-homocysteine	nicotinamide + S-adenosyl-L-methionine = 1-methylnicotinamide + S-adenosyl-L-homocysteine	DIRECT_REACTION	RHEA:23884	Cytoplasm	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""21823666""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""23455543""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""8182091""}]"	True	"[{""texts"": [{""evidences"": [{""evidenceCode"": ""ECO:0000269"", ""source"": ""Reference"", ""id"": ""Ref.12""}], ""value"": ""Monomer""}], ""commentType"": ""SUBUNIT""}]"	https://www.uniprot.org/uniprotkb/P40261/entry	DIRECT_ANNOTATION	Exact small-molecule ID in reviewed human catalytic annotation; not PDAC function or new chemical identification
S-adenosylhomocysteine (SAH)	KEGG:C00021	NOP2	P46087	57856	S-adenosyl-L-homocysteine	cytidine(4447) in 28S rRNA + S-adenosyl-L-methionine = 5-methylcytidine(4447) in 28S rRNA + S-adenosyl-L-homocysteine + H(+)	DIRECT_REACTION	RHEA:47792;RHEA-COMP:11917;RHEA-COMP:11918	Nucleus, nucleolus; Nucleus	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""26196125""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36161484""}]"	True	"[{""texts"": [{""evidences"": [{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""20926688""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""23848194""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36161484""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""8089149""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""9654073""}], ""value"": ""Interacts with MCRS1 (PubMed:9654073). Interacts with WDR46 (PubMed:23848194). Interacts with RRP1B (PubMed:20926688). Interacts with NPM1 (PubMed:8089149). Interacts with NOP56, FBL, RUVBL1 and NUFIP1 (PubMed:36161484)""}], ""commentType"": ""SUBUNIT""}]"	https://www.uniprot.org/uniprotkb/P46087/entry	CONDITIONAL	Macromolecule modification reaction; exact cosubstrate/byproduct annotation retained as conditional context, not primary small-molecule-specific axis
S-adenosylhomocysteine (SAH)	KEGG:C00021	ASMT	P46597	57856	S-adenosyl-L-homocysteine	N-acetylserotonin + S-adenosyl-L-methionine = melatonin + S-adenosyl-L-homocysteine + H(+)	DIRECT_REACTION	RHEA:15573	NOT_SPECIFIED	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""22775292""}]"	True	"[{""texts"": [{""evidences"": [{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""22775292""}], ""value"": ""Homodimer""}], ""commentType"": ""SUBUNIT""}]"	https://www.uniprot.org/uniprotkb/P46597/entry	DIRECT_ANNOTATION	Exact small-molecule ID in reviewed human catalytic annotation; not PDAC function or new chemical identification
S-adenosylhomocysteine (SAH)	KEGG:C00021	HNMT	P50135	57856	S-adenosyl-L-homocysteine	histamine + S-adenosyl-L-methionine = N(tau)-methylhistamine + S-adenosyl-L-homocysteine + H(+)	DIRECT_REACTION	RHEA:19301	Cytoplasm	"[{""evidenceCode"": ""ECO:0000255"", ""source"": ""PROSITE-ProRule"", ""id"": ""PRU00929""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""26206890""}]"	True	"[{""texts"": [{""evidences"": [{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""11566133""}], ""value"": ""Monomer""}], ""commentType"": ""SUBUNIT""}]"	https://www.uniprot.org/uniprotkb/P50135/entry	DIRECT_ANNOTATION	Exact small-molecule ID in reviewed human catalytic annotation; not PDAC function or new chemical identification
S-adenosylhomocysteine (SAH)	KEGG:C00021	TPMT	P51580	57856	S-adenosyl-L-homocysteine	mercaptopurine + S-adenosyl-L-methionine = 6-methylthiopurine + S-adenosyl-L-homocysteine + H(+)	DIRECT_REACTION	RHEA:12609	Cytoplasm	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""18484748""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""657528""}]"	True	"[{""texts"": [{""evidences"": [{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""17243178""}], ""value"": ""Monomer""}], ""commentType"": ""SUBUNIT""}]"	https://www.uniprot.org/uniprotkb/P51580/entry	DIRECT_ANNOTATION	Exact small-molecule ID in reviewed human catalytic annotation; not PDAC function or new chemical identification
S-adenosylhomocysteine (SAH)	KEGG:C00021	TPMT	P51580	57856	S-adenosyl-L-homocysteine	6-thioguanine + S-adenosyl-L-methionine = 6-methylthioguanine + S-adenosyl-L-homocysteine + H(+)	DIRECT_REACTION	RHEA:56580	Cytoplasm	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""657528""}]"	True	"[{""texts"": [{""evidences"": [{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""17243178""}], ""value"": ""Monomer""}], ""commentType"": ""SUBUNIT""}]"	https://www.uniprot.org/uniprotkb/P51580/entry	DIRECT_ANNOTATION	Exact small-molecule ID in reviewed human catalytic annotation; not PDAC function or new chemical identification
S-adenosylhomocysteine (SAH)	KEGG:C00021	PRMT2	P55345	57856	S-adenosyl-L-homocysteine	L-arginyl-[protein] + 2 S-adenosyl-L-methionine = N(omega),N(omega)-dimethyl-L-arginyl-[protein] + 2 S-adenosyl-L-homocysteine + 2 H(+)	DIRECT_REACTION	RHEA:48096;RHEA-COMP:10532;RHEA-COMP:11991	Cytoplasm; Nucleus; Nucleus; Cytoplasm; Nucleus; Nucleus, nucleolus; Nucleus; Cytoplasm; Nucleus	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""19405910""}]"	True	"[{""texts"": [{""evidences"": [{""evidenceCode"": ""ECO:0000250"", ""source"": ""UniProtKB"", ""id"": ""Q9R144""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""11513728""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""12039952""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""16648481""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""17587566""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""17925405""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""22093364""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""38892217""}], ""value"": ""Self-associates. Interacts with RB1 and E2F1 (By similarity). Interacts with NCOA6 coactivator. Interacts (via SH3 domain) with PRMT8. Interacts with AR. Interacts with NFKBIA. Interacts with ESR1, ESR2, PGR, PPARG, RARA, RXRA and THRB. Interacts with HNRNPUL1. Interacts with PRMT2IP (PubMed:38892217)""}], ""commentType"": ""SUBUNIT""}]"	https://www.uniprot.org/uniprotkb/P55345/entry	CONDITIONAL	Macromolecule modification reaction; exact cosubstrate/byproduct annotation retained as conditional context, not primary small-molecule-specific axis
