feature_id	metabolite_name	metabolite_key	gene	uniprot_accession	source_urls	relationship_type	reaction	role	evidence_origin	source_commit	identity_note	source_row_id	stable_gene_id	cancer	mapping_version
GBM_FEATURE:88a2f109b13da155	glucose	KEGG:C00031	SLC5A1	P13866	"[""https://www.uniprot.org/uniprotkb/P13866/entry""]"	DIRECT_TRANSPORT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:6523	GBM	gbm_mapping_v1
GBM_FEATURE:88a2f109b13da155	glucose	KEGG:C00031	SLC5A2	P31639	"[""https://www.uniprot.org/uniprotkb/P31639/entry""]"	DIRECT_TRANSPORT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:6524	GBM	gbm_mapping_v1
GBM_FEATURE:88a2f109b13da155	glucose	KEGG:C00031	SLC2A11	Q9BYW1	"[""https://www.uniprot.org/uniprotkb/Q9BYW1/entry""]"	DIRECT_TRANSPORT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:66035	GBM	gbm_mapping_v1
GBM_FEATURE:88a2f109b13da155	glucose	KEGG:C00031	HKDC1	Q2TB90	"[""https://www.kegg.jp/entry/R00299"", ""https://www.uniprot.org/uniprotkb/Q2TB90/entry""]"	DIRECT_SUBSTRATE_OR_PRODUCT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:80201	GBM	gbm_mapping_v1
GBM_FEATURE:88a2f109b13da155	glucose	KEGG:C00031	SLC2A10	O95528	"[""https://www.uniprot.org/uniprotkb/O95528/entry""]"	DIRECT_TRANSPORT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:81031	GBM	gbm_mapping_v1
GBM_FEATURE:88a2f109b13da155	glucose	KEGG:C00031	ADPGK	Q9BRR6	"[""https://www.kegg.jp/entry/R05804"", ""https://www.uniprot.org/uniprotkb/Q9BRR6/entry""]"	DIRECT_SUBSTRATE_OR_PRODUCT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:83440	GBM	gbm_mapping_v1
GBM_FEATURE:88a2f109b13da155	glucose	KEGG:C00031	B4GALT2	O60909	"[""https://www.kegg.jp/entry/R00503"", ""https://www.kegg.jp/entry/R06067"", ""https://www.uniprot.org/uniprotkb/O60909/entry""]"	DIRECT_SUBSTRATE_OR_PRODUCT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:8704	GBM	gbm_mapping_v1
GBM_FEATURE:88a2f109b13da155	glucose	KEGG:C00031	MGAM	O43451	"[""https://www.kegg.jp/entry/R00028"", ""https://www.kegg.jp/entry/R00801"", ""https://www.kegg.jp/entry/R01790"", ""https://www.kegg.jp/entry/R01791"", ""https://www.kegg.jp/entry/R06087"", ""https://www.uniprot.org/uniprotkb/O43451/entry""]"	DIRECT_SUBSTRATE_OR_PRODUCT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:8972	GBM	gbm_mapping_v1
GBM_FEATURE:88a2f109b13da155	glucose	KEGG:C00031	SLC60A2	Q5TF39	"[""https://www.uniprot.org/uniprotkb/Q5TF39/entry""]"	DIRECT_TRANSPORT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:91749	GBM	gbm_mapping_v1
GBM_FEATURE:88a2f109b13da155	glucose	KEGG:C00031	G6PC3	Q9BUM1	"[""https://www.kegg.jp/entry/R00303"", ""https://www.uniprot.org/uniprotkb/Q9BUM1/entry""]"	DIRECT_SUBSTRATE_OR_PRODUCT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:92579	GBM	gbm_mapping_v1
GBM_FEATURE:88a2f109b13da155	glucose	KEGG:C00031	H6PD	O95479	"[""https://www.uniprot.org/uniprotkb/O95479/entry""]"	DIRECT_SUBSTRATE_OR_PRODUCT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:9563	GBM	gbm_mapping_v1
GBM_FEATURE:1432b9e82c3172bb	isoleucine	KEGG:C00407	SLC6A14	Q9UN76	"[""https://www.uniprot.org/uniprotkb/Q9UN76/entry""]"	DIRECT_TRANSPORT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:11254	GBM	gbm_mapping_v1
GBM_FEATURE:1432b9e82c3172bb	isoleucine	KEGG:C00407	SLC43A2	Q8N370	"[""https://www.uniprot.org/uniprotkb/Q8N370/entry""]"	DIRECT_TRANSPORT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:124935	GBM	gbm_mapping_v1
GBM_FEATURE:1432b9e82c3172bb	isoleucine	KEGG:C00407	SLC7A8	Q9UHI5	"[""https://www.uniprot.org/uniprotkb/Q9UHI5/entry""]"	DIRECT_TRANSPORT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:23428	GBM	gbm_mapping_v1
GBM_FEATURE:1432b9e82c3172bb	isoleucine	KEGG:C00407	IARS1	P41252	"[""https://www.kegg.jp/entry/R03656"", ""https://www.uniprot.org/uniprotkb/P41252/entry""]"	DIRECT_SUBSTRATE_OR_PRODUCT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:3376	GBM	gbm_mapping_v1
GBM_FEATURE:1432b9e82c3172bb	isoleucine	KEGG:C00407	SLC6A19	Q695T7	"[""https://www.uniprot.org/uniprotkb/Q695T7/entry""]"	DIRECT_TRANSPORT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:340024	GBM	gbm_mapping_v1
GBM_FEATURE:1432b9e82c3172bb	isoleucine	KEGG:C00407	SLC6A15	Q9H2J7	"[""https://www.uniprot.org/uniprotkb/Q9H2J7/entry""]"	DIRECT_TRANSPORT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:55117	GBM	gbm_mapping_v1
GBM_FEATURE:1432b9e82c3172bb	isoleucine	KEGG:C00407	IARS2	Q9NSE4	"[""https://www.kegg.jp/entry/R03656"", ""https://www.uniprot.org/uniprotkb/Q9NSE4/entry""]"	DIRECT_SUBSTRATE_OR_PRODUCT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:55699	GBM	gbm_mapping_v1
GBM_FEATURE:1432b9e82c3172bb	isoleucine	KEGG:C00407	BCAT1	P54687	"[""https://www.kegg.jp/entry/R02199"", ""https://www.uniprot.org/uniprotkb/P54687/entry""]"	DIRECT_SUBSTRATE_OR_PRODUCT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:586	GBM	gbm_mapping_v1
GBM_FEATURE:1432b9e82c3172bb	isoleucine	KEGG:C00407	BCAT2	O15382	"[""https://www.kegg.jp/entry/R02199"", ""https://www.uniprot.org/uniprotkb/O15382/entry""]"	DIRECT_SUBSTRATE_OR_PRODUCT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:587	GBM	gbm_mapping_v1
GBM_FEATURE:1432b9e82c3172bb	isoleucine	KEGG:C00407	SLC7A5	Q01650	"[""https://www.uniprot.org/uniprotkb/Q01650/entry""]"	DIRECT_TRANSPORT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:8140	GBM	gbm_mapping_v1
GBM_FEATURE:1432b9e82c3172bb	isoleucine	KEGG:C00407	SLC43A1	O75387	"[""https://www.uniprot.org/uniprotkb/O75387/entry""]"	DIRECT_TRANSPORT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:8501	GBM	gbm_mapping_v1
GBM_FEATURE:10511d2fb2642333	docosahexaenoate (DHA; 22:6n3)	KEGG:C06429	CYP4F2	P78329	https://www.uniprot.org/uniprotkb/P78329/entry	enzyme	(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoate + reduced [NADPH--hemoprotein reductase] + O2 = 22-hydroxy-(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoate + oxidized [NADPH--hemoprotein reductase] + H2O + H(+)	direct_consumption	BRCA	f18a215dc8a269e4f16c55011633d557f069f631	Inherited CAMP identity; not reidentified by standards; not breast-specific function or proven flux.	M190E0168	UniProt:P78329	GBM	gbm_mapping_v1
GBM_FEATURE:10511d2fb2642333	docosahexaenoate (DHA; 22:6n3)	KEGG:C06429	ACSL3	O95573	https://www.uniprot.org/uniprotkb/O95573/entry	enzyme	(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoate + ATP + CoA = (4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA + AMP + diphosphate	substrate_as_written	BRCA	f18a215dc8a269e4f16c55011633d557f069f631	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	M190E0254	UniProt:O95573	GBM	gbm_mapping_v1
GBM_FEATURE:10511d2fb2642333	docosahexaenoate (DHA; 22:6n3)	KEGG:C06429	ACSL4	O60488	https://www.uniprot.org/uniprotkb/O60488/entry	enzyme	(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoate + ATP + CoA = (4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA + AMP + diphosphate	substrate_as_written	BRCA	f18a215dc8a269e4f16c55011633d557f069f631	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	M190E0255	UniProt:O60488	GBM	gbm_mapping_v1
GBM_FEATURE:10511d2fb2642333	docosahexaenoate (DHA; 22:6n3)	KEGG:C06429	ACSL4	O60488	https://www.uniprot.org/uniprotkb/O60488/entry	enzyme	(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoate + ATP + CoA = (4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA + AMP + diphosphate	substrate_as_written	BRCA	f18a215dc8a269e4f16c55011633d557f069f631	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	M190E0256	UniProt:O60488	GBM	gbm_mapping_v1
GBM_FEATURE:10511d2fb2642333	docosahexaenoate (DHA; 22:6n3)	KEGG:C06429	ACSL4	O60488	https://www.uniprot.org/uniprotkb/O60488/entry	enzyme	(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoate + ATP + CoA = (4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA + AMP + diphosphate	substrate_as_written	BRCA	f18a215dc8a269e4f16c55011633d557f069f631	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	M190E0257	UniProt:O60488	GBM	gbm_mapping_v1
GBM_FEATURE:10511d2fb2642333	docosahexaenoate (DHA; 22:6n3)	KEGG:C06429	ALOX15	P16050	https://www.uniprot.org/uniprotkb/P16050/entry	enzyme	(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoate + O2 = (14S)-hydroperoxy-(4Z,7Z,10Z,12E,16Z,19Z)-docosahexaenoate	substrate_as_written	BRCA	f18a215dc8a269e4f16c55011633d557f069f631	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	M190E0258	UniProt:P16050	GBM	gbm_mapping_v1
GBM_FEATURE:10511d2fb2642333	docosahexaenoate (DHA; 22:6n3)	KEGG:C06429	ALOX15	P16050	https://www.uniprot.org/uniprotkb/P16050/entry	enzyme	(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoate + O2 = (17S)-hydroperoxy-(4Z,7Z,10Z,13Z,15E,19Z)-docosahexaenoate	substrate_as_written	BRCA	f18a215dc8a269e4f16c55011633d557f069f631	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	M190E0259	UniProt:P16050	GBM	gbm_mapping_v1
GBM_FEATURE:10511d2fb2642333	docosahexaenoate (DHA; 22:6n3)	KEGG:C06429	ALOX15	P16050	https://www.uniprot.org/uniprotkb/P16050/entry	enzyme	(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoate + O2 = (11S)-hydroperoxy-(4Z,7Z,9E,13Z,16Z,19Z)-docosahexaenoate	substrate_as_written	BRCA	f18a215dc8a269e4f16c55011633d557f069f631	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	M190E0260	UniProt:P16050	GBM	gbm_mapping_v1
GBM_FEATURE:fb407263b2f0840f	sorbitol	KEGG:C00794	SORD	Q00796	https://enzyme.expasy.org/EC/1.1.1.14 ; https://www.uniprot.org/uniprotkb/Q00796/entry	酶	山梨醇脱氢反应连接果糖。	可逆反应参与物	BRCA	f18a215dc8a269e4f16c55011633d557f069f631	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。 旧关系按既有审定复用，本轮未逐篇重审。	M190E0139	UniProt:Q00796	GBM	gbm_mapping_v1
GBM_FEATURE:ebfd8396e9cacde7	fructose	KEGG:C00095	KHK	P50053	https://enzyme.expasy.org/EC/2.7.1.3 ; https://www.uniprot.org/uniprotkb/P50053/entry	酶	果糖磷酸化生成果糖1-磷酸；不是果糖6-磷酸。	转化底物	BRCA	f18a215dc8a269e4f16c55011633d557f069f631	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。 旧关系按既有审定复用，本轮未逐篇重审。	M190E0049	UniProt:P50053	GBM	gbm_mapping_v1
GBM_FEATURE:ebfd8396e9cacde7	fructose	KEGG:C00095	SORD	Q00796	https://enzyme.expasy.org/EC/1.1.1.14 ; https://www.uniprot.org/uniprotkb/Q00796/entry	酶	山梨醇脱氢反应连接果糖。	可逆反应参与物	BRCA	f18a215dc8a269e4f16c55011633d557f069f631	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。 旧关系按既有审定复用，本轮未逐篇重审。	M190E0050	UniProt:Q00796	GBM	gbm_mapping_v1
GBM_FEATURE:c9720c72406a9789	glycine	KEGG:C00037	GSS	P48637	https://enzyme.expasy.org/EC/6.3.2.3 ; https://www.uniprot.org/uniprotkb/P48637/entry	酶	γ-谷氨酰半胱氨酸与甘氨酸在ATP参与下生成GSH。	转化底物	BRCA	f18a215dc8a269e4f16c55011633d557f069f631	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。 旧关系按既有审定复用，本轮未逐篇重审。	M190E0021	hsa:2937	GBM	gbm_mapping_v1
GBM_FEATURE:c9720c72406a9789	glycine	KEGG:C00037	PEPD	P12955	https://enzyme.expasy.org/EC/3.4.13.9 ; https://www.uniprot.org/uniprotkb/P12955/entry	酶	Gly-Pro属于X-Pro二肽底物，水解得到甘氨酸和脯氨酸。	水解产物	BRCA	f18a215dc8a269e4f16c55011633d557f069f631	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。 旧关系按既有审定复用，本轮未逐篇重审。	M190E0022	UniProt:P12955	GBM	gbm_mapping_v1
GBM_FEATURE:c9720c72406a9789	glycine	KEGG:C00037	SHMT1	P34896	https://enzyme.expasy.org/EC/2.1.2.1 ; https://www.uniprot.org/uniprotkb/P34896/entry	酶	丝氨酸与四氢叶酸之间的一碳转移反应连接甘氨酸。	可逆反应参与物	BRCA	f18a215dc8a269e4f16c55011633d557f069f631	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。 旧关系按既有审定复用，本轮未逐篇重审。	M190E0023	hsa:6470	GBM	gbm_mapping_v1
GBM_FEATURE:c9720c72406a9789	glycine	KEGG:C00037	SHMT2	P34897	https://enzyme.expasy.org/EC/2.1.2.1 ; https://www.uniprot.org/uniprotkb/P34897/entry	酶	丝氨酸与四氢叶酸之间的一碳转移反应连接甘氨酸。	可逆反应参与物	BRCA	f18a215dc8a269e4f16c55011633d557f069f631	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。 旧关系按既有审定复用，本轮未逐篇重审。	M190E0024	UniProt:P34897	GBM	gbm_mapping_v1
GBM_FEATURE:c9720c72406a9789	glycine	KEGG:C00037	AADAT	Q8N5Z0	https://www.uniprot.org/uniprotkb/Q8N5Z0/entry				PRAD	37a0d018a2188e373660a1161a6c8c72fc872c7c	Reviewed exact-name and chemical-key human biochemical mapping; not exhaustive	PRAD_FEATURE:c9720c72406a9789|AADAT	hsa:51166	GBM	gbm_mapping_v1
GBM_FEATURE:c9720c72406a9789	glycine	KEGG:C00037	CNDP2	Q96KP4	https://www.uniprot.org/uniprotkb/Q96KP4/entry				PRAD	37a0d018a2188e373660a1161a6c8c72fc872c7c	Reviewed exact-name and chemical-key human biochemical mapping; not exhaustive	PRAD_FEATURE:c9720c72406a9789|CNDP2	hsa:55748	GBM	gbm_mapping_v1
GBM_FEATURE:c9720c72406a9789	glycine	KEGG:C00037	DPEP1	P16444	https://www.uniprot.org/uniprotkb/P16444/entry				PRAD	37a0d018a2188e373660a1161a6c8c72fc872c7c	Reviewed exact-name and chemical-key human biochemical mapping; not exhaustive	PRAD_FEATURE:c9720c72406a9789|DPEP1	HGNC:3002	GBM	gbm_mapping_v1
GBM_FEATURE:c9720c72406a9789	glycine	KEGG:C00037	GCAT	O75600	https://www.uniprot.org/uniprotkb/O75600/entry				PRAD	37a0d018a2188e373660a1161a6c8c72fc872c7c	Reviewed exact-name and chemical-key human biochemical mapping; not exhaustive	PRAD_FEATURE:c9720c72406a9789|GCAT	HGNC:4188	GBM	gbm_mapping_v1
GBM_FEATURE:c9720c72406a9789	glycine	KEGG:C00037	GSS	P48637	https://enzyme.expasy.org/EC/6.3.2.3 ; https://www.uniprot.org/uniprotkb/P48637/entry ; https://www.uniprot.org/uniprotkb/P48637/entry				PRAD	37a0d018a2188e373660a1161a6c8c72fc872c7c	Reviewed exact-name and chemical-key human biochemical mapping; not exhaustive	PRAD_FEATURE:c9720c72406a9789|GSS	hsa:2937	GBM	gbm_mapping_v1
GBM_FEATURE:c9720c72406a9789	glycine	KEGG:C00037	PEPD	P12955	https://enzyme.expasy.org/EC/3.4.13.9 ; https://www.uniprot.org/uniprotkb/P12955/entry				PRAD	37a0d018a2188e373660a1161a6c8c72fc872c7c	Reviewed exact-name and chemical-key human biochemical mapping; not exhaustive	PRAD_FEATURE:c9720c72406a9789|PEPD	UniProt:P12955	GBM	gbm_mapping_v1
GBM_FEATURE:c9720c72406a9789	glycine	KEGG:C00037	SHMT1	P34896	https://enzyme.expasy.org/EC/2.1.2.1 ; https://www.uniprot.org/uniprotkb/P34896/entry ; https://www.uniprot.org/uniprotkb/P34896/entry				PRAD	37a0d018a2188e373660a1161a6c8c72fc872c7c	Reviewed exact-name and chemical-key human biochemical mapping; not exhaustive	PRAD_FEATURE:c9720c72406a9789|SHMT1	hsa:6470	GBM	gbm_mapping_v1
GBM_FEATURE:c9720c72406a9789	glycine	KEGG:C00037	SHMT2	P34897	https://enzyme.expasy.org/EC/2.1.2.1 ; https://www.uniprot.org/uniprotkb/P34897/entry ; https://www.uniprot.org/uniprotkb/P34897/entry				PRAD	37a0d018a2188e373660a1161a6c8c72fc872c7c	Reviewed exact-name and chemical-key human biochemical mapping; not exhaustive	PRAD_FEATURE:c9720c72406a9789|SHMT2	UniProt:P34897	GBM	gbm_mapping_v1
GBM_FEATURE:169ff670f3c26bd2	hypotaurine	KEGG:C00519	FMO1	Q01740	"[""https://www.kegg.jp/entry/R12959"", ""https://www.uniprot.org/uniprotkb/Q01740/entry""]"	DIRECT_SUBSTRATE_OR_PRODUCT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:2326	GBM	gbm_mapping_v1
GBM_FEATURE:169ff670f3c26bd2	hypotaurine	KEGG:C00519	FMO3	P31513	"[""https://www.kegg.jp/entry/R12959"", ""https://www.uniprot.org/uniprotkb/P31513/entry""]"	DIRECT_SUBSTRATE_OR_PRODUCT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:2328	GBM	gbm_mapping_v1
GBM_FEATURE:169ff670f3c26bd2	hypotaurine	KEGG:C00519	GADL1	Q6ZQY3	"[""https://www.kegg.jp/entry/R02466"", ""https://www.uniprot.org/uniprotkb/Q6ZQY3/entry""]"	DIRECT_SUBSTRATE_OR_PRODUCT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:339896	GBM	gbm_mapping_v1
GBM_FEATURE:169ff670f3c26bd2	hypotaurine	KEGG:C00519	CSAD	Q9Y600	"[""https://www.kegg.jp/entry/R02466"", ""https://www.uniprot.org/uniprotkb/Q9Y600/entry""]"	DIRECT_SUBSTRATE_OR_PRODUCT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:51380	GBM	gbm_mapping_v1
GBM_FEATURE:169ff670f3c26bd2	hypotaurine	KEGG:C00519	SLC6A1	P30531	"[""https://www.uniprot.org/uniprotkb/P30531/entry""]"	DIRECT_TRANSPORT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:6529	GBM	gbm_mapping_v1
GBM_FEATURE:169ff670f3c26bd2	hypotaurine	KEGG:C00519	SLC6A6	P31641	"[""https://www.uniprot.org/uniprotkb/P31641/entry""]"	DIRECT_TRANSPORT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:6533	GBM	gbm_mapping_v1
GBM_FEATURE:169ff670f3c26bd2	hypotaurine	KEGG:C00519	SLC6A11	P48066	"[""https://www.uniprot.org/uniprotkb/P48066/entry""]"	DIRECT_TRANSPORT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:6538	GBM	gbm_mapping_v1
GBM_FEATURE:169ff670f3c26bd2	hypotaurine	KEGG:C00519	SLC6A13	Q9NSD5	"[""https://www.uniprot.org/uniprotkb/Q9NSD5/entry""]"	DIRECT_TRANSPORT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:6540	GBM	gbm_mapping_v1
GBM_FEATURE:169ff670f3c26bd2	hypotaurine	KEGG:C00519	ADO	Q96SZ5	"[""https://www.kegg.jp/entry/R02467"", ""https://www.uniprot.org/uniprotkb/Q96SZ5/entry""]"	DIRECT_SUBSTRATE_OR_PRODUCT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:84890	GBM	gbm_mapping_v1
GBM_FEATURE:b1d6fe29842d33ef	lactate	KEGG:C00186	LDHA	P00338	https://enzyme.expasy.org/EC/1.1.1.27 ; https://www.uniprot.org/uniprotkb/P00338/entry	酶	L-乳酸与丙酮酸的氧化还原反应。	可逆反应参与物	BRCA	f18a215dc8a269e4f16c55011633d557f069f631	按原C00186注释映射L-乳酸；不是4-HPL的自动映射依据。 旧关系按既有审定复用，本轮未逐篇重审。	M190E0075	UniProt:P00338	GBM	gbm_mapping_v1
GBM_FEATURE:b1d6fe29842d33ef	lactate	KEGG:C00186	LDHB	P07195	https://enzyme.expasy.org/EC/1.1.1.27 ; https://www.uniprot.org/uniprotkb/P07195/entry	酶	L-乳酸与丙酮酸的氧化还原反应。	可逆反应参与物	BRCA	f18a215dc8a269e4f16c55011633d557f069f631	按原C00186注释映射L-乳酸；不是4-HPL的自动映射依据。 旧关系按既有审定复用，本轮未逐篇重审。	M190E0076	UniProt:P07195	GBM	gbm_mapping_v1
GBM_FEATURE:a936c376f6ff5b86	aspartate	KEGG:C00049	ASNS	P08243	https://www.kegg.jp/entry/6.3.5.4 ; https://www.uniprot.org/uniprotkb/P08243/entry	酶	天冬氨酸与谷氨酰胺在ATP参与下生成天冬酰胺和谷氨酸。	转化底物	BRCA	f18a215dc8a269e4f16c55011633d557f069f631	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。 旧关系按既有审定复用，本轮未逐篇重审。	M190E0026	hsa:440	GBM	gbm_mapping_v1
GBM_FEATURE:a936c376f6ff5b86	aspartate	KEGG:C00049	ASS1	P00966	https://enzyme.expasy.org/EC/6.3.4.5 ; https://www.uniprot.org/uniprotkb/P00966/entry	酶	瓜氨酸、天冬氨酸和ATP参与精氨琥珀酸合成。	转化底物	BRCA	f18a215dc8a269e4f16c55011633d557f069f631	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。 旧关系按既有审定复用，本轮未逐篇重审。	M190E0027	UniProt:P00966	GBM	gbm_mapping_v1
GBM_FEATURE:a936c376f6ff5b86	aspartate	KEGG:C00049	GOT1	P17174	https://enzyme.expasy.org/EC/2.6.1.1 ; https://www.uniprot.org/uniprotkb/P17174/entry	酶	天冬氨酸与2-氧戊二酸的转氨反应，另一侧为草酰乙酸与谷氨酸。	可逆反应参与物	BRCA	f18a215dc8a269e4f16c55011633d557f069f631	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。 旧关系按既有审定复用，本轮未逐篇重审。	M190E0028	UniProt:P17174	GBM	gbm_mapping_v1
