feature_id	metabolite_key	metabolite_name	p_value	q_value	n_direct_relations	status	reason
ccRCC4_FEATURE:4c427ce20efc7bb4	HMDB:HMDB60013	guaiacol sulfate	0.0009765625	0.0057700163398692	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:4f848cb39886c6d4	NAME:N2,N5-diacetylornithine	N2,N5-diacetylornithine	0.0009765625	0.0057700163398692	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:5900d929e202ebae	NAME:ceramide (d18:1/14:0, d16:1/16:0)	ceramide (d18:1/14:0, d16:1/16:0)	0.0009765625	0.0057700163398692	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:5c4c1540a5b35ed2	HMDB:HMDB00378	2-methylbutyroylcarnitine	0.0009765625	0.0057700163398692	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:6162a37c131255c8	KEGG:C01042	N-acetylaspartate (NAA)	0.0009765625	0.0057700163398692	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:672cb8563245449b	NAME:1-(1-enyl-palmitoyl)-GPE (P-16:0)	1-(1-enyl-palmitoyl)-GPE (P-16:0)	0.0009765625	0.0057700163398692	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:68613d5bad3e3099	KEGG:C00212	adenosine	0.0009765625	0.0057700163398692	8	DONE	DIRECT_MAPPED
ccRCC4_FEATURE:6fe63a2a8258d9f8	KEGG:C00208	maltose	0.0009765625	0.0057700163398692	1	DONE	DIRECT_MAPPED
ccRCC4_FEATURE:72a4141c15689f52	HMDB:HMDB13130	glutaroyl carnitine	0.0009765625	0.0057700163398692	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:776b423502964c8f	KEGG:C01262	anserine	0.0009765625	0.0057700163398692	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:79d671bf41698d7e	KEGG:C02052	maltotetraose	0.0009765625	0.0057700163398692	1	DONE	DIRECT_MAPPED
ccRCC4_FEATURE:7af647f8957d0e56	KEGG:C00599	4-cholesten-3-one	0.0009765625	0.0057700163398692	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:7b7e2b52b94dfbf1	NAME:glutamine conjugate of C7H12O2	glutamine conjugate of C7H12O2	0.0009765625	0.0057700163398692	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:81525c0e3c91ecd7	NAME:methylsuccinoylcarnitine	methylsuccinoylcarnitine	0.0009765625	0.0057700163398692	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:8807cc0e1c0993cc	HMDB:HMDB05322	1-palmitoyl-2-linoleoyl-GPE (16:0/18:2)	0.0009765625	0.0057700163398692	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:8bb6b980526aef93	KEGG:C03124	hydroxyasparagine	0.0009765625	0.0057700163398692	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:8c7d08daac468a09	NAME:tetrahydrocortisol glucuronide	tetrahydrocortisol glucuronide	0.0009765625	0.0057700163398692	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:97cc3aa6037a167e	NAME:N-acetyl-1-methylhistidine	N-acetyl-1-methylhistidine	0.0009765625	0.0057700163398692	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:a351a07f3d39e83c	NAME:hydroxy-N6,N6,N6-trimethyllysine	hydroxy-N6,N6,N6-trimethyllysine	0.0009765625	0.0057700163398692	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:afd0c7c89f36b820	HMDB:HMDB02259	margarate (17:0)	0.0009765625	0.0057700163398692	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:baaa2899e2f3ef73	KEGG:C07556	rocuronium	0.0009765625	0.0057700163398692	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:c6cd2a12e8ba86dc	KEGG:C00715	pterin	0.0009765625	0.0057700163398692	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:cde1274cb9900045	KEGG:C11135	androsterone glucuronide	0.0009765625	0.0057700163398692	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:cfbfc1ecaadcf5e4	HMDB:HMDB02095	malonylcarnitine	0.0009765625	0.0057700163398692	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:d11a2e5ffb2b2041	KEGG:C00791	creatinine	0.0009765625	0.0057700163398692	3	DONE	DIRECT_MAPPED
ccRCC4_FEATURE:d71e6a43f52f0a79	KEGG:C01904	arabitol/xylitol	0.0009765625	0.0057700163398692	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:da98a125b9a1f53a	HMDB:HMDB03818	androstenediol (3beta,17beta) monosulfate (1)	0.0009765625	0.0057700163398692	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:e2a40af26d65494c	HMDB:HMDB11503	1-palmitoyl-GPE (16:0)	0.0009765625	0.0057700163398692	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:e5231e7cf1e1810e	KEGG:C07588	2-hydroxyhippurate (salicylurate)	0.0009765625	0.0057700163398692	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:ee0b6b91cc681a85	KEGG:C03104	cytidine 2' or 3'-monophosphate (2' or 3'-CMP)	0.0009765625	0.0057700163398692	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:ef3170abb71281e6	NAME:heptenedioate (C7:1-DC)	heptenedioate (C7:1-DC)	0.0009765625	0.0057700163398692	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:f4a369504153d3eb	KEGG:C06804	4-acetaminophen sulfate	0.0009765625	0.0057700163398692	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:f810347fe6fe179c	HMDB:HMDB05765	ophthalmate	0.0009765625	0.0057700163398692	1	DONE	DIRECT_MAPPED
ccRCC4_FEATURE:f946efa317854aea	KEGG:C13880	1-palmitoyl-2-oleoyl-GPS (16:0/18:1)	0.0009765625	0.0057700163398692	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:1a239be9bc1f3393	HMDB:HMDB02931	N-acetylserine	0.00146484375	0.0077895220588235	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:1c5f3e9ab11fd143	KEGG:R00900	cysteine-glutathione disulfide	0.00146484375	0.0077895220588235	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:1f8ae89d2f02f01a	KEGG:C00386	carnosine	0.00146484375	0.0077895220588235	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:54674226e1402d4d	NAME:glycosyl-N-palmitoyl-sphingosine (d18:1/16:0)	glycosyl-N-palmitoyl-sphingosine (d18:1/16:0)	0.00146484375	0.0077895220588235	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:57a954e49796e8ff	HMDB:HMDB11507	1-linoleoyl-GPE (18:2)	0.00146484375	0.0077895220588235	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:7a2806c3ddfb330d	NAME:1-oleoyl-GPI (18:1)	1-oleoyl-GPI (18:1)	0.00146484375	0.0077895220588235	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:80ac21b56fd33f41	NAME:pyroglutamine	pyroglutamine	0.00146484375	0.0077895220588235	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:812ac62724d25cb3	KEGG:C17337	7-alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca)	0.00146484375	0.0077895220588235	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:81df2d899602756f	KEGG:C00506	3-sulfo-L-alanine	0.00146484375	0.0077895220588235	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:884e6a4762130936	HMDB:HMDB41900	gamma-carboxyglutamate	0.00146484375	0.0077895220588235	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:94f70ad10102a53a	NAME:sphingadienine	sphingadienine	0.00146484375	0.0077895220588235	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:aa540aa1afa3d279	HMDB:HMDB04950	N-stearoyl-sphingosine (d18:1/18:0)	0.00146484375	0.0077895220588235	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:b65a99ac8f00f842	KEGG:C16535	nonadecanoate (19:0)	0.00146484375	0.0077895220588235	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:e4898dd6fa827c89	HMDB:HMDB11207	1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)	0.00146484375	0.0077895220588235	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:e79859fa316cd9e2	NAME:succinylcarnitine	succinylcarnitine	0.00146484375	0.0077895220588235	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:e9290924a41f7965	HMDB:HMDB00682	3-indoxyl sulfate	0.00146484375	0.0077895220588235	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:edd3225b597e7e91	HMDB:HMDB0000413	3-hydroxydodecanedioate	0.00146484375	0.0077895220588235	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:0a5810e9680acba1	HMDB:HMDB11220	1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)	0.00244140625	0.0106107271634615	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:15b500fce15dfc66	HMDB:HMDB01087	5-methylthioribose	0.00244140625	0.0106107271634615	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:2300bb4a66745d00	HMDB:HMDB11206	1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)	0.00244140625	0.0106107271634615	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:2d95e8e9565e5daf	HMDB:HMDB00323	3-amino-2-piperidone	0.00244140625	0.0106107271634615	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:42b51e62113cf282	KEGG:C05824	cysteine s-sulfate	0.00244140625	0.0106107271634615	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:4c8dd68abc756d57	KEGG:C02837	(S)-a-amino-omega-caprolactam	0.00244140625	0.0106107271634615	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:4ef82181c945e765	KEGG:C06804	4-acetamidophenol	0.00244140625	0.0106107271634615	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:62275d424dfaa6cd	KEGG:C00061	flavin mononucleotide (FMN)	0.00244140625	0.0106107271634615	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:6884d2f381850a37	HMDB:HMDB0240596	oleoylcholine	0.00244140625	0.0106107271634615	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:6c0ad64f91466d02	KEGG:C00191	glucuronate	0.00244140625	0.0106107271634615	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:7d5c93e596827c05	NAME:N-palmitoyl-sphingadienine (d18:2/16:0)	N-palmitoyl-sphingadienine (d18:2/16:0)	0.00244140625	0.0106107271634615	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:916abb63cacee51c	KEGG:C00526	2'-deoxyuridine	0.00244140625	0.0106107271634615	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:b74551dec9efdf00	KEGG:C03299	decanoylcarnitine	0.00244140625	0.0106107271634615	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:c65c0a7a73bcd56b	KEGG:C00165	stearoyl-arachidonoyl-glycerol (18:0/20:4) [1]	0.00244140625	0.0106107271634615	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:d94989c2e5cc1168	KEGG:C06428	eicosapentaenoate (EPA; 20:5n3)	0.00244140625	0.0106107271634615	3	DONE	DIRECT_MAPPED
ccRCC4_FEATURE:da64397f02979205	HMDB:HMDB12383	1-stearoyl-2-arachidonoyl-GPS (18:0/20:4)	0.00244140625	0.0106107271634615	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:e580823581a0b730	KEGG:C05512	2'-deoxyinosine	0.00244140625	0.0106107271634615	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:e9d0a374183b6bcc	HMDB:HMDB00360	2,4-dihydroxybutyrate	0.00244140625	0.0106107271634615	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:ea7e67abdb1cdf9d	KEGG:C05131	1-ribosyl-imidazoleacetate	0.00244140625	0.0106107271634615	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:f08c3f20e4098668	KEGG:C00762	cortisone	0.00244140625	0.0106107271634615	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:f28abf1c0338bef2	KEGG:C05283	gamma-glutamylglutamine	0.00244140625	0.0106107271634615	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:1e085e40d3be2e61	NAME:1-methyl-5-imidazolelactate	1-methyl-5-imidazolelactate	0.00341796875	0.0137939453125	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:3d73adb95c9782fa	HMDB:HMDB05349	1-oleoyl-2-linoleoyl-GPE (18:1/18:2)	0.00341796875	0.0137939453125	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:7033bbfa0500f1db	HMDB:HMDB02250	laurylcarnitine	0.00341796875	0.0137939453125	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:7ae117bc2252b6c7	KEGG:C03045	2-hydroxystearate	0.00341796875	0.0137939453125	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:81209c90b0030567	HMDB:HMDB03869	gamma-glutamyllysine	0.00341796875	0.0137939453125	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:8e82dca427afdeef	KEGG:C00216	arabinose	0.00341796875	0.0137939453125	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:aaeb98b0b4123c83	HMDB:HMDB61696	1-stearoyl-GPI (18:0)	0.00341796875	0.0137939453125	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:eac0da03625f816a	NAME:glycosyl ceramide (d18:1/20:0, d16:1/22:0)	glycosyl ceramide (d18:1/20:0, d16:1/22:0)	0.00341796875	0.0137939453125	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:fe1408257e5d2f1c	HMDB:HMDB0028908	isoleucylhydroxyproline	0.00439453125	0.0171976461038961	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:15ed16df71d76271	KEGG:C00016	flavin adenine dinucleotide (FAD)	0.0048828125	0.018016581632653	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:4a710360c15863f4	NAME:3-(3-amino-3-carboxypropyl)uridine	3-(3-amino-3-carboxypropyl)uridine	0.0048828125	0.018016581632653	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:4bf0456abfd88a28	KEGG:C00534	pyridoxamine	0.0048828125	0.018016581632653	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:da43bdab77041802	NAME:gamma-glutamylcitrulline	gamma-glutamylcitrulline	0.0048828125	0.018016581632653	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:e3ee21e04f257df8	KEGG:C00153	nicotinamide	0.0048828125	0.018016581632653	3	DONE	DIRECT_MAPPED
ccRCC4_FEATURE:ed8fb7b3c625e273	KEGG:C00147	adenine	0.0048828125	0.018016581632653	2	DONE	DIRECT_MAPPED
ccRCC4_FEATURE:f40da0fcc6a67108	KEGG:C09213	tryptophan betaine	0.0048828125	0.018016581632653	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:145e9414c82631ce	KEGG:C00408	pipecolate	0.0068359375	0.0230585354477611	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:290358e767f2bb1f	KEGG:C00327	citrulline	0.0068359375	0.0230585354477611	2	DONE	DIRECT_MAPPED
ccRCC4_FEATURE:6c4fec4114a788e2	KEGG:C00111	dihydroxyacetone phosphate (DHAP)	0.0068359375	0.0230585354477611	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:b0e8b207a79a1483	HMDB:HMDB02366	tiglylcarnitine (C5:1-DC)	0.0068359375	0.0230585354477611	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:ebfd8396e9cacde7	KEGG:C00095	fructose	0.0068359375	0.0230585354477611	2	DONE	DIRECT_MAPPED
ccRCC4_FEATURE:19f7f748840c1e4b	KEGG:C00090	catechol sulfate	0.00927734375	0.0292220165505226	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:1b025ba3c7192352	KEGG:C03884	N-monomethylarginine	0.00927734375	0.0292220165505226	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:23e592f8dace7b57	KEGG:C16533	docosadienoate (22:2n6)	0.00927734375	0.0292220165505226	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:50b7e5d98ce7c845	KEGG:C00250	pyridoxal	0.00927734375	0.0292220165505226	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:b673cc281db342b9	NAME:5-(galactosylhydroxy)-L-lysine	5-(galactosylhydroxy)-L-lysine	0.00927734375	0.0292220165505226	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:dfc7f22d0952f1c3	HMDB:HMDB07991	1-palmitoyl-2-docosahexaenoyl-GPC (16:0/22:6)	0.00927734375	0.0292220165505226	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:05384ca373e784e2	NAME:glycocholenate sulfate	glycocholenate sulfate	0.01220703125	0.0355972782258064	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:1978cc4d8c7960b8	KEGG:C00455	nicotinamide ribonucleotide (NMN)	0.01220703125	0.0355972782258064	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:a6fec4f7a4ba20ca	KEGG:C00354	fructose 1,6-diphosphate/glucose 1,6-diphosphate/myo-inositol diphosphates	0.01220703125	0.0355972782258064	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:f3f1b8710ca4dfbd	HMDB:HMDB07112	palmitoyl-arachidonoyl-glycerol (16:0/20:4) [2]	0.01220703125	0.0355972782258064	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:498df6879537aaef	HMDB:HMDB0013205	cis-4-decenoylcarnitine (C10:1)	0.01611328125	0.043611994760479	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:cd4af48cb165cf4e	KEGG:C02728	N6-methyllysine	0.01611328125	0.043611994760479	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:d4cec206c1c55c1f	HMDB:HMDB07112	palmitoyl-arachidonoyl-glycerol (16:0/20:4) [1]	0.01611328125	0.043611994760479	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:06e815b4cb74d64d	KEGG:C00262	hypoxanthine	0.02099609375	0.0521441449175824	4	DONE	DIRECT_MAPPED
ccRCC4_FEATURE:099a689fb7b10767	HMDB:HMDB07969	1-palmitoyl-2-palmitoleoyl-GPC (16:0/16:1)	0.02099609375	0.0521441449175824	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:16386e59214f9ea2	KEGG:C05842	N1-Methyl-2-pyridone-5-carboxamide	0.02099609375	0.0521441449175824	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:40c3924991327ed2	NAME:glycosyl-N-behenoyl-sphingadienine (d18:2/22:0)	glycosyl-N-behenoyl-sphingadienine (d18:2/22:0)	0.02685546875	0.0640563159630606	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:bcdc2dd09098d733	KEGG:C06543	solanidine	0.02685546875	0.0640563159630606	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:c0ddf927acafccf3	KEGG:C00670	glycerophosphorylcholine (GPC)	0.02685546875	0.0640563159630606	4	DONE	DIRECT_MAPPED
ccRCC4_FEATURE:1f2c906b7469db48	KEGG:C05422	dehydroascorbate	0.0341796875	0.0746339070048309	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:2af7b21f369df6a4	HMDB:HMDB07869	1-myristoyl-2-palmitoyl-GPC (14:0/16:0)	0.0341796875	0.0746339070048309	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:a439d58a97d0bdaf	KEGG:C16366	5-acetylamino-6-amino-3-methyluracil	0.001953125	0.0100319602272727	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:a5c3fdff8dd6a55c	NAME:3-(methylthio)acetaminophen sulfate	3-(methylthio)acetaminophen sulfate	0.001953125	0.0100319602272727	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:add69c631257fb36	KEGG:C00029	UDP-glucose	0.001953125	0.0100319602272727	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:bb557f91a7152413	KEGG:C16353	7-methylxanthine	0.001953125	0.0100319602272727	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:ec1e423536c36b15	NAME:palmitoyl-dihomo-linolenoyl-glycerol (16:0/20:3n3 or 6) [2]	palmitoyl-dihomo-linolenoyl-glycerol (16:0/20:3n3 or 6) [2]	0.001953125	0.0100319602272727	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
