cancer	gene	analysis_version	interpretation	Wu2021_n_evaluable_lineages	Wu2021_top_lineage	Wu2021_top_mean_log1p10k	Wu2021_top_detection_fraction	Wu2021_top_n_source_donor_labels	Wu2021_top3_lineages	Wu2021_max_detection_fraction	Wu2021_source_interpretable	Pal2021_reprocessed_n_evaluable_lineages	Pal2021_reprocessed_top_lineage	Pal2021_reprocessed_top_mean_log1p10k	Pal2021_reprocessed_top_detection_fraction	Pal2021_reprocessed_top_n_source_donor_labels	Pal2021_reprocessed_top3_lineages	Pal2021_reprocessed_max_detection_fraction	Pal2021_reprocessed_source_interpretable	Reed2024_n_evaluable_lineages	Reed2024_top_lineage	Reed2024_top_mean_log1p10k	Reed2024_top_detection_fraction	Reed2024_top_n_source_donor_labels	Reed2024_top3_lineages	Reed2024_max_detection_fraction	Reed2024_source_interpretable	wu_pal_shared_lineages	wu_pal_lineage_rank_rho	wu_pal_top_shared_lineage_Wu	wu_pal_top_shared_lineage_Pal	wu_pal_top_lineage_agreement	wu_pal_top3_overlap	status	reason	一句话解读
BRCA	FH	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	Malignant_epithelial	0.2951778368193471	0.3769928093120195	20	Malignant_epithelial;Nonmalignant_epithelial;Perivascular	0.3769928093120195	True	9	Malignant_epithelial	0.1231719566645648	0.1472089300194327	33	Malignant_epithelial;Myeloid;Perivascular	0.1472089300194327	True	8	Nonmalignant_epithelial	0.1399176203733808	0.2081608802446762	55	Nonmalignant_epithelial;Fibroblasts;Myeloid	0.2081608802446762	True	8	0.7857142857142858	Malignant_epithelial	Malignant_epithelial	True	2	DONE	Pal independent biological source; later atlas reprocessing; annotations not original Pal objects	两套肿瘤来源中共有类别的最高表达类别一致：癌性上皮细胞（依作者注释）
BRCA	FOLH1	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	Endothelial	0.0566026232735889	0.0501439320925967	24	Endothelial;Nonmalignant_epithelial;Malignant_epithelial	0.0784275249292696	True	9	Endothelial	0.0575057098920885	0.0378694732058969	23	Endothelial;Malignant_epithelial;Fibroblasts	0.0378694732058969	True	8	Nonmalignant_epithelial	0.0122889164418409	0.0224881205379909	55	Nonmalignant_epithelial;Fibroblasts;Endothelial	0.0224881205379909	True	8	0.6428571428571429	Endothelial	Endothelial	True	2	DONE	Pal independent biological source; later atlas reprocessing; annotations not original Pal objects	两套肿瘤来源中共有类别的最高表达类别一致：内皮细胞（构成血管内壁等）
BRCA	GAMT	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	Malignant_epithelial	0.2949184128198399	0.3110969645179547	20	Malignant_epithelial;Nonmalignant_epithelial;Perivascular	0.3470967136952655	True	9	Malignant_epithelial	0.233069639220542	0.2101323032983988	33	Malignant_epithelial;Perivascular;Mast_cells	0.2101323032983988	True	8	Nonmalignant_epithelial	0.0796898689703911	0.1166360073637103	55	Nonmalignant_epithelial;Perivascular;Fibroblasts	0.1166360073637103	True	8	0.9761904761904764	Malignant_epithelial	Malignant_epithelial	True	2	DONE	Pal independent biological source; later atlas reprocessing; annotations not original Pal objects	两套肿瘤来源中共有类别的最高表达类别一致：癌性上皮细胞（依作者注释）
BRCA	GCLC	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	Myeloid	0.068936582216699	0.0912619292301583	26	Myeloid;Malignant_epithelial;B_cells	0.0912619292301583	True	9	Myeloid	0.1091512871870679	0.0835857160769867	30	Myeloid;Malignant_epithelial;Endothelial	0.091430649919038	True	8	Myeloid	0.1755189136108836	0.1321736675848814	40	Myeloid;Nonmalignant_epithelial;Fibroblasts	0.1321736675848814	True	8	0.8571428571428572	Myeloid	Myeloid	True	2	DONE	Pal independent biological source; later atlas reprocessing; annotations not original Pal objects	两套肿瘤来源中共有类别的最高表达类别一致：髓系免疫细胞（巨噬等，不等同中性粒细胞）
BRCA	GDA	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	B_cells	0.0005176261427872	0.0004761904761904	20	B_cells;Fibroblasts;Malignant_epithelial	0.0005695448507558	False	9	Mast_cells	0.001858145899101	0.0006887052341597	12	Mast_cells;T_NK_cells;Malignant_epithelial	0.0012374208965567	False	8	Plasma_cells	0.0017766352759807	0.0026455026455026	7	Plasma_cells;B_cells;Perivascular	0.0026455026455026	False	8		B_cells	T_NK_cells		1	NOT_EVALUABLE	fewer_than_5_shared_lineages_or_max_donor_mean_detection_below_1percent; raw summaries retained	检出过少或覆盖不足，暂不能判断细胞来源；不是没有作用
BRCA	GDPD5	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	Endothelial	0.0602554620815297	0.0648705901083636	24	Endothelial;Malignant_epithelial;Fibroblasts	0.0648705901083636	True	9	Endothelial	0.0832947785918911	0.0530851665285711	23	Endothelial;B_cells;Fibroblasts	0.0530851665285711	True	8	B_cells	0.1033082616896463	0.0703838448751027	24	B_cells;Fibroblasts;Endothelial	0.0703838448751027	True	8	0.9047619047619048	Endothelial	Endothelial	True	2	DONE	Pal independent biological source; later atlas reprocessing; annotations not original Pal objects	两套肿瘤来源中共有类别的最高表达类别一致：内皮细胞（构成血管内壁等）
BRCA	GLS	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	Endothelial	0.2932083681733088	0.2494653201914888	24	Endothelial;Myeloid;Fibroblasts	0.2516297547062054	True	9	Endothelial	0.371264810083709	0.2255981858728911	23	Endothelial;Fibroblasts;Myeloid	0.2255981858728911	True	8	Myeloid	0.7417524081691329	0.5281842664221458	40	Myeloid;T_NK_cells;Fibroblasts	0.5281842664221458	True	8	0.9047619047619048	Endothelial	Endothelial	True	3	DONE	Pal independent biological source; later atlas reprocessing; annotations not original Pal objects	两套肿瘤来源中共有类别的最高表达类别一致：内皮细胞（构成血管内壁等）
BRCA	GLS2	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	Nonmalignant_epithelial	0.0090643459037339	0.013858228594218	10	Nonmalignant_epithelial;Malignant_epithelial;B_cells	0.013858228594218	True	9	Malignant_epithelial	0.0061154133096301	0.007380267698945	33	Malignant_epithelial;B_cells;Plasma_cells	0.007380267698945	False	8	T_NK_cells	0.0053423138351015	0.0039532159580394	46	T_NK_cells;Nonmalignant_epithelial;B_cells	0.004581105677794	False	8		Malignant_epithelial	Malignant_epithelial		2	NOT_EVALUABLE	fewer_than_5_shared_lineages_or_max_donor_mean_detection_below_1percent; raw summaries retained	检出过少或覆盖不足，暂不能判断细胞来源；不是没有作用
BRCA	GLUL	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	Myeloid	1.688022563602421	0.7318867464882862	26	Myeloid;Malignant_epithelial;Nonmalignant_epithelial	0.7327281251371031	True	9	Myeloid	1.4259303464474695	0.6081745021829451	30	Myeloid;Mast_cells;Malignant_epithelial	0.6081745021829451	True	8	Fibroblasts	0.9406197749144616	0.5423644209491221	54	Fibroblasts;Nonmalignant_epithelial;Perivascular	0.6028298263925963	True	8	1.0	Myeloid	Myeloid	True	2	DONE	Pal independent biological source; later atlas reprocessing; annotations not original Pal objects	两套肿瘤来源中共有类别的最高表达类别一致：髓系免疫细胞（巨噬等，不等同中性粒细胞）
BRCA	GNPNAT1	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	Malignant_epithelial	0.1940249915469728	0.2843038208848643	20	Malignant_epithelial;Nonmalignant_epithelial;Fibroblasts	0.2843038208848643	True	9	Malignant_epithelial	0.1459658492572866	0.1709406583064254	33	Malignant_epithelial;Fibroblasts;Endothelial	0.1709406583064254	True	8	Fibroblasts	0.1350046273846092	0.1335557784572615	54	Fibroblasts;Nonmalignant_epithelial;Perivascular	0.1827502077226969	True	8	0.9047619047619048	Malignant_epithelial	Malignant_epithelial	True	2	DONE	Pal independent biological source; later atlas reprocessing; annotations not original Pal objects	两套肿瘤来源中共有类别的最高表达类别一致：癌性上皮细胞（依作者注释）
BRCA	GOT1	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	Malignant_epithelial	0.1835680836215512	0.2690767183910951	20	Malignant_epithelial;Nonmalignant_epithelial;B_cells	0.2690767183910951	True	9	Malignant_epithelial	0.0868068296008366	0.1061919340255741	33	Malignant_epithelial;Perivascular;Myeloid	0.1061919340255741	True	8	Plasma_cells	0.1323340193308051	0.1701659168340233	7	Plasma_cells;Nonmalignant_epithelial;B_cells	0.1705883543604278	True	8	0.2142857142857143	Malignant_epithelial	Malignant_epithelial	True	1	DONE	Pal independent biological source; later atlas reprocessing; annotations not original Pal objects	两套肿瘤来源中共有类别的最高表达类别一致：癌性上皮细胞（依作者注释）
BRCA	GOT2	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	Malignant_epithelial	0.1773184266469113	0.2631301993813822	20	Malignant_epithelial;Nonmalignant_epithelial;Endothelial	0.2631301993813822	True	9	Malignant_epithelial	0.1380936069217751	0.1562445759136066	33	Malignant_epithelial;Endothelial;Myeloid	0.1562445759136066	True	8	Nonmalignant_epithelial	0.1475882509088103	0.2035371819041998	55	Nonmalignant_epithelial;Endothelial;T_NK_cells	0.2035371819041998	True	8	0.880952380952381	Malignant_epithelial	Malignant_epithelial	True	2	DONE	Pal independent biological source; later atlas reprocessing; annotations not original Pal objects	两套肿瘤来源中共有类别的最高表达类别一致：癌性上皮细胞（依作者注释）
BRCA	GPCPD1	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	Myeloid	0.3012168770369327	0.2711731456654018	26	Myeloid;T_NK_cells;Nonmalignant_epithelial	0.2711731456654018	True	9	Myeloid	0.2278035662463471	0.1613643772645336	30	Myeloid;Endothelial;Perivascular	0.1613643772645336	True	8	Myeloid	0.3936481287249165	0.330351771689657	40	Myeloid;Nonmalignant_epithelial;T_NK_cells	0.330351771689657	True	8	0.6904761904761906	Myeloid	Myeloid	True	1	DONE	Pal independent biological source; later atlas reprocessing; annotations not original Pal objects	两套肿瘤来源中共有类别的最高表达类别一致：髓系免疫细胞（巨噬等，不等同中性粒细胞）
BRCA	GPI	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	Malignant_epithelial	0.500091002926561	0.4947196879516372	20	Malignant_epithelial;Perivascular;Myeloid	0.4947196879516372	True	9	Malignant_epithelial	0.3124436288752305	0.2944649998594604	33	Malignant_epithelial;Perivascular;Myeloid	0.2944649998594604	True	8	Perivascular	0.1517094046315029	0.1169312541537746	54	Perivascular;Nonmalignant_epithelial;Endothelial	0.1874817544910769	True	8	1.0	Malignant_epithelial	Malignant_epithelial	True	3	DONE	Pal independent biological source; later atlas reprocessing; annotations not original Pal objects	两套肿瘤来源中共有类别的最高表达类别一致：癌性上皮细胞（依作者注释）
BRCA	GSR	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	Malignant_epithelial	0.1036901208712574	0.1586446643036416	20	Malignant_epithelial;Myeloid;Fibroblasts	0.1586446643036416	True	9	Malignant_epithelial	0.0526334940585029	0.0648338105374153	33	Malignant_epithelial;Myeloid;Fibroblasts	0.0648338105374153	True	8	Myeloid	0.1548896720038197	0.1562891593954566	40	Myeloid;Endothelial;Fibroblasts	0.1562891593954566	True	8	1.0	Malignant_epithelial	Malignant_epithelial	True	3	DONE	Pal independent biological source; later atlas reprocessing; annotations not original Pal objects	两套肿瘤来源中共有类别的最高表达类别一致：癌性上皮细胞（依作者注释）
BRCA	GSS	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	Malignant_epithelial	0.2128892048174555	0.2997292943829862	20	Malignant_epithelial;Nonmalignant_epithelial;Fibroblasts	0.2997292943829862	True	9	Malignant_epithelial	0.1097476327626085	0.1294909857190932	33	Malignant_epithelial;Perivascular;Myeloid	0.1294909857190932	True	8	Nonmalignant_epithelial	0.1415008132225953	0.2032192590794612	55	Nonmalignant_epithelial;T_NK_cells;Fibroblasts	0.2032192590794612	True	8	0.7142857142857144	Malignant_epithelial	Malignant_epithelial	True	1	DONE	Pal independent biological source; later atlas reprocessing; annotations not original Pal objects	两套肿瘤来源中共有类别的最高表达类别一致：癌性上皮细胞（依作者注释）
BRCA	HAL	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	Malignant_epithelial	0.0030352904979304	0.0050421946187579	20	Malignant_epithelial;Myeloid;Endothelial	0.0050421946187579	False	9	Endothelial	0.0034157702805774	0.00144040160108	23	Endothelial;Malignant_epithelial;Myeloid	0.002525235339363	False	8	B_cells	0.0014948083538903	0.0009915660050113	24	B_cells;Nonmalignant_epithelial;T_NK_cells	0.001262895608725	False	8		Malignant_epithelial	Endothelial		3	NOT_EVALUABLE	fewer_than_5_shared_lineages_or_max_donor_mean_detection_below_1percent; raw summaries retained	检出过少或覆盖不足，暂不能判断细胞来源；不是没有作用
BRCA	HPD	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	Malignant_epithelial	0.0805009776385398	0.0428764696998643	20	Malignant_epithelial;Fibroblasts;T_NK_cells	0.0428764696998643	True	9	Malignant_epithelial	0.0010403799477864	0.00133269198709	33	Malignant_epithelial;Myeloid;Fibroblasts	0.00133269198709	False	8	Myeloid	0.0689733003620088	0.0427508398947101	40	Myeloid;Fibroblasts;Perivascular	0.0427508398947101	True	8		Malignant_epithelial	Malignant_epithelial		2	NOT_EVALUABLE	fewer_than_5_shared_lineages_or_max_donor_mean_detection_below_1percent; raw summaries retained	检出过少或覆盖不足，暂不能判断细胞来源；不是没有作用
BRCA	HPRT1	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	Malignant_epithelial	0.2869112083577512	0.3660080658480825	20	Malignant_epithelial;Nonmalignant_epithelial;Myeloid	0.3660080658480825	True	9	Malignant_epithelial	0.1873306636175086	0.1979826362299597	33	Malignant_epithelial;Myeloid;Mast_cells	0.1979826362299597	True	8	Nonmalignant_epithelial	0.2186376966901678	0.2942910732755211	55	Nonmalignant_epithelial;Fibroblasts;Perivascular	0.2942910732755211	True	8	0.9761904761904764	Malignant_epithelial	Malignant_epithelial	True	2	DONE	Pal independent biological source; later atlas reprocessing; annotations not original Pal objects	两套肿瘤来源中共有类别的最高表达类别一致：癌性上皮细胞（依作者注释）
BRCA	IDNK	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	Nonmalignant_epithelial	0.0575871256462921	0.0974167674036849	10	Nonmalignant_epithelial;Myeloid;T_NK_cells	0.0974167674036849	True	9	Mast_cells	0.0602360368823607	0.0281371588504658	12	Mast_cells;Malignant_epithelial;T_NK_cells	0.0452460624440777	True	8	Nonmalignant_epithelial	0.0173292672839087	0.0233577270482167	55	Nonmalignant_epithelial;Fibroblasts;Endothelial	0.0233577270482167	True	8	0.8095238095238096	Myeloid	Malignant_epithelial	False	1	DONE	Pal independent biological source; later atlas reprocessing; annotations not original Pal objects	两套肿瘤来源的最高表达类别不一致，保留背景差异
BRCA	IMPA1	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	Endothelial	0.1012316407392685	0.1059921177241171	24	Endothelial;Perivascular;T_NK_cells	0.1276368115839143	True	9	Mast_cells	0.0714743991880468	0.0353801680181654	12	Mast_cells;Myeloid;Endothelial	0.0590545318251317	True	8	Fibroblasts	0.1324884579345601	0.127914659410955	54	Fibroblasts;Endothelial;B_cells	0.127914659410955	True	8	0.2142857142857143	Endothelial	Myeloid	False	1	DONE	Pal independent biological source; later atlas reprocessing; annotations not original Pal objects	两套肿瘤来源的最高表达类别不一致，保留背景差异
BRCA	IMPA2	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	Malignant_epithelial	0.1403449566993136	0.1866898134757503	20	Malignant_epithelial;Perivascular;Nonmalignant_epithelial	0.1866898134757503	True	9	Malignant_epithelial	0.18126015588422	0.1830443549504466	33	Malignant_epithelial;Perivascular;Myeloid	0.1830443549504466	True	8	Nonmalignant_epithelial	0.0795250954332845	0.1140955814147745	55	Nonmalignant_epithelial;Perivascular;Fibroblasts	0.1140955814147745	True	8	0.7857142857142858	Malignant_epithelial	Malignant_epithelial	True	2	DONE	Pal independent biological source; later atlas reprocessing; annotations not original Pal objects	两套肿瘤来源中共有类别的最高表达类别一致：癌性上皮细胞（依作者注释）
BRCA	KHK	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	Nonmalignant_epithelial	0.0485599088122031	0.0870563893366689	10	Nonmalignant_epithelial;Plasma_cells;Malignant_epithelial	0.0870563893366689	True	9	Plasma_cells	0.029355156754204	0.0329771416548844	17	Plasma_cells;Malignant_epithelial;Perivascular	0.0345085575456098	True	8	Perivascular	0.0153505858880508	0.0123901437937382	54	Perivascular;Endothelial;T_NK_cells	0.0123901437937382	True	8	0.6428571428571429	Plasma_cells	Plasma_cells	True	2	DONE	Pal independent biological source; later atlas reprocessing; annotations not original Pal objects	两套肿瘤来源中共有类别的最高表达类别一致：浆细胞
BRCA	KMO	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	Myeloid	0.1223536854993113	0.1314597245446574	26	Myeloid;B_cells;Malignant_epithelial	0.1314597245446574	True	9	Myeloid	0.0622486607228285	0.0505638764277253	30	Myeloid;B_cells;Malignant_epithelial	0.0505638764277253	True	8	Myeloid	0.1972001580713213	0.1628997459429547	40	Myeloid;Nonmalignant_epithelial;Plasma_cells	0.1628997459429547	True	8	0.8333333333333335	Myeloid	Myeloid	True	3	DONE	Pal independent biological source; later atlas reprocessing; annotations not original Pal objects	两套肿瘤来源中共有类别的最高表达类别一致：髓系免疫细胞（巨噬等，不等同中性粒细胞）
BRCA	KYNU	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	Myeloid	0.3371381049268696	0.3050631185546465	26	Myeloid;B_cells;Malignant_epithelial	0.3050631185546465	True	9	Myeloid	0.2103097482911188	0.1551884863469292	30	Myeloid;B_cells;Malignant_epithelial	0.1551884863469292	True	8	Myeloid	1.0775622792999604	0.6688272755389152	40	Myeloid;Nonmalignant_epithelial;B_cells	0.6688272755389152	True	8	0.8571428571428572	Myeloid	Myeloid	True	3	DONE	Pal independent biological source; later atlas reprocessing; annotations not original Pal objects	两套肿瘤来源中共有类别的最高表达类别一致：髓系免疫细胞（巨噬等，不等同中性粒细胞）
BRCA	LDHA	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	Malignant_epithelial	1.448987351494281	0.7979982962875549	20	Malignant_epithelial;Nonmalignant_epithelial;Perivascular	0.8222966638234123	True	9	Malignant_epithelial	1.0946097483441324	0.6070217666533342	33	Malignant_epithelial;Perivascular;Myeloid	0.6070217666533342	True	8	Perivascular	1.426565375199785	0.6942343892870029	54	Perivascular;Nonmalignant_epithelial;Endothelial	0.7757975870903191	True	8	0.8095238095238096	Malignant_epithelial	Malignant_epithelial	True	2	DONE	Pal independent biological source; later atlas reprocessing; annotations not original Pal objects	两套肿瘤来源中共有类别的最高表达类别一致：癌性上皮细胞（依作者注释）
BRCA	LDHB	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	Perivascular	1.0848692998539542	0.5981636946211756	24	Perivascular;Nonmalignant_epithelial;T_NK_cells	0.6971107177205914	True	9	Perivascular	0.8352328692646177	0.4655397347851074	15	Perivascular;Mast_cells;T_NK_cells	0.4655397347851074	True	8	Nonmalignant_epithelial	0.7194927147966423	0.609500130790827	55	Nonmalignant_epithelial;Fibroblasts;Perivascular	0.609500130790827	True	8	0.880952380952381	Perivascular	Perivascular	True	2	DONE	Pal independent biological source; later atlas reprocessing; annotations not original Pal objects	两套肿瘤来源中共有类别的最高表达类别一致：血管周细胞／血管平滑肌
BRCA	MAT1A	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	Malignant_epithelial	0.0015946535096257	0.0039602093572368	20	Malignant_epithelial;Nonmalignant_epithelial;Myeloid	0.0039602093572368	False	9	Malignant_epithelial	0.0014693903938536	0.0017443634892315	33	Malignant_epithelial;Myeloid;B_cells	0.0017443634892315	False	8	Nonmalignant_epithelial	0.0015231379186782	0.0016164776284877	55	Nonmalignant_epithelial;Perivascular;Endothelial	0.0016164776284877	False	8		Malignant_epithelial	Malignant_epithelial		2	NOT_EVALUABLE	fewer_than_5_shared_lineages_or_max_donor_mean_detection_below_1percent; raw summaries retained	检出过少或覆盖不足，暂不能判断细胞来源；不是没有作用
BRCA	MAT2A	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	Perivascular	0.6005666864704647	0.3917146393221631	24	Perivascular;Myeloid;Nonmalignant_epithelial	0.5153876254986784	True	9	Myeloid	0.421039787280568	0.2738726432611911	30	Myeloid;Perivascular;Malignant_epithelial	0.319095052076823	True	8	Perivascular	0.4494686172046702	0.2944747341976286	54	Perivascular;Fibroblasts;Endothelial	0.3199442374353148	True	8	0.7380952380952381	Perivascular	Myeloid	False	2	DONE	Pal independent biological source; later atlas reprocessing; annotations not original Pal objects	两套肿瘤来源的最高表达类别不一致，保留背景差异
BRCA	MDH1	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	Malignant_epithelial	0.6931398907542874	0.5841528818186899	20	Malignant_epithelial;Nonmalignant_epithelial;Fibroblasts	0.5841528818186899	True	9	Malignant_epithelial	0.3509152621359944	0.3140787940554342	33	Malignant_epithelial;Myeloid;Perivascular	0.3140787940554342	True	8	Nonmalignant_epithelial	0.3504063824061384	0.4282049085555494	55	Nonmalignant_epithelial;Fibroblasts;T_NK_cells	0.4282049085555494	True	8	0.8095238095238096	Malignant_epithelial	Malignant_epithelial	True	1	DONE	Pal independent biological source; later atlas reprocessing; annotations not original Pal objects	两套肿瘤来源中共有类别的最高表达类别一致：癌性上皮细胞（依作者注释）
BRCA	MDH2	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	Malignant_epithelial	1.1369796990657035	0.7586745213248328	20	Malignant_epithelial;Nonmalignant_epithelial;Perivascular	0.7586745213248328	True	9	Malignant_epithelial	0.643861793299809	0.4924333123568161	33	Malignant_epithelial;Perivascular;Myeloid	0.4924333123568161	True	8	Nonmalignant_epithelial	0.74071454711436	0.669848633003576	55	Nonmalignant_epithelial;Fibroblasts;T_NK_cells	0.669848633003576	True	8	0.9523809523809524	Malignant_epithelial	Malignant_epithelial	True	2	DONE	Pal independent biological source; later atlas reprocessing; annotations not original Pal objects	两套肿瘤来源中共有类别的最高表达类别一致：癌性上皮细胞（依作者注释）
BRCA	MGAM	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	Myeloid	0.0067454032237798	0.0064067666615613	26	Myeloid;Malignant_epithelial;Perivascular	0.0064067666615613	False	9	Myeloid	0.0059158114629426	0.0037611563376335	30	Myeloid;Malignant_epithelial;Perivascular	0.0037611563376335	False	8	Nonmalignant_epithelial	0.0220468851351962	0.027171908749628	55	Nonmalignant_epithelial;Myeloid;Perivascular	0.027171908749628	True	8		Myeloid	Myeloid		3	NOT_EVALUABLE	fewer_than_5_shared_lineages_or_max_donor_mean_detection_below_1percent; raw summaries retained	检出过少或覆盖不足，暂不能判断细胞来源；不是没有作用
BRCA	MPI	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	Nonmalignant_epithelial	0.0788255729460093	0.1401161021575984	10	Nonmalignant_epithelial;Malignant_epithelial;Fibroblasts	0.1401161021575984	True	9	Malignant_epithelial	0.0476452095629729	0.0628302042481667	33	Malignant_epithelial;Myeloid;Fibroblasts	0.0628302042481667	True	8	Nonmalignant_epithelial	0.0436759345605522	0.071637156494932	55	Nonmalignant_epithelial;Fibroblasts;B_cells	0.071637156494932	True	8	0.9047619047619048	Malignant_epithelial	Malignant_epithelial	True	2	DONE	Pal independent biological source; later atlas reprocessing; annotations not original Pal objects	两套肿瘤来源中共有类别的最高表达类别一致：癌性上皮细胞（依作者注释）
BRCA	NAGK	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	Myeloid	0.5292794176671289	0.4228477909776761	26	Myeloid;Fibroblasts;Malignant_epithelial	0.4228477909776761	True	9	Myeloid	0.4547488271984709	0.293328883937938	30	Myeloid;Malignant_epithelial;Fibroblasts	0.293328883937938	True	8	Plasma_cells	0.176482569655134	0.2271202146486839	7	Plasma_cells;B_cells;Fibroblasts	0.2271202146486839	True	8	0.9047619047619048	Myeloid	Myeloid	True	3	DONE	Pal independent biological source; later atlas reprocessing; annotations not original Pal objects	两套肿瘤来源中共有类别的最高表达类别一致：髓系免疫细胞（巨噬等，不等同中性粒细胞）
BRCA	NAMPT	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	Myeloid	1.280495694970258	0.6640439890214732	26	Myeloid;Nonmalignant_epithelial;Endothelial	0.6640439890214732	True	9	Myeloid	0.9479388880374598	0.4731271726823879	30	Myeloid;Endothelial;Malignant_epithelial	0.4731271726823879	True	8	Myeloid	2.1706250102453533	0.8858639134459722	40	Myeloid;Nonmalignant_epithelial;Perivascular	0.8858639134459722	True	8	0.9761904761904764	Myeloid	Myeloid	True	2	DONE	Pal independent biological source; later atlas reprocessing; annotations not original Pal objects	两套肿瘤来源中共有类别的最高表达类别一致：髓系免疫细胞（巨噬等，不等同中性粒细胞）
BRCA	NNMT	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	Fibroblasts	1.7034613333400015	0.7261004994697219	23	Fibroblasts;Endothelial;Perivascular	0.7261004994697219	True	9	Fibroblasts	1.4938937337008276	0.6088995647616221	30	Fibroblasts;Perivascular;Endothelial	0.6088995647616221	True	8	Fibroblasts	1.5193844557641003	0.6949131727089947	54	Fibroblasts;Endothelial;Perivascular	0.6949131727089947	True	8	0.9047619047619048	Fibroblasts	Fibroblasts	True	3	DONE	Pal independent biological source; later atlas reprocessing; annotations not original Pal objects	两套肿瘤来源中共有类别的最高表达类别一致：成纤维细胞
BRCA	NPL	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	Myeloid	0.3439432683807762	0.2844291527985105	26	Myeloid;Fibroblasts;Perivascular	0.2844291527985105	True	9	Myeloid	0.2827048764225992	0.1866304770033363	30	Myeloid;Endothelial;Fibroblasts	0.1866304770033363	True	8	Myeloid	0.1733173768745245	0.1564837048724209	40	Myeloid;Plasma_cells;Nonmalignant_epithelial	0.1564837048724209	True	8	0.3333333333333334	Myeloid	Myeloid	True	2	DONE	Pal independent biological source; later atlas reprocessing; annotations not original Pal objects	两套肿瘤来源中共有类别的最高表达类别一致：髓系免疫细胞（巨噬等，不等同中性粒细胞）
BRCA	OAT	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	Nonmalignant_epithelial	0.7396058703805337	0.6293088039029497	10	Nonmalignant_epithelial;Malignant_epithelial;Perivascular	0.6293088039029497	True	9	Malignant_epithelial	0.441884716901447	0.3739395222949555	33	Malignant_epithelial;Perivascular;Fibroblasts	0.3739395222949555	True	8	Perivascular	0.6622118729095788	0.4285820367578868	54	Perivascular;Fibroblasts;Nonmalignant_epithelial	0.475963153525455	True	8	0.7857142857142858	Malignant_epithelial	Malignant_epithelial	True	2	DONE	Pal independent biological source; later atlas reprocessing; annotations not original Pal objects	两套肿瘤来源中共有类别的最高表达类别一致：癌性上皮细胞（依作者注释）
