mode	group	bin_id	mean_log2_ratio	n_donors
primary	Myeloid | Monocytes | adj_benign	chr5:15	0.008430933932868421	14
primary	Myeloid | Monocytes | adj_benign	chr5:16	0.00666135966559809	11
primary	Myeloid | Monocytes | adj_benign	chr5:17	0.02336379622797808	14
primary	Myeloid | Monocytes | adj_benign	chr5:18	NA	0
primary	Myeloid | Monocytes | adj_benign	chr5:3	-0.09467466856521908	14
primary	Myeloid | Monocytes | adj_benign	chr5:4	-0.11906933304230286	11
primary	Myeloid | Monocytes | adj_benign	chr5:5	-0.09547374246027594	14
primary	Myeloid | Monocytes | adj_benign	chr5:6	-0.03702790230138618	13
primary	Myeloid | Monocytes | adj_benign	chr5:7	0.0034657479529376	14
primary	Myeloid | Monocytes | adj_benign	chr5:8	0.02712901271764236	13
primary	Myeloid | Monocytes | adj_benign	chr5:9	0.01987751103021878	14
primary	Myeloid | Monocytes | adj_benign	chr6:0	0.07234278433625059	14
primary	Myeloid | Monocytes | adj_benign	chr6:1	0.041797925036829754	14
primary	Myeloid | Monocytes | adj_benign	chr6:10	-0.008290227457211323	14
primary	Myeloid | Monocytes | adj_benign	chr6:11	-0.008333806748508749	14
primary	Myeloid | Monocytes | adj_benign	chr6:12	-0.004133943007474125	9
primary	Myeloid | Monocytes | adj_benign	chr6:13	-0.01320390151950098	14
primary	Myeloid | Monocytes | adj_benign	chr6:14	-0.012462385690033056	14
primary	Myeloid | Monocytes | adj_benign	chr6:15	-0.009741904394668608	14
primary	Myeloid | Monocytes | adj_benign	chr6:16	-0.0014749401253037113	6
primary	Myeloid | Monocytes | adj_benign	chr6:17	NA	0
primary	Myeloid | Monocytes | adj_benign	chr6:2	0.022777814282192645	14
primary	Myeloid | Monocytes | adj_benign	chr6:3	0.11778474982851768	14
primary	Myeloid | Monocytes | adj_benign	chr6:4	0.006263388320683726	14
primary	Myeloid | Monocytes | adj_benign	chr6:5	0.004211983205521931	7
primary	Myeloid | Monocytes | adj_benign	chr6:6	NA	0
primary	Myeloid | Monocytes | adj_benign	chr6:7	-0.0010229461857419032	13
primary	Myeloid | Monocytes | adj_benign	chr6:8	-0.0036238686884968413	13
primary	Myeloid | Monocytes | adj_benign	chr6:9	NA	0
primary	Myeloid | Monocytes | adj_benign	chr7:0	0.017684772658830988	14
primary	Myeloid | Monocytes | adj_benign	chr7:1	0.009065355004513732	13
primary	Myeloid | Monocytes | adj_benign	chr7:10	0.027414155619709963	14
primary	Myeloid | Monocytes | adj_benign	chr7:11	0.02581997816398937	9
primary	Myeloid | Monocytes | adj_benign	chr7:12	0.009016404635955634	13
primary	Myeloid | Monocytes | adj_benign	chr7:13	-0.0053949660179060345	14
primary	Myeloid | Monocytes | adj_benign	chr7:14	-0.020734246883791326	14
primary	Myeloid | Monocytes | adj_benign	chr7:15	-0.013967845659693695	13
primary	Myeloid | Monocytes | adj_benign	chr7:2	0.004841111745527987	14
primary	Myeloid | Monocytes | adj_benign	chr7:3	-0.0011358185849010961	14
primary	Myeloid | Monocytes | adj_benign	chr7:4	-0.0005083658511130906	14
primary	Myeloid | Monocytes | adj_benign	chr7:5	0.00117037452723985	2
primary	Myeloid | Monocytes | adj_benign	chr7:6	0.006933005461426818	7
primary	Myeloid | Monocytes | adj_benign	chr7:7	0.01044852914568843	14
primary	Myeloid | Monocytes | adj_benign	chr7:8	0.007101641919936361	4
primary	Myeloid | Monocytes | adj_benign	chr7:9	0.011690000943677446	14
primary	Myeloid | Monocytes | adj_benign	chr8:0	0.08215006460302864	2
primary	Myeloid | Monocytes | adj_benign	chr8:1	0.04666969096471718	12
primary	Myeloid | Monocytes | adj_benign	chr8:10	0.0019731803544663726	14
primary	Myeloid | Monocytes | adj_benign	chr8:11	NA	0
primary	Myeloid | Monocytes | adj_benign	chr8:12	0.007830628023445276	13
primary	Myeloid | Monocytes | adj_benign	chr8:13	NA	0
primary	Myeloid | Monocytes | adj_benign	chr8:14	0.008144932485899455	14
primary	Myeloid | Monocytes | adj_benign	chr8:2	0.019673929342927474	14
primary	Myeloid | Monocytes | adj_benign	chr8:3	0.006341626142068646	14
primary	Myeloid | Monocytes | adj_benign	chr8:4	0.00981367356761951	13
primary	Myeloid | Monocytes | adj_benign	chr8:5	0.011119246829901206	14
primary	Myeloid | Monocytes | adj_benign	chr8:6	0.00945806175025796	11
primary	Myeloid | Monocytes | adj_benign	chr8:7	0.006601832122461096	11
primary	Myeloid | Monocytes | adj_benign	chr8:8	0.0007785091107249658	13
primary	Myeloid | Monocytes | adj_benign	chr8:9	-0.0025586457973750297	13
primary	Myeloid | Monocytes | adj_benign	chr9:0	-0.007041637510611405	12
primary	Myeloid | Monocytes | adj_benign	chr9:1	-0.0025233897245267854	5
primary	Myeloid | Monocytes | adj_benign	chr9:10	0.021025454474690664	8
primary	Myeloid | Monocytes | adj_benign	chr9:11	0.006269374867984821	12
primary	Myeloid | Monocytes | adj_benign	chr9:12	-0.006943308745652147	14
primary	Myeloid | Monocytes | adj_benign	chr9:13	-0.009690390205079757	14
primary	Myeloid | Monocytes | adj_benign	chr9:2	0.0011422648620034	1
primary	Myeloid | Monocytes | adj_benign	chr9:3	-0.0015015212559465218	14
primary	Myeloid | Monocytes | adj_benign	chr9:6	NA	0
primary	Myeloid | Monocytes | adj_benign	chr9:7	0.0011077196602300697	14
primary	Myeloid | Monocytes | adj_benign	chr9:8	0.010187670797332687	14
primary	Myeloid | Monocytes | adj_benign	chr9:9	0.020172133286382277	14
primary	Myeloid | Monocytes | cancer	chr10:0	-0.01089883153353455	19
primary	Myeloid | Monocytes | cancer	chr10:1	0.006831749177495039	21
primary	Myeloid | Monocytes | cancer	chr10:10	0.0038119924762782566	20
primary	Myeloid | Monocytes | cancer	chr10:11	0.009296842353901142	21
primary	Myeloid | Monocytes | cancer	chr10:12	0.0052761203111785365	17
primary	Myeloid | Monocytes | cancer	chr10:13	0.009045797481288352	6
primary	Myeloid | Monocytes | cancer	chr10:2	0.017808053350232615	19
primary	Myeloid | Monocytes | cancer	chr10:3	0.029716133026117662	13
primary	Myeloid | Monocytes | cancer	chr10:4	0.03278283671996619	15
primary	Myeloid | Monocytes | cancer	chr10:5	0.030419257150764552	2
primary	Myeloid | Monocytes | cancer	chr10:6	0.027877162209531698	20
primary	Myeloid | Monocytes | cancer	chr10:7	0.020046834500897632	21
primary	Myeloid | Monocytes | cancer	chr10:8	0.018757625882054728	20
primary	Myeloid | Monocytes | cancer	chr10:9	0.010849047052014461	19
primary	Myeloid | Monocytes | cancer	chr11:0	0.02276563357523162	21
primary	Myeloid | Monocytes | cancer	chr11:1	0.0018715287686612444	21
primary	Myeloid | Monocytes | cancer	chr11:10	-0.019966193372626118	21
primary	Myeloid | Monocytes | cancer	chr11:11	-0.10997967322630127	21
primary	Myeloid | Monocytes | cancer	chr11:12	-0.16196731809343223	17
primary	Myeloid | Monocytes | cancer	chr11:13	-0.11242937181696405	3
primary	Myeloid | Monocytes | cancer	chr11:2	NA	0
primary	Myeloid | Monocytes | cancer	chr11:3	0.0026348155388337797	19
primary	Myeloid | Monocytes | cancer	chr11:4	0.009572928362905783	19
primary	Myeloid | Monocytes | cancer	chr11:5	0.03298416253728948	18
primary	Myeloid | Monocytes | cancer	chr11:6	0.01569070050571782	21
primary	Myeloid | Monocytes | cancer	chr11:7	-0.0014431129502009703	21
primary	Myeloid | Monocytes | cancer	chr11:8	-0.0033126345560992873	18
primary	Myeloid | Monocytes | cancer	chr11:9	-0.0054942818488389	19
primary	Myeloid | Monocytes | cancer	chr12:0	-0.003107047651356368	21
primary	Myeloid | Monocytes | cancer	chr12:1	-0.015514202693615406	21
primary	Myeloid | Monocytes | cancer	chr12:10	0.0028437220706494155	21
primary	Myeloid | Monocytes | cancer	chr12:11	-0.002499579932908074	21
primary	Myeloid | Monocytes | cancer	chr12:12	-0.013088240690211103	21
primary	Myeloid | Monocytes | cancer	chr12:13	-0.023317583950927392	9
primary	Myeloid | Monocytes | cancer	chr12:2	-0.023645234313091398	20
primary	Myeloid | Monocytes | cancer	chr12:3	-0.03872333792739105	6
primary	Myeloid | Monocytes | cancer	chr12:4	-0.017251408485776033	21
primary	Myeloid | Monocytes | cancer	chr12:5	0.013302403622141806	21
primary	Myeloid | Monocytes | cancer	chr12:6	0.07153814618934973	21
primary	Myeloid | Monocytes | cancer	chr12:7	0.07225176170928023	21
primary	Myeloid | Monocytes | cancer	chr12:8	0.08717190524146469	3
primary	Myeloid | Monocytes | cancer	chr12:9	0.02434204746896436	21
primary	Myeloid | Monocytes | cancer	chr13:1	NA	0
primary	Myeloid | Monocytes | cancer	chr13:10	0.011054203457894485	3
primary	Myeloid | Monocytes | cancer	chr13:11	0.026184826174239884	18
primary	Myeloid | Monocytes | cancer	chr13:2	-0.02363866581142789	21
primary	Myeloid | Monocytes | cancer	chr13:3	-0.02686216704627694	19
primary	Myeloid | Monocytes | cancer	chr13:4	-0.014906721577274587	21
primary	Myeloid | Monocytes | cancer	chr13:5	0.00120206115167025	2
primary	Myeloid | Monocytes | cancer	chr13:6	NA	0
primary	Myeloid | Monocytes | cancer	chr13:7	0.0015207193580151954	17
primary	Myeloid | Monocytes | cancer	chr13:9	0.007306347526697995	15
primary	Myeloid | Monocytes | cancer	chr14:1	NA	0
primary	Myeloid | Monocytes | cancer	chr14:10	-0.004135604833430821	21
primary	Myeloid | Monocytes | cancer	chr14:2	-0.016343136157675114	21
primary	Myeloid | Monocytes | cancer	chr14:3	-0.03356792874141878	21
primary	Myeloid | Monocytes | cancer	chr14:4	-0.0466690321354312	15
primary	Myeloid | Monocytes | cancer	chr14:5	-0.032191874788984366	21
primary	Myeloid | Monocytes | cancer	chr14:6	-0.015468699990220566	21
primary	Myeloid | Monocytes | cancer	chr14:7	-0.013514737661107742	21
primary	Myeloid | Monocytes | cancer	chr14:8	NA	0
primary	Myeloid | Monocytes | cancer	chr14:9	-0.012311228138245573	21
primary	Myeloid | Monocytes | cancer	chr15:10	NA	0
primary	Myeloid | Monocytes | cancer	chr15:2	-0.022720393262537032	4
primary	Myeloid | Monocytes | cancer	chr15:3	-0.005454443148358318	18
primary	Myeloid | Monocytes | cancer	chr15:4	0.00020180561375215096	21
primary	Myeloid | Monocytes | cancer	chr15:5	0.005558795121849123	21
primary	Myeloid | Monocytes | cancer	chr15:6	0.0037556734525648248	21
primary	Myeloid | Monocytes | cancer	chr15:7	0.010796885493279229	21
primary	Myeloid | Monocytes | cancer	chr15:8	0.01796297193737148	21
primary	Myeloid | Monocytes | cancer	chr15:9	0.018296736817616954	14
primary	Myeloid | Monocytes | cancer	chr16:0	-0.025519967675064745	21
primary	Myeloid | Monocytes | cancer	chr16:1	-0.007455480006810728	21
primary	Myeloid | Monocytes | cancer	chr16:2	-0.0020717523359739705	21
primary	Myeloid | Monocytes | cancer	chr16:3	0.005106329504463848	21
primary	Myeloid | Monocytes | cancer	chr16:4	0.003401038653370659	7
primary	Myeloid | Monocytes | cancer	chr16:5	0.0006070737510502034	21
primary	Myeloid | Monocytes | cancer	chr16:6	-0.004221862532767068	20
primary	Myeloid | Monocytes | cancer	chr16:7	0.0026391208999538536	20
primary	Myeloid | Monocytes | cancer	chr16:8	0.02088093474268626	21
primary	Myeloid | Monocytes | cancer	chr17:0	0.006862088161956495	21
primary	Myeloid | Monocytes | cancer	chr17:1	0.0022552759817193986	20
primary	Myeloid | Monocytes | cancer	chr17:2	-0.00047442015171722887	20
primary	Myeloid | Monocytes | cancer	chr17:3	-0.03746380618178614	21
primary	Myeloid | Monocytes | cancer	chr17:4	-0.00900452556984634	21
primary	Myeloid | Monocytes | cancer	chr17:5	0.0015007053050706575	21
primary	Myeloid | Monocytes | cancer	chr17:6	0.00021696977630191898	21
primary	Myeloid | Monocytes | cancer	chr17:7	0.0034897031620568417	21
primary	Myeloid | Monocytes | cancer	chr17:8	0.012376703226659755	21
primary	Myeloid | Monocytes | cancer	chr18:0	0.007020075300759917	21
primary	Myeloid | Monocytes | cancer	chr18:1	0.006853401762152266	11
primary	Myeloid | Monocytes | cancer	chr18:2	0.0029747359774571513	15
primary	Myeloid | Monocytes | cancer	chr18:3	0.001374777497083671	15
primary	Myeloid | Monocytes | cancer	chr18:4	-0.0016875451582428096	16
primary	Myeloid | Monocytes | cancer	chr18:5	-0.004094206503988566	20
primary	Myeloid | Monocytes | cancer	chr18:6	-0.005589018972115049	8
primary	Myeloid | Monocytes | cancer	chr18:7	-0.0012435266496430763	11
primary	Myeloid | Monocytes | cancer	chr18:8	NA	0
primary	Myeloid | Monocytes | cancer	chr19:0	0.002123687560965426	21
primary	Myeloid | Monocytes | cancer	chr19:1	-0.008767596413107693	21
primary	Myeloid | Monocytes | cancer	chr19:2	-0.0019433404781863187	10
primary	Myeloid | Monocytes | cancer	chr19:3	0.0073582150225875035	21
primary	Myeloid | Monocytes | cancer	chr19:4	0.05182750977757552	21
primary	Myeloid | Monocytes | cancer	chr19:5	0.01100350802754366	21
primary	Myeloid | Monocytes | cancer	chr1:0	0.013156734776374853	21
primary	Myeloid | Monocytes | cancer	chr1:1	0.006394089341012699	21
primary	Myeloid | Monocytes | cancer	chr1:10	-0.005391719576061281	21
primary	Myeloid | Monocytes | cancer	chr1:11	-0.012523539991134366	21
primary	Myeloid | Monocytes | cancer	chr1:12	NA	0
primary	Myeloid | Monocytes | cancer	chr1:14	0.019049992823133098	18
primary	Myeloid | Monocytes | cancer	chr1:15	0.08174877879133013	21
primary	Myeloid | Monocytes | cancer	chr1:16	0.021908621455742055	21
primary	Myeloid | Monocytes | cancer	chr1:17	0.021110248470188515	21
primary	Myeloid | Monocytes | cancer	chr1:18	0.029581506816175208	21
primary	Myeloid | Monocytes | cancer	chr1:19	0.027598429953719344	20
primary	Myeloid | Monocytes | cancer	chr1:2	-0.009052108581476535	21
primary	Myeloid | Monocytes | cancer	chr1:20	0.03115513873489083	21
primary	Myeloid | Monocytes | cancer	chr1:21	0.03811859359064943	18
primary	Myeloid | Monocytes | cancer	chr1:22	0.029757198906011684	21
primary	Myeloid | Monocytes | cancer	chr1:23	0.02260903897360729	18
primary	Myeloid | Monocytes | cancer	chr1:24	0.03541603224446945	17
primary	Myeloid | Monocytes | cancer	chr1:3	0.008461645168003866	21
primary	Myeloid | Monocytes | cancer	chr1:4	0.0029536108829095764	21
primary	Myeloid | Monocytes | cancer	chr1:5	-0.026423140387049838	21
primary	Myeloid | Monocytes | cancer	chr1:6	-0.04690108327413815	19
primary	Myeloid | Monocytes | cancer	chr1:7	-0.04087985581925542	19
primary	Myeloid | Monocytes | cancer	chr1:8	-0.020046361837574526	21
primary	Myeloid | Monocytes | cancer	chr1:9	-0.006187322878355793	19
primary	Myeloid | Monocytes | cancer	chr20:0	0.02655910392393136	21
primary	Myeloid | Monocytes | cancer	chr20:1	0.030013911933182463	9
primary	Myeloid | Monocytes | cancer	chr20:2	0.03353391201697453	19
primary	Myeloid | Monocytes | cancer	chr20:3	0.01779207501091469	21
primary	Myeloid | Monocytes | cancer	chr20:4	0.023512542453748758	21
primary	Myeloid | Monocytes | cancer	chr20:5	0.013110227967923318	21
primary	Myeloid | Monocytes | cancer	chr20:6	-0.007254002830015044	19
primary	Myeloid | Monocytes | cancer	chr21:0	NA	0
primary	Myeloid | Monocytes | cancer	chr21:1	NA	0
primary	Myeloid | Monocytes | cancer	chr21:2	0.006224992104462985	4
primary	Myeloid | Monocytes | cancer	chr21:3	0.010428983966699203	21
primary	Myeloid | Monocytes | cancer	chr21:4	0.01468085337535399	21
primary	Myeloid | Monocytes | cancer	chr22:1	0.011593300217008797	13
primary	Myeloid | Monocytes | cancer	chr22:2	0.011275570800684096	21
primary	Myeloid | Monocytes | cancer	chr22:3	0.01015686345606959	21
primary	Myeloid | Monocytes | cancer	chr22:4	0.011569213163483813	21
primary	Myeloid | Monocytes | cancer	chr22:5	0.03548151590041098	7
primary	Myeloid | Monocytes | cancer	chr2:0	-0.05082693821567736	19
primary	Myeloid | Monocytes | cancer	chr2:1	-0.020851454267891163	14
primary	Myeloid | Monocytes | cancer	chr2:10	0.008843821173368105	21
primary	Myeloid | Monocytes | cancer	chr2:11	0.03020368274733496	21
primary	Myeloid | Monocytes | cancer	chr2:12	0.032550408733666186	12
primary	Myeloid | Monocytes | cancer	chr2:13	0.018222385462749822	20
primary	Myeloid | Monocytes | cancer	chr2:14	-0.004060176994028243	1
primary	Myeloid | Monocytes | cancer	chr2:15	0.009133647233230966	18
primary	Myeloid | Monocytes | cancer	chr2:16	0.0035732562098084474	19
primary	Myeloid | Monocytes | cancer	chr2:17	-0.0011074136814129495	21
primary	Myeloid | Monocytes | cancer	chr2:18	-0.009896962995482109	17
primary	Myeloid | Monocytes | cancer	chr2:19	-0.018201238983476503	21
primary	Myeloid | Monocytes | cancer	chr2:2	-0.026229236639263624	21
primary	Myeloid | Monocytes | cancer	chr2:20	-0.01236004247633591	21
primary	Myeloid | Monocytes | cancer	chr2:21	-0.0056520923523734265	19
primary	Myeloid | Monocytes | cancer	chr2:22	-0.006775187894716883	8
primary	Myeloid | Monocytes | cancer	chr2:23	-0.019560606864517917	21
primary	Myeloid | Monocytes | cancer	chr2:24	-0.02668925208246624	17
primary	Myeloid | Monocytes | cancer	chr2:3	-0.06886460374089523	21
primary	Myeloid | Monocytes | cancer	chr2:4	-0.05656016805471831	20
primary	Myeloid | Monocytes | cancer	chr2:5	-0.014975399792493212	15
primary	Myeloid | Monocytes | cancer	chr2:6	0.010221258685219413	21
primary	Myeloid | Monocytes | cancer	chr2:7	0.010295300796960446	21
primary	Myeloid | Monocytes | cancer	chr2:8	-0.005651361738013667	21
primary	Myeloid | Monocytes | cancer	chr2:9	-0.014548193037489455	19
primary	Myeloid | Monocytes | cancer	chr3:0	0.009543630596391671	19
primary	Myeloid | Monocytes | cancer	chr3:1	0.0009045431426335686	21
primary	Myeloid | Monocytes | cancer	chr3:10	-0.019059651779585622	21
primary	Myeloid | Monocytes | cancer	chr3:11	-0.007783376472921748	17
primary	Myeloid | Monocytes | cancer	chr3:12	0.0007122664981995576	21
primary	Myeloid | Monocytes | cancer	chr3:13	0.002202469583627644	19
primary	Myeloid | Monocytes | cancer	chr3:14	0.008266174383826975	21
primary	Myeloid | Monocytes | cancer	chr3:15	0.009098198609735066	21
primary	Myeloid | Monocytes | cancer	chr3:16	NA	0
primary	Myeloid | Monocytes | cancer	chr3:17	0.004985440143173806	18
primary	Myeloid | Monocytes | cancer	chr3:18	0.0027032371927946186	21
primary	Myeloid | Monocytes | cancer	chr3:19	-0.002114599983077695	21
primary	Myeloid | Monocytes | cancer	chr3:2	0.0010979473095422687	15
primary	Myeloid | Monocytes | cancer	chr3:3	0.002882103170013462	21
primary	Myeloid | Monocytes | cancer	chr3:4	-0.0006490483848881869	21
primary	Myeloid | Monocytes | cancer	chr3:5	-0.0022461182050483564	21
primary	Myeloid | Monocytes | cancer	chr3:6	-0.009076116906258843	13
primary	Myeloid | Monocytes | cancer	chr3:7	NA	0
primary	Myeloid | Monocytes | cancer	chr3:8	NA	0
primary	Myeloid | Monocytes | cancer	chr3:9	-0.03192637339046517	2
primary	Myeloid | Monocytes | cancer	chr4:0	-0.019639158615572635	21
primary	Myeloid | Monocytes | cancer	chr4:1	-0.012638364320644793	13
primary	Myeloid | Monocytes | cancer	chr4:10	0.0020779384076392857	21
primary	Myeloid | Monocytes | cancer	chr4:11	0.0040830061982599555	14
primary	Myeloid | Monocytes | cancer	chr4:12	-0.0014267804671493829	14
primary	Myeloid | Monocytes | cancer	chr4:13	NA	0
primary	Myeloid | Monocytes | cancer	chr4:14	0.005527105114817591	15
primary	Myeloid | Monocytes | cancer	chr4:15	0.010702286038415948	17
primary	Myeloid | Monocytes | cancer	chr4:16	0.02256058215600894	14
primary	Myeloid | Monocytes | cancer	chr4:17	0.01287506531379021	1
primary	Myeloid | Monocytes | cancer	chr4:18	0.028649276413987353	18
primary	Myeloid | Monocytes | cancer	chr4:2	-0.012951169948168998	1
primary	Myeloid | Monocytes | cancer	chr4:3	-0.019964047872840212	16
primary	Myeloid | Monocytes | cancer	chr4:4	-0.008256721076720092	18
primary	Myeloid | Monocytes | cancer	chr4:5	0.0037976520231976277	17
primary	Myeloid | Monocytes | cancer	chr4:6	NA	0
primary	Myeloid | Monocytes | cancer	chr4:7	0.05450999874088799	21
primary	Myeloid | Monocytes | cancer	chr4:8	0.025113045815310365	21
primary	Myeloid | Monocytes | cancer	chr4:9	0.008246772778232927	14
primary	Myeloid | Monocytes | cancer	chr5:0	-0.042600531198720655	17
primary	Myeloid | Monocytes | cancer	chr5:1	-0.04429028936921198	10
primary	Myeloid | Monocytes | cancer	chr5:10	0.01607132460611738	1
primary	Myeloid | Monocytes | cancer	chr5:11	0.0013169495321052659	21
primary	Myeloid | Monocytes | cancer	chr5:12	-0.012093571278312858	11
primary	Myeloid | Monocytes | cancer	chr5:13	-0.004202307538661407	21
primary	Myeloid | Monocytes | cancer	chr5:14	0.010173140569208325	21
primary	Myeloid | Monocytes | cancer	chr5:15	0.007323718323785155	21
primary	Myeloid | Monocytes | cancer	chr5:16	0.004320240520593968	14
primary	Myeloid | Monocytes | cancer	chr5:17	0.01587208201434582	21
primary	Myeloid | Monocytes | cancer	chr5:18	NA	0
primary	Myeloid | Monocytes | cancer	chr5:2	NA	0
primary	Myeloid | Monocytes | cancer	chr5:3	-0.1012873924950853	20
primary	Myeloid | Monocytes | cancer	chr5:4	-0.12248844308355851	15
primary	Myeloid | Monocytes | cancer	chr5:5	-0.1008674440249582	20
primary	Myeloid | Monocytes | cancer	chr5:6	-0.03349853173289624	19
primary	Myeloid | Monocytes | cancer	chr5:7	-0.0029326924135530345	21
primary	Myeloid | Monocytes | cancer	chr5:8	0.022010666685985163	20
primary	Myeloid | Monocytes | cancer	chr5:9	0.024060715459034508	20
primary	Myeloid | Monocytes | cancer	chr6:0	0.07108951597634852	20
primary	Myeloid | Monocytes | cancer	chr6:1	0.044997385880700694	21
primary	Myeloid | Monocytes | cancer	chr6:10	-0.011833673148881898	20
primary	Myeloid | Monocytes | cancer	chr6:11	-0.008929842432879972	21
primary	Myeloid | Monocytes | cancer	chr6:12	-0.01149378747567148	12
primary	Myeloid | Monocytes | cancer	chr6:13	-0.015362901339968017	21
primary	Myeloid | Monocytes | cancer	chr6:14	-0.012358485698545585	20
primary	Myeloid | Monocytes | cancer	chr6:15	-0.009313404261290062	21
primary	Myeloid | Monocytes | cancer	chr6:16	-0.0017997492573922412	9
primary	Myeloid | Monocytes | cancer	chr6:17	NA	0
primary	Myeloid | Monocytes | cancer	chr6:2	0.027833552512318886	20
primary	Myeloid | Monocytes | cancer	chr6:3	0.11861229012934503	21
primary	Myeloid | Monocytes | cancer	chr6:4	0.0008500294501702603	20
primary	Myeloid | Monocytes | cancer	chr6:5	0.0011978401658747386	10
primary	Myeloid | Monocytes | cancer	chr6:6	NA	0
primary	Myeloid | Monocytes | cancer	chr6:7	-0.0007633521795495896	18
primary	Myeloid | Monocytes | cancer	chr6:8	-0.004117603482297308	19
primary	Myeloid | Monocytes | cancer	chr6:9	NA	0
primary	Myeloid | Monocytes | cancer	chr7:0	0.01277015113182737	20
primary	Myeloid | Monocytes | cancer	chr7:1	0.005541130194662295	18
primary	Myeloid | Monocytes | cancer	chr7:10	0.02387274705975176	21
primary	Myeloid | Monocytes | cancer	chr7:11	0.017850552191169218	13
primary	Myeloid | Monocytes | cancer	chr7:12	0.005426122854396833	18
primary	Myeloid | Monocytes | cancer	chr7:13	-0.003733193247794398	20
primary	Myeloid | Monocytes | cancer	chr7:14	-0.017367740456155738	20
primary	Myeloid | Monocytes | cancer	chr7:15	-0.014666604152075765	20
primary	Myeloid | Monocytes | cancer	chr7:2	0.003955568834526966	21
primary	Myeloid | Monocytes | cancer	chr7:3	-0.00030335489292706143	21
primary	Myeloid | Monocytes | cancer	chr7:4	-0.0012374106920155512	21
primary	Myeloid | Monocytes | cancer	chr7:5	-0.0006017147208808098	5
primary	Myeloid | Monocytes | cancer	chr7:6	0.0017757140206867568	10
primary	Myeloid | Monocytes | cancer	chr7:7	0.00910043007796274	21
primary	Myeloid | Monocytes | cancer	chr7:8	0.004808362555056856	7
primary	Myeloid | Monocytes | cancer	chr7:9	0.013295100069255857	21
primary	Myeloid | Monocytes | cancer	chr8:0	0.0629498724230937	3
primary	Myeloid | Monocytes | cancer	chr8:1	0.04206742775056773	19
primary	Myeloid | Monocytes | cancer	chr8:10	0.001774066074825981	21
primary	Myeloid | Monocytes | cancer	chr8:11	NA	0
primary	Myeloid | Monocytes | cancer	chr8:12	0.009742847843843038	18
primary	Myeloid | Monocytes | cancer	chr8:13	NA	0
primary	Myeloid | Monocytes | cancer	chr8:14	0.00779673962675298	21
primary	Myeloid | Monocytes | cancer	chr8:2	0.012764014210023515	21
primary	Myeloid | Monocytes | cancer	chr8:3	0.0017702282607869545	21
primary	Myeloid | Monocytes | cancer	chr8:4	0.0057216746847132014	19
primary	Myeloid | Monocytes | cancer	chr8:5	0.012769834756523213	21
primary	Myeloid | Monocytes | cancer	chr8:6	0.018904146002578028	15
primary	Myeloid | Monocytes | cancer	chr8:7	0.008146808853862035	18
primary	Myeloid | Monocytes | cancer	chr8:8	0.0024093891831761644	19
primary	Myeloid | Monocytes | cancer	chr8:9	-0.000889287936993167	19
primary	Myeloid | Monocytes | cancer	chr9:0	-0.006186392630054986	18
primary	Myeloid | Monocytes | cancer	chr9:1	-0.004924395114699604	8
primary	Myeloid | Monocytes | cancer	chr9:10	0.030808112941973224	11
primary	Myeloid | Monocytes | cancer	chr9:11	0.007228744488587186	16
primary	Myeloid | Monocytes | cancer	chr9:12	-0.017122352057093226	21
primary	Myeloid | Monocytes | cancer	chr9:13	-0.007221135081126701	21
primary	Myeloid | Monocytes | cancer	chr9:2	0.006550613265929821	3
primary	Myeloid | Monocytes | cancer	chr9:3	-0.002125395689292251	21
primary	Myeloid | Monocytes | cancer	chr9:6	NA	0
primary	Myeloid | Monocytes | cancer	chr9:7	0.0022231023294240837	20
primary	Myeloid | Monocytes | cancer	chr9:8	0.011365155543616385	20
primary	Myeloid | Monocytes | cancer	chr9:9	0.022164956939481756	21
primary	Myeloid | cDC1 | adj_benign	chr10:0	0.01235177411177	9
primary	Myeloid | cDC1 | adj_benign	chr10:1	0.00663451723094462	10
primary	Myeloid | cDC1 | adj_benign	chr10:10	0.00124608414891919	10
primary	Myeloid | cDC1 | adj_benign	chr10:11	0.0032628127383696236	10
primary	Myeloid | cDC1 | adj_benign	chr10:12	0.01495114192709019	9
primary	Myeloid | cDC1 | adj_benign	chr10:13	0.0371209901830659	3
primary	Myeloid | cDC1 | adj_benign	chr10:2	0.0014246472568592511	9
primary	Myeloid | cDC1 | adj_benign	chr10:3	-0.00747189437425533	5
primary	Myeloid | cDC1 | adj_benign	chr10:4	0.0026471527479945056	7
primary	Myeloid | cDC1 | adj_benign	chr10:5	NA	0
primary	Myeloid | cDC1 | adj_benign	chr10:6	0.0149654352051392	10
primary	Myeloid | cDC1 | adj_benign	chr10:7	0.013967869937206261	10
primary	Myeloid | cDC1 | adj_benign	chr10:8	0.003216041603852583	10
primary	Myeloid | cDC1 | adj_benign	chr10:9	0.0019390166439660363	8
primary	Myeloid | cDC1 | adj_benign	chr11:0	0.005454254267556592	10
primary	Myeloid | cDC1 | adj_benign	chr11:1	9.283698122938674e-05	10
primary	Myeloid | cDC1 | adj_benign	chr11:10	-0.059754760575865186	10
primary	Myeloid | cDC1 | adj_benign	chr11:11	-0.12144703030019062	10
primary	Myeloid | cDC1 | adj_benign	chr11:12	-0.13910707092599361	9
primary	Myeloid | cDC1 | adj_benign	chr11:13	-0.11898532901061938	1
primary	Myeloid | cDC1 | adj_benign	chr11:2	NA	0
