mode	subtype	bin_id	n_pairs	mean_tumor_minus_adjacent_log2
primary	Monocytes	chr6:11	13	-0.0036836871611614437
primary	Monocytes	chr6:12	9	-0.009847734489569833
primary	Monocytes	chr6:13	13	-0.007378980603907322
primary	Monocytes	chr6:14	13	-0.0020470224902968573
primary	Monocytes	chr6:15	13	0.0038572915431937336
primary	Monocytes	chr6:16	6	0.0076414219033766355
primary	Monocytes	chr6:2	13	0.01284815530732082
primary	Monocytes	chr6:3	13	0.007993095551580521
primary	Monocytes	chr6:4	13	-0.0028049372234934694
primary	Monocytes	chr6:5	7	-0.0016003831807506852
primary	Monocytes	chr6:7	12	0.00040362657612774054
primary	Monocytes	chr6:8	12	0.0005694166190994984
primary	Monocytes	chr7:0	13	0.0005595849287869257
primary	Monocytes	chr7:1	12	0.00032126026076037447
primary	Monocytes	chr7:10	13	-0.004870007913769256
primary	Monocytes	chr7:11	9	-0.008509854694600456
primary	Monocytes	chr7:12	12	-0.0028311406222088094
primary	Monocytes	chr7:13	13	0.003981853394097488
primary	Monocytes	chr7:14	13	0.005159286023550346
primary	Monocytes	chr7:15	13	-0.0031235804532211216
primary	Monocytes	chr7:2	13	0.001743229296065965
primary	Monocytes	chr7:3	13	0.0021840449723829316
primary	Monocytes	chr7:4	13	-0.0015483339340003977
primary	Monocytes	chr7:5	2	-0.0014206574151065534
primary	Monocytes	chr7:6	7	-0.00550990606744424
primary	Monocytes	chr7:7	13	-0.004037456991816402
primary	Monocytes	chr7:8	4	-0.002544893495457906
primary	Monocytes	chr7:9	13	-0.003363011172869302
primary	Monocytes	chr8:0	2	0.005480869495242298
primary	Monocytes	chr8:1	12	-9.08586963330726e-05
primary	Monocytes	chr8:10	13	-0.001528655998387432
primary	Monocytes	chr8:12	12	-0.0007668271026890159
primary	Monocytes	chr8:14	13	-0.00526012846462552
primary	Monocytes	chr8:2	13	-0.004916792011961032
primary	Monocytes	chr8:3	13	-0.00310377966422178
primary	Monocytes	chr8:4	12	-0.0012591722639387554
primary	Monocytes	chr8:5	13	0.00249602484183113
primary	Monocytes	chr8:6	11	0.003432303913427058
primary	Monocytes	chr8:7	11	0.0004422193510042178
primary	Monocytes	chr8:8	12	-0.0014444545478091823
primary	Monocytes	chr8:9	12	-0.0015813420276984487
primary	Monocytes	chr9:0	12	-0.0006807741579304872
primary	Monocytes	chr9:1	5	-0.006897183060420512
primary	Monocytes	chr9:10	8	0.006311658929095925
primary	Monocytes	chr9:11	12	-0.001168518103833452
primary	Monocytes	chr9:12	13	-0.009613191771097401
primary	Monocytes	chr9:13	13	0.006206330514310163
primary	Monocytes	chr9:2	1	-0.0055264877267918325
primary	Monocytes	chr9:3	13	-0.0007029398914423236
primary	Monocytes	chr9:7	13	0.0017647908297567724
primary	Monocytes	chr9:8	13	0.0006978206063693082
primary	Monocytes	chr9:9	13	0.0032311828742413434
primary	cDC1	chr10:0	5	-0.031225879166637556
primary	cDC1	chr10:1	6	-0.007068719245173337
primary	cDC1	chr10:10	6	0.011540179175013132
primary	cDC1	chr10:11	6	0.026336702786525928
primary	cDC1	chr10:12	5	0.03141172111700555
primary	cDC1	chr10:13	1	0.0
primary	cDC1	chr10:2	5	0.008604189845289534
primary	cDC1	chr10:3	3	0.013131079611450332
primary	cDC1	chr10:4	4	-0.0034005717089977744
primary	cDC1	chr10:6	6	-0.012095449528154731
primary	cDC1	chr10:7	6	-0.007364274879731781
primary	cDC1	chr10:8	6	0.008161404719509142
primary	cDC1	chr10:9	5	4.336808689942018e-20
primary	cDC1	chr11:0	6	0.015919568197662454
primary	cDC1	chr11:1	6	0.004249655494750734
primary	cDC1	chr11:10	6	0.04133475090253769
primary	cDC1	chr11:11	6	0.0030315797005956067
primary	cDC1	chr11:12	5	-0.042216662572648736
primary	cDC1	chr11:3	5	4.336808689942018e-20
primary	cDC1	chr11:4	5	0.0045022775647207205
primary	cDC1	chr11:5	5	0.011507891871000453
primary	cDC1	chr11:6	6	-0.004927865191033055
primary	cDC1	chr11:7	6	-0.003093163746554273
primary	cDC1	chr11:8	5	4.336808689942018e-20
primary	cDC1	chr11:9	5	-0.004528879942556801
primary	cDC1	chr12:0	6	-0.012981441786985631
primary	cDC1	chr12:1	6	-0.03120532053774755
primary	cDC1	chr12:10	6	0.004838573769118401
primary	cDC1	chr12:11	6	0.0016044701950211331
primary	cDC1	chr12:12	6	-0.00031781458650229446
primary	cDC1	chr12:13	2	0.04135020382804915
primary	cDC1	chr12:2	6	0.0029696869447532275
primary	cDC1	chr12:3	2	0.058215412267395
primary	cDC1	chr12:4	6	0.013836288735732666
primary	cDC1	chr12:5	6	-0.0053919824782883334
primary	cDC1	chr12:6	6	0.004156882014023017
primary	cDC1	chr12:7	6	0.018082818667652583
primary	cDC1	chr12:9	6	0.0
primary	cDC1	chr13:11	5	-0.026237564134872705
primary	cDC1	chr13:2	6	0.028130241575247735
primary	cDC1	chr13:3	5	0.01879393346512298
primary	cDC1	chr13:4	6	0.015456022568300434
primary	cDC1	chr13:7	5	-0.01477616669208818
primary	cDC1	chr13:9	4	-0.027454425616684625
primary	cDC1	chr14:10	6	0.025601400006429385
primary	cDC1	chr14:2	6	-0.0076176142888949895
primary	cDC1	chr14:3	6	0.00305401016477275
primary	cDC1	chr14:4	4	0.018510896437081925
primary	cDC1	chr14:5	6	0.0
primary	cDC1	chr14:6	6	-0.0032720693042961276
primary	cDC1	chr14:7	6	0.013269864123910029
primary	cDC1	chr14:9	6	0.03315407100719853
primary	cDC1	chr15:3	5	-0.014064590245684442
primary	cDC1	chr15:4	6	0.0065879306820190164
primary	cDC1	chr15:5	6	0.001303705847671481
primary	cDC1	chr15:6	6	0.022933788774253352
primary	cDC1	chr15:7	6	0.018490771864355205
primary	cDC1	chr15:8	6	0.030227011124774893
primary	cDC1	chr15:9	4	-0.028787489930701415
primary	cDC1	chr16:0	6	-0.014440741552866102
primary	cDC1	chr16:1	6	0.002561406743935521
primary	cDC1	chr16:2	6	0.0007464091410757165
primary	cDC1	chr16:3	6	0.008126784279799761
primary	cDC1	chr16:4	1	0.1052252121443125
primary	cDC1	chr16:5	6	0.007981065379021789
primary	cDC1	chr16:6	6	-0.004504559388172561
primary	cDC1	chr16:7	6	0.0027617598447386552
primary	cDC1	chr16:8	6	0.014303836403841266
primary	cDC1	chr17:0	6	-6.79554567360651e-05
primary	cDC1	chr17:1	6	-0.007033515070586267
primary	cDC1	chr17:2	6	-0.02897295383468693
primary	cDC1	chr17:3	6	-0.019196200418340324
primary	cDC1	chr17:4	6	-0.01596747756115532
primary	cDC1	chr17:5	6	-0.007501383325586249
primary	cDC1	chr17:6	6	-0.01834009014418289
primary	cDC1	chr17:7	6	0.004955114115555128
primary	cDC1	chr17:8	6	0.007346312360518653
primary	cDC1	chr18:0	6	0.0020819652947746885
primary	cDC1	chr18:1	3	-0.007502246688530722
primary	cDC1	chr18:2	4	5.421010862427522e-20
primary	cDC1	chr18:3	3	7.228014483236696e-20
primary	cDC1	chr18:4	5	4.336808689942018e-20
primary	cDC1	chr18:5	6	-0.007003370261352466
primary	cDC1	chr18:6	2	-0.065664059256223
primary	cDC1	chr18:7	3	-0.06039793262663973
primary	cDC1	chr19:0	6	0.008544214658359387
primary	cDC1	chr19:1	6	-0.003873121157711911
primary	cDC1	chr19:2	3	7.228014483236696e-20
primary	cDC1	chr19:3	6	-0.0015857567667323387
primary	cDC1	chr19:4	6	-0.01361387447424974
primary	cDC1	chr19:5	6	-0.027034016757769275
primary	cDC1	chr1:0	6	0.013838379436265516
primary	cDC1	chr1:1	6	0.006820213674069865
primary	cDC1	chr1:10	6	0.0
primary	cDC1	chr1:11	6	0.002396879860271199
primary	cDC1	chr1:14	5	-0.02059329524006067
primary	cDC1	chr1:15	6	-0.0011719934134112183
primary	cDC1	chr1:16	6	-0.008727077148132817
primary	cDC1	chr1:17	6	0.005449084032825054
primary	cDC1	chr1:18	6	-0.006199331382440995
primary	cDC1	chr1:19	6	-0.002661597853031508
primary	cDC1	chr1:2	6	0.017913515503551438
primary	cDC1	chr1:20	6	-0.0021664759570462822
primary	cDC1	chr1:21	5	0.0064631925432697595
primary	cDC1	chr1:22	6	-0.002741414192342445
primary	cDC1	chr1:23	5	0.0028878444908716997
primary	cDC1	chr1:24	5	-0.0043911423935975745
primary	cDC1	chr1:3	6	0.00951199033816987
primary	cDC1	chr1:4	6	0.006952087710816534
primary	cDC1	chr1:5	6	-0.005162330530555233
primary	cDC1	chr1:6	5	-0.0017546978230259934
primary	cDC1	chr1:7	5	-0.007003388636217553
primary	cDC1	chr1:8	6	-0.006723855722720693
primary	cDC1	chr1:9	5	-0.0022759940783328393
primary	cDC1	chr20:0	6	0.0439088201431917
primary	cDC1	chr20:1	3	0.027246896212196895
primary	cDC1	chr20:2	5	-0.0026190705631922995
primary	cDC1	chr20:3	6	-0.012489319431546858
primary	cDC1	chr20:4	6	0.0008357668370820529
primary	cDC1	chr20:5	6	-0.002317972457011453
primary	cDC1	chr20:6	5	-0.007104681142899633
primary	cDC1	chr21:2	2	0.014578780715547154
primary	cDC1	chr21:3	6	0.0038747233572706333
primary	cDC1	chr21:4	6	0.00580502172793172
primary	cDC1	chr22:1	4	0.0030231284580624525
primary	cDC1	chr22:2	6	0.02003044951977226
primary	cDC1	chr22:3	6	-0.019761177149217334
primary	cDC1	chr22:4	6	-0.039300630476846864
primary	cDC1	chr2:0	5	0.00478294237929214
primary	cDC1	chr2:1	5	0.02068788449432038
primary	cDC1	chr2:10	6	-0.0013937616137570808
primary	cDC1	chr2:11	6	-0.01219723730263933
primary	cDC1	chr2:12	3	7.228014483236696e-20
primary	cDC1	chr2:13	6	-0.018639624632209778
primary	cDC1	chr2:15	5	0.007306561083153668
primary	cDC1	chr2:16	5	-0.008262527715027083
primary	cDC1	chr2:17	6	0.0028986595045204246
primary	cDC1	chr2:18	4	0.004818127844336037
primary	cDC1	chr2:19	6	0.020971601485190203
primary	cDC1	chr2:2	6	0.014355071548576487
primary	cDC1	chr2:20	6	0.024497745776553337
primary	cDC1	chr2:21	5	-0.003036949629860953
primary	cDC1	chr2:22	2	0.007349390223343516
primary	cDC1	chr2:23	6	0.011056425861615204
primary	cDC1	chr2:24	5	0.005514340625948408
primary	cDC1	chr2:3	6	0.005075620006048071
primary	cDC1	chr2:4	6	-0.0016891727910204196
primary	cDC1	chr2:5	3	7.228014483236696e-20
primary	cDC1	chr2:6	6	0.012841621125679213
primary	cDC1	chr2:7	6	0.023712516829452857
primary	cDC1	chr2:8	6	0.013002984801078208
primary	cDC1	chr2:9	5	0.016408042798648253
primary	cDC1	chr3:0	5	-0.02780205463646785
primary	cDC1	chr3:1	6	-0.0017556194975670916
primary	cDC1	chr3:10	6	0.0
primary	cDC1	chr3:11	5	4.336808689942018e-20
primary	cDC1	chr3:12	6	0.0
primary	cDC1	chr3:13	5	4.336808689942018e-20
primary	cDC1	chr3:14	6	0.0
primary	cDC1	chr3:15	6	-0.004287923140425267
primary	cDC1	chr3:17	5	-0.014266766485802999
primary	cDC1	chr3:18	6	-0.006019993596408114
primary	cDC1	chr3:19	6	-0.013330822015058584
primary	cDC1	chr3:2	4	5.421010862427522e-20
primary	cDC1	chr3:3	6	0.0032482012058092577
primary	cDC1	chr3:4	6	-0.00013463247304283576
primary	cDC1	chr3:5	6	-0.003932875812616011
primary	cDC1	chr3:6	3	7.228014483236696e-20
primary	cDC1	chr4:0	6	0.0016380661031313002
primary	cDC1	chr4:1	3	7.228014483236696e-20
primary	cDC1	chr4:10	6	-0.0005631725942482832
primary	cDC1	chr4:11	3	7.228014483236696e-20
primary	cDC1	chr4:12	3	-0.012882995106602567
primary	cDC1	chr4:14	5	-0.0245956277370134
primary	cDC1	chr4:15	4	-0.024828170989640498
primary	cDC1	chr4:16	4	5.421010862427522e-20
primary	cDC1	chr4:18	5	-0.00346980819666604
primary	cDC1	chr4:3	4	5.421010862427522e-20
primary	cDC1	chr4:4	5	4.336808689942018e-20
primary	cDC1	chr4:5	5	4.336808689942018e-20
primary	cDC1	chr4:7	6	-0.0056619602450744795
primary	cDC1	chr4:8	6	-0.0035120470341554345
primary	cDC1	chr4:9	4	5.421010862427522e-20
primary	cDC1	chr5:0	5	0.036709393532806237
primary	cDC1	chr5:1	3	-0.011287188697502335
primary	cDC1	chr5:11	6	0.0008081782099455333
primary	cDC1	chr5:12	3	0.010450243424687831
primary	cDC1	chr5:13	6	0.009424643900603031
primary	cDC1	chr5:14	6	-0.017267332950883566
primary	cDC1	chr5:15	6	0.012530955628624427
primary	cDC1	chr5:16	4	5.421010862427522e-20
primary	cDC1	chr5:17	6	0.014894384554506096
primary	cDC1	chr5:3	6	0.04500269489578146
primary	cDC1	chr5:4	4	0.056343362763916
primary	cDC1	chr5:5	6	0.04819021318116734
primary	cDC1	chr5:6	5	0.021681827604101096
primary	cDC1	chr5:7	6	0.005907361398290647
primary	cDC1	chr5:8	6	0.005642963081991195
primary	cDC1	chr5:9	6	0.006071793798265196
primary	cDC1	chr6:0	6	0.05018035684162092
primary	cDC1	chr6:1	6	0.04872811218726327
primary	cDC1	chr6:10	6	0.0
primary	cDC1	chr6:11	6	0.0
primary	cDC1	chr6:12	3	7.228014483236696e-20
primary	cDC1	chr6:13	6	0.020146521751421943
primary	cDC1	chr6:14	6	0.01695929808792967
primary	cDC1	chr6:15	6	0.014554336370988222
primary	cDC1	chr6:16	3	0.04340309279598678
primary	cDC1	chr6:2	6	0.014678614285445696
primary	cDC1	chr6:3	6	-0.013046776265086865
primary	cDC1	chr6:4	6	0.006289836907434004
primary	cDC1	chr6:5	2	0.0
primary	cDC1	chr6:7	5	-0.0072390986329248
primary	cDC1	chr6:8	5	-0.0008023600785895667
primary	cDC1	chr7:0	6	0.041984279620608196
primary	cDC1	chr7:1	5	0.01110267960253318
primary	cDC1	chr7:10	6	-0.008958776569628086
primary	cDC1	chr7:11	3	7.228014483236696e-20
primary	cDC1	chr7:12	5	-0.0071262563803056594
primary	cDC1	chr7:13	6	-0.006109520593071768
primary	cDC1	chr7:14	6	0.003225000177519201
primary	cDC1	chr7:15	6	0.004042657116250463
primary	cDC1	chr7:2	6	0.007951242523684591
primary	cDC1	chr7:3	6	0.0021234652528639222
primary	cDC1	chr7:4	6	0.0018370397290662487
primary	cDC1	chr7:6	3	0.012665302393037333
primary	cDC1	chr7:7	6	0.011996794407364323
primary	cDC1	chr7:8	2	0.0
primary	cDC1	chr7:9	6	-0.009224543783913193
primary	cDC1	chr8:0	2	0.00144440241260195
primary	cDC1	chr8:1	5	0.001565396355445854
primary	cDC1	chr8:10	6	0.015806713345605704
primary	cDC1	chr8:12	5	0.005398554187614421
primary	cDC1	chr8:14	6	0.0
primary	cDC1	chr8:2	6	0.0011485944674653132
primary	cDC1	chr8:3	6	0.0097009544366573
primary	cDC1	chr8:4	5	0.0038866147434832923
primary	cDC1	chr8:5	6	0.005660923588332944
primary	cDC1	chr8:6	5	4.336808689942018e-20
primary	cDC1	chr8:7	4	0.00611459885592956
primary	cDC1	chr8:8	5	0.005957327403649868
primary	cDC1	chr8:9	5	-0.004524968735734686
primary	cDC1	chr9:0	5	0.005244124026971162
primary	cDC1	chr9:1	3	-0.005874240207218589
primary	cDC1	chr9:10	3	-0.037545122939248096
primary	cDC1	chr9:11	5	-0.016623501831030722
primary	cDC1	chr9:12	6	-0.004550281905039055
primary	cDC1	chr9:13	6	0.0014551781256195169
primary	cDC1	chr9:3	6	0.009201991331299916
primary	cDC1	chr9:7	6	-0.017570703171053276
primary	cDC1	chr9:8	6	-0.0017664843875780604
primary	cDC1	chr9:9	6	-0.013525868013414225
primary	cDC2	chr10:0	14	-0.0025956205351276153
primary	cDC2	chr10:1	15	-0.013409492442744059
primary	cDC2	chr10:10	15	0.000577048587294429
primary	cDC2	chr10:11	15	-0.0021349409997040844
primary	cDC2	chr10:12	14	-0.0020283112856655456
primary	cDC2	chr10:13	4	0.005115681817999305
primary	cDC2	chr10:2	14	-0.010627669094926101
primary	cDC2	chr10:3	9	0.001764380905418957
primary	cDC2	chr10:4	10	0.009116013106898514
primary	cDC2	chr10:5	1	-0.0013499901908591123
primary	cDC2	chr10:6	15	-0.003192273820483044
primary	cDC2	chr10:7	15	-7.595661221047873e-05
primary	cDC2	chr10:8	15	0.0045329879536932065
primary	cDC2	chr10:9	13	0.004643359442916961
primary	cDC2	chr11:0	15	0.011198901828337722
primary	cDC2	chr11:1	15	0.001908616399018003
primary	cDC2	chr11:10	15	-0.008439727931430267
primary	cDC2	chr11:11	15	-0.015287862860148176
primary	cDC2	chr11:12	14	-0.012698174996377097
primary	cDC2	chr11:13	1	0.01539406464599996
primary	cDC2	chr11:3	14	-0.0005329610022753554
primary	cDC2	chr11:4	14	-0.00809848901394617
primary	cDC2	chr11:5	13	-0.01610587747778737
primary	cDC2	chr11:6	15	-0.001752709311415125
primary	cDC2	chr11:7	15	-8.011954118321125e-05
primary	cDC2	chr11:8	14	0.0009862692244346103
primary	cDC2	chr11:9	14	-0.002239179801054745
primary	cDC2	chr12:0	15	-0.02245604616297137
primary	cDC2	chr12:1	15	-0.01675201134788976
primary	cDC2	chr12:10	15	0.002123497470188811
primary	cDC2	chr12:11	15	-0.0009943573927930854
primary	cDC2	chr12:12	15	6.262961230560352e-05
primary	cDC2	chr12:13	6	0.003806580050934562
primary	cDC2	chr12:2	15	0.002240937960479693
primary	cDC2	chr12:3	4	0.03987693443167569
primary	cDC2	chr12:4	15	0.0077005179837446895
primary	cDC2	chr12:5	15	-0.000331925372803998
primary	cDC2	chr12:6	15	-0.0024990245660987003
primary	cDC2	chr12:7	15	-0.001148957435134475
primary	cDC2	chr12:8	1	-0.005266781186588171
primary	cDC2	chr12:9	15	0.005614085603442921
primary	cDC2	chr13:10	1	0.024195273831006787
primary	cDC2	chr13:11	13	0.0065719244335454225
primary	cDC2	chr13:2	15	-0.01744227633799793
primary	cDC2	chr13:3	13	-0.007045287217641799
primary	cDC2	chr13:4	15	-0.0037862230321641832
primary	cDC2	chr13:5	1	0.0005786553867116184
primary	cDC2	chr13:7	13	0.0006413344829063381
primary	cDC2	chr13:9	11	0.006502814955916986
primary	cDC2	chr14:10	15	0.0032634938023324957
primary	cDC2	chr14:2	15	0.006591479647160095
primary	cDC2	chr14:3	15	0.00355664011464156
primary	cDC2	chr14:4	11	0.01274496421723091
primary	cDC2	chr14:5	15	0.0011207469997330881
primary	cDC2	chr14:6	15	-0.006456459340391225
primary	cDC2	chr14:7	15	-0.008299744425958166
primary	cDC2	chr14:9	15	-0.009614974689819027
primary	cDC2	chr15:2	2	0.049141977849487053
primary	cDC2	chr15:3	13	-0.005561430379282825
primary	cDC2	chr15:4	15	-0.0032155220212808696
primary	cDC2	chr15:5	15	-0.0013654033492864989
primary	cDC2	chr15:6	15	-0.005426151910837953
primary	cDC2	chr15:7	15	0.004687901813602845
primary	cDC2	chr15:8	15	0.01039811915643377
primary	cDC2	chr15:9	10	0.008709316543675842
primary	cDC2	chr16:0	15	0.0025467737720967407
primary	cDC2	chr16:1	15	-0.0005063944722896905
primary	cDC2	chr16:2	15	-0.0008681987337803647
primary	cDC2	chr16:3	15	-0.004941478213838462
primary	cDC2	chr16:4	5	-0.00348600317326766
primary	cDC2	chr16:5	15	-0.002449112657019026
primary	cDC2	chr16:6	15	0.00017673910404546425
primary	cDC2	chr16:7	15	-0.006890684420801691
primary	cDC2	chr16:8	15	-0.017085440612565967
primary	cDC2	chr17:0	15	0.009859390591223859
primary	cDC2	chr17:1	15	0.0004258009946915138
primary	cDC2	chr17:2	15	-0.003361806471903137
primary	cDC2	chr17:3	15	-0.013197812265886148
primary	cDC2	chr17:4	15	-0.003911939670107656
primary	cDC2	chr17:5	15	-0.008208866076370142
primary	cDC2	chr17:6	15	-0.0020381053053484207
primary	cDC2	chr17:7	15	0.001797941260185477
primary	cDC2	chr17:8	15	0.00630485344340216
primary	cDC2	chr18:0	15	0.011658374862189314
primary	cDC2	chr18:1	8	0.00938346626102671
primary	cDC2	chr18:2	12	0.0014018444018269076
primary	cDC2	chr18:3	11	-0.00016816293265110377
primary	cDC2	chr18:4	12	-0.0009613612294098868
primary	cDC2	chr18:5	15	-0.0010436356282471763
primary	cDC2	chr18:6	5	-0.00027899219741323153
primary	cDC2	chr18:7	8	-0.0007115654208737702
primary	cDC2	chr19:0	15	0.0007394475652012807
primary	cDC2	chr19:1	15	0.01666224584286873
primary	cDC2	chr19:2	7	0.000906619466413877
primary	cDC2	chr19:3	15	0.000935258221202565
primary	cDC2	chr19:4	15	-0.011724488619155184
primary	cDC2	chr19:5	15	0.005050081904242183
primary	cDC2	chr1:0	15	0.00013303315798899364
primary	cDC2	chr1:1	15	-0.0008279676530342961
primary	cDC2	chr1:10	15	0.009356962662507108
primary	cDC2	chr1:11	15	0.005347761115607336
primary	cDC2	chr1:14	13	-0.008647675504134068
primary	cDC2	chr1:15	15	0.0035258643586125794
primary	cDC2	chr1:16	15	-0.008932019158458508
primary	cDC2	chr1:17	15	-0.00479536232194445
primary	cDC2	chr1:18	15	-0.011367646946685246
primary	cDC2	chr1:19	14	-0.011522823190360128
primary	cDC2	chr1:2	15	0.0146078526649338
primary	cDC2	chr1:20	15	-0.00033997369874372155
primary	cDC2	chr1:21	13	0.005132519600399469
primary	cDC2	chr1:22	15	0.0009293497377249342
primary	cDC2	chr1:23	14	-0.006204301154684154
primary	cDC2	chr1:24	13	-0.015706365140274476
primary	cDC2	chr1:3	15	0.0018505299064001037
primary	cDC2	chr1:4	15	-0.001389284878443239
primary	cDC2	chr1:5	15	0.0031275059099471728
primary	cDC2	chr1:6	14	0.008788278499013516
primary	cDC2	chr1:7	14	0.0018173614058170165
primary	cDC2	chr1:8	15	0.004492363479102617
primary	cDC2	chr1:9	14	0.006370595778854434
primary	cDC2	chr20:0	15	-0.005995454713834348
primary	cDC2	chr20:1	5	-0.008226737913903114
primary	cDC2	chr20:2	13	-0.0003541182336085
primary	cDC2	chr20:3	15	-0.0014388358628071815
primary	cDC2	chr20:4	15	0.005630308395086268
primary	cDC2	chr20:5	15	0.010415950594037889
primary	cDC2	chr20:6	14	0.004901018622779127
primary	cDC2	chr21:2	3	-0.013667385966506277
primary	cDC2	chr21:3	15	-0.005096280805922981
primary	cDC2	chr21:4	15	-0.009088969645281997
primary	cDC2	chr22:1	10	0.004539377544692398
primary	cDC2	chr22:2	15	0.0027675022772253818
primary	cDC2	chr22:3	15	-0.004373658852905122
primary	cDC2	chr22:4	15	-0.0002391299336101841
primary	cDC2	chr22:5	4	-0.02132165487660276
primary	cDC2	chr2:0	14	-0.0028208096249117335
primary	cDC2	chr2:1	11	-0.005990556499218536
primary	cDC2	chr2:10	15	8.389600596862918e-05
primary	cDC2	chr2:11	15	0.0029668240801890345
primary	cDC2	chr2:12	9	0.0006983071199859832
primary	cDC2	chr2:13	15	0.005154116212195136
primary	cDC2	chr2:14	1	-0.011320528049285013
primary	cDC2	chr2:15	13	0.0032595271201190006
primary	cDC2	chr2:16	14	-0.000538482190628481
primary	cDC2	chr2:17	15	-0.0036996767317442726
primary	cDC2	chr2:18	12	-0.005349370780128711
primary	cDC2	chr2:19	15	0.005312285449324756
primary	cDC2	chr2:2	15	0.0015011770214142929
primary	cDC2	chr2:20	15	8.71467347127417e-05
primary	cDC2	chr2:21	14	-0.001508834068823978
primary	cDC2	chr2:22	6	-0.018441178805920153
primary	cDC2	chr2:23	15	-0.001318297633849198
primary	cDC2	chr2:24	13	0.0029435903536479146
primary	cDC2	chr2:3	15	0.0005166433970922336
primary	cDC2	chr2:4	15	-0.007375312752165008
primary	cDC2	chr2:5	11	0.0030941328278295214
primary	cDC2	chr2:6	15	0.012515045947267218
primary	cDC2	chr2:7	15	0.004539167675493528
primary	cDC2	chr2:8	15	2.1576994887189784e-05
primary	cDC2	chr2:9	14	0.0016463808857998285
primary	cDC2	chr3:0	14	-0.000903618162767669
primary	cDC2	chr3:1	15	-0.0015549644034044514
primary	cDC2	chr3:10	15	0.0037376445079591717
primary	cDC2	chr3:11	14	0.0008836726727707028
primary	cDC2	chr3:12	15	-0.00012145496258696319
primary	cDC2	chr3:13	14	-0.001996191664136989
primary	cDC2	chr3:14	15	0.0005029578188069293
primary	cDC2	chr3:15	15	-0.002093209514856862
primary	cDC2	chr3:17	14	-0.00584308563343029
primary	cDC2	chr3:18	15	-0.00534543434305262
primary	cDC2	chr3:19	15	-0.0016439319369869207
primary	cDC2	chr3:2	10	-0.002803623055155614
primary	cDC2	chr3:3	15	0.008819405418194553
primary	cDC2	chr3:4	15	0.005088166487487485
primary	cDC2	chr3:5	15	0.0005801059048736924
primary	cDC2	chr3:6	10	0.0020570936064277035
primary	cDC2	chr3:9	1	-0.008647887779389598
primary	cDC2	chr4:0	15	-0.0021339716443351518
primary	cDC2	chr4:1	10	-0.004177781040388039
primary	cDC2	chr4:10	15	0.007893178643496127
primary	cDC2	chr4:11	11	0.00386371194270624
primary	cDC2	chr4:12	10	0.0010111562454086704
primary	cDC2	chr4:14	12	-0.0020090136855396034
primary	cDC2	chr4:15	12	-0.002113771743604243
primary	cDC2	chr4:16	11	-0.00255994804090157
primary	cDC2	chr4:17	1	-0.02093330093812334
primary	cDC2	chr4:18	13	0.0015686688084953204
primary	cDC2	chr4:3	11	-0.003379173177012897
primary	cDC2	chr4:4	14	-0.0015336841930908443
primary	cDC2	chr4:5	14	-0.004438870758292362
primary	cDC2	chr4:7	15	-0.007175711007422784
primary	cDC2	chr4:8	15	0.002857047243888766
primary	cDC2	chr4:9	11	0.006541125573953464
primary	cDC2	chr5:0	13	0.007605824569925344
primary	cDC2	chr5:1	7	-0.008547148698346649
primary	cDC2	chr5:11	15	0.0001997998147165852
primary	cDC2	chr5:12	8	-0.003574246425661222
primary	cDC2	chr5:13	15	-0.001435997478777477
primary	cDC2	chr5:14	15	-0.0003470649851215413
primary	cDC2	chr5:15	15	-0.0016223606539184448
primary	cDC2	chr5:16	11	-0.004422522654787826
primary	cDC2	chr5:17	15	-0.002899661640519614
primary	cDC2	chr5:3	15	-0.01111184456407749
primary	cDC2	chr5:4	12	-0.009409501884519023
primary	cDC2	chr5:5	15	-0.0016814389886431033
primary	cDC2	chr5:6	14	-0.0025648492616188877
primary	cDC2	chr5:7	15	0.002696731566265516
primary	cDC2	chr5:8	14	0.0006553321126043747
primary	cDC2	chr5:9	15	0.00031197933102863814
primary	cDC2	chr6:0	15	0.010569694030814899
primary	cDC2	chr6:1	15	0.004884839498725319
primary	cDC2	chr6:10	15	0.005874120172579306
primary	cDC2	chr6:11	15	0.0011387857061433112
primary	cDC2	chr6:12	9	-0.002562704364588082
primary	cDC2	chr6:13	15	-0.00016456297251503648
primary	cDC2	chr6:14	15	0.0012260194444775412
primary	cDC2	chr6:15	15	0.014897924694705633
primary	cDC2	chr6:16	6	-0.0021997578583704495
primary	cDC2	chr6:2	15	0.002936720875158802
primary	cDC2	chr6:3	15	-0.0008723716115955145
primary	cDC2	chr6:4	15	0.0016642804172888653
primary	cDC2	chr6:5	7	0.0004097993827069788
primary	cDC2	chr6:7	14	0.001281722663968815
primary	cDC2	chr6:8	14	0.003999198180015787
primary	cDC2	chr7:0	15	-0.0027901837917538017
primary	cDC2	chr7:1	13	-0.002344471784837319
primary	cDC2	chr7:10	15	-0.004545031788757322
primary	cDC2	chr7:11	9	-0.004881817040360888
primary	cDC2	chr7:12	13	-0.0008455739938748312
primary	cDC2	chr7:13	15	-0.0026462939743689216
primary	cDC2	chr7:14	15	-0.003427050963034145
primary	cDC2	chr7:15	14	-0.005098375211354683
primary	cDC2	chr7:2	15	0.0003317910995262728
primary	cDC2	chr7:3	15	0.003658583443746474
primary	cDC2	chr7:4	15	0.00023359616840566968
primary	cDC2	chr7:5	2	0.0
