gene	current_pool	history_only	n_current_relations	RNA_status	RNA_n	RNA_effect	RNA_p	RNA_q	RNA_positive_pairs	RNA_negative_pairs	RNA_tier	CAMP_evaluable	CAMP_nominal	CAMP_FDR	Wu_ER_top	Wu_HER2_top	Wu_TNBC_top	interpretation_cn	limitation_cn	next_action_cn	RNA_source	relation_source	cell_source	judgment_type	new_patient_statistics	Wu2021__source_status	Wu2021__reason	Wu2021__display_top	Wu2021__mechanical_top	Wu2021__top_n	Wu2021__top_detection	Wu2021__bootstrap	Pal2021_reprocessed__source_status	Pal2021_reprocessed__reason	Pal2021_reprocessed__display_top	Pal2021_reprocessed__mechanical_top	Pal2021_reprocessed__top_n	Pal2021_reprocessed__top_detection	Pal2021_reprocessed__bootstrap
CKB	True	False	1	DONE	45.0	-0.5869721493881079	0.0005110057104926	0.001555809951448178	11.0	34.0	FDR_SUPPORTED	1	0	0	Perivascular	Perivascular	Malignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Malignant_epithelial	Malignant_epithelial	20	0.2439676626229633	0.615	DONE	NA	Malignant_epithelial	Malignant_epithelial	33	0.2183288345808745	0.635
CKM	True	False	1	DONE	45.0	-0.0663747890742598	0.0404784370930427	0.07305864255817462	18.0	27.0	NOMINAL_P_ONLY	1	0	0	NA	Myeloid	Myeloid	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Myeloid	Myeloid	26	0.015098987503918655	1.0	NOT_EVALUABLE	low_detection_or_fewer_than_two_covered_lineages	暂不可定位	Myeloid	30	0.007759627478631905	NA
CMAS	True	False	1	DONE	45.0	0.3617682155315208	1.7384487538070643e-05	7.56736516363075e-05	33.0	12.0	FDR_SUPPORTED	1	0	0	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Malignant_epithelial	Malignant_epithelial	20	0.4008860714992629	1.0	DONE	NA	Malignant_epithelial	Malignant_epithelial	33	0.20474263311406982	0.998
CMPK1	True	False	1	DONE	45.0	-0.1057462018908428	0.0387027688728927	0.07071617028627308	15.0	30.0	NOMINAL_P_ONLY	1	0	0	Nonmalignant_epithelial	Malignant_epithelial	Malignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Malignant_epithelial	Malignant_epithelial	20	0.5109763983812803	0.785	DONE	NA	Malignant_epithelial	Malignant_epithelial	33	0.3444345030048877	0.876
CMPK2	True	False	1	DONE	45.0	0.2715149602418175	0.0134551729341784	0.027278980743265794	26.0	19.0	FDR_SUPPORTED	1	0	0	Myeloid	Myeloid	Endothelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Myeloid	Myeloid	26	0.1096112968038446	0.52	DONE	NA	Myeloid	Myeloid	30	0.0676230437996164	0.945
CPT1A	True	False	1	DONE	45.0	-0.0232401680680624	0.7649899070752535	0.8264124543586681	13.0	32.0	NOT_NOMINAL_SIGNIFICANT	1	0	0	Endothelial	Endothelial	Endothelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Endothelial	Endothelial	24	0.14429541224768314	0.999	DONE	NA	Endothelial	Endothelial	23	0.1091623955556567	0.993
CPT1B	True	False	1	DONE	45.0	0.154362579582981	0.0043165086656427	0.00967944367447151	31.0	14.0	FDR_SUPPORTED	1	0	0	Malignant_epithelial	Malignant_epithelial	Nonmalignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Malignant_epithelial	Malignant_epithelial	20	0.013602255624283997	0.419	NOT_EVALUABLE	low_detection_or_fewer_than_two_covered_lineages	暂不可定位	Endothelial	23	0.006127670364984883	NA
CPT2	True	False	3	DONE	45.0	0.1337156225030978	0.016763605613786	0.03264491619526747	30.0	15.0	FDR_SUPPORTED	3	0	0	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Malignant_epithelial	Malignant_epithelial	20	0.11763560654447269	0.977	DONE	NA	Malignant_epithelial	Malignant_epithelial	33	0.07121752265602868	0.919
CRAT	True	False	3	DONE	45.0	-0.1526721363945524	0.2461140367374654	0.334173187496742	16.0	29.0	NOT_NOMINAL_SIGNIFICANT	3	0	0	Malignant_epithelial	Fibroblasts	Fibroblasts	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Malignant_epithelial	Malignant_epithelial	20	0.21237966714726225	0.919	DONE	NA	Malignant_epithelial	Malignant_epithelial	33	0.101100119884364	0.533
CROT	False	True	0	HISTORICAL_ONLY	NA	NA	NA	NA	NA	NA	HISTORICAL_ONLY	0	0	0	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	历史候选保留，不在当前190项入口直接池；原证据不删除。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Malignant_epithelial	Malignant_epithelial	20	0.15892840481973658	0.877	DONE	NA	Malignant_epithelial	Malignant_epithelial	33	0.0899509577371661	0.992
CS	False	True	0	HISTORICAL_ONLY	NA	NA	NA	NA	NA	NA	HISTORICAL_ONLY	0	0	0	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	历史候选保留，不在当前190项入口直接池；原证据不删除。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Malignant_epithelial	Malignant_epithelial	20	0.2882833082577254	0.985	DONE	NA	Malignant_epithelial	Malignant_epithelial	33	0.17075735578334536	0.573
CTNS	True	False	1	DONE	45.0	-0.0084074275093402	0.8682062578633117	0.8985631200263646	20.0	25.0	NOT_NOMINAL_SIGNIFICANT	1	0	0	Nonmalignant_epithelial	Myeloid	Myeloid	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Myeloid	Myeloid	26	0.08178399792434804	0.794	DONE	NA	Myeloid	Myeloid	30	0.03397584331281907	0.93
CYP4F2	True	False	5	DONE	45.0	0.07523229107710293	0.07233568167190528	0.11764484491694484	28.0	17.0	NOT_NOMINAL_SIGNIFICANT	5	0	0	NA	NA	NA	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	NOT_EVALUABLE	low_detection_or_fewer_than_two_covered_lineages	暂不可定位	Malignant_epithelial	20	0.0005142797295261967	NA	NOT_EVALUABLE	low_detection_or_fewer_than_two_covered_lineages	暂不可定位	Malignant_epithelial	33	0.00017766344714021518	NA
DPYD	True	False	2	DONE	45.0	-0.3273890638679049	0.0003507833171873	0.0011536873543048977	13.0	32.0	FDR_SUPPORTED	2	1	0	Myeloid	Myeloid	Myeloid	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Myeloid	Myeloid	26	0.24875042549573476	1.0	DONE	NA	Myeloid	Myeloid	30	0.1293650918313014	1.0
DPYS	True	False	1	DONE	45.0	-0.0512902298912861	0.2929856351762507	0.3811329901011446	18.0	27.0	NOT_NOMINAL_SIGNIFICANT	1	1	0	NA	Fibroblasts	Fibroblasts	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Fibroblasts	Fibroblasts	23	0.012413675776582575	0.998	NOT_EVALUABLE	low_detection_or_fewer_than_two_covered_lineages	暂不可定位	Fibroblasts	30	0.004413763766948887	NA
ENPP2	True	False	3	DONE	45.0	-1.5031096726259476	6.339395563642676e-11	3.1274351447303866e-09	5.0	40.0	FDR_SUPPORTED	3	3	1	Endothelial	Endothelial	Endothelial	配对RNA降低、脂质负关联和内皮来源背景均应保留。	可用值相关未获FDR支持；功能取决于作用细胞，不能从RNA降低推断应提高它。	标记敏感性限制及细胞背景。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE		Endothelial	Endothelial	24	0.2899376535963007	1.0	DONE		Endothelial	Endothelial	23	0.14891889960381532	1.0
ETNK1	True	False	2	DONE	45.0	0.2524707458298525	0.0001399761474708	0.0004892312431675759	36.0	9.0	FDR_SUPPORTED	2	1	1	Malignant_epithelial	B_cells	Nonmalignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Nonmalignant_epithelial	Nonmalignant_epithelial	10	0.3576991814771576	0.611	DONE	NA	Endothelial	Endothelial	23	0.1220671235418073	0.774
ETNK2	True	False	2	DONE	45.0	0.6069032075144858	0.0008448298187328	0.0022733602394991712	32.0	13.0	FDR_SUPPORTED	2	0	0	Malignant_epithelial	Fibroblasts	Fibroblasts	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Malignant_epithelial	Malignant_epithelial	20	0.11918172112648087	0.902	DONE	NA	Malignant_epithelial	Malignant_epithelial	33	0.08934752286807657	1.0
FDFT1	True	False	1	DONE	45.0	-0.154500783477878	0.1101928558751807	0.17166887020554467	19.0	26.0	NOT_NOMINAL_SIGNIFICANT	1	0	0	Nonmalignant_epithelial	Malignant_epithelial	Malignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Nonmalignant_epithelial	Nonmalignant_epithelial	10	0.538855924642493	0.701	DONE	NA	Malignant_epithelial	Malignant_epithelial	33	0.2950281221558215	0.828
FH	True	False	1	DONE	45.0	0.0645381101793973	0.2531632616494577	0.3406196611283613	24.0	21.0	NOT_NOMINAL_SIGNIFICANT	1	1	0	Nonmalignant_epithelial	Malignant_epithelial	Malignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Malignant_epithelial	Malignant_epithelial	20	0.3769928093120195	0.997	DONE	NA	Malignant_epithelial	Malignant_epithelial	33	0.14720893001943275	1.0
FOLH1	True	False	3	DONE	45.0	-0.0262395548919822	0.8181739668122198	0.8587925325404859	20.0	25.0	NOT_NOMINAL_SIGNIFICANT	3	0	0	Nonmalignant_epithelial	Endothelial	Endothelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Endothelial	Endothelial	24	0.05014393209259673	0.728	DONE	NA	Endothelial	Endothelial	23	0.0378694732058969	1.0
GAMT	True	False	1	DONE	45.0	-0.1145303935167266	0.0230433737263909	0.044291159889686404	16.0	29.0	FDR_SUPPORTED	1	0	0	Malignant_epithelial	Perivascular	Nonmalignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Malignant_epithelial	Malignant_epithelial	20	0.31109696451795477	0.554	DONE	NA	Malignant_epithelial	Malignant_epithelial	33	0.21013230329839883	0.995
GCLC	True	False	2	DONE	45.0	-0.1721708309428213	0.1065910311403523	0.16782417668906535	18.0	27.0	NOT_NOMINAL_SIGNIFICANT	2	0	0	Myeloid	Myeloid	Myeloid	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Myeloid	Myeloid	26	0.09126192923015838	0.931	DONE	NA	Myeloid	Myeloid	30	0.08358571607698674	0.996
GDA	True	False	2	DONE	45.0	0.0092240768580315	0.7751909503663917	0.8313642076393186	22.0	23.0	NOT_NOMINAL_SIGNIFICANT	2	1	0	NA	NA	NA	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	NOT_EVALUABLE	low_detection_or_fewer_than_two_covered_lineages	暂不可定位	B_cells	20	0.00047619047619047624	NA	NOT_EVALUABLE	low_detection_or_fewer_than_two_covered_lineages	暂不可定位	Mast_cells	12	0.0006887052341597796	NA
GDPD5	True	False	2	DONE	45.0	-0.6664069819931608	2.2570472374547634e-07	1.670214955716525e-06	11.0	34.0	FDR_SUPPORTED	2	0	0	Endothelial	Endothelial	Endothelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Endothelial	Endothelial	24	0.0648705901083636	0.935	DONE	NA	Endothelial	Endothelial	23	0.05308516652857115	0.999
GLS	True	False	2	DONE	45.0	0.0628567074973772	0.3888087314571496	0.4755677045922161	25.0	20.0	NOT_NOMINAL_SIGNIFICANT	2	0	0	Endothelial	Endothelial	Endothelial	FUSCC条件模型中负关联较突出，但不据q大小判定优于ASNS。	组织RNA不是酶活；单细胞内皮较高不证明患者关联来自内皮。	将自身干预与患者关系分开记载，等待另行授权的功能问题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Endothelial	Endothelial	24	0.2494653201914888	0.785	DONE	NA	Endothelial	Endothelial	23	0.22559818587289113	0.964
GLS2	True	False	2	DONE	45.0	0.0486802233707668	0.2083717448875996	0.2937049356510928	25.0	20.0	NOT_NOMINAL_SIGNIFICANT	2	1	0	Malignant_epithelial	NA	Nonmalignant_epithelial	保留当前患者关联支持不足的结果。	不能称生物学阴性对照。	按全候选保留来源与功能背景。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Nonmalignant_epithelial	Nonmalignant_epithelial	10	0.013858228594218097	0.847	NOT_EVALUABLE	low_detection_or_fewer_than_two_covered_lineages	暂不可定位	Malignant_epithelial	33	0.007380267698945014	NA
GLUL	True	False	2	DONE	45.0	0.0436434198780477	0.5550267945631138	0.6318766584256987	22.0	23.0	NOT_NOMINAL_SIGNIFICANT	2	0	0	Malignant_epithelial	Myeloid	Myeloid	保留弱正向条件关联背景。	后选择六项模型的q不替代原全关系q，不表示突然发现强机制。	不单独升级主线。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Myeloid	Myeloid	26	0.7318867464882862	0.984	DONE	NA	Myeloid	Myeloid	30	0.6081745021829451	1.0
GNPNAT1	True	False	1	DONE	45.0	0.2973929095522681	0.0015174121945195	0.0038720173239463105	30.0	15.0	FDR_SUPPORTED	1	0	0	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Malignant_epithelial	Malignant_epithelial	20	0.2843038208848643	1.0	DONE	NA	Malignant_epithelial	Malignant_epithelial	33	0.17094065830642546	1.0
GOT1	True	False	2	DONE	45.0	0.2224466461769716	0.0012945920075943	0.003361396791648358	30.0	15.0	FDR_SUPPORTED	2	1	0	Nonmalignant_epithelial	Malignant_epithelial	Malignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Malignant_epithelial	Malignant_epithelial	20	0.2690767183910951	0.881	DONE	NA	Malignant_epithelial	Malignant_epithelial	33	0.10619193402557416	0.995
